QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Patrick Mahomes,David Johnson,Aaron Jones,DeAndre Hopkins,Larry Fitzgerald,Christian Kirk,Greg Olsen,Dallas Cowboys,Nelson Agholor,145.07,169.36
Kyle Allen,Christian McCaffrey,Austin Ekeler,Josh Gordon,Larry Fitzgerald,Christian Kirk,George Kittle,Dallas Cowboys,Mark Andrews,145.07,144.34
Patrick Mahomes,David Johnson,Devonta Freeman,Sammy Watkins,Christian Kirk,Emmanuel Sanders,George Kittle,New England Patriots,Mark Andrews,144.95,122.36
Patrick Mahomes,Austin Ekeler,Devonta Freeman,Keenan Allen,Marquise Brown,Larry Fitzgerald,Evan Engram,Los Angeles Chargers,Mark Andrews,144.91,161.36
Dak Prescott,Christian McCaffrey,Austin Ekeler,Amari Cooper,Phillip Dorsett,Devin Smith,Mark Andrews,New England Patriots,Devonta Freeman,144.77,151.64
Carson Wentz,Ezekiel Elliott,Devonta Freeman,Keenan Allen,Emmanuel Sanders,Nelson Agholor,Zach Ertz,Dallas Cowboys,Evan Engram,144.65,175.36
Patrick Mahomes,Christian McCaffrey,Austin Ekeler,Julio Jones,Calvin Ridley,Phillip Dorsett,Austin Hooper,Los Angeles Chargers,Phillip Lindsay,144.5,184.26
Jameis Winston,Christian McCaffrey,Aaron Jones,Keenan Allen,Marvin Jones,Nelson Agholor,Zach Ertz,Los Angeles Chargers,Chris Carson,144.46,190.7
Patrick Mahomes,Austin Ekeler,Phillip Lindsay,Keenan Allen,Will Fuller,Mike Williams,Zach Ertz,Dallas Cowboys,Darren Waller,144.29,191.66
Dak Prescott,Christian McCaffrey,Phillip Lindsay,Julio Jones,Kenny Golladay,Nelson Agholor,Evan Engram,Dallas Cowboys,T.J. Hockenson,144.18,180.24
Carson Wentz,David Johnson,Chris Carson,DeAndre Hopkins,Sammy Watkins,Nelson Agholor,Zach Ertz,New England Patriots,Miles Sanders,144.16,131.26
Patrick Mahomes,Austin Ekeler,Chris Carson,Sammy Watkins,Christian Kirk,Nelson Agholor,Travis Kelce,Arizona Cardinals,Darren Waller,143.98,148.26
Matt Ryan,Christian McCaffrey,Austin Ekeler,Keenan Allen,Deebo Samuel,James Washington,George Kittle,New England Patriots,Miles Sanders,143.77,169.06
Dak Prescott,Dalvin Cook,Miles Sanders,Julio Jones,Keenan Allen,Calvin Ridley,Austin Hooper,New England Patriots,Emmanuel Sanders,143.63,184.04
Tom Brady,Austin Ekeler,Aaron Jones,Julio Jones,Julian Edelman,Nelson Agholor,George Kittle,New England Patriots,Phillip Dorsett,143.54,170.74
Carson Wentz,Christian McCaffrey,Phillip Lindsay,DeAndre Hopkins,Larry Fitzgerald,Marvin Jones,Zach Ertz,Dallas Cowboys,Phillip Dorsett,143.41,174.76
Dak Prescott,Devonta Freeman,Miles Sanders,DeAndre Hopkins,Keenan Allen,Larry Fitzgerald,George Kittle,Dallas Cowboys,Will Fuller,143.38,157.34
Patrick Mahomes,Aaron Jones,Chris Carson,Chris Godwin,Mike Evans,Sterling Shepard,Mark Andrews,New England Patriots,Nelson Agholor,143.29,178.76
Kyle Allen,Dalvin Cook,Austin Ekeler,Julian Edelman,Calvin Ridley,Larry Fitzgerald,Greg Olsen,New England Patriots,David Johnson,143.2,161.14
Jameis Winston,Christian McCaffrey,Dalvin Cook,Chris Godwin,Larry Fitzgerald,Nelson Agholor,Evan Engram,Arizona Cardinals,Mark Andrews,143.15,164.0
Deshaun Watson,Christian McCaffrey,Devonta Freeman,Keenan Allen,Will Fuller,Nelson Agholor,Travis Kelce,New England Patriots,Austin Hooper,143.01,208.34
Carson Wentz,Christian McCaffrey,David Johnson,Keenan Allen,Julian Edelman,Nelson Agholor,George Kittle,Arizona Cardinals,T.J. Hockenson,142.8,173.56
Dak Prescott,Austin Ekeler,Aaron Jones,Davante Adams,Larry Fitzgerald,Emmanuel Sanders,Darren Waller,Dallas Cowboys,Marquez Valdes-Scantling,142.75,145.14
Dak Prescott,Christian McCaffrey,Phillip Lindsay,Sammy Watkins,Marquise Brown,Emmanuel Sanders,Zach Ertz,Arizona Cardinals,Mark Andrews,142.7,119.54
Carson Wentz,Austin Ekeler,Chris Carson,Kenny Golladay,Larry Fitzgerald,Marvin Jones,George Kittle,New England Patriots,Evan Engram,142.66,137.16
Lamar Jackson,Dalvin Cook,Rex Burkhead,Keenan Allen,Kenny Golladay,Nelson Agholor,Zach Ertz,New England Patriots,Mark Andrews,142.66,170.68
Patrick Mahomes,Austin Ekeler,David Johnson,Davante Adams,Keenan Allen,Emmanuel Sanders,Noah Fant,Arizona Cardinals,Phillip Dorsett,142.65,147.86
Patrick Mahomes,Aaron Jones,Ty Johnson,Keenan Allen,Sammy Watkins,Larry Fitzgerald,Travis Kelce,New England Patriots,James Washington,142.64,153.56
Patrick Mahomes,Le'Veon Bell,Chris Carson,Kenny Golladay,Nelson Agholor,James Washington,Zach Ertz,Dallas Cowboys,George Kittle,142.63,111.36
Philip Rivers,Christian McCaffrey,Phillip Lindsay,DeAndre Hopkins,Keenan Allen,Emmanuel Sanders,Evan Engram,Los Angeles Chargers,Miles Sanders,142.44,189.62
Patrick Mahomes,Austin Ekeler,Devonta Freeman,Chris Godwin,Mike Evans,Emmanuel Sanders,OJ Howard,Dallas Cowboys,Miles Sanders,142.37,151.66
Matt Ryan,Austin Ekeler,Aaron Jones,Julio Jones,Calvin Ridley,Emmanuel Sanders,Zach Ertz,Arizona Cardinals,Evan Engram,142.34,127.96
Kirk Cousins,Christian McCaffrey,Aaron Jones,Keenan Allen,Adam Thielen,Emmanuel Sanders,Darren Waller,New England Patriots,Phillip Dorsett,142.28,191.46
Jameis Winston,David Johnson,Chris Carson,Julio Jones,Chris Godwin,Larry Fitzgerald,OJ Howard,New England Patriots,Emmanuel Sanders,142.24,131.0
Dak Prescott,David Johnson,Chris Carson,Amari Cooper,Keenan Allen,Emmanuel Sanders,T.J. Hockenson,Dallas Cowboys,Devin Smith,142.2,142.44
Lamar Jackson,Austin Ekeler,David Johnson,Larry Fitzgerald,Christian Kirk,Curtis Samuel,Zach Ertz,Los Angeles Chargers,Chris Carson,142.15,121.08
Josh Allen,Christian McCaffrey,David Johnson,Davante Adams,Emmanuel Sanders,Courtland Sutton,Austin Hooper,Dallas Cowboys,Nelson Agholor,142.14,155.52
Matt Ryan,Ezekiel Elliott,Christian McCaffrey,Larry Fitzgerald,Emmanuel Sanders,Curtis Samuel,Greg Olsen,Dallas Cowboys,Miles Sanders,142.13,161.16
Patrick Mahomes,Christian McCaffrey,Phillip Lindsay,Chris Godwin,Julian Edelman,Devin Smith,Evan Engram,New England Patriots,OJ Howard,142.1,172.66
Kyle Allen,Ezekiel Elliott,Le'Veon Bell,Julio Jones,Larry Fitzgerald,Christian Kirk,Evan Engram,New England Patriots,Nelson Agholor,142.04,179.14
Tom Brady,Christian McCaffrey,Chris Carson,Julian Edelman,Josh Gordon,Calvin Ridley,Greg Olsen,Dallas Cowboys,Nelson Agholor,141.93,155.64
Patrick Mahomes,Christian McCaffrey,Chris Carson,Davante Adams,Emmanuel Sanders,Marquez Valdes-Scantling,Greg Olsen,Los Angeles Chargers,Devonta Freeman,141.93,143.16
Kyle Allen,Christian McCaffrey,Devonta Freeman,DeAndre Hopkins,Sammy Watkins,Larry Fitzgerald,Darren Waller,New England Patriots,Curtis Samuel,141.92,167.74
Carson Wentz,Christian McCaffrey,Austin Ekeler,Keenan Allen,Calvin Ridley,Mack Hollins,Zach Ertz,Carolina Panthers,Mark Andrews,141.92,153.86
Dak Prescott,Dalvin Cook,Austin Ekeler,Keenan Allen,Larry Fitzgerald,Randall Cobb,Zach Ertz,Arizona Cardinals,Devin Smith,141.86,147.74
Lamar Jackson,Christian McCaffrey,Aaron Jones,Josh Gordon,Emmanuel Sanders,Nelson Agholor,Travis Kelce,Carolina Panthers,Mark Andrews,141.81,142.18
Matt Ryan,Austin Ekeler,Phillip Lindsay,Davante Adams,Sammy Watkins,Kenny Golladay,Zach Ertz,Los Angeles Chargers,Nelson Agholor,141.76,133.66
Carson Wentz,Dalvin Cook,Austin Ekeler,DeAndre Hopkins,Julio Jones,Nelson Agholor,Mark Andrews,Los Angeles Chargers,T.J. Hockenson,141.71,140.16
Matt Ryan,Christian McCaffrey,Chris Carson,Sammy Watkins,Julian Edelman,Emmanuel Sanders,Austin Hooper,New England Patriots,Mohamed Sanu,141.64,148.16
Dak Prescott,Christian McCaffrey,Austin Ekeler,Keenan Allen,Stefon Diggs,Nelson Agholor,Darren Waller,Minnesota Vikings,Kyle Rudolph,141.59,183.74
Lamar Jackson,Austin Ekeler,Devonta Freeman,Sammy Watkins,James Washington,Phillip Dorsett,Travis Kelce,Dallas Cowboys,Zach Ertz,141.56,120.48
Patrick Mahomes,Duke Johnson,Miles Sanders,Julio Jones,Sammy Watkins,Emmanuel Sanders,Travis Kelce,Los Angeles Chargers,Zach Ertz,141.54,123.36
Dak Prescott,Christian McCaffrey,Aaron Jones,Julian Edelman,Josh Gordon,Larry Fitzgerald,Evan Engram,Minnesota Vikings,Phillip Dorsett,141.48,169.64
Kyler Murray,Christian McCaffrey,Austin Ekeler,Sammy Watkins,Mike Evans,Larry Fitzgerald,Greg Olsen,Arizona Cardinals,Phillip Dorsett,141.47,183.72
Patrick Mahomes,Dalvin Cook,David Johnson,Kenny Golladay,Marvin Jones,Emmanuel Sanders,Evan Engram,Los Angeles Chargers,Nelson Agholor,141.43,162.76
Patrick Mahomes,Austin Ekeler,Miles Sanders,Davante Adams,D.J. Moore,Christian Kirk,Evan Engram,New England Patriots,Greg Olsen,141.41,164.26
Deshaun Watson,David Johnson,Phillip Lindsay,DeAndre Hopkins,Keenan Allen,Calvin Ridley,Mark Andrews,Arizona Cardinals,Larry Fitzgerald,141.42,157.34
Kyler Murray,Ezekiel Elliott,Austin Ekeler,Keenan Allen,Julian Edelman,Christian Kirk,Greg Olsen,Los Angeles Chargers,Nelson Agholor,141.41,189.02
Patrick Mahomes,Ezekiel Elliott,Phillip Lindsay,DeAndre Hopkins,Marquise Brown,Phillip Dorsett,Mark Andrews,New England Patriots,Greg Olsen,141.4,160.86
Patrick Mahomes,Austin Ekeler,Aaron Jones,Sammy Watkins,Julian Edelman,Josh Gordon,Mark Andrews,Pittsburgh Steelers,Greg Olsen,141.38,147.26
Jameis Winston,Le'Veon Bell,Miles Sanders,Sammy Watkins,Mike Evans,Larry Fitzgerald,Zach Ertz,Dallas Cowboys,Evan Engram,141.36,176.1
Patrick Mahomes,Chris Carson,Miles Sanders,Julio Jones,T.Y. Hilton,Calvin Ridley,Evan Engram,Dallas Cowboys,Darren Waller,141.36,169.76
Josh Allen,Christian McCaffrey,Miles Sanders,Kenny Golladay,Julian Edelman,Marvin Jones,Zach Ertz,New England Patriots,Darren Waller,141.34,166.22
Patrick Mahomes,David Johnson,Aaron Jones,Julio Jones,Marvin Jones,Mack Hollins,Zach Ertz,New England Patriots,Phillip Lindsay,141.29,183.16
Jimmy Garoppolo,Austin Ekeler,David Johnson,Julio Jones,Emmanuel Sanders,James Washington,George Kittle,Dallas Cowboys,Phillip Lindsay,141.29,134.88
Kyle Allen,Dalvin Cook,Chris Carson,Keenan Allen,Sammy Watkins,Curtis Samuel,Zach Ertz,Dallas Cowboys,Greg Olsen,141.22,179.84
Dak Prescott,Ezekiel Elliott,Alvin Kamara,Keenan Allen,Marvin Jones,Nelson Agholor,T.J. Hockenson,New England Patriots,Phillip Dorsett,141.2,208.84
Matt Ryan,Christian McCaffrey,Devonta Freeman,Julio Jones,Keenan Allen,Mohamed Sanu,Zach Ertz,Kansas City Chiefs,Phillip Lindsay,141.15,201.26
Lamar Jackson,Alvin Kamara,Chris Carson,Sammy Watkins,Julian Edelman,Nelson Agholor,Evan Engram,Los Angeles Chargers,Mark Andrews,141.09,152.78
Lamar Jackson,Aaron Jones,Chris Carson,Keenan Allen,Marquise Brown,Christian Kirk,Mark Andrews,Dallas Cowboys,Darren Waller,141.06,157.58
Patrick Mahomes,Austin Ekeler,Chris Carson,Julio Jones,Mecole Hardman,Devin Smith,Zach Ertz,Minnesota Vikings,Mark Andrews,141.04,126.96
Dak Prescott,Ezekiel Elliott,Devonta Freeman,Sammy Watkins,Larry Fitzgerald,Nelson Agholor,Travis Kelce,Kansas City Chiefs,Mark Andrews,141.04,127.34
Tom Brady,David Johnson,James Conner,Keenan Allen,Julian Edelman,Larry Fitzgerald,Darren Waller,Dallas Cowboys,Phillip Dorsett,141.02,191.34
Patrick Mahomes,Austin Ekeler,Rex Burkhead,John Brown,Calvin Ridley,Marvin Jones,Travis Kelce,New England Patriots,Mark Andrews,140.98,135.46
Dak Prescott,Chris Carson,Kerryon Johnson,Davante Adams,Emmanuel Sanders,Courtland Sutton,Zach Ertz,New England Patriots,George Kittle,140.95,102.24
Jameis Winston,Christian McCaffrey,Aaron Jones,T.Y. Hilton,Calvin Ridley,Larry Fitzgerald,George Kittle,New England Patriots,Austin Hooper,140.94,162.6
Patrick Mahomes,Christian McCaffrey,Chris Carson,Kenny Golladay,Josh Gordon,Marvin Jones,Mark Andrews,Arizona Cardinals,T.J. Hockenson,140.92,115.46
Dak Prescott,Austin Ekeler,Ty Johnson,Chris Godwin,Sammy Watkins,Sterling Shepard,Zach Ertz,New England Patriots,Evan Engram,140.91,139.34
Patrick Mahomes,Christian McCaffrey,David Johnson,Marquise Brown,Nelson Agholor,James Washington,Travis Kelce,Kansas City Chiefs,Phillip Lindsay,140.88,161.36
Josh Allen,Austin Ekeler,Aaron Jones,Keenan Allen,John Brown,John Ross,Zach Ertz,New England Patriots,Greg Olsen,140.82,158.92
Jameis Winston,Christian McCaffrey,Miles Sanders,DeAndre Hopkins,Mike Evans,Josh Gordon,Mark Andrews,New England Patriots,OJ Howard,140.78,177.1
Patrick Mahomes,Christian McCaffrey,Chris Carson,DeAndre Hopkins,Will Fuller,Nelson Agholor,Evan Engram,Tampa Bay Buccaneers,Keke Coutee,140.75,147.76
Patrick Mahomes,David Johnson,Devonta Freeman,Keenan Allen,Kenny Golladay,Calvin Ridley,Austin Hooper,Dallas Cowboys,Mohamed Sanu,140.68,164.06
Josh Allen,Aaron Jones,Phillip Lindsay,Keenan Allen,Chris Godwin,Larry Fitzgerald,Evan Engram,Dallas Cowboys,Sterling Shepard,140.64,200.22
Carson Wentz,Austin Ekeler,Aaron Jones,Kenny Golladay,Calvin Ridley,Nelson Agholor,Travis Kelce,Dallas Cowboys,Miles Sanders,140.59,122.86
Deshaun Watson,Austin Ekeler,Miles Sanders,DeAndre Hopkins,Julio Jones,Keenan Allen,Darren Waller,Tampa Bay Buccaneers,Phillip Dorsett,140.59,204.24
Dak Prescott,Christian McCaffrey,Austin Ekeler,Julian Edelman,Emmanuel Sanders,Randall Cobb,George Kittle,Los Angeles Chargers,Preston Williams,140.58,122.44
Kyle Allen,Christian McCaffrey,Chris Carson,Davante Adams,Julio Jones,Larry Fitzgerald,Zach Ertz,Arizona Cardinals,Damiere Byrd,140.58,128.44
Josh Allen,Christian McCaffrey,Austin Ekeler,Keenan Allen,Marvin Jones,JJ Arcega-Whiteside,T.J. Hockenson,Dallas Cowboys,Devonta Freeman,140.53,164.52
Aaron Rodgers,Ezekiel Elliott,Miles Sanders,Davante Adams,Julian Edelman,Emmanuel Sanders,Mark Andrews,New England Patriots,Nelson Agholor,140.53,120.1
Deshaun Watson,Dalvin Cook,Austin Ekeler,Keenan Allen,Mike Williams,Emmanuel Sanders,George Kittle,Carolina Panthers,Nelson Agholor,140.53,178.04
Matt Ryan,Christian McCaffrey,Aaron Jones,Keenan Allen,Larry Fitzgerald,Will Fuller,Mark Andrews,Tampa Bay Buccaneers,Mike Williams,140.52,163.86
Kyle Allen,Christian McCaffrey,Alvin Kamara,Julio Jones,Curtis Samuel,Nelson Agholor,Greg Olsen,Carolina Panthers,Austin Ekeler,140.51,216.94
Matt Ryan,Dalvin Cook,Devonta Freeman,Kenny Golladay,Julian Edelman,Larry Fitzgerald,Zach Ertz,Dallas Cowboys,T.J. Hockenson,140.49,127.26
Patrick Mahomes,Chris Carson,Phillip Lindsay,Keenan Allen,Sammy Watkins,Marquise Brown,George Kittle,Minnesota Vikings,Austin Hooper,140.48,173.06
Carson Wentz,Christian McCaffrey,Austin Ekeler,Sammy Watkins,Marvin Jones,Nelson Agholor,Austin Hooper,Kansas City Chiefs,Le'Veon Bell,140.44,164.96
Patrick Mahomes,Christian McCaffrey,Duke Johnson,Adam Thielen,Tyrell Williams,Larry Fitzgerald,Darren Waller,Dallas Cowboys,Austin Hooper,140.42,179.86
Kyler Murray,Le'Veon Bell,David Johnson,Keenan Allen,Larry Fitzgerald,Damiere Byrd,Zach Ertz,New England Patriots,George Kittle,140.38,148.82
Jameis Winston,Alvin Kamara,Austin Ekeler,Keenan Allen,D.J. Moore,Larry Fitzgerald,Greg Olsen,Tampa Bay Buccaneers,Emmanuel Sanders,140.35,192.8
Josh Allen,Ezekiel Elliott,Austin Ekeler,DeAndre Hopkins,Calvin Ridley,Mohamed Sanu,Austin Hooper,New England Patriots,Nelson Agholor,140.34,143.92
Patrick Mahomes,Austin Ekeler,Devonta Freeman,Julio Jones,Stefon Diggs,Tyrell Williams,Darren Waller,New England Patriots,James Washington,140.33,152.16
Dak Prescott,Dalvin Cook,Phillip Lindsay,DeAndre Hopkins,Amari Cooper,Randall Cobb,Darren Waller,New England Patriots,Nelson Agholor,140.32,191.74
Kirk Cousins,Austin Ekeler,Chris Carson,Adam Thielen,Stefon Diggs,Calvin Ridley,Zach Ertz,New England Patriots,Phillip Lindsay,140.31,112.76
Jameis Winston,Dalvin Cook,Devonta Freeman,Julio Jones,Keenan Allen,Sterling Shepard,Mark Andrews,Dallas Cowboys,OJ Howard,140.28,201.9
Tom Brady,Christian McCaffrey,David Johnson,Josh Gordon,Emmanuel Sanders,Phillip Dorsett,Zach Ertz,Tampa Bay Buccaneers,George Kittle,140.26,138.44
Carson Wentz,Austin Ekeler,Chris Carson,Chris Godwin,John Brown,Josh Gordon,Zach Ertz,Dallas Cowboys,T.J. Hockenson,140.25,96.16
Dak Prescott,Christian McCaffrey,Devonta Freeman,Keenan Allen,Mike Evans,Sterling Shepard,Evan Engram,Arizona Cardinals,James Washington,140.22,221.24
Russell Wilson,Christian McCaffrey,Phillip Lindsay,Sammy Watkins,Tyler Lockett,D.K. Metcalf,George Kittle,New England Patriots,Nelson Agholor,140.21,209.34
Kyler Murray,Austin Ekeler,Devonta Freeman,Julio Jones,Larry Fitzgerald,Christian Kirk,Travis Kelce,Carolina Panthers,Emmanuel Sanders,140.21,139.62
Patrick Mahomes,Austin Ekeler,James Conner,Amari Cooper,Randall Cobb,Nelson Agholor,Evan Engram,Dallas Cowboys,Devin Smith,140.2,153.96
Patrick Mahomes,Le'Veon Bell,Duke Johnson,DeAndre Hopkins,Keenan Allen,Mike Williams,OJ Howard,New England Patriots,Nelson Agholor,140.2,159.96
Matt Ryan,Austin Ekeler,David Johnson,Michael Thomas,T.Y. Hilton,Phillip Dorsett,Zach Ertz,New England Patriots,Austin Hooper,140.19,164.46
Carson Wentz,Ezekiel Elliott,Christian McCaffrey,Kenny Golladay,Larry Fitzgerald,Will Fuller,Darren Waller,Los Angeles Chargers,Nelson Agholor,140.17,157.86
Patrick Mahomes,Ezekiel Elliott,Chris Carson,Amari Cooper,Larry Fitzgerald,Preston Williams,Darren Waller,New England Patriots,Devin Smith,140.17,156.96
Josh Allen,Christian McCaffrey,David Johnson,Tyler Boyd,John Brown,Phillip Dorsett,T.J. Hockenson,New England Patriots,Chris Carson,140.16,129.52
Dak Prescott,David Johnson,Chris Carson,Julio Jones,Marquise Brown,Phillip Dorsett,Travis Kelce,Los Angeles Chargers,Mark Andrews,140.13,126.64
Jacoby Brissett,Alvin Kamara,Austin Ekeler,Sammy Watkins,Calvin Ridley,Emmanuel Sanders,Mark Andrews,Dallas Cowboys,Austin Hooper,140.13,133.1
Dak Prescott,Christian McCaffrey,Miles Sanders,Amari Cooper,Calvin Ridley,Randall Cobb,Zach Ertz,Dallas Cowboys,James Washington,140.11,126.44
Daniel Jones,Christian McCaffrey,Duke Johnson,Julio Jones,Mike Evans,Phillip Dorsett,Zach Ertz,New England Patriots,Evan Engram,140.1,221.44
Patrick Mahomes,Dalvin Cook,Miles Sanders,Josh Gordon,Demarcus Robinson,Nelson Agholor,Travis Kelce,New England Patriots,George Kittle,140.09,165.06
Josh Allen,Ezekiel Elliott,Chris Carson,Julio Jones,Julian Edelman,Nelson Agholor,Zach Ertz,Tampa Bay Buccaneers,T.J. Hockenson,140.07,135.72
Dak Prescott,Austin Ekeler,Le'Veon Bell,Keenan Allen,Christian Kirk,Curtis Samuel,Evan Engram,Dallas Cowboys,Damiere Byrd,140.05,168.94
Deshaun Watson,Christian McCaffrey,Devonta Freeman,DeAndre Hopkins,Mike Williams,Emmanuel Sanders,Mark Andrews,Dallas Cowboys,James Washington,139.99,116.24
Kirk Cousins,Austin Ekeler,Miles Sanders,Sammy Watkins,Adam Thielen,Julian Edelman,George Kittle,Dallas Cowboys,Darren Waller,139.99,146.26
Patrick Mahomes,Christian McCaffrey,Chris Carson,JuJu Smith-Schuster,Larry Fitzgerald,Deebo Samuel,George Kittle,Pittsburgh Steelers,Phillip Dorsett,139.97,146.96
Patrick Mahomes,Alvin Kamara,Devonta Freeman,DeAndre Hopkins,Marvin Jones,Nelson Agholor,Zach Ertz,Minnesota Vikings,Darren Waller,139.97,189.76
Patrick Mahomes,Christian McCaffrey,Frank Gore,Julian Edelman,Demarcus Robinson,Christian Kirk,Zach Ertz,Los Angeles Chargers,Mark Andrews,139.96,145.86
Dak Prescott,Austin Ekeler,Chris Carson,Michael Thomas,Tyler Lockett,Josh Gordon,Jared Cook,New England Patriots,Nelson Agholor,139.95,149.54
Patrick Mahomes,Kerryon Johnson,Rex Burkhead,DeAndre Hopkins,Sammy Watkins,Larry Fitzgerald,Zach Ertz,Tampa Bay Buccaneers,Mark Andrews,139.91,122.66
Carson Wentz,Christian McCaffrey,Phillip Lindsay,Davante Adams,Julio Jones,Will Fuller,Noah Fant,New England Patriots,Emmanuel Sanders,139.9,153.66
Matt Ryan,Christian McCaffrey,Frank Gore,DeAndre Hopkins,Calvin Ridley,Christian Kirk,Evan Engram,Dallas Cowboys,Austin Hooper,139.9,167.26
Carson Wentz,Aaron Jones,Devonta Freeman,Julio Jones,Keenan Allen,Kenny Golladay,T.J. Hockenson,New England Patriots,Christian Kirk,139.81,160.56
Carson Wentz,Christian McCaffrey,Duke Johnson,Marquise Brown,Larry Fitzgerald,Sterling Shepard,Travis Kelce,New England Patriots,Mark Andrews,139.81,142.86
Dak Prescott,Austin Ekeler,David Johnson,DeAndre Hopkins,Keenan Allen,Mike Williams,Austin Hooper,Los Angeles Chargers,James Washington,139.79,155.94
Kyle Allen,Alvin Kamara,Aaron Jones,Keenan Allen,Julian Edelman,Larry Fitzgerald,Zach Ertz,Carolina Panthers,Christian Kirk,139.79,197.44
Patrick Mahomes,Dalvin Cook,Phillip Lindsay,Julio Jones,D.J. Moore,Larry Fitzgerald,George Kittle,Arizona Cardinals,Greg Olsen,139.78,182.16
Matthew Stafford,Dalvin Cook,Miles Sanders,Julio Jones,Chris Godwin,Christian Kirk,Zach Ertz,Dallas Cowboys,Nelson Agholor,139.77,152.14
Philip Rivers,David Johnson,Chris Carson,Keenan Allen,Sammy Watkins,Larry Fitzgerald,Evan Engram,Kansas City Chiefs,Will Fuller,139.76,158.12
Matt Ryan,Christian McCaffrey,Dalvin Cook,Emmanuel Sanders,Courtland Sutton,Marquez Valdes-Scantling,Mark Andrews,Pittsburgh Steelers,Austin Ekeler,139.75,153.76
Jacoby Brissett,Christian McCaffrey,Chris Carson,Julio Jones,T.Y. Hilton,Emmanuel Sanders,George Kittle,Kansas City Chiefs,Nelson Agholor,139.72,150.6
Kyle Allen,Christian McCaffrey,Le'Veon Bell,DeAndre Hopkins,Christian Kirk,Emmanuel Sanders,Zach Ertz,Minnesota Vikings,Greg Olsen,139.72,140.94
Lamar Jackson,Chris Carson,Devonta Freeman,Marquise Brown,Calvin Ridley,Emmanuel Sanders,Travis Kelce,New England Patriots,Evan Engram,139.72,106.48
Carson Wentz,Dalvin Cook,Aaron Jones,Davante Adams,Larry Fitzgerald,Nelson Agholor,Zach Ertz,Tampa Bay Buccaneers,George Kittle,139.71,142.56
Matt Ryan,Aaron Jones,Miles Sanders,DeAndre Hopkins,Julio Jones,Julian Edelman,Mark Andrews,Dallas Cowboys,Mohamed Sanu,139.71,147.26
Patrick Mahomes,Dalvin Cook,Miles Sanders,Keenan Allen,Mike Evans,Marvin Jones,Zach Ertz,Tampa Bay Buccaneers,T.J. Hockenson,139.69,210.96
Dak Prescott,David Johnson,Miles Sanders,Adam Thielen,Stefon Diggs,Larry Fitzgerald,Travis Kelce,New England Patriots,Darren Waller,139.67,155.34
Patrick Mahomes,Christian McCaffrey,Le'Veon Bell,Tyler Lockett,Mecole Hardman,James Washington,Mark Andrews,New England Patriots,Austin Hooper,139.66,172.26
Kyler Murray,Christian McCaffrey,Chris Carson,DeAndre Hopkins,D.J. Moore,Larry Fitzgerald,Mark Andrews,Los Angeles Chargers,Austin Hooper,139.66,129.42
Matt Ryan,Austin Ekeler,Phillip Lindsay,DeAndre Hopkins,Julian Edelman,Josh Gordon,Travis Kelce,Arizona Cardinals,Phillip Dorsett,139.63,151.26
Jameis Winston,Christian McCaffrey,Ty Johnson,Keenan Allen,Chris Godwin,Mike Evans,Darren Waller,Dallas Cowboys,Greg Olsen,139.6,231.0
