QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Cam Newton,Alvin Kamara,Adrian Peterson,JuJu Smith-Schuster,Julio Jones,Curtis Samuel,Evan Engram,Houston Texans,OJ Howard,141.3,112.62
Tom Brady,David Johnson,Austin Ekeler,Julio Jones,Julian Edelman,Larry Fitzgerald,Mike Gesicki,New England Patriots,Matt Breida,141.3,171.86
Jared Goff,Christian McCaffrey,Alvin Kamara,Cooper Kupp,Courtland Sutton,Ted Ginn,Evan Engram,Pittsburgh Steelers,Josh Jacobs,141.29,90.72
Tom Brady,Chris Carson,James White,Davante Adams,Julio Jones,Calvin Ridley,Zach Ertz,Houston Texans,T.J. Hockenson,141.27,154.86
Baker Mayfield,Austin Ekeler,Chris Thompson,Odell Beckham Jr,Keenan Allen,Julio Jones,Darren Waller,Carolina Panthers,Robby Anderson,141.27,163.3
Derek Carr,Chris Carson,Austin Ekeler,DeAndre Hopkins,Sammy Watkins,Tyrell Williams,Mark Andrews,New England Patriots,Devonta Freeman,141.26,156.82
Patrick Mahomes,Alvin Kamara,Adrian Peterson,Davante Adams,Julio Jones,Stefon Diggs,Mark Andrews,New York Giants,Kyle Rudolph,141.26,150.02
Patrick Mahomes,Ezekiel Elliott,Leonard Fournette,Julio Jones,DeSean Jackson,Calvin Ridley,Mark Andrews,Indianapolis Colts,T.J. Hockenson,141.26,164.32
Cam Newton,Saquon Barkley,James Conner,Julio Jones,Calvin Ridley,Christian Kirk,Austin Hooper,Houston Texans,Devonta Freeman,141.25,159.62
Dak Prescott,Chris Carson,Josh Jacobs,Amari Cooper,Julio Jones,Michael Gallup,Evan Engram,Denver Broncos,Tyrell Williams,141.23,134.46
Kyler Murray,Alvin Kamara,Devonta Freeman,JuJu Smith-Schuster,Julio Jones,Larry Fitzgerald,Mark Andrews,Cleveland Browns,Duke Johnson,141.2,142.46
Ben Roethlisberger,Christian McCaffrey,Alvin Kamara,JuJu Smith-Schuster,Terry McLaurin,James Washington,T.J. Hockenson,New England Patriots,Devonta Freeman,141.2,100.3
Philip Rivers,Austin Ekeler,Duke Johnson,Keenan Allen,Julio Jones,Sammy Watkins,Mark Andrews,Chicago Bears,T.J. Hockenson,141.18,133.52
Cam Newton,Christian McCaffrey,Kenyan Drake,Julio Jones,Robert Woods,Ryan Grant,Travis Kelce,New York Giants,Darren Waller,141.17,111.02
Matthew Stafford,Alvin Kamara,Nick Chubb,Davante Adams,Keenan Allen,Tyrell Williams,T.J. Hockenson,New England Patriots,Chris Thompson,141.16,146.7
Matt Ryan,Chris Carson,Leonard Fournette,Julio Jones,Sammy Watkins,Calvin Ridley,Evan Engram,Carolina Panthers,Adrian Peterson,141.15,145.5
Marcus Mariota,Alvin Kamara,Nick Chubb,Keenan Allen,Julio Jones,Jamison Crowder,Delanie Walker,Denver Broncos,Corey Davis,141.13,112.26
Matt Ryan,David Johnson,Damien Williams,DeAndre Hopkins,Julio Jones,Calvin Ridley,Mark Andrews,Cleveland Browns,Delanie Walker,141.13,158.3
Josh Allen,Christian McCaffrey,Duke Johnson,Julio Jones,Brandin Cooks,Ted Ginn,Jared Cook,Cleveland Browns,Josh Jacobs,141.1,107.22
Ben Roethlisberger,Saquon Barkley,Josh Jacobs,Julio Jones,Donte Moncrief,James Washington,Travis Kelce,New England Patriots,Kenyan Drake,141.08,146.8
Ben Roethlisberger,Alvin Kamara,James Conner,Julio Jones,Marquise Brown,Christian Kirk,Mark Andrews,Denver Broncos,Damien Williams,141.07,128.9
Baker Mayfield,Alvin Kamara,Kenyan Drake,Odell Beckham Jr,Julio Jones,Larry Fitzgerald,David Njoku,New England Patriots,Devin Singletary,141.06,164.6
Patrick Mahomes,James Conner,Derrick Henry,Julio Jones,Alshon Jeffery,Calvin Ridley,Vernon Davis,New England Patriots,Miles Sanders,141.06,174.22
Cam Newton,Alvin Kamara,Nick Chubb,Julio Jones,Chris Godwin,Tyrell Williams,Greg Olsen,Indianapolis Colts,James White,141.03,154.32
Ben Roethlisberger,Alvin Kamara,Matt Breida,Julio Jones,DeSean Jackson,Calvin Ridley,OJ Howard,New England Patriots,Tarik Cohen,141.02,126.8
Jared Goff,Alvin Kamara,Nick Chubb,JuJu Smith-Schuster,Emmanuel Sanders,Tyrell Williams,Travis Kelce,Pittsburgh Steelers,Darren Waller,141.01,150.72
Deshaun Watson,Alvin Kamara,Austin Ekeler,Julio Jones,Tyler Boyd,John Ross,Evan Engram,Cincinnati Bengals,Tyler Eifert,141.0,142.86
Patrick Mahomes,Dalvin Cook,Austin Ekeler,Amari Cooper,Julio Jones,Michael Gallup,Vernon Davis,New York Giants,T.J. Hockenson,140.97,158.42
Marcus Mariota,Ezekiel Elliott,Josh Jacobs,Michael Thomas,Julio Jones,T.Y. Hilton,Delanie Walker,Cincinnati Bengals,Darren Waller,140.96,128.26
Carson Wentz,James Conner,Austin Ekeler,Julio Jones,Jamison Crowder,Mohamed Sanu,Travis Kelce,Indianapolis Colts,Devin Singletary,140.95,144.94
Patrick Mahomes,Austin Ekeler,James White,Odell Beckham Jr,Sammy Watkins,Tyrell Williams,Evan Engram,New York Jets,Chris Thompson,140.89,155.32
Deshaun Watson,David Johnson,Austin Ekeler,Julio Jones,Sammy Watkins,DeSean Jackson,Darren Waller,Buffalo Bills,Austin Hooper,140.85,112.76
Patrick Mahomes,Christian McCaffrey,Alvin Kamara,Cooper Kupp,Mecole Hardman,Emmanuel Sanders,Darren Waller,Denver Broncos,Adrian Peterson,140.84,139.92
Matthew Stafford,Christian McCaffrey,Chris Carson,Keenan Allen,Julio Jones,Danny Amendola,Mark Andrews,Indianapolis Colts,Chris Thompson,140.83,126.8
Josh Allen,Alvin Kamara,James White,Michael Thomas,Julio Jones,Calvin Ridley,Delanie Walker,Carolina Panthers,Mohamed Sanu,140.83,137.62
Carson Wentz,Dalvin Cook,Austin Ekeler,Julio Jones,Chris Godwin,Curtis Samuel,OJ Howard,Cincinnati Bengals,Josh Jacobs,140.82,156.84
Tom Brady,Alvin Kamara,Duke Johnson,Michael Thomas,Robert Woods,Cooper Kupp,Darren Waller,New England Patriots,T.J. Hockenson,140.8,131.46
Drew Brees,Austin Ekeler,Damien Williams,Michael Thomas,Julio Jones,Cooper Kupp,Evan Engram,Jacksonville Jaguars,T.J. Hockenson,140.74,124.02
Patrick Mahomes,Josh Jacobs,Tarik Cohen,Davante Adams,Julio Jones,Adam Thielen,Jimmy Graham,Houston Texans,Larry Fitzgerald,140.73,142.12
Tom Brady,Alvin Kamara,Devonta Freeman,Julio Jones,Mecole Hardman,Tyrell Williams,Travis Kelce,Green Bay Packers,Delanie Walker,140.72,149.96
Drew Brees,Nick Chubb,Matt Breida,Julio Jones,Robert Woods,Brandin Cooks,Delanie Walker,New England Patriots,James White,140.71,147.72
Lamar Jackson,Christian McCaffrey,Duke Johnson,JuJu Smith-Schuster,Larry Fitzgerald,Christian Kirk,Evan Engram,New England Patriots,Adrian Peterson,140.7,155.48
Josh Allen,Saquon Barkley,Alvin Kamara,Julian Edelman,John Brown,Cole Beasley,T.J. Hockenson,New England Patriots,Josh Jacobs,140.68,139.02
Patrick Mahomes,Matt Breida,Devonta Freeman,JuJu Smith-Schuster,Julio Jones,Tyler Lockett,Vance McDonald,Houston Texans,Devin Singletary,140.66,168.62
Patrick Mahomes,Alvin Kamara,Matt Breida,Sammy Watkins,Robert Woods,Curtis Samuel,Darren Waller,Pittsburgh Steelers,Devonta Freeman,140.64,119.92
Andy Dalton,Christian McCaffrey,Alvin Kamara,Julio Jones,John Brown,Deebo Samuel,Tyler Eifert,Green Bay Packers,Josh Jacobs,140.61,133.84
Deshaun Watson,Nick Chubb,Matt Breida,DeAndre Hopkins,Julio Jones,Dede Westbrook,Mark Andrews,Pittsburgh Steelers,Devonta Freeman,140.6,135.36
Patrick Mahomes,Leonard Fournette,Austin Ekeler,Odell Beckham Jr,Calvin Ridley,D.K. Metcalf,Travis Kelce,Pittsburgh Steelers,Darren Waller,140.6,192.32
Matt Ryan,Saquon Barkley,Chris Carson,Odell Beckham Jr,Julio Jones,Courtland Sutton,Austin Hooper,Denver Broncos,T.J. Hockenson,140.58,141.1
Tom Brady,Dalvin Cook,Josh Jacobs,Keenan Allen,Robert Woods,Tyrell Williams,Travis Kelce,Denver Broncos,Darren Waller,140.57,145.26
Jared Goff,Christian McCaffrey,Chris Carson,Julio Jones,Calvin Ridley,Courtland Sutton,Dallas Goedert,New York Jets,Austin Ekeler,140.53,133.52
Ben Roethlisberger,Christian McCaffrey,Nick Chubb,Keenan Allen,Tyler Lockett,Donte Moncrief,Delanie Walker,Cincinnati Bengals,Josh Jacobs,140.51,81.6
Matt Ryan,Ezekiel Elliott,Kenyan Drake,Julio Jones,Calvin Ridley,Tyrell Williams,Travis Kelce,Denver Broncos,Devin Singletary,140.49,171.0
Patrick Mahomes,Saquon Barkley,Alvin Kamara,Calvin Ridley,Marvin Jones,Travis Benjamin,T.J. Hockenson,Houston Texans,Austin Ekeler,140.49,140.92
Jared Goff,Christian McCaffrey,Duke Johnson,Michael Thomas,Robert Woods,Tyrell Williams,Austin Hooper,Carolina Panthers,Josh Jacobs,140.45,94.52
Carson Wentz,Le'Veon Bell,Josh Jacobs,Julio Jones,Alshon Jeffery,Allen Robinson,Evan Engram,Cleveland Browns,T.J. Hockenson,140.44,115.54
Tom Brady,Saquon Barkley,Josh Jacobs,Julio Jones,Alshon Jeffery,Cooper Kupp,Austin Hooper,Cincinnati Bengals,Devin Singletary,140.42,128.36
Tom Brady,Austin Ekeler,Damien Williams,Odell Beckham Jr,Julio Jones,Jarvis Landry,David Njoku,Indianapolis Colts,Tyrell Williams,140.39,146.06
Cam Newton,Christian McCaffrey,Derrick Henry,Julio Jones,Calvin Ridley,Mohamed Sanu,David Njoku,Denver Broncos,Matt Breida,140.38,121.92
Dak Prescott,Dalvin Cook,Nick Chubb,Julio Jones,Alshon Jeffery,Calvin Ridley,Darren Waller,Carolina Panthers,Devonta Freeman,140.38,165.36
Deshaun Watson,Ezekiel Elliott,Nick Chubb,Sammy Watkins,Brandin Cooks,Tyrell Williams,Darren Waller,New York Jets,Josh Jacobs,140.36,125.96
Patrick Mahomes,Dalvin Cook,Derrick Henry,Julio Jones,Brandin Cooks,Cooper Kupp,Darren Waller,Pittsburgh Steelers,Ted Ginn,140.36,171.22
Dak Prescott,Leonard Fournette,Duke Johnson,JuJu Smith-Schuster,Amari Cooper,Julio Jones,Darren Waller,New England Patriots,Vernon Davis,140.32,158.06
Matt Ryan,Dalvin Cook,Austin Ekeler,Sammy Watkins,Calvin Ridley,Jamison Crowder,Zach Ertz,Denver Broncos,Josh Jacobs,140.32,155.0
Derek Carr,Christian McCaffrey,Le'Veon Bell,Keenan Allen,Tyrell Williams,Ryan Grant,Evan Engram,Houston Texans,Josh Jacobs,140.32,105.82
Russell Wilson,Christian McCaffrey,Nick Chubb,Davante Adams,D.K. Metcalf,Donte Moncrief,Darren Waller,Houston Texans,Austin Ekeler,140.31,137.6
Jared Goff,Dalvin Cook,Nick Chubb,Keenan Allen,Julio Jones,Kenny Golladay,T.J. Hockenson,Houston Texans,Adrian Peterson,140.31,171.02
Patrick Mahomes,Christian McCaffrey,Nick Chubb,JuJu Smith-Schuster,Terry McLaurin,Ryan Switzer,Vance McDonald,Indianapolis Colts,Austin Ekeler,140.3,146.42
Ben Roethlisberger,Alvin Kamara,Austin Ekeler,JuJu Smith-Schuster,Brandin Cooks,Christian Kirk,Vance McDonald,Houston Texans,Josh Jacobs,140.29,127.4
Josh Allen,Dalvin Cook,Damien Williams,JuJu Smith-Schuster,Julio Jones,Sammy Watkins,Darren Waller,Cleveland Browns,Ryan Grant,140.29,142.92
Carson Wentz,Saquon Barkley,Duke Johnson,Julio Jones,Brandin Cooks,Calvin Ridley,T.J. Hockenson,Carolina Panthers,Jamison Crowder,140.28,138.54
Tom Brady,Christian McCaffrey,Alvin Kamara,Brandin Cooks,Tyrell Williams,Ryan Grant,Darren Waller,Jacksonville Jaguars,Chris Carson,140.27,102.96
Josh Allen,Christian McCaffrey,Kerryon Johnson,Julio Jones,Larry Fitzgerald,Mohamed Sanu,Zach Ertz,Houston Texans,Miles Sanders,140.25,134.82
Derek Carr,Le'Veon Bell,Leonard Fournette,Davante Adams,Julio Jones,Calvin Ridley,Austin Hooper,New England Patriots,Devin Singletary,140.25,181.12
Tom Brady,Alvin Kamara,Nick Chubb,Mike Evans,D.J. Moore,Tyrell Williams,OJ Howard,Houston Texans,Josh Jacobs,140.24,114.96
Matt Ryan,Alvin Kamara,Miles Sanders,DeAndre Hopkins,Julio Jones,Alshon Jeffery,T.J. Hockenson,Jacksonville Jaguars,Tyrell Williams,140.23,103.7
Matt Ryan,Christian McCaffrey,Matt Breida,Odell Beckham Jr,Jamison Crowder,Tyrell Williams,David Njoku,New England Patriots,Devonta Freeman,140.23,150.7
Patrick Mahomes,James White,Devonta Freeman,Davante Adams,John Brown,Tyrell Williams,Travis Kelce,Carolina Panthers,Josh Jacobs,140.22,149.92
Baker Mayfield,Saquon Barkley,Nick Chubb,Julio Jones,DeSean Jackson,Calvin Ridley,Delanie Walker,Cincinnati Bengals,Kenyan Drake,140.22,138.1
Baker Mayfield,Le'Veon Bell,James Conner,Julio Jones,Robby Anderson,Jamison Crowder,Mark Andrews,New England Patriots,Matt Breida,140.21,187.5
Tom Brady,Le'Veon Bell,Dalvin Cook,Julio Jones,Corey Davis,A.J. Brown,Delanie Walker,New England Patriots,Damien Williams,140.21,174.06
Patrick Mahomes,Ezekiel Elliott,James White,Michael Thomas,Keenan Allen,Tyrell Williams,Darren Waller,Pittsburgh Steelers,T.J. Hockenson,140.21,143.82
Matt Ryan,Chris Carson,Nick Chubb,Julio Jones,Curtis Samuel,Jamison Crowder,Zach Ertz,Pittsburgh Steelers,Damien Williams,140.21,141.3
Lamar Jackson,Christian McCaffrey,Matt Breida,Julio Jones,Marquise Brown,Christian Kirk,T.J. Hockenson,Chicago Bears,Devonta Freeman,140.2,142.08
Patrick Mahomes,Alvin Kamara,Chris Carson,Julio Jones,Jarvis Landry,Robby Anderson,David Njoku,Pittsburgh Steelers,Chris Thompson,140.19,119.32
Cam Newton,Austin Ekeler,Josh Jacobs,Julio Jones,Alshon Jeffery,Calvin Ridley,George Kittle,Tennessee Titans,Kenyan Drake,140.19,133.82
Case Keenum,Christian McCaffrey,Chris Carson,Julio Jones,Sammy Watkins,Terry McLaurin,Vernon Davis,Denver Broncos,Devonta Freeman,140.18,109.74
Case Keenum,Alvin Kamara,Chris Thompson,Julio Jones,Michael Gallup,Terry McLaurin,Travis Kelce,New England Patriots,Evan Engram,140.17,168.94
Patrick Mahomes,Austin Ekeler,Matt Breida,Julio Jones,Robert Woods,Cooper Kupp,Jared Cook,Indianapolis Colts,Kenyan Drake,140.15,153.82
Patrick Mahomes,Le'Veon Bell,Josh Jacobs,Julio Jones,Julian Edelman,Josh Gordon,Mike Gesicki,Carolina Panthers,Devin Singletary,140.13,130.92
Josh Allen,Nick Chubb,Tarik Cohen,Michael Thomas,Julio Jones,Brandin Cooks,Mark Andrews,Cincinnati Bengals,Cooper Kupp,140.12,159.42
Kyler Murray,Saquon Barkley,Austin Ekeler,Davante Adams,Julio Jones,Keesean Johnson,Mark Andrews,Houston Texans,Kenyan Drake,140.09,174.46
Jared Goff,Saquon Barkley,Matt Breida,Sammy Watkins,Cooper Kupp,Tyrell Williams,Darren Waller,New England Patriots,James White,140.09,171.12
Lamar Jackson,Alvin Kamara,Austin Ekeler,Michael Thomas,Jamison Crowder,Larry Fitzgerald,Evan Engram,Denver Broncos,Mark Andrews,140.07,150.48
Carson Wentz,Christian McCaffrey,Josh Jacobs,DeAndre Hopkins,Keenan Allen,Marvin Jones,T.J. Hockenson,New York Giants,Adrian Peterson,140.07,87.74
Patrick Mahomes,David Johnson,James Conner,Julio Jones,T.Y. Hilton,Corey Davis,Darren Waller,Denver Broncos,A.J. Brown,140.06,128.02
Matt Ryan,Saquon Barkley,Josh Jacobs,Julio Jones,Jamison Crowder,Mohamed Sanu,George Kittle,Cleveland Browns,Adrian Peterson,140.06,137.3
Deshaun Watson,Nick Chubb,Miles Sanders,JuJu Smith-Schuster,Julio Jones,Calvin Ridley,Zach Ertz,Indianapolis Colts,Christian Kirk,140.05,153.46
Patrick Mahomes,James Conner,Chris Carson,DeAndre Hopkins,Julian Edelman,Tyrell Williams,Darren Waller,Cleveland Browns,Adrian Peterson,140.04,130.12
Baker Mayfield,Saquon Barkley,Kerryon Johnson,Julio Jones,Jarvis Landry,Jamison Crowder,Evan Engram,Houston Texans,Darren Waller,140.04,139.2
Tom Brady,James Conner,Duke Johnson,Julio Jones,Sammy Watkins,John Brown,Zach Ertz,Denver Broncos,Austin Hooper,140.04,122.56
Tom Brady,Saquon Barkley,Nick Chubb,Odell Beckham Jr,Larry Fitzgerald,Christian Kirk,Mark Andrews,New England Patriots,Delanie Walker,140.02,212.96
Tom Brady,Christian McCaffrey,Saquon Barkley,Julio Jones,Preston Williams,Phillip Dorsett,Darren Waller,Minnesota Vikings,Duke Johnson,140.02,126.66
Matt Ryan,Duke Johnson,Miles Sanders,Davante Adams,Julio Jones,Cooper Kupp,Zach Ertz,New England Patriots,Mark Andrews,140.01,189.1
Marcus Mariota,Christian McCaffrey,Alvin Kamara,Michael Thomas,Tyrell Williams,Deon Cain,Delanie Walker,Pittsburgh Steelers,Austin Ekeler,140.01,101.36
Jameis Winston,Le'Veon Bell,Austin Ekeler,Julio Jones,Mike Evans,Curtis Samuel,Darren Waller,Houston Texans,Devonta Freeman,139.99,146.12
Patrick Mahomes,Chris Carson,Austin Ekeler,Mike Evans,D.J. Moore,Curtis Samuel,Evan Engram,Pittsburgh Steelers,Josh Jacobs,139.97,140.62
Baker Mayfield,Leonard Fournette,Nick Chubb,Keenan Allen,Julio Jones,Jarvis Landry,David Njoku,New York Giants,Josh Jacobs,139.96,118.0
Jared Goff,Christian McCaffrey,James Conner,JuJu Smith-Schuster,Tyrell Williams,D.K. Metcalf,Mark Andrews,New England Patriots,Donte Moncrief,139.95,150.22
Derek Carr,Saquon Barkley,Austin Ekeler,JuJu Smith-Schuster,Allen Robinson,Tyrell Williams,Evan Engram,Carolina Panthers,Darren Waller,139.94,127.72
Patrick Mahomes,Alvin Kamara,Chris Thompson,DeAndre Hopkins,Tyrell Williams,Devante Parker,Travis Kelce,Indianapolis Colts,Mark Andrews,139.93,137.22
Cam Newton,Saquon Barkley,Nick Chubb,Mike Evans,Curtis Samuel,Emmanuel Sanders,Darren Waller,New England Patriots,Josh Jacobs,139.93,173.02
Andy Dalton,Alvin Kamara,James Conner,Julio Jones,Jamison Crowder,John Ross,George Kittle,Houston Texans,T.J. Hockenson,139.93,126.04
Patrick Mahomes,James Conner,Austin Ekeler,Sammy Watkins,Devante Parker,A.J. Brown,Travis Kelce,New England Patriots,Austin Hooper,139.92,160.92
Lamar Jackson,Christian McCaffrey,Damien Williams,Julian Edelman,Calvin Ridley,Christian Kirk,Mark Andrews,Carolina Panthers,Josh Jacobs,139.91,150.98
Ben Roethlisberger,Christian McCaffrey,Austin Ekeler,Julio Jones,Sammy Watkins,James Washington,Will Dissly,Jacksonville Jaguars,Matt Breida,139.89,127.6
Josh Allen,Alvin Kamara,Leonard Fournette,Odell Beckham Jr,Julio Jones,Cody Latimer,Evan Engram,Pittsburgh Steelers,Mark Andrews,139.86,155.62
Matt Ryan,Alvin Kamara,Duke Johnson,Odell Beckham Jr,Julio Jones,Calvin Ridley,Greg Olsen,Buffalo Bills,Chris Thompson,139.86,160.5
Derek Carr,Christian McCaffrey,Austin Ekeler,Sammy Watkins,Calvin Ridley,Terry McLaurin,Travis Kelce,Green Bay Packers,T.J. Hockenson,139.85,139.32
Carson Wentz,Christian McCaffrey,Devonta Freeman,Julio Jones,Robert Woods,Emmanuel Sanders,Dallas Goedert,Dallas Cowboys,Josh Jacobs,139.84,112.74
Deshaun Watson,Christian McCaffrey,Josh Jacobs,Julio Jones,DeSean Jackson,A.J. Brown,Zach Ertz,New York Jets,Vernon Davis,139.84,94.26
Derek Carr,Saquon Barkley,Austin Ekeler,DeAndre Hopkins,Julio Jones,Mohamed Sanu,Delanie Walker,Green Bay Packers,Austin Hooper,139.83,134.02
Deshaun Watson,Josh Jacobs,Chris Thompson,Julio Jones,Sammy Watkins,Adam Thielen,Kyle Rudolph,New England Patriots,Stefon Diggs,139.78,138.66
Deshaun Watson,Christian McCaffrey,Austin Ekeler,Julio Jones,Dede Westbrook,Chris Conley,OJ Howard,Cleveland Browns,Adrian Peterson,139.78,111.86
Patrick Mahomes,Chris Carson,Kenyan Drake,Davante Adams,Julio Jones,Alshon Jeffery,Darren Waller,Chicago Bears,Austin Hooper,139.77,132.02
Patrick Mahomes,Austin Ekeler,Derrick Henry,Julio Jones,Mecole Hardman,Emmanuel Sanders,Travis Kelce,Jacksonville Jaguars,Chris Thompson,139.77,197.62
Matt Ryan,Alvin Kamara,Chris Carson,Michael Thomas,Calvin Ridley,Tyrell Williams,Austin Hooper,Cincinnati Bengals,Nick Chubb,139.76,130.0
Tom Brady,Alvin Kamara,Kenyan Drake,JuJu Smith-Schuster,Julio Jones,Tyler Lockett,Darren Waller,Carolina Panthers,James Washington,139.76,125.96
Josh Allen,Christian McCaffrey,Nick Chubb,Chris Godwin,Robert Woods,D.J. Moore,Darren Waller,New England Patriots,Greg Olsen,139.74,171.82
Tom Brady,Christian McCaffrey,Alvin Kamara,Sammy Watkins,Josh Gordon,Phillip Dorsett,T.J. Hockenson,Houston Texans,Devin Singletary,139.73,84.06
Patrick Mahomes,Alvin Kamara,Dalvin Cook,Julio Jones,Calvin Ridley,Christian Kirk,Dallas Goedert,Cleveland Browns,Kenyan Drake,139.7,175.02
Tom Brady,Leonard Fournette,Josh Jacobs,Michael Thomas,Julio Jones,Robert Woods,Jared Cook,Houston Texans,Adrian Peterson,139.7,128.66
Patrick Mahomes,Dalvin Cook,James White,Julio Jones,Alshon Jeffery,DeSean Jackson,Delanie Walker,Arizona Cardinals,Josh Jacobs,139.67,129.02
Josh Allen,Christian McCaffrey,Austin Ekeler,JuJu Smith-Schuster,Donte Moncrief,James Washington,Zach Ertz,Carolina Panthers,Josh Jacobs,139.66,104.62
Ben Roethlisberger,James Conner,James White,DeAndre Hopkins,JuJu Smith-Schuster,Julio Jones,Vance McDonald,New York Giants,T.J. Hockenson,139.66,107.9
Deshaun Watson,Christian McCaffrey,Saquon Barkley,Allen Robinson,Courtland Sutton,Taylor Gabriel,Darren Waller,Denver Broncos,Josh Jacobs,139.65,88.46
Derek Carr,James Conner,Damien Williams,Julio Jones,Sammy Watkins,John Ross,Travis Kelce,Jacksonville Jaguars,Delanie Walker,139.65,142.12
Ben Roethlisberger,Alvin Kamara,Austin Ekeler,Sammy Watkins,T.Y. Hilton,Corey Davis,Delanie Walker,New England Patriots,Devin Singletary,139.64,122.9
Kirk Cousins,Christian McCaffrey,Leonard Fournette,Davante Adams,Julio Jones,Marquez Valdes-Scantling,T.J. Hockenson,Pittsburgh Steelers,Chris Thompson,139.59,106.8
Cam Newton,Christian McCaffrey,Nick Chubb,D.J. Moore,Curtis Samuel,Tyrell Williams,Evan Engram,Cincinnati Bengals,Matt Breida,139.56,116.22
Patrick Mahomes,David Johnson,Tarik Cohen,Sammy Watkins,Larry Fitzgerald,Tyrell Williams,George Kittle,New England Patriots,Devin Singletary,139.56,150.52
Jared Goff,Le'Veon Bell,Devonta Freeman,Julio Jones,Robert Woods,Brandin Cooks,Evan Engram,Indianapolis Colts,Mark Andrews,139.56,148.82
Carson Wentz,Christian McCaffrey,Alvin Kamara,Alshon Jeffery,John Ross,Christian Kirk,Austin Hooper,Denver Broncos,Josh Jacobs,139.55,96.74
Carson Wentz,Christian McCaffrey,Derrick Henry,Calvin Ridley,Tyrell Williams,Terry McLaurin,Zach Ertz,New England Patriots,Duke Johnson,139.53,161.84
Deshaun Watson,Saquon Barkley,Nick Chubb,Julio Jones,Marquise Brown,Larry Fitzgerald,Evan Engram,Denver Broncos,Keesean Johnson,139.52,141.66
Aaron Rodgers,Nick Chubb,Tarik Cohen,Davante Adams,Julio Jones,Marquez Valdes-Scantling,Evan Engram,New England Patriots,Kenyan Drake,139.52,153.36
Jameis Winston,Saquon Barkley,Devonta Freeman,Julio Jones,D.J. Moore,Tyrell Williams,OJ Howard,New England Patriots,Courtland Sutton,139.51,157.22
Tom Brady,Alvin Kamara,Devonta Freeman,Alshon Jeffery,Calvin Ridley,Courtland Sutton,Zach Ertz,New England Patriots,Josh Jacobs,139.51,140.66
Josh Allen,David Johnson,Devonta Freeman,Keenan Allen,JuJu Smith-Schuster,John Brown,Evan Engram,New England Patriots,Darren Waller,139.48,145.52
Deshaun Watson,Alvin Kamara,Le'Veon Bell,Julio Jones,Cooper Kupp,Mohamed Sanu,Austin Hooper,Houston Texans,Chris Thompson,139.44,126.06
Josh Allen,Dalvin Cook,Josh Jacobs,Julio Jones,Allen Robinson,Emmanuel Sanders,Travis Kelce,Carolina Panthers,Courtland Sutton,139.43,171.42
Patrick Mahomes,Dalvin Cook,Leonard Fournette,Sammy Watkins,Jamison Crowder,Christian Kirk,Darren Waller,Green Bay Packers,Nick Chubb,139.43,162.82
Matt Ryan,Christian McCaffrey,Damien Williams,Julio Jones,DeSean Jackson,Devante Parker,OJ Howard,Indianapolis Colts,Devin Singletary,139.41,88.3
Tom Brady,David Johnson,Josh Jacobs,Julio Jones,Sammy Watkins,Calvin Ridley,OJ Howard,Dallas Cowboys,Mohamed Sanu,139.4,118.56
Josh Allen,Saquon Barkley,Austin Ekeler,Odell Beckham Jr,Jarvis Landry,Jamison Crowder,Mark Andrews,Cincinnati Bengals,Josh Jacobs,139.39,153.42
Matt Ryan,Nick Chubb,Derrick Henry,Julio Jones,DeSean Jackson,Tyrell Williams,George Kittle,Houston Texans,Tarik Cohen,139.39,131.4
Patrick Mahomes,Christian McCaffrey,Nick Chubb,Julio Jones,Robert Woods,Ted Ginn,Tyler Higbee,Arizona Cardinals,Miles Sanders,139.38,112.32
Deshaun Watson,Christian McCaffrey,James Conner,Julio Jones,Robert Woods,Corey Davis,Delanie Walker,Pittsburgh Steelers,Jack Doyle,139.38,96.26
Carson Wentz,David Johnson,Austin Ekeler,Julio Jones,Robert Woods,Devante Parker,Zach Ertz,Pittsburgh Steelers,Mark Andrews,139.37,141.44
Russell Wilson,Alvin Kamara,David Johnson,JuJu Smith-Schuster,Julio Jones,Donte Moncrief,T.J. Hockenson,Indianapolis Colts,Devin Singletary,139.35,106.0
Baker Mayfield,Christian McCaffrey,Miles Sanders,Julio Jones,Stefon Diggs,DeSean Jackson,Evan Engram,Denver Broncos,Austin Hooper,139.35,93.7
Jared Goff,Dalvin Cook,James Conner,Julio Jones,DeSean Jackson,Calvin Ridley,Evan Engram,New York Giants,Devin Singletary,139.34,147.32
Patrick Mahomes,Ezekiel Elliott,Le'Veon Bell,Allen Robinson,Larry Fitzgerald,Keesean Johnson,Mark Andrews,New England Patriots,Josh Jacobs,139.33,188.22
Jared Goff,Alvin Kamara,Derrick Henry,Julio Jones,Julian Edelman,Josh Gordon,Darren Waller,Indianapolis Colts,Devante Parker,139.32,105.52
Derek Carr,James Conner,Kerryon Johnson,DeAndre Hopkins,Julio Jones,Ryan Grant,George Kittle,New England Patriots,Darren Waller,139.31,140.12
Josh Allen,James Conner,Austin Ekeler,Michael Thomas,Robert Woods,Brandin Cooks,Delanie Walker,New York Giants,Josh Jacobs,139.3,121.52
Derek Carr,Nick Chubb,Matt Breida,Keenan Allen,JuJu Smith-Schuster,Sammy Watkins,Darren Waller,Houston Texans,Duke Johnson,139.3,116.22
