QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Drew Brees,Christian McCaffrey,Alvin Kamara,Michael Thomas,Auden Tate,Corey Davis,Jared Cook,Los Angeles Chargers,Bilal Powell,131.79,153.46
Jameis Winston,Christian McCaffrey,Phillip Lindsay,Chris Godwin,Jamison Crowder,Mike Williams,Jack Doyle,Indianapolis Colts,Duke Johnson,131.7,141.24
Gardner Minshew,Alvin Kamara,Devonta Freeman,Davante Adams,Keenan Allen,Jamison Crowder,Hunter Henry,New York Jets,Duke Johnson,131.65,93.98
Jameis Winston,Christian McCaffrey,Devonta Freeman,Mike Evans,Jarvis Landry,Parris Campbell,Darren Waller,Washington Redskins,Bilal Powell,131.58,143.54
Jameis Winston,Aaron Jones,Melvin Gordon,DeAndre Hopkins,Chris Godwin,Kenny Stills,Jack Doyle,Cincinnati Bengals,Devonta Freeman,131.45,171.54
Andy Dalton,Leonard Fournette,Alvin Kamara,Jarvis Landry,Tyler Boyd,Kenny Stills,Darren Waller,Washington Redskins,Melvin Gordon,131.44,93.38
Deshaun Watson,Alvin Kamara,Melvin Gordon,Davante Adams,Devante Parker,Demaryius Thomas,Mike Gesicki,Cincinnati Bengals,Devonta Freeman,131.43,106.48
Matt Ryan,Leonard Fournette,Alvin Kamara,Michael Thomas,Jamison Crowder,Curtis Samuel,Ian Thomas,New York Jets,LeSean McCoy,131.34,112.42
Deshaun Watson,Alvin Kamara,LeSean McCoy,Davante Adams,DeAndre Hopkins,D.J. Moore,Noah Fant,Kansas City Chiefs,Patrick Laird,131.3,136.98
Kyler Murray,Leonard Fournette,Alvin Kamara,DeAndre Hopkins,Christian Kirk,Larry Fitzgerald,Hunter Henry,Baltimore Ravens,Patrick Laird,131.28,114.16
Lamar Jackson,Alvin Kamara,Duke Johnson,Michael Thomas,Jamison Crowder,Robby Anderson,Travis Kelce,Oakland Raiders,Ryan Griffin,131.2,124.8
Ryan Tannehill,Alvin Kamara,Phillip Lindsay,Chris Godwin,Mike Evans,Zach Pascal,George Kittle,Indianapolis Colts,Bilal Powell,131.19,142.44
Ryan Fitzpatrick,Leonard Fournette,Devonta Freeman,Michael Thomas,Jamison Crowder,Robby Anderson,Jack Doyle,Green Bay Packers,Bilal Powell,131.13,133.9
Lamar Jackson,LeSean McCoy,Bilal Powell,Michael Thomas,Davante Adams,Robby Anderson,George Kittle,New York Jets,Jared Cook,131.1,149.6
Lamar Jackson,Alvin Kamara,Phillip Lindsay,Davante Adams,John Brown,Kenny Stills,Mark Andrews,Indianapolis Colts,LeSean McCoy,131.1,76.8
Jameis Winston,Christian McCaffrey,Alvin Kamara,Zach Pascal,Diontae Johnson,Parris Campbell,George Kittle,New York Jets,Patrick Laird,131.1,158.04
Tom Brady,Christian McCaffrey,Devonta Freeman,Julian Edelman,Mike Williams,Auden Tate,Travis Kelce,Baltimore Ravens,Bilal Powell,131.09,135.66
Jameis Winston,Alvin Kamara,Melvin Gordon,DeAndre Hopkins,Devante Parker,Jamison Crowder,Ryan Griffin,Indianapolis Colts,Patrick Laird,131.09,132.74
Andy Dalton,Alvin Kamara,Devonta Freeman,Michael Thomas,Odell Beckham Jr,Tyler Boyd,Jack Doyle,Baltimore Ravens,Patrick Laird,131.08,116.08
Ryan Tannehill,Alvin Kamara,Devonta Freeman,Davante Adams,Tyrell Williams,Auden Tate,Travis Kelce,Los Angeles Chargers,Darren Waller,131.06,112.64
Kirk Cousins,Christian McCaffrey,Alvin Kamara,Marvin Jones,Auden Tate,Kenny Stills,Kyle Rudolph,New York Jets,Phillip Lindsay,131.03,78.18
Matt Ryan,Christian McCaffrey,LeSean McCoy,D.J. Moore,Christian Kirk,Curtis Samuel,George Kittle,Cincinnati Bengals,Bilal Powell,130.95,123.82
Sam Darnold,Christian McCaffrey,LeSean McCoy,Michael Thomas,Devante Parker,Kenny Stills,Mike Gesicki,Indianapolis Colts,Duke Johnson,130.94,112.0
Matt Ryan,Alvin Kamara,Melvin Gordon,Davante Adams,DeAndre Hopkins,Kenny Stills,Darren Fells,Minnesota Vikings,Duke Johnson,130.93,116.82
Ryan Fitzpatrick,Alvin Kamara,Aaron Jones,D.J. Moore,Jamison Crowder,Robby Anderson,George Kittle,Indianapolis Colts,LeSean McCoy,130.91,137.9
Philip Rivers,Christian McCaffrey,Alvin Kamara,Dede Westbrook,Curtis Samuel,Mike Williams,Darren Waller,New York Jets,Bilal Powell,130.9,115.36
Lamar Jackson,Alvin Kamara,Devonta Freeman,Mike Evans,Cole Beasley,Christian Kirk,Mark Andrews,Baltimore Ravens,Duke Johnson,130.9,114.3
Gardner Minshew,Leonard Fournette,Alvin Kamara,Davante Adams,Mike Williams,Chris Conley,Travis Kelce,Pittsburgh Steelers,Bilal Powell,130.9,102.08
Ryan Fitzpatrick,Alvin Kamara,Devonta Freeman,Devante Parker,Jamison Crowder,Curtis Samuel,Travis Kelce,Baltimore Ravens,Phillip Lindsay,130.88,100.4
Baker Mayfield,Christian McCaffrey,James White,Jarvis Landry,Tyler Boyd,Kenny Stills,George Kittle,Indianapolis Colts,Bilal Powell,130.88,117.98
Lamar Jackson,Christian McCaffrey,Alvin Kamara,Christian Kirk,Marquise Brown,Auden Tate,Dawson Knox,Cincinnati Bengals,Melvin Gordon,130.82,104.0
Deshaun Watson,Christian McCaffrey,Melvin Gordon,Courtland Sutton,Corey Davis,Kenny Stills,Jared Cook,New Orleans Saints,Devonta Freeman,130.82,131.38
Sam Darnold,Alvin Kamara,Devonta Freeman,Chris Godwin,Devante Parker,Robby Anderson,George Kittle,Denver Broncos,Duke Johnson,130.79,138.0
Deshaun Watson,Alvin Kamara,Aaron Jones,Chris Godwin,D.J. Moore,Kenny Stills,Darren Fells,New York Jets,Kenyan Drake,130.78,118.48
Drew Brees,Leonard Fournette,Kenyan Drake,Michael Thomas,D.J. Moore,Kenny Stills,George Kittle,Oakland Raiders,Bilal Powell,130.76,137.86
Lamar Jackson,Alvin Kamara,Kenyan Drake,Keenan Allen,Dede Westbrook,Kenny Stills,Darren Waller,Green Bay Packers,Hunter Henry,130.74,93.5
Gardner Minshew,Christian McCaffrey,Alvin Kamara,Jamison Crowder,Dede Westbrook,Chris Conley,Jack Doyle,Green Bay Packers,Patrick Laird,130.72,85.78
Ryan Fitzpatrick,Christian McCaffrey,Kenyan Drake,Devante Parker,Robby Anderson,Kenny Stills,Darren Waller,Pittsburgh Steelers,Bilal Powell,130.72,126.2
Lamar Jackson,Alvin Kamara,Melvin Gordon,DeAndre Hopkins,Tyrell Williams,Corey Davis,Darren Waller,Oakland Raiders,LeSean McCoy,130.66,104.1
Deshaun Watson,Christian McCaffrey,Melvin Gordon,Odell Beckham Jr,Tyler Boyd,Auden Tate,Jack Doyle,Denver Broncos,Bilal Powell,130.62,126.18
Jameis Winston,Alvin Kamara,Melvin Gordon,Chris Godwin,Jarvis Landry,Parris Campbell,Travis Kelce,New Orleans Saints,Duke Johnson,130.62,129.84
Deshaun Watson,Christian McCaffrey,Alvin Kamara,DeAndre Hopkins,Julian Edelman,Parris Campbell,Darren Fells,Los Angeles Chargers,Ian Thomas,130.59,144.48
Deshaun Watson,Alvin Kamara,Melvin Gordon,Michael Thomas,Zach Pascal,Parris Campbell,Jack Doyle,Houston Texans,Kenyan Drake,130.58,131.18
Ryan Fitzpatrick,Christian McCaffrey,Melvin Gordon,Jamison Crowder,Kenny Stills,Demaryius Thomas,Travis Kelce,Green Bay Packers,LeSean McCoy,130.52,110.0
Sam Darnold,Christian McCaffrey,Leonard Fournette,Allen Hurns,Kenny Stills,Demaryius Thomas,Hunter Henry,Tampa Bay Buccaneers,Alvin Kamara,130.52,98.5
Derek Carr,Christian McCaffrey,Alvin Kamara,Chris Godwin,Christian Kirk,Tyrell Williams,Jonnu Smith,Washington Redskins,Devonta Freeman,130.52,129.78
Deshaun Watson,Leonard Fournette,Devonta Freeman,Julian Edelman,D.J. Moore,Curtis Samuel,George Kittle,Baltimore Ravens,Ian Thomas,130.5,145.78
Jameis Winston,Christian McCaffrey,Melvin Gordon,Chris Godwin,Zach Pascal,Christian Kirk,Ian Thomas,Los Angeles Chargers,Bilal Powell,130.47,171.54
Kyle Allen,Alvin Kamara,Kenyan Drake,DeAndre Hopkins,D.J. Moore,Curtis Samuel,Travis Kelce,New Orleans Saints,Bilal Powell,130.45,116.42
Derek Carr,Melvin Gordon,Devonta Freeman,Michael Thomas,D.J. Moore,Corey Davis,Darren Waller,Baltimore Ravens,Phillip Lindsay,130.44,144.58
Lamar Jackson,Christian McCaffrey,Kenyan Drake,Davante Adams,Cole Beasley,Kenny Stills,Dawson Knox,New York Jets,Duke Johnson,130.38,100.0
Aaron Rodgers,Christian McCaffrey,LeSean McCoy,Devante Parker,Jamison Crowder,Robby Anderson,Jared Cook,Baltimore Ravens,Patrick Laird,130.37,123.0
Ryan Tannehill,Alvin Kamara,Devonta Freeman,Michael Thomas,Deebo Samuel,Marvin Jones,George Kittle,Cincinnati Bengals,LeSean McCoy,130.34,143.34
Kirk Cousins,Christian McCaffrey,Devonta Freeman,Davante Adams,Marvin Jones,Danny Amendola,Jack Doyle,Cincinnati Bengals,Bilal Powell,130.33,101.28
Kyler Murray,Christian McCaffrey,Alvin Kamara,Jarvis Landry,Odell Beckham Jr,Kenny Stills,Tyler Eifert,Arizona Cardinals,Kenyan Drake,130.3,90.66
Derek Carr,Christian McCaffrey,Leonard Fournette,DeAndre Hopkins,Tyrell Williams,Corey Davis,Jack Doyle,Indianapolis Colts,Bilal Powell,130.3,121.58
Tom Brady,Alvin Kamara,LeSean McCoy,Davante Adams,Julian Edelman,Christian Kirk,Travis Kelce,Cincinnati Bengals,Duke Johnson,130.29,108.16
Deshaun Watson,Christian McCaffrey,Devonta Freeman,Keenan Allen,Christian Kirk,Dede Westbrook,Hunter Henry,Kansas City Chiefs,Bilal Powell,130.22,143.38
Ryan Tannehill,Alvin Kamara,Melvin Gordon,Davante Adams,Chris Godwin,Marcus Johnson,Jack Doyle,New York Jets,Patrick Laird,130.21,126.24
Ryan Tannehill,Christian McCaffrey,Devonta Freeman,Chris Godwin,Robby Anderson,Corey Davis,Darren Waller,Detroit Lions,LeSean McCoy,130.18,144.54
Matt Ryan,Christian McCaffrey,Alvin Kamara,Calvin Ridley,Christian Kirk,Mike Williams,Ian Thomas,New Orleans Saints,Patrick Laird,130.15,136.22
Aaron Rodgers,Leonard Fournette,Alvin Kamara,D.J. Moore,Jamison Crowder,Demaryius Thomas,Mike Gesicki,Baltimore Ravens,James White,130.15,80.8
Ryan Fitzpatrick,Alvin Kamara,Austin Ekeler,DeAndre Hopkins,Chris Godwin,Jamison Crowder,Mike Gesicki,New York Jets,Bilal Powell,130.13,127.5
Jimmy Garoppolo,Leonard Fournette,Devonta Freeman,Michael Thomas,Davante Adams,Kenny Stills,Jared Cook,Los Angeles Chargers,Patrick Laird,130.11,144.06
Aaron Rodgers,Alvin Kamara,Melvin Gordon,DeAndre Hopkins,Courtland Sutton,Auden Tate,Noah Fant,Baltimore Ravens,Devonta Freeman,130.08,132.0
Deshaun Watson,Christian McCaffrey,Devonta Freeman,Tyler Boyd,Jamison Crowder,Demaryius Thomas,Darren Waller,Baltimore Ravens,Ryan Griffin,130.07,126.88
Aaron Rodgers,Leonard Fournette,Alvin Kamara,Chris Godwin,Zach Pascal,Curtis Samuel,Jack Doyle,Kansas City Chiefs,Duke Johnson,130.04,94.9
Deshaun Watson,Leonard Fournette,Devonta Freeman,Jarvis Landry,Tyler Boyd,Auden Tate,Travis Kelce,Indianapolis Colts,Kenyan Drake,130.03,125.88
Aaron Rodgers,Christian McCaffrey,Phillip Lindsay,DeAndre Hopkins,Mike Williams,Kenny Stills,Darren Waller,Los Angeles Chargers,Noah Fant,130.03,139.2
Lamar Jackson,Leonard Fournette,Alvin Kamara,Julio Jones,D.J. Moore,Auden Tate,Ian Thomas,Los Angeles Chargers,Duke Johnson,130.02,96.9
Matt Ryan,Alvin Kamara,Austin Ekeler,Julio Jones,Curtis Samuel,Kenny Stills,Jack Doyle,Green Bay Packers,Devonta Freeman,130.02,120.62
Lamar Jackson,Leonard Fournette,Devonta Freeman,Davante Adams,DeAndre Hopkins,Marquise Brown,Dawson Knox,Baltimore Ravens,Bilal Powell,130.01,114.1
Jameis Winston,Christian McCaffrey,Alvin Kamara,Davante Adams,Larry Fitzgerald,Marcus Johnson,OJ Howard,Houston Texans,Bilal Powell,129.97,132.24
Aaron Rodgers,Christian McCaffrey,Alvin Kamara,Davante Adams,Allen Lazard,Parris Campbell,Jared Cook,Tampa Bay Buccaneers,Duke Johnson,129.97,93.3
Ryan Fitzpatrick,Christian McCaffrey,Alvin Kamara,Julian Edelman,Marvin Jones,Demaryius Thomas,Mike Gesicki,Indianapolis Colts,Patrick Laird,129.96,114.2
Ryan Fitzpatrick,Christian McCaffrey,Leonard Fournette,Jamison Crowder,Auden Tate,Parris Campbell,Ryan Griffin,Kansas City Chiefs,Alvin Kamara,129.95,78.9
Sam Darnold,Christian McCaffrey,Kenyan Drake,D.J. Moore,Jamison Crowder,Robby Anderson,Hunter Henry,Cincinnati Bengals,Duke Johnson,129.95,125.8
Deshaun Watson,Christian McCaffrey,Alvin Kamara,Larry Fitzgerald,Diontae Johnson,Auden Tate,Vance McDonald,Pittsburgh Steelers,Devonta Freeman,129.95,133.78
Matt Ryan,Alvin Kamara,Aaron Jones,D.J. Moore,Tyler Boyd,Curtis Samuel,Hunter Henry,Baltimore Ravens,Duke Johnson,129.91,128.72
Lamar Jackson,Alvin Kamara,LeSean McCoy,Michael Thomas,Christian Kirk,Larry Fitzgerald,Jack Doyle,Green Bay Packers,Diontae Johnson,129.9,126.0
Lamar Jackson,Christian McCaffrey,Melvin Gordon,Robby Anderson,Curtis Samuel,Demaryius Thomas,Mike Gesicki,Baltimore Ravens,Phillip Lindsay,129.89,133.9
Deshaun Watson,Melvin Gordon,Austin Ekeler,Davante Adams,Chris Godwin,Kenny Stills,George Kittle,Indianapolis Colts,Noah Fant,129.83,167.78
Derek Carr,Alvin Kamara,Kenyan Drake,Michael Thomas,Jarvis Landry,Tyrell Williams,Darren Waller,New York Jets,Duke Johnson,129.83,115.38
Jameis Winston,Christian McCaffrey,Devonta Freeman,Michael Thomas,Auden Tate,Marcus Johnson,Jack Doyle,Kansas City Chiefs,Kenyan Drake,129.82,165.54
Lamar Jackson,Alvin Kamara,Melvin Gordon,Michael Thomas,John Brown,Cole Beasley,Ian Thomas,New Orleans Saints,Bilal Powell,129.81,129.9
Lamar Jackson,Christian McCaffrey,Phillip Lindsay,Cole Beasley,Jamison Crowder,Marquise Brown,George Kittle,Kansas City Chiefs,Bilal Powell,129.81,119.9
Jameis Winston,LeSean McCoy,Bilal Powell,Davante Adams,Chris Godwin,Tyler Boyd,Darren Waller,Green Bay Packers,Jack Doyle,129.81,118.14
Deshaun Watson,Christian McCaffrey,Devonta Freeman,DeAndre Hopkins,Robby Anderson,Chris Conley,Jack Doyle,New York Jets,Noah Fant,129.79,165.98
Ryan Tannehill,Christian McCaffrey,Alvin Kamara,Michael Thomas,Chris Conley,Parris Campbell,Darren Waller,Denver Broncos,Jonnu Smith,129.78,141.74
Jameis Winston,Melvin Gordon,Devonta Freeman,Mike Evans,Zach Pascal,Jamison Crowder,George Kittle,Green Bay Packers,Duke Johnson,129.77,155.14
Deshaun Watson,Leonard Fournette,Joe Mixon,DeAndre Hopkins,D.J. Moore,Kenny Stills,Jack Doyle,Houston Texans,Duke Johnson,129.77,131.28
Aaron Rodgers,Christian McCaffrey,LeSean McCoy,Davante Adams,Terry McLaurin,Auden Tate,Hunter Henry,Indianapolis Colts,Bilal Powell,129.76,102.3
Jameis Winston,Leonard Fournette,Alvin Kamara,D.J. Moore,Keenan Allen,Chris Conley,Hunter Henry,Washington Redskins,LeSean McCoy,129.74,108.64
Deshaun Watson,Alvin Kamara,Bilal Powell,Julian Edelman,Tyler Boyd,Sammy Watkins,Travis Kelce,Houston Texans,George Kittle,129.73,134.38
Derek Carr,Leonard Fournette,Alvin Kamara,Julian Edelman,Jamison Crowder,Zay Jones,Darren Waller,New Orleans Saints,Devonta Freeman,129.72,101.08
Jameis Winston,Christian McCaffrey,Melvin Gordon,D.J. Moore,Robby Anderson,Parris Campbell,Jack Doyle,Tennessee Titans,LeSean McCoy,129.72,149.04
Sam Darnold,Alvin Kamara,Aaron Jones,Michael Thomas,Jamison Crowder,Christian Kirk,Mike Gesicki,Cincinnati Bengals,Phillip Lindsay,129.72,135.9
Lamar Jackson,Alvin Kamara,Austin Ekeler,Michael Thomas,Courtland Sutton,Kenny Stills,Darren Fells,Pittsburgh Steelers,Patrick Laird,129.68,142.8
Ryan Fitzpatrick,Christian McCaffrey,Alvin Kamara,Davante Adams,Robby Anderson,Allen Hurns,Jack Doyle,Arizona Cardinals,Ian Thomas,129.67,123.5
Lamar Jackson,Alvin Kamara,Melvin Gordon,Davante Adams,Mike Evans,Parris Campbell,George Kittle,Washington Redskins,OJ Howard,129.67,109.9
Ryan Tannehill,Leonard Fournette,Devonta Freeman,DeAndre Hopkins,Courtland Sutton,Kenny Stills,Hunter Henry,New York Jets,Kenyan Drake,129.62,126.24
Sam Darnold,Christian McCaffrey,Melvin Gordon,Jamison Crowder,Christian Kirk,Allen Hurns,Jack Doyle,Oakland Raiders,Devonta Freeman,129.58,118.7
Jimmy Garoppolo,Melvin Gordon,Devonta Freeman,Michael Thomas,Chris Godwin,Tyler Boyd,George Kittle,Washington Redskins,Bilal Powell,129.57,170.06
Gardner Minshew,Alvin Kamara,Melvin Gordon,Julian Edelman,Keenan Allen,Chris Conley,Darren Waller,Indianapolis Colts,Phillip Lindsay,129.55,116.28
Kyler Murray,Alvin Kamara,Melvin Gordon,D.J. Moore,Christian Kirk,Robby Anderson,Vance McDonald,Minnesota Vikings,Devonta Freeman,129.54,130.46
Gardner Minshew,Alvin Kamara,Melvin Gordon,Mike Evans,D.J. Moore,Mike Williams,Hunter Henry,Houston Texans,Patrick Laird,129.54,106.28
Lamar Jackson,Christian McCaffrey,Aaron Jones,Jamison Crowder,Tyrell Williams,Kenny Stills,Darren Waller,Indianapolis Colts,Jonnu Smith,129.54,129.8
Josh Allen,Christian McCaffrey,Alvin Kamara,D.J. Moore,Tyler Boyd,Cole Beasley,Dawson Knox,Washington Redskins,Bilal Powell,129.53,106.24
Josh Allen,Leonard Fournette,Alvin Kamara,D.J. Moore,Marquise Brown,Kenny Stills,Mark Andrews,Denver Broncos,Devonta Freeman,129.52,82.84
Lamar Jackson,Alvin Kamara,Kenyan Drake,Chris Godwin,Cole Beasley,Marquise Brown,Travis Kelce,Indianapolis Colts,Patrick Laird,129.48,114.2
Lamar Jackson,Christian McCaffrey,Patrick Laird,Michael Thomas,Sammy Watkins,Jakobi Meyers,Travis Kelce,Cincinnati Bengals,Bilal Powell,129.48,139.6
Andy Dalton,Christian McCaffrey,Devonta Freeman,Chris Godwin,Jarvis Landry,Auden Tate,Hunter Henry,Cincinnati Bengals,Patrick Laird,129.47,114.28
Ryan Tannehill,Christian McCaffrey,Melvin Gordon,Devante Parker,Jamison Crowder,Larry Fitzgerald,Mike Gesicki,New Orleans Saints,Bilal Powell,129.47,104.54
Drew Brees,Christian McCaffrey,Duke Johnson,Chris Godwin,Julian Edelman,Kenny Stills,George Kittle,Washington Redskins,Jared Cook,129.46,167.36
Deshaun Watson,Christian McCaffrey,LeSean McCoy,Michael Thomas,Courtland Sutton,Mike Williams,Noah Fant,Oakland Raiders,Bilal Powell,129.45,149.08
Jameis Winston,Kenyan Drake,Patrick Laird,Davante Adams,Mike Evans,Jamison Crowder,Travis Kelce,Baltimore Ravens,Jack Doyle,129.45,122.84
Jameis Winston,Christian McCaffrey,Leonard Fournette,Tyler Boyd,Curtis Samuel,Kenny Stills,Jack Doyle,New York Jets,OJ Howard,129.43,116.74
Kyler Murray,Christian McCaffrey,Leonard Fournette,D.J. Moore,Calvin Ridley,Parris Campbell,Ian Thomas,New York Jets,Bilal Powell,129.4,113.16
Deshaun Watson,Christian McCaffrey,Leonard Fournette,Chris Godwin,Robby Anderson,Parris Campbell,OJ Howard,Indianapolis Colts,Patrick Laird,129.37,147.18
Lamar Jackson,Leonard Fournette,Alvin Kamara,Mike Evans,Mike Williams,Marcus Johnson,Jack Doyle,Oakland Raiders,Kenyan Drake,129.37,99.7
Baker Mayfield,Alvin Kamara,Melvin Gordon,D.J. Moore,Tyler Boyd,Auden Tate,George Kittle,Tampa Bay Buccaneers,Kenyan Drake,129.36,97.98
Lamar Jackson,Christian McCaffrey,Patrick Laird,Davante Adams,Jamison Crowder,Mike Williams,Ryan Griffin,Tampa Bay Buccaneers,Mike Gesicki,129.36,91.6
