QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Ryan Fitzpatrick,Saquon Barkley,Sony Michel,Michael Thomas,Mike Evans,Demaryius Thomas,Darren Waller,Tampa Bay Buccaneers,Ryan Griffin,128.89,117.26
Matt Ryan,Devin Singletary,Miles Sanders,Michael Thomas,Julian Edelman,Amari Cooper,Mike Gesicki,Chicago Bears,Jakobi Meyers,128.87,110.24
Jameis Winston,Nick Chubb,Ezekiel Elliott,Michael Thomas,Devante Parker,Tim Patrick,Noah Fant,Chicago Bears,Dawson Knox,128.82,131.32
Baker Mayfield,Alvin Kamara,Derrick Henry,Jarvis Landry,Devante Parker,Tyler Boyd,Jason Witten,Seattle Seahawks,Le'Veon Bell,128.77,191.58
Matt Ryan,Ezekiel Elliott,Phillip Lindsay,Julio Jones,Mike Evans,D.J. Chark,Dawson Knox,Cincinnati Bengals,Demaryius Thomas,128.76,78.94
Baker Mayfield,Alvin Kamara,David Montgomery,Michael Thomas,Jamison Crowder,Tyler Boyd,Foster Moreau,New England Patriots,Demaryius Thomas,128.76,121.38
Russell Wilson,Alvin Kamara,Leonard Fournette,Julio Jones,Devante Parker,Albert Wilson,Darren Waller,Cincinnati Bengals,Mike Gesicki,128.75,129.1
Jameis Winston,Alvin Kamara,Joe Mixon,Michael Thomas,Amari Cooper,N'Keal Harry,Dallas Goedert,New England Patriots,Jason Witten,128.75,112.22
Sam Darnold,Derrick Henry,Phillip Lindsay,Michael Thomas,Tyrell Williams,Tyler Boyd,Darren Waller,Detroit Lions,Tim Patrick,128.73,143.9
Matt Ryan,Saquon Barkley,Le'Veon Bell,Chris Godwin,D.J. Chark,Russell Gage,Dallas Goedert,Jacksonville Jaguars,Miles Sanders,128.73,122.04
Baker Mayfield,Nick Chubb,Brian Hill,Michael Thomas,Devante Parker,Chris Conley,Zach Ertz,New Orleans Saints,Albert Wilson,128.71,156.58
Baker Mayfield,Alvin Kamara,Phillip Lindsay,Michael Thomas,Calvin Ridley,Rashard Higgins,Mike Gesicki,Buffalo Bills,Tarik Cohen,128.69,142.88
Matt Ryan,Alvin Kamara,Chris Carson,Chris Godwin,Chris Conley,Russell Gage,Darren Waller,Seattle Seahawks,Brian Hill,128.68,133.24
Matt Ryan,Leonard Fournette,Derrick Henry,Odell Beckham Jr,Julian Edelman,Devante Parker,Noah Fant,Jacksonville Jaguars,Allen Hurns,128.65,151.44
Nick Foles,Leonard Fournette,James White,Michael Thomas,Julio Jones,Dede Westbrook,Vance McDonald,Denver Broncos,Chris Conley,128.64,122.48
Drew Brees,Derrick Henry,Devin Singletary,Michael Thomas,Mike Evans,Tim Patrick,Jared Cook,Buffalo Bills,Vance McDonald,128.63,149.74
Russell Wilson,Alvin Kamara,Derrick Henry,Mike Evans,Tyler Boyd,James Washington,Vance McDonald,Denver Broncos,Brian Hill,128.63,124.9
Jeff Driskel,Le'Veon Bell,David Montgomery,Michael Thomas,Julio Jones,Calvin Ridley,Cameron Brate,Miami Dolphins,Albert Wilson,128.62,108.08
Matt Ryan,Nick Chubb,Leonard Fournette,Mike Evans,Dede Westbrook,Russell Gage,Vance McDonald,Buffalo Bills,Phillip Lindsay,128.61,136.34
Matt Ryan,Kareem Hunt,James White,Michael Thomas,Tyler Lockett,Tyler Boyd,Dallas Goedert,Philadelphia Eagles,Josh Gordon,128.59,102.34
Matt Ryan,Alvin Kamara,Sony Michel,Tyler Lockett,Devante Parker,Josh Gordon,Zach Ertz,Jacksonville Jaguars,Kalen Ballage,128.57,90.94
Matt Ryan,Nick Chubb,James White,Michael Thomas,Dede Westbrook,Ted Ginn,Greg Olsen,New England Patriots,Sony Michel,128.55,114.64
Dak Prescott,Derrick Henry,Brian Hill,Michael Thomas,Julio Jones,Tyler Boyd,Jason Witten,New England Patriots,Benjamin Watson,128.54,119.58
Matt Ryan,Le'Veon Bell,Tarik Cohen,Michael Thomas,Calvin Ridley,Chris Conley,Jared Cook,Chicago Bears,Ted Ginn,128.52,129.54
Russell Wilson,Leonard Fournette,Devin Singletary,Michael Thomas,Julio Jones,Josh Gordon,Dallas Goedert,Miami Dolphins,Tim Patrick,128.52,116.2
Ryan Tannehill,Alvin Kamara,David Montgomery,Michael Thomas,Julio Jones,Chris Conley,Tyler Eifert,Chicago Bears,Anthony Firkser,128.51,113.16
Matt Ryan,Leonard Fournette,Brian Hill,Michael Thomas,Julian Edelman,Calvin Ridley,Jaeden Graham,Miami Dolphins,Tyler Eifert,128.48,127.64
Jameis Winston,Derrick Henry,Phillip Lindsay,Michael Thomas,D.J. Chark,D.J. Moore,Greg Olsen,Cincinnati Bengals,Allen Hurns,128.48,173.52
Sam Darnold,Alvin Kamara,Tarik Cohen,Michael Thomas,Mike Evans,Devante Parker,Foster Moreau,Cincinnati Bengals,Hunter Renfrow,128.48,129.4
Matt Ryan,Leonard Fournette,Kalen Ballage,Julio Jones,D.J. Moore,Golden Tate,Noah Fant,Chicago Bears,Russell Gage,128.47,132.64
Carson Wentz,Derrick Henry,Miles Sanders,Michael Thomas,Calvin Ridley,Josh Gordon,Zach Ertz,Detroit Lions,Allen Hurns,128.46,159.44
Russell Wilson,David Montgomery,Bo Scarbrough,Michael Thomas,Mike Evans,Odell Beckham Jr,Mike Gesicki,New Orleans Saints,Albert Wilson,128.45,110.4
Matt Ryan,Saquon Barkley,Derrick Henry,Mike Evans,Calvin Ridley,N'Keal Harry,Darren Waller,Miami Dolphins,Dallas Goedert,128.44,104.44
Jeff Driskel,Alvin Kamara,Chris Carson,Michael Thomas,Diontae Johnson,James Washington,Vance McDonald,New Orleans Saints,Mike Gesicki,128.44,116.18
Matt Ryan,Alvin Kamara,Phillip Lindsay,Mike Evans,D.J. Moore,Danny Amendola,Darren Waller,Jacksonville Jaguars,OJ Howard,128.44,95.24
Jameis Winston,Alvin Kamara,Bo Scarbrough,Michael Thomas,D.J. Moore,Curtis Samuel,Mike Gesicki,Chicago Bears,Benjamin Watson,128.43,142.52
Matt Ryan,Le'Veon Bell,Joe Mixon,Michael Thomas,Odell Beckham Jr,Rashard Higgins,Darren Waller,Miami Dolphins,Mike Gesicki,128.4,100.74
Jeff Driskel,Alvin Kamara,Joe Mixon,Michael Thomas,Julio Jones,Randall Cobb,Benjamin Watson,Tampa Bay Buccaneers,Jakobi Meyers,128.4,123.58
Drew Brees,Le'Veon Bell,Miles Sanders,Michael Thomas,D.J. Moore,Chris Conley,Zach Ertz,Seattle Seahawks,Vance McDonald,128.39,171.44
Carson Wentz,Le'Veon Bell,Phillip Lindsay,Michael Thomas,Mike Evans,Golden Tate,OJ Howard,New England Patriots,Russell Gage,128.37,112.54
Matt Ryan,Kareem Hunt,Tarik Cohen,Michael Thomas,Chris Godwin,Golden Tate,Cameron Brate,New Orleans Saints,Demaryius Thomas,128.35,125.64
Matt Ryan,Alvin Kamara,Nick Chubb,Diontae Johnson,Tyler Boyd,James Washington,Zach Ertz,Tampa Bay Buccaneers,Dallas Goedert,128.34,157.34
Jameis Winston,Leonard Fournette,Le'Veon Bell,Julio Jones,Russell Gage,Tim Patrick,Zach Ertz,New Orleans Saints,Joe Mixon,128.34,150.72
Josh Allen,Alvin Kamara,Brian Hill,Michael Thomas,Courtland Sutton,Cole Beasley,Vance McDonald,Chicago Bears,Allen Hurns,128.34,116.6
Matt Ryan,Alvin Kamara,Derrick Henry,Amari Cooper,Devante Parker,Randall Cobb,Benjamin Watson,New England Patriots,Phillip Lindsay,128.32,104.84
Russell Wilson,Saquon Barkley,James White,Michael Thomas,D.J. Chark,Chris Conley,Jonnu Smith,Detroit Lions,Jason Witten,128.31,79.1
Matt Ryan,Alvin Kamara,Devin Singletary,Tyler Lockett,Julian Edelman,Chris Conley,Jacob Hollister,Detroit Lions,Dallas Goedert,128.3,96.64
Ryan Fitzpatrick,Chris Carson,Phillip Lindsay,Michael Thomas,Julio Jones,John Brown,Noah Fant,Tampa Bay Buccaneers,Tim Patrick,128.3,117.06
Baker Mayfield,David Montgomery,James White,Michael Thomas,Julio Jones,Golden Tate,Ben Braunecker,Buffalo Bills,Taylor Gabriel,128.28,105.58
Tom Brady,Le'Veon Bell,Brian Hill,Michael Thomas,Julian Edelman,Jamison Crowder,Dallas Goedert,New Orleans Saints,N'Keal Harry,128.28,105.2
Russell Wilson,Tarik Cohen,Kalen Ballage,Michael Thomas,Mike Evans,Julian Edelman,Jason Witten,Chicago Bears,N'Keal Harry,128.25,96.4
Ryan Tannehill,Alvin Kamara,Chris Carson,Michael Thomas,A.J. Brown,Russell Gage,Jonnu Smith,Detroit Lions,Phillip Lindsay,128.25,149.66
Jameis Winston,Leonard Fournette,Bo Scarbrough,Michael Thomas,Devante Parker,Robby Anderson,Darren Waller,Detroit Lions,Ryan Griffin,128.23,163.22
Baker Mayfield,Chris Carson,James White,Michael Thomas,Jarvis Landry,Tyler Boyd,Zach Ertz,Cincinnati Bengals,Mike Gesicki,128.18,175.08
Jeff Driskel,Saquon Barkley,Miles Sanders,Michael Thomas,Mike Evans,Courtland Sutton,Dawson Knox,Jacksonville Jaguars,Tim Patrick,128.18,82.38
Matt Ryan,Nick Chubb,Devin Singletary,Julio Jones,Calvin Ridley,Demaryius Thomas,Zach Ertz,Miami Dolphins,Anthony Miller,128.18,131.24
Matt Ryan,Chris Carson,Ronald Jones II,Michael Thomas,Chris Godwin,Calvin Ridley,T.J. Hockenson,Cincinnati Bengals,Allen Hurns,128.18,146.74
Russell Wilson,Alvin Kamara,Nick Chubb,Calvin Ridley,Devante Parker,Jordan Matthews,Dallas Goedert,Denver Broncos,David Montgomery,128.15,120.2
Jameis Winston,Derrick Henry,Phillip Lindsay,Julio Jones,Mike Evans,Tyler Boyd,Noah Fant,New Orleans Saints,Taylor Gabriel,128.14,125.82
Matt Ryan,Derrick Henry,Sony Michel,Julio Jones,Mike Evans,Chris Conley,Greg Olsen,Cleveland Browns,Kalen Ballage,128.13,101.34
Matt Ryan,Nick Chubb,Le'Veon Bell,Mike Evans,D.J. Chark,Tyler Boyd,Jonnu Smith,Denver Broncos,Chris Conley,128.12,110.04
Matt Ryan,Christian McCaffrey,Kalen Ballage,Michael Thomas,James Washington,Auden Tate,Vance McDonald,New England Patriots,Tim Patrick,128.1,107.84
Matt Ryan,Joe Mixon,Phillip Lindsay,Michael Thomas,Allen Robinson,Golden Tate,Ben Braunecker,New York Jets,Devante Parker,128.09,130.84
Derek Carr,Leonard Fournette,Derrick Henry,Michael Thomas,Tyrell Williams,Devante Parker,Vance McDonald,Miami Dolphins,Demaryius Thomas,128.08,126.88
Kyle Allen,Nick Chubb,Le'Veon Bell,Michael Thomas,D.J. Moore,Taylor Gabriel,Mike Gesicki,Detroit Lions,Russell Gage,128.07,169.14
Jameis Winston,Alvin Kamara,Le'Veon Bell,Jamison Crowder,Tyrell Williams,Tim Patrick,Darren Waller,Chicago Bears,Sony Michel,128.07,92.82
Russell Wilson,Alvin Kamara,Le'Veon Bell,Mike Evans,Jamison Crowder,Hunter Renfrow,Jason Witten,New Orleans Saints,Demaryius Thomas,128.06,76.1
Matt Ryan,Nick Chubb,Joe Mixon,Mike Evans,Calvin Ridley,Cole Beasley,Mike Gesicki,Detroit Lions,Sony Michel,128.03,124.84
Matt Ryan,Ezekiel Elliott,Kareem Hunt,Michael Thomas,Julio Jones,Taylor Gabriel,Mike Gesicki,Tampa Bay Buccaneers,Luke Stocker,128.03,110.44
Drew Brees,Le'Veon Bell,Bo Scarbrough,Michael Thomas,D.J. Chark,Golden Tate,Jared Cook,Detroit Lions,Demaryius Thomas,128.02,137.34
Carson Wentz,Chris Carson,Phillip Lindsay,Michael Thomas,Odell Beckham Jr,Devante Parker,Mike Gesicki,Cleveland Browns,Demaryius Thomas,128.01,119.04
Matt Ryan,Alvin Kamara,Joe Mixon,Michael Thomas,Josh Gordon,Jordan Matthews,Jacob Hollister,Chicago Bears,Ryan Griffin,128.0,92.04
Matt Ryan,Derrick Henry,Le'Veon Bell,Chris Godwin,Calvin Ridley,Danny Amendola,Greg Olsen,Denver Broncos,James White,128.0,139.74
Matt Ryan,Alvin Kamara,Saquon Barkley,Julian Edelman,Cole Beasley,Tim Patrick,Noah Fant,Pittsburgh Steelers,Brian Hill,127.99,97.14
Ryan Fitzpatrick,Alvin Kamara,Saquon Barkley,D.J. Chark,Devante Parker,Tyler Boyd,Darren Waller,New Orleans Saints,Allen Hurns,127.99,127.56
Matt Ryan,Saquon Barkley,Kareem Hunt,Michael Thomas,D.J. Moore,Devante Parker,Tyler Eifert,Denver Broncos,Tre'Quan Smith,127.99,122.84
Tom Brady,Alvin Kamara,Sony Michel,Julio Jones,Mike Evans,Calvin Ridley,Jonnu Smith,Denver Broncos,Allen Hurns,127.98,100.4
Jameis Winston,Le'Veon Bell,Joe Mixon,Michael Thomas,Chris Godwin,Devante Parker,Cameron Brate,Seattle Seahawks,Anthony Miller,127.97,168.32
Ryan Fitzpatrick,Alvin Kamara,Phillip Lindsay,Julio Jones,D.J. Chark,Jarvis Landry,Mike Gesicki,Detroit Lions,Danny Amendola,127.95,139.36
Carson Wentz,Alvin Kamara,Sony Michel,Michael Thomas,Tyler Boyd,James Washington,Darren Waller,Philadelphia Eagles,Auden Tate,127.95,131.74
Baker Mayfield,Derrick Henry,David Montgomery,Julio Jones,Chris Godwin,Calvin Ridley,Noah Fant,Detroit Lions,Tim Patrick,127.92,153.08
Mitch Trubisky,Alvin Kamara,Le'Veon Bell,Michael Thomas,Julio Jones,Taylor Gabriel,Jonnu Smith,Seattle Seahawks,Kaden Smith,127.91,129.82
Matt Ryan,Alvin Kamara,Chris Carson,Mike Evans,Tyler Boyd,Scott Miller,Greg Olsen,Buffalo Bills,David Montgomery,127.91,98.14
Matt Ryan,Christian McCaffrey,Brian Hill,Mike Evans,Russell Gage,Demaryius Thomas,Zach Ertz,Jacksonville Jaguars,Noah Fant,127.88,110.94
Baker Mayfield,Leonard Fournette,James White,Julio Jones,Odell Beckham Jr,Devante Parker,Dawson Knox,Detroit Lions,Phillip Lindsay,127.88,131.58
Dak Prescott,Leonard Fournette,James White,Michael Thomas,Julian Edelman,Jamison Crowder,Jason Witten,Philadelphia Eagles,Tim Patrick,127.88,109.68
Russell Wilson,Alvin Kamara,Le'Veon Bell,Julio Jones,Tyler Lockett,Jordan Matthews,Benjamin Watson,Detroit Lions,Allen Hurns,127.87,91.0
Matt Ryan,Saquon Barkley,Derrick Henry,Julio Jones,Cole Beasley,Jakobi Meyers,Cameron Brate,Detroit Lions,Le'Veon Bell,127.87,116.74
Matt Ryan,Saquon Barkley,Sony Michel,Mike Evans,Chris Godwin,D.J. Moore,Vance McDonald,Cincinnati Bengals,Taylor Gabriel,127.86,119.94
Carson Wentz,Derrick Henry,Le'Veon Bell,Julio Jones,Mike Evans,Calvin Ridley,Benjamin Watson,Tampa Bay Buccaneers,Demaryius Thomas,127.86,124.24
Matt Ryan,Nick Chubb,Kalen Ballage,Michael Thomas,Julian Edelman,Golden Tate,Dawson Knox,Philadelphia Eagles,Patrick Laird,127.83,116.44
Russell Wilson,Alvin Kamara,Derrick Henry,Michael Thomas,Golden Tate,Sterling Shepard,Jason Witten,Tampa Bay Buccaneers,Kaden Smith,127.83,143.5
Tom Brady,Le'Veon Bell,James White,Michael Thomas,Julio Jones,Randall Cobb,Noah Fant,New York Jets,Jason Witten,127.81,105.4
Matt Ryan,Derrick Henry,David Montgomery,Tyler Lockett,Allen Robinson,Demaryius Thomas,Zach Ertz,New Orleans Saints,Dallas Goedert,127.81,125.64
Baker Mayfield,Alvin Kamara,Le'Veon Bell,Julio Jones,Courtland Sutton,Cole Beasley,Noah Fant,New England Patriots,Dallas Goedert,127.8,119.28
Drew Brees,Leonard Fournette,James White,Michael Thomas,Odell Beckham Jr,Demaryius Thomas,Greg Olsen,Tampa Bay Buccaneers,Kalen Ballage,127.8,146.94
Derek Carr,Alvin Kamara,James White,Michael Thomas,Calvin Ridley,Robby Anderson,Tyler Eifert,Jacksonville Jaguars,Demaryius Thomas,127.78,101.88
Jeff Driskel,Alvin Kamara,Leonard Fournette,Michael Thomas,Calvin Ridley,Paul Richardson,Dallas Goedert,Seattle Seahawks,Jeremy Sprinkle,127.77,151.98
Sam Darnold,Alvin Kamara,Leonard Fournette,Michael Thomas,Allen Robinson,Anthony Miller,Ben Braunecker,Chicago Bears,Tim Patrick,127.77,166.4
Russell Wilson,Nick Chubb,Le'Veon Bell,Michael Thomas,Devante Parker,Tyler Boyd,Tyler Eifert,Miami Dolphins,Auden Tate,127.76,125.7
Matt Ryan,Alvin Kamara,Phillip Lindsay,Julian Edelman,Jamison Crowder,Tyrell Williams,Ryan Griffin,New Orleans Saints,Mike Gesicki,127.76,88.64
Mitch Trubisky,Nick Chubb,James White,Michael Thomas,Allen Robinson,Golden Tate,Dallas Goedert,Detroit Lions,Tim Patrick,127.75,138.22
Tom Brady,James White,Phillip Lindsay,Michael Thomas,Mike Evans,Julian Edelman,Benjamin Watson,New York Giants,Demaryius Thomas,127.75,86.6
Carson Wentz,Alvin Kamara,Saquon Barkley,Mike Evans,Calvin Ridley,Russell Gage,Mike Gesicki,Cincinnati Bengals,Miles Sanders,127.74,116.14
Matt Ryan,Saquon Barkley,Le'Veon Bell,Michael Thomas,Dede Westbrook,Danny Amendola,T.J. Hockenson,New Orleans Saints,Paul Richardson,127.73,89.14
Jeff Driskel,Phillip Lindsay,Miles Sanders,Michael Thomas,Julio Jones,Danny Amendola,Zach Ertz,Chicago Bears,Jeremy Sprinkle,127.72,113.48
Sam Darnold,Chris Carson,Kalen Ballage,Michael Thomas,Mike Evans,Jamison Crowder,Tyler Eifert,Detroit Lions,Demaryius Thomas,127.71,100.3
Matt Ryan,Derrick Henry,Phillip Lindsay,Michael Thomas,Odell Beckham Jr,Russell Gage,Jaeden Graham,New York Giants,Tarik Cohen,127.71,140.74
Matt Ryan,Kareem Hunt,David Montgomery,Mike Evans,Chris Godwin,D.J. Chark,Darren Waller,Tampa Bay Buccaneers,Allen Hurns,127.71,124.84
Matt Ryan,Saquon Barkley,Miles Sanders,Julio Jones,Calvin Ridley,Allen Hurns,Greg Olsen,Buffalo Bills,Brian Hill,127.7,105.34
Drew Brees,David Montgomery,James White,Michael Thomas,Mike Evans,D.J. Moore,Dawson Knox,New England Patriots,N'Keal Harry,127.7,124.04
Carson Wentz,Alvin Kamara,Brian Hill,Tyler Lockett,Mike Evans,Devante Parker,Dallas Goedert,New England Patriots,Bo Scarbrough,127.7,92.74
Matt Ryan,Le'Veon Bell,Sony Michel,Michael Thomas,Chris Godwin,Jarvis Landry,OJ Howard,Tennessee Titans,Jakobi Meyers,127.69,162.64
Baker Mayfield,Chris Carson,Kalen Ballage,Michael Thomas,Julian Edelman,D.J. Moore,Greg Olsen,New Orleans Saints,Tim Patrick,127.69,137.38
Baker Mayfield,Alvin Kamara,Nick Chubb,Julio Jones,Calvin Ridley,Russell Gage,Vance McDonald,Seattle Seahawks,N'Keal Harry,127.69,150.68
Matt Ryan,Le'Veon Bell,Sony Michel,Calvin Ridley,Allen Robinson,D.J. Moore,Darren Waller,New England Patriots,Russell Gage,127.69,149.14
Baker Mayfield,Christian McCaffrey,Miles Sanders,Michael Thomas,Devante Parker,Demaryius Thomas,Jason Witten,Atlanta Falcons,Allen Hurns,127.68,140.58
Matt Ryan,David Montgomery,Phillip Lindsay,Julian Edelman,Amari Cooper,D.J. Chark,Zach Ertz,Detroit Lions,Jason Witten,127.67,87.24
Matt Ryan,Chris Carson,Bo Scarbrough,Michael Thomas,Julian Edelman,Curtis Samuel,Jared Cook,Seattle Seahawks,Dallas Goedert,127.67,128.54
Russell Wilson,Le'Veon Bell,James White,Julio Jones,Julian Edelman,Chris Conley,Zach Ertz,Jacksonville Jaguars,Dallas Goedert,127.66,103.5
Ryan Fitzpatrick,Alvin Kamara,Devin Singletary,Michael Thomas,Curtis Samuel,Ted Ginn,Zach Ertz,Jacksonville Jaguars,Russell Gage,127.64,144.16
Nick Foles,Alvin Kamara,Devin Singletary,Julio Jones,Calvin Ridley,Devante Parker,Cameron Brate,Philadelphia Eagles,Phillip Lindsay,127.64,117.18
Matt Ryan,Christian McCaffrey,Chris Carson,Calvin Ridley,Devante Parker,Taylor Gabriel,Dallas Goedert,Philadelphia Eagles,Russell Gage,127.64,129.44
Baker Mayfield,Alvin Kamara,Leonard Fournette,Odell Beckham Jr,Golden Tate,Allen Hurns,Dallas Goedert,New Orleans Saints,David Montgomery,127.63,149.88
Derek Carr,Le'Veon Bell,Phillip Lindsay,Michael Thomas,Calvin Ridley,Taylor Gabriel,Darren Waller,Denver Broncos,Ryan Griffin,127.61,104.18
Derek Carr,Miles Sanders,Tarik Cohen,Michael Thomas,Julio Jones,Demaryius Thomas,Darren Waller,Buffalo Bills,Dallas Goedert,127.61,103.58
Matt Ryan,Kareem Hunt,David Montgomery,Julio Jones,Odell Beckham Jr,Courtland Sutton,Dallas Goedert,Buffalo Bills,Russell Gage,127.6,101.04
Russell Wilson,Le'Veon Bell,Devin Singletary,Michael Thomas,Tyrell Williams,Robby Anderson,Darren Waller,Tampa Bay Buccaneers,Vance McDonald,127.59,118.4
Dak Prescott,Alvin Kamara,Miles Sanders,Michael Thomas,D.J. Chark,Randall Cobb,Jason Witten,New York Giants,Russell Gage,127.58,115.28
Jameis Winston,Leonard Fournette,Devin Singletary,Michael Thomas,Chris Godwin,Russell Gage,Vance McDonald,Pittsburgh Steelers,Benjamin Watson,127.58,179.82
Josh Allen,Saquon Barkley,Sony Michel,Michael Thomas,Devante Parker,Cole Beasley,Zach Ertz,Detroit Lions,Dawson Knox,127.55,138.5
Matt Ryan,Derrick Henry,Miles Sanders,Julio Jones,Julian Edelman,Jarvis Landry,Dawson Knox,New Orleans Saints,Russell Gage,127.54,146.34
Matt Ryan,Ezekiel Elliott,Sony Michel,Michael Thomas,D.J. Chark,Courtland Sutton,Benjamin Watson,Philadelphia Eagles,Rex Burkhead,127.53,93.04
Matt Ryan,Alvin Kamara,Derrick Henry,John Brown,Courtland Sutton,Tim Patrick,Jared Cook,Tampa Bay Buccaneers,David Montgomery,127.53,121.24
Derek Carr,Alvin Kamara,Miles Sanders,Michael Thomas,Jamison Crowder,Devante Parker,Ryan Griffin,Philadelphia Eagles,Dawson Knox,127.53,108.38
Nick Foles,Le'Veon Bell,Brian Hill,Michael Thomas,Calvin Ridley,Dede Westbrook,Zach Ertz,New England Patriots,Jonnu Smith,127.51,137.88
Russell Wilson,Leonard Fournette,Phillip Lindsay,Michael Thomas,Calvin Ridley,Mack Hollins,Zach Ertz,Cincinnati Bengals,Vance McDonald,127.51,141.5
Drew Brees,Alvin Kamara,Chris Carson,Michael Thomas,Ted Ginn,Demaryius Thomas,Dawson Knox,Chicago Bears,Sony Michel,127.48,110.04
Jameis Winston,Alvin Kamara,Sony Michel,Michael Thomas,Jarvis Landry,Rashard Higgins,Zach Ertz,Seattle Seahawks,Albert Wilson,127.47,179.72
Jameis Winston,Ronald Jones II,Patrick Laird,Michael Thomas,Julio Jones,Mike Evans,Zach Ertz,Miami Dolphins,Dawson Knox,127.47,126.12
Matt Ryan,Nick Chubb,Brian Hill,Michael Thomas,Amari Cooper,Demaryius Thomas,Benjamin Watson,Pittsburgh Steelers,N'Keal Harry,127.46,97.04
Matt Ryan,Alvin Kamara,Miles Sanders,Calvin Ridley,D.J. Chark,Courtland Sutton,Jaeden Graham,New Orleans Saints,Kalen Ballage,127.46,91.84
Ryan Fitzpatrick,Devin Singletary,Bo Scarbrough,Michael Thomas,Julio Jones,D.J. Moore,Greg Olsen,Seattle Seahawks,Tyler Boyd,127.42,174.06
Jameis Winston,Chris Carson,Le'Veon Bell,Michael Thomas,Julio Jones,Hunter Renfrow,OJ Howard,Philadelphia Eagles,Benjamin Watson,127.38,114.82
Carson Wentz,Le'Veon Bell,Devin Singletary,Michael Thomas,Julian Edelman,Devante Parker,Jacob Hollister,Buffalo Bills,Jordan Matthews,127.37,128.54
Russell Wilson,Alvin Kamara,Devin Singletary,Mike Evans,Odell Beckham Jr,Devante Parker,Tyler Eifert,Buffalo Bills,Allen Hurns,127.37,119.5
Russell Wilson,Le'Veon Bell,Ronald Jones II,Michael Thomas,Tyler Lockett,N'Keal Harry,Zach Ertz,Denver Broncos,Mike Gesicki,127.37,127.8
Matt Ryan,Christian McCaffrey,Phillip Lindsay,Mike Evans,Tyler Boyd,Tim Patrick,Cameron Brate,Chicago Bears,Miles Sanders,127.37,100.74
Matt Ryan,Leonard Fournette,Tarik Cohen,Julio Jones,Calvin Ridley,D.J. Chark,Vance McDonald,Tampa Bay Buccaneers,Hunter Renfrow,127.35,126.74
Baker Mayfield,Alvin Kamara,Nick Chubb,D.J. Chark,Courtland Sutton,Devante Parker,Mike Gesicki,Jacksonville Jaguars,Demaryius Thomas,127.35,121.78
Baker Mayfield,Alvin Kamara,Le'Veon Bell,Michael Thomas,Terry McLaurin,Danny Amendola,Jeremy Sprinkle,Miami Dolphins,Brian Hill,127.34,115.08
Matt Ryan,Chris Carson,Tarik Cohen,Michael Thomas,Tyler Lockett,Mack Hollins,Zach Ertz,Tampa Bay Buccaneers,Jason Witten,127.33,110.24
Jeff Driskel,Derrick Henry,Le'Veon Bell,Michael Thomas,Amari Cooper,Jakobi Meyers,Zach Ertz,Jacksonville Jaguars,Jason Witten,127.33,133.98
Tom Brady,Alvin Kamara,Kalen Ballage,Julio Jones,Julian Edelman,N'Keal Harry,Zach Ertz,Detroit Lions,Noah Fant,127.32,110.7
Tom Brady,David Montgomery,Kalen Ballage,Michael Thomas,D.J. Chark,D.J. Moore,Vance McDonald,Detroit Lions,Curtis Samuel,127.31,109.3
Carson Wentz,Alvin Kamara,Le'Veon Bell,Tyler Lockett,Golden Tate,Tim Patrick,Zach Ertz,Philadelphia Eagles,Miles Sanders,127.31,116.04
Jameis Winston,Le'Veon Bell,Kalen Ballage,Julio Jones,Calvin Ridley,D.J. Moore,Vance McDonald,Denver Broncos,Jamison Crowder,127.29,125.82
Sam Darnold,James White,Brian Hill,Michael Thomas,Mike Evans,Tyrell Williams,Ryan Griffin,Buffalo Bills,Dallas Goedert,127.29,112.2
Jameis Winston,Alvin Kamara,Le'Veon Bell,Mike Evans,Jarvis Landry,Dede Westbrook,Cameron Brate,Philadelphia Eagles,Brian Hill,127.28,144.72
Drew Brees,Alvin Kamara,Le'Veon Bell,Julio Jones,Julian Edelman,James Washington,Vance McDonald,Tampa Bay Buccaneers,Tyler Eifert,127.26,128.14
Ryan Fitzpatrick,Leonard Fournette,Le'Veon Bell,Michael Thomas,D.J. Chark,Dede Westbrook,Noah Fant,Jacksonville Jaguars,Corey Davis,127.26,142.86
Russell Wilson,Saquon Barkley,Kalen Ballage,Michael Thomas,Tyler Lockett,Russell Gage,Dallas Goedert,Tampa Bay Buccaneers,Bo Scarbrough,127.25,106.6
Ryan Fitzpatrick,Alvin Kamara,Leonard Fournette,Mike Evans,Courtland Sutton,Cole Beasley,Zach Ertz,Seattle Seahawks,Tim Patrick,127.24,158.86
Matt Ryan,Joe Mixon,James White,Julio Jones,Odell Beckham Jr,Calvin Ridley,Jason Witten,Philadelphia Eagles,Dede Westbrook,127.23,100.04
Jeff Driskel,Alvin Kamara,Devin Singletary,Julio Jones,D.J. Moore,Jordan Matthews,Zach Ertz,New Orleans Saints,Dallas Goedert,127.23,143.38
Baker Mayfield,Joe Mixon,James White,Michael Thomas,D.J. Moore,Devante Parker,Jared Cook,Cleveland Browns,Dallas Goedert,127.21,154.08
Matt Ryan,Alvin Kamara,Nick Chubb,Julian Edelman,Michael Gallup,Devante Parker,Jonnu Smith,Cincinnati Bengals,N'Keal Harry,127.21,113.54
