QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Matt Ryan,Christian McCaffrey,Alvin Kamara,Tyler Boyd,Curtis Samuel,Mohamed Sanu,Austin Hooper,Tampa Bay Buccaneers,Phillip Lindsay,140.19,199.82
Matt Ryan,Leonard Fournette,Phillip Lindsay,Julio Jones,Michael Thomas,Tyler Boyd,Greg Olsen,Tennessee Titans,Calvin Ridley,140.18,199.8
Deshaun Watson,Christian McCaffrey,Le'Veon Bell,Julio Jones,Auden Tate,Keesean Johnson,Austin Hooper,Los Angeles Chargers,Aaron Jones,139.86,215.34
Deshaun Watson,Le'Veon Bell,Aaron Jones,DeAndre Hopkins,Michael Thomas,Emmanuel Sanders,Greg Olsen,Carolina Panthers,Will Fuller,139.81,245.34
Carson Wentz,Leonard Fournette,Aaron Jones,DeAndre Hopkins,Julio Jones,Will Fuller,Austin Hooper,Tampa Bay Buccaneers,Phillip Lindsay,139.69,212.96
Matt Ryan,Ezekiel Elliott,David Johnson,Julio Jones,Will Fuller,Auden Tate,Noah Fant,Tennessee Titans,Le'Veon Bell,139.63,171.5
Matt Ryan,Christian McCaffrey,Aaron Jones,Michael Thomas,Tyler Boyd,Larry Fitzgerald,Tyler Eifert,Atlanta Falcons,Chris Thompson,139.48,236.3
Matt Ryan,Alvin Kamara,Ezekiel Elliott,Keenan Allen,Emmanuel Sanders,Will Fuller,Greg Olsen,Pittsburgh Steelers,Mohamed Sanu,139.42,160.62
Matt Ryan,Dalvin Cook,Ezekiel Elliott,DeAndre Hopkins,Courtland Sutton,Mohamed Sanu,Austin Hooper,Atlanta Falcons,Auden Tate,139.28,156.3
Deshaun Watson,Austin Ekeler,Leonard Fournette,Julio Jones,Michael Thomas,Mohamed Sanu,Darren Waller,Buffalo Bills,Auden Tate,139.26,191.94
Matt Ryan,Alvin Kamara,David Johnson,Julian Edelman,Larry Fitzgerald,Auden Tate,Tyler Eifert,Cincinnati Bengals,Leonard Fournette,139.23,153.92
Matt Ryan,Christian McCaffrey,Austin Ekeler,Larry Fitzgerald,Emmanuel Sanders,Calvin Ridley,Evan Engram,Carolina Panthers,Mohamed Sanu,139.23,183.4
Deshaun Watson,Christian McCaffrey,Phillip Lindsay,Julio Jones,Michael Thomas,Larry Fitzgerald,Noah Fant,Pittsburgh Steelers,Will Fuller,139.17,255.64
Carson Wentz,Christian McCaffrey,Aaron Jones,Keenan Allen,Emmanuel Sanders,Courtland Sutton,Darren Waller,Cincinnati Bengals,Will Fuller,139.12,207.46
Matt Ryan,David Montgomery,James White,DeAndre Hopkins,Chris Godwin,Michael Thomas,Austin Hooper,Minnesota Vikings,Phillip Lindsay,139.11,207.5
Dak Prescott,Christian McCaffrey,Le'Veon Bell,DeAndre Hopkins,Will Fuller,Mohamed Sanu,Austin Hooper,Cincinnati Bengals,James White,139.09,211.32
Matt Ryan,Alvin Kamara,David Montgomery,Julio Jones,Larry Fitzgerald,Courtland Sutton,Austin Hooper,Los Angeles Chargers,Will Fuller,139.0,185.92
Matt Ryan,Ezekiel Elliott,Leonard Fournette,Julio Jones,Julian Edelman,Keesean Johnson,Austin Hooper,Green Bay Packers,James White,138.79,156.2
Matt Ryan,Alvin Kamara,Le'Veon Bell,Chris Godwin,Michael Thomas,Emmanuel Sanders,OJ Howard,Los Angeles Chargers,Auden Tate,138.78,176.82
Deshaun Watson,Christian McCaffrey,Joe Mixon,Michael Thomas,Emmanuel Sanders,Calvin Ridley,Austin Hooper,Tampa Bay Buccaneers,David Montgomery,138.78,198.44
Matt Ryan,Austin Ekeler,Leonard Fournette,DeAndre Hopkins,Tyler Boyd,Courtland Sutton,Mark Andrews,Cincinnati Bengals,Will Fuller,138.76,219.4
Deshaun Watson,Leonard Fournette,Aaron Jones,Keenan Allen,Tyler Boyd,Mohamed Sanu,Austin Hooper,Minnesota Vikings,Devonta Freeman,138.65,219.64
Matt Ryan,Dalvin Cook,Le'Veon Bell,Michael Thomas,Allen Robinson,Will Fuller,Evan Engram,Tampa Bay Buccaneers,Mohamed Sanu,138.62,238.1
Deshaun Watson,David Johnson,James White,Julio Jones,Chris Godwin,Will Fuller,Austin Hooper,Carolina Panthers,Curtis Samuel,138.51,209.94
Jameis Winston,Christian McCaffrey,Leonard Fournette,Chris Godwin,Michael Thomas,Mohamed Sanu,Noah Fant,Tampa Bay Buccaneers,Aaron Jones,138.48,243.66
Matt Ryan,Chris Thompson,Miles Sanders,DeAndre Hopkins,Julio Jones,Keenan Allen,Austin Hooper,Pittsburgh Steelers,Allen Robinson,138.41,137.2
Dak Prescott,Christian McCaffrey,Leonard Fournette,DeAndre Hopkins,Tyler Boyd,Emmanuel Sanders,Tyler Eifert,Carolina Panthers,Keesean Johnson,138.33,178.52
Matt Ryan,Dalvin Cook,Devonta Freeman,Michael Thomas,Julian Edelman,Larry Fitzgerald,Austin Hooper,Pittsburgh Steelers,Calvin Ridley,138.31,212.1
Matt Ryan,Joe Mixon,Wayne Gallman,DeAndre Hopkins,Julio Jones,Michael Thomas,Tyler Eifert,Carolina Panthers,Curtis Samuel,138.31,141.2
Carson Wentz,Leonard Fournette,David Montgomery,Julio Jones,Keenan Allen,Michael Thomas,Noah Fant,Los Angeles Chargers,Emmanuel Sanders,138.26,124.06
Matt Ryan,Christian McCaffrey,Dalvin Cook,Julio Jones,Calvin Ridley,Will Fuller,OJ Howard,Cincinnati Bengals,Keesean Johnson,138.23,208.6
Carson Wentz,Alvin Kamara,James White,Julio Jones,Keenan Allen,Mohamed Sanu,Austin Hooper,Tennessee Titans,Auden Tate,138.23,102.68
Matt Ryan,Dalvin Cook,David Johnson,Michael Thomas,Tyler Boyd,Auden Tate,Mark Andrews,Minnesota Vikings,Keesean Johnson,138.19,198.4
Matt Ryan,Alvin Kamara,David Johnson,Michael Thomas,Calvin Ridley,Will Fuller,Darren Waller,Green Bay Packers,Chris Thompson,138.18,217.82
Philip Rivers,Christian McCaffrey,Leonard Fournette,Chris Godwin,Emmanuel Sanders,Courtland Sutton,Austin Hooper,Buffalo Bills,Chris Thompson,138.17,172.54
Matt Ryan,Le'Veon Bell,Austin Ekeler,Chris Godwin,Julian Edelman,Will Fuller,Austin Hooper,Atlanta Falcons,Aaron Jones,138.03,258.0
Matt Ryan,Leonard Fournette,Aaron Jones,DeAndre Hopkins,Keenan Allen,Calvin Ridley,Darren Waller,Atlanta Falcons,Carlos Hyde,137.89,174.1
Carson Wentz,David Johnson,Austin Ekeler,DeAndre Hopkins,Michael Thomas,Will Fuller,Tyler Eifert,Minnesota Vikings,Mohamed Sanu,137.86,201.36
Andy Dalton,Christian McCaffrey,Ezekiel Elliott,Michael Thomas,Tyler Boyd,Mohamed Sanu,Greg Olsen,Cincinnati Bengals,Auden Tate,137.8,190.18
Deshaun Watson,Christian McCaffrey,Phillip Lindsay,DeAndre Hopkins,Allen Robinson,Mohamed Sanu,Zach Ertz,Carolina Panthers,Auden Tate,137.74,225.24
Matt Ryan,Le'Veon Bell,Austin Ekeler,Keenan Allen,Tyler Boyd,Larry Fitzgerald,Darren Waller,Tampa Bay Buccaneers,Auden Tate,137.65,144.4
Matt Ryan,David Johnson,Leonard Fournette,Mike Evans,Michael Thomas,Curtis Samuel,OJ Howard,Buffalo Bills,James White,137.65,159.0
Carson Wentz,Christian McCaffrey,Leonard Fournette,Julian Edelman,Calvin Ridley,Mohamed Sanu,Austin Hooper,Los Angeles Chargers,James Conner,137.63,191.66
Matt Ryan,Dalvin Cook,Aaron Jones,Keenan Allen,Chris Godwin,Emmanuel Sanders,Noah Fant,Carolina Panthers,James White,137.58,188.9
Deshaun Watson,Alvin Kamara,Austin Ekeler,DeAndre Hopkins,Emmanuel Sanders,Auden Tate,Austin Hooper,Cincinnati Bengals,Chris Thompson,137.55,137.66
Matt Ryan,Christian McCaffrey,Ezekiel Elliott,Chris Godwin,Auden Tate,Keesean Johnson,Tyler Eifert,Buffalo Bills,Austin Ekeler,137.53,193.0
Lamar Jackson,David Johnson,Leonard Fournette,Julio Jones,Calvin Ridley,Auden Tate,Austin Hooper,Minnesota Vikings,David Montgomery,137.48,134.54
Carson Wentz,Christian McCaffrey,Devonta Freeman,Julio Jones,Tyler Boyd,Will Fuller,Jimmy Graham,Carolina Panthers,Mohamed Sanu,137.45,212.36
Philip Rivers,Christian McCaffrey,Le'Veon Bell,Keenan Allen,Michael Thomas,Emmanuel Sanders,Dawson Knox,Green Bay Packers,Mohamed Sanu,137.38,152.04
Andy Dalton,Christian McCaffrey,Leonard Fournette,Larry Fitzgerald,Courtland Sutton,Auden Tate,Evan Engram,Tennessee Titans,Aaron Jones,137.3,208.88
Matt Ryan,Christian McCaffrey,Joe Mixon,Julian Edelman,Will Fuller,Mohamed Sanu,Zach Ertz,Buffalo Bills,David Montgomery,137.27,236.8
Lamar Jackson,Christian McCaffrey,Carlos Hyde,Julio Jones,Allen Robinson,Emmanuel Sanders,Austin Hooper,Atlanta Falcons,Will Fuller,137.27,183.24
Chase Daniel,Christian McCaffrey,Leonard Fournette,Michael Thomas,Marquise Brown,Allen Robinson,Darren Waller,Pittsburgh Steelers,Emmanuel Sanders,137.24,197.74
Deshaun Watson,Christian McCaffrey,Alvin Kamara,Tyler Boyd,Courtland Sutton,Will Fuller,Tyler Eifert,Minnesota Vikings,Auden Tate,137.19,246.56
Dak Prescott,James Conner,Devonta Freeman,DeAndre Hopkins,Julio Jones,Michael Thomas,Austin Hooper,Green Bay Packers,Auden Tate,137.16,160.12
Deshaun Watson,Leonard Fournette,Joe Mixon,Julio Jones,Keenan Allen,Will Fuller,Greg Olsen,Cincinnati Bengals,Chris Thompson,137.11,162.84
Matt Ryan,David Johnson,Le'Veon Bell,Keenan Allen,Calvin Ridley,Curtis Samuel,Zach Ertz,Los Angeles Chargers,Mohamed Sanu,137.11,149.3
Matt Ryan,Devonta Freeman,James White,DeAndre Hopkins,Keenan Allen,Larry Fitzgerald,Evan Engram,Green Bay Packers,Will Fuller,137.09,176.9
Carson Wentz,Christian McCaffrey,David Johnson,Michael Thomas,D.J. Chark,Curtis Samuel,Greg Olsen,Carolina Panthers,Phillip Lindsay,137.04,214.06
Chase Daniel,Christian McCaffrey,David Johnson,DeAndre Hopkins,Keenan Allen,Courtland Sutton,Noah Fant,Los Angeles Chargers,Auden Tate,137.04,152.74
Matt Ryan,Dalvin Cook,James White,Julio Jones,Tyler Boyd,Mohamed Sanu,Darren Waller,Los Angeles Chargers,Chris Thompson,137.04,163.4
Deshaun Watson,Alvin Kamara,Leonard Fournette,Julio Jones,Emmanuel Sanders,Courtland Sutton,Dawson Knox,Carolina Panthers,Calvin Ridley,136.96,153.66
Matt Ryan,Alvin Kamara,Aaron Jones,DeAndre Hopkins,Larry Fitzgerald,Allen Robinson,Noah Fant,Minnesota Vikings,Mohamed Sanu,136.92,190.22
Deshaun Watson,Ezekiel Elliott,Devonta Freeman,Keenan Allen,Michael Thomas,Larry Fitzgerald,Tyler Eifert,Tennessee Titans,Auden Tate,136.87,163.64
Carson Wentz,David Johnson,Aaron Jones,Julio Jones,Keenan Allen,Larry Fitzgerald,Tyler Eifert,Carolina Panthers,Keesean Johnson,136.86,130.56
Matt Ryan,Alvin Kamara,Aaron Jones,Julio Jones,Calvin Ridley,Curtis Samuel,Evan Engram,Buffalo Bills,Auden Tate,136.85,172.72
Andy Dalton,Le'Veon Bell,Chris Thompson,Julio Jones,Michael Thomas,Tyler Boyd,Austin Hooper,Buffalo Bills,Will Fuller,136.83,207.58
Jameis Winston,David Johnson,Devonta Freeman,DeAndre Hopkins,Julian Edelman,Emmanuel Sanders,Austin Hooper,Los Angeles Chargers,Will Fuller,136.75,184.06
Deshaun Watson,David Johnson,Le'Veon Bell,Julian Edelman,Larry Fitzgerald,Mohamed Sanu,Austin Hooper,Buffalo Bills,Phillip Lindsay,136.71,186.54
Matt Ryan,Austin Ekeler,Aaron Jones,Keenan Allen,Michael Thomas,Courtland Sutton,Zach Ertz,Pittsburgh Steelers,Mike Williams,136.67,221.7
Jameis Winston,David Johnson,Wayne Gallman,Julio Jones,Chris Godwin,Michael Thomas,Greg Olsen,Pittsburgh Steelers,Auden Tate,136.66,145.96
Matt Ryan,Christian McCaffrey,Leonard Fournette,JuJu Smith-Schuster,Emmanuel Sanders,Diontae Johnson,Mark Andrews,Green Bay Packers,Aaron Jones,136.64,213.1
Philip Rivers,Dalvin Cook,Leonard Fournette,Julio Jones,Larry Fitzgerald,Mohamed Sanu,Austin Hooper,Carolina Panthers,Carlos Hyde,136.6,136.54
Andy Dalton,David Johnson,James White,DeAndre Hopkins,Michael Thomas,Larry Fitzgerald,Darren Waller,Carolina Panthers,Auden Tate,136.6,156.08
Jameis Winston,Christian McCaffrey,Chris Thompson,Julio Jones,Michael Thomas,Emmanuel Sanders,OJ Howard,Carolina Panthers,Golden Tate,136.59,150.56
Matt Ryan,Christian McCaffrey,David Johnson,Michael Thomas,Julian Edelman,Trey Quinn,Jeremy Sprinkle,Tampa Bay Buccaneers,Austin Ekeler,136.55,209.2
Carson Wentz,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Michael Thomas,Jamison Crowder,Zach Ertz,Cincinnati Bengals,Auden Tate,136.55,146.86
Deshaun Watson,Dalvin Cook,Leonard Fournette,DeAndre Hopkins,Chris Godwin,Will Fuller,Dawson Knox,Los Angeles Chargers,Auden Tate,136.53,237.04
Matt Ryan,Christian McCaffrey,Devonta Freeman,Julio Jones,Marquise Brown,Golden Tate,Austin Hooper,Buffalo Bills,Josh Jacobs,136.5,184.2
Matt Ryan,Christian McCaffrey,Joe Mixon,Chris Godwin,Michael Thomas,Allen Robinson,Jared Cook,Cincinnati Bengals,Carlos Hyde,136.44,233.0
Dak Prescott,Le'Veon Bell,Austin Ekeler,Keenan Allen,Emmanuel Sanders,Courtland Sutton,Austin Hooper,Carolina Panthers,Joe Mixon,136.43,134.72
Deshaun Watson,Alvin Kamara,David Johnson,Julio Jones,Allen Robinson,Mohamed Sanu,Greg Olsen,Tampa Bay Buccaneers,Keesean Johnson,136.43,137.96
Carson Wentz,Leonard Fournette,Joe Mixon,Chris Godwin,Michael Thomas,Tyler Boyd,OJ Howard,Carolina Panthers,Courtland Sutton,136.37,195.86
Matt Ryan,Christian McCaffrey,Devonta Freeman,Keenan Allen,Tyler Boyd,Emmanuel Sanders,Delanie Walker,Los Angeles Chargers,Mike Williams,136.35,173.0
Philip Rivers,Ezekiel Elliott,Joe Mixon,Chris Godwin,Michael Thomas,Will Fuller,Austin Hooper,Tennessee Titans,Mohamed Sanu,136.35,206.44
Dak Prescott,Christian McCaffrey,James White,Keenan Allen,Chris Godwin,Michael Thomas,OJ Howard,Pittsburgh Steelers,Keesean Johnson,136.32,196.12
Matt Ryan,Christian McCaffrey,Miles Sanders,Keenan Allen,Chris Godwin,D.J. Moore,Greg Olsen,Tennessee Titans,Curtis Samuel,136.29,166.8
Matt Ryan,Dalvin Cook,James Conner,Tyler Boyd,Emmanuel Sanders,Will Fuller,Austin Hooper,Green Bay Packers,Joe Mixon,136.28,201.6
Philip Rivers,Dalvin Cook,David Johnson,Michael Thomas,Emmanuel Sanders,Courtland Sutton,Greg Olsen,Los Angeles Chargers,James White,136.26,147.04
Matt Ryan,Dalvin Cook,Phillip Lindsay,DeAndre Hopkins,Julian Edelman,Golden Tate,Darren Waller,Carolina Panthers,Will Fuller,136.23,220.1
Matt Ryan,David Johnson,Phillip Lindsay,DeAndre Hopkins,Julio Jones,Marquise Brown,Jimmy Graham,Los Angeles Chargers,Keesean Johnson,136.21,143.0
Philip Rivers,Alvin Kamara,David Johnson,Keenan Allen,Emmanuel Sanders,Curtis Samuel,Austin Hooper,Minnesota Vikings,Keesean Johnson,136.17,87.86
Matt Ryan,Austin Ekeler,David Montgomery,Julio Jones,Chris Godwin,Allen Robinson,Mark Andrews,Tennessee Titans,Mohamed Sanu,136.17,172.0
Matt Ryan,James Conner,Joe Mixon,Julio Jones,Keenan Allen,Mohamed Sanu,Evan Engram,Minnesota Vikings,Keesean Johnson,136.17,115.8
Matt Ryan,Ezekiel Elliott,Leonard Fournette,DeAndre Hopkins,Michael Thomas,John Brown,Dawson Knox,Tampa Bay Buccaneers,Cole Beasley,136.15,161.5
Deshaun Watson,Christian McCaffrey,Miles Sanders,DeAndre Hopkins,Keenan Allen,Will Fuller,Mark Andrews,Tampa Bay Buccaneers,Keesean Johnson,136.11,200.14
Matt Ryan,Austin Ekeler,James Conner,Julio Jones,Michael Thomas,Will Fuller,Jimmy Graham,Jacksonville Jaguars,James White,136.08,203.1
Matt Ryan,Christian McCaffrey,Le'Veon Bell,DeAndre Hopkins,John Brown,Calvin Ridley,Noah Fant,Buffalo Bills,Phillip Lindsay,136.06,190.8
Dak Prescott,David Johnson,David Montgomery,Julio Jones,Keenan Allen,Will Fuller,Darren Waller,Atlanta Falcons,Mohamed Sanu,136.03,149.32
Andy Dalton,Christian McCaffrey,James Conner,Michael Thomas,Larry Fitzgerald,Allen Robinson,Austin Hooper,Minnesota Vikings,Keesean Johnson,136.02,196.98
Matt Ryan,Aaron Jones,Josh Jacobs,DeAndre Hopkins,Julio Jones,Julian Edelman,OJ Howard,Tennessee Titans,Courtland Sutton,136.01,199.6
Carson Wentz,Christian McCaffrey,Chris Thompson,DeAndre Hopkins,Larry Fitzgerald,Calvin Ridley,Greg Olsen,Tennessee Titans,Will Fuller,136.0,182.66
Philip Rivers,David Johnson,Leonard Fournette,Julio Jones,Tyler Boyd,Courtland Sutton,Noah Fant,Atlanta Falcons,Aaron Jones,135.99,160.94
Deshaun Watson,Chris Thompson,Carlos Hyde,DeAndre Hopkins,Keenan Allen,Michael Thomas,Evan Engram,Los Angeles Chargers,Mohamed Sanu,135.99,171.34
Deshaun Watson,Dalvin Cook,Devonta Freeman,Julio Jones,Emmanuel Sanders,Curtis Samuel,Zach Ertz,Pittsburgh Steelers,Mohamed Sanu,135.93,152.04
Matt Ryan,Leonard Fournette,Aaron Jones,Michael Thomas,Julian Edelman,Sterling Shepard,Evan Engram,Los Angeles Chargers,Golden Tate,135.88,225.7
Matt Ryan,Alvin Kamara,James Conner,DeAndre Hopkins,Calvin Ridley,Keesean Johnson,Austin Hooper,Carolina Panthers,Derrick Henry,135.87,146.82
Chase Daniel,Christian McCaffrey,James White,Julio Jones,Michael Thomas,Calvin Ridley,Mark Andrews,Minnesota Vikings,Mohamed Sanu,135.87,187.34
Jameis Winston,Christian McCaffrey,Dalvin Cook,Larry Fitzgerald,Curtis Samuel,Auden Tate,Tyler Eifert,Carolina Panthers,Le'Veon Bell,135.87,161.96
Jameis Winston,Ezekiel Elliott,Leonard Fournette,Mike Evans,Michael Thomas,Emmanuel Sanders,Tyler Eifert,Cincinnati Bengals,Will Fuller,135.87,168.46
Deshaun Watson,Christian McCaffrey,Austin Ekeler,Chris Godwin,Marquise Brown,Mohamed Sanu,Austin Hooper,Pittsburgh Steelers,Miles Sanders,135.83,214.74
Deshaun Watson,Ezekiel Elliott,Le'Veon Bell,Calvin Ridley,Will Fuller,Curtis Samuel,Evan Engram,Pittsburgh Steelers,Leonard Fournette,135.72,209.94
Matt Ryan,Ezekiel Elliott,David Johnson,DeAndre Hopkins,Emmanuel Sanders,Calvin Ridley,Tyler Eifert,New York Giants,Golden Tate,135.72,121.8
Matt Ryan,Christian McCaffrey,Aaron Jones,Julio Jones,Allen Robinson,John Brown,Delanie Walker,Carolina Panthers,Cole Beasley,135.7,208.3
Matt Ryan,Ezekiel Elliott,Aaron Jones,Tyler Boyd,Calvin Ridley,Will Fuller,Zach Ertz,Carolina Panthers,Wayne Gallman,135.66,245.1
Andy Dalton,David Johnson,Leonard Fournette,Keenan Allen,Michael Thomas,Tyler Boyd,Tyler Eifert,Green Bay Packers,Carlos Hyde,135.66,169.98
Deshaun Watson,Leonard Fournette,James White,DeAndre Hopkins,Julio Jones,Allen Robinson,Tyler Eifert,Tennessee Titans,Carlos Hyde,135.64,158.74
Jameis Winston,Austin Ekeler,Aaron Jones,Mike Evans,Michael Thomas,Tyler Boyd,Austin Hooper,Tennessee Titans,Auden Tate,135.63,200.66
Deshaun Watson,Dalvin Cook,David Johnson,Michael Thomas,Calvin Ridley,Mohamed Sanu,Noah Fant,Carolina Panthers,James Conner,135.62,199.54
Deshaun Watson,Alvin Kamara,James White,Keenan Allen,Michael Thomas,Allen Robinson,Noah Fant,Cincinnati Bengals,Courtland Sutton,135.62,175.36
Joe Flacco,Le'Veon Bell,Leonard Fournette,Keenan Allen,Michael Thomas,Larry Fitzgerald,Greg Olsen,Minnesota Vikings,Courtland Sutton,135.62,145.48
Matt Ryan,Dalvin Cook,Austin Ekeler,Julio Jones,John Brown,Curtis Samuel,Austin Hooper,Minnesota Vikings,Greg Olsen,135.61,141.7
Chase Daniel,Ezekiel Elliott,Aaron Jones,DeAndre Hopkins,Michael Thomas,Calvin Ridley,Austin Hooper,Los Angeles Chargers,Curtis Samuel,135.58,199.54
Carson Wentz,Christian McCaffrey,James White,Michael Thomas,Larry Fitzgerald,Courtland Sutton,Zach Ertz,Tampa Bay Buccaneers,Robby Anderson,135.57,171.46
Deshaun Watson,Christian McCaffrey,Joe Mixon,Tyler Boyd,Larry Fitzgerald,Keesean Johnson,Darren Waller,Cincinnati Bengals,James White,135.57,178.04
Dak Prescott,Christian McCaffrey,Aaron Jones,Amari Cooper,Michael Thomas,Emmanuel Sanders,Jimmy Graham,Buffalo Bills,Auden Tate,135.56,250.52
Matt Ryan,Christian McCaffrey,Wayne Gallman,DeAndre Hopkins,Julian Edelman,Robby Anderson,Austin Hooper,New York Giants,Carlos Hyde,135.54,165.0
Philip Rivers,Dalvin Cook,Leonard Fournette,Keenan Allen,Emmanuel Sanders,Auden Tate,Darren Waller,Tennessee Titans,Wayne Gallman,135.5,98.24
Andy Dalton,Alvin Kamara,Leonard Fournette,DeAndre Hopkins,Keenan Allen,Auden Tate,Greg Olsen,Buffalo Bills,Keesean Johnson,135.48,112.3
Deshaun Watson,Dalvin Cook,Aaron Jones,Larry Fitzgerald,Allen Robinson,Will Fuller,Austin Hooper,Tennessee Titans,Wayne Gallman,135.47,245.94
Jameis Winston,Christian McCaffrey,David Johnson,Michael Thomas,Will Fuller,Keesean Johnson,Jared Cook,Atlanta Falcons,Le'Veon Bell,135.45,221.06
Carson Wentz,David Johnson,Leonard Fournette,Keenan Allen,Allen Robinson,Will Fuller,Zach Ertz,Pittsburgh Steelers,Robby Anderson,135.45,178.86
Jameis Winston,Leonard Fournette,Joe Mixon,DeAndre Hopkins,Julio Jones,Emmanuel Sanders,Delanie Walker,Atlanta Falcons,Mohamed Sanu,135.45,96.26
Andy Dalton,Christian McCaffrey,David Johnson,Chris Godwin,Larry Fitzgerald,Will Fuller,Tyler Eifert,Tampa Bay Buccaneers,David Montgomery,135.44,206.28
Lamar Jackson,Leonard Fournette,Devonta Freeman,DeAndre Hopkins,Michael Thomas,Calvin Ridley,Jimmy Graham,Buffalo Bills,Will Fuller,135.44,213.74
Deshaun Watson,David Johnson,Chris Thompson,Chris Godwin,Michael Thomas,Larry Fitzgerald,Jared Cook,Minnesota Vikings,Emmanuel Sanders,135.44,190.64
Deshaun Watson,David Johnson,Le'Veon Bell,Keenan Allen,Emmanuel Sanders,Mike Williams,Darren Waller,Pittsburgh Steelers,James White,135.43,132.34
Matt Ryan,Ezekiel Elliott,Phillip Lindsay,Julio Jones,Keenan Allen,Larry Fitzgerald,Darren Fells,Cincinnati Bengals,Curtis Samuel,135.42,129.9
Lamar Jackson,David Johnson,Leonard Fournette,Tyler Boyd,Larry Fitzgerald,Will Fuller,Evan Engram,Los Angeles Chargers,Keesean Johnson,135.42,189.74
Carson Wentz,Austin Ekeler,Derrick Henry,Julio Jones,Michael Thomas,Courtland Sutton,Austin Hooper,Atlanta Falcons,Calvin Ridley,135.41,151.16
Carson Wentz,Ezekiel Elliott,Leonard Fournette,Julio Jones,Tyler Boyd,Curtis Samuel,Tyler Eifert,Philadelphia Eagles,Auden Tate,135.39,151.76
Jameis Winston,Austin Ekeler,David Montgomery,DeAndre Hopkins,Julio Jones,Will Fuller,Evan Engram,Carolina Panthers,Auden Tate,135.38,167.36
Andy Dalton,Dalvin Cook,Austin Ekeler,Julio Jones,Michael Thomas,Emmanuel Sanders,Tyler Eifert,Tennessee Titans,Keesean Johnson,135.35,141.28
Deshaun Watson,Alvin Kamara,Aaron Jones,Chris Godwin,Will Fuller,Mohamed Sanu,Evan Engram,Cincinnati Bengals,Phillip Lindsay,135.35,259.76
Matt Ryan,Joe Mixon,Devonta Freeman,DeAndre Hopkins,Chris Godwin,Courtland Sutton,Zach Ertz,Tampa Bay Buccaneers,Calvin Ridley,135.32,172.8
Andy Dalton,Christian McCaffrey,Phillip Lindsay,Julio Jones,Keenan Allen,Julian Edelman,Tyler Eifert,Atlanta Falcons,Auden Tate,135.29,151.38
Matt Ryan,Christian McCaffrey,Le'Veon Bell,Alshon Jeffery,Emmanuel Sanders,Robby Anderson,Zach Ertz,Cincinnati Bengals,Chris Thompson,135.24,144.6
