QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Jameis Winston,Christian McCaffrey,Melvin Gordon,Tyler Lockett,JuJu Smith-Schuster,Preston Williams,Cameron Brate,Buffalo Bills,Jaylen Samuels,134.13,191.0
Jameis Winston,Aaron Jones,Austin Ekeler,Tyler Lockett,Chris Godwin,D.J. Moore,Noah Fant,Buffalo Bills,Mark Walton,133.98,157.2
Russell Wilson,Austin Ekeler,Derrick Henry,Chris Godwin,Mike Evans,Devante Parker,Darren Waller,Los Angeles Chargers,Jaylen Samuels,133.88,183.52
Russell Wilson,Le'Veon Bell,Nick Chubb,Tyler Lockett,D.J. Moore,Mike Williams,Cameron Brate,Carolina Panthers,Melvin Gordon,133.82,192.92
Russell Wilson,Aaron Jones,Austin Ekeler,Chris Godwin,D.K. Metcalf,Cole Beasley,Zach Ertz,Carolina Panthers,Phillip Lindsay,133.69,167.12
Russell Wilson,Nick Chubb,Josh Jacobs,Allen Robinson,Alshon Jeffery,D.J. Moore,Zach Ertz,Buffalo Bills,Jaylen Samuels,133.66,168.22
Russell Wilson,Christian McCaffrey,Melvin Gordon,Chris Godwin,Mike Evans,Cole Beasley,Jack Doyle,Washington Redskins,Mark Walton,133.61,191.22
Aaron Rodgers,Le'Veon Bell,Derrick Henry,Keenan Allen,D.J. Moore,Jarvis Landry,Hunter Henry,Buffalo Bills,Jaylen Samuels,133.61,145.84
Derek Carr,Christian McCaffrey,Phillip Lindsay,Mike Evans,Marvin Jones,Jarvis Landry,T.J. Hockenson,Buffalo Bills,Jaylen Samuels,133.45,197.96
Philip Rivers,Aaron Jones,Derrick Henry,Tyler Lockett,Chris Godwin,Mike Evans,Jack Doyle,Kansas City Chiefs,Royce Freeman,133.35,151.26
Philip Rivers,Aaron Jones,Josh Jacobs,Chris Godwin,Keenan Allen,Jarvis Landry,Hunter Henry,Carolina Panthers,Curtis Samuel,133.16,123.46
Matthew Stafford,Le'Veon Bell,Aaron Jones,Chris Godwin,JuJu Smith-Schuster,Diontae Johnson,Eric Ebron,Carolina Panthers,Jaylen Samuels,133.16,108.74
Russell Wilson,Christian McCaffrey,Le'Veon Bell,Alshon Jeffery,Jarvis Landry,Anthony Miller,Zach Ertz,Carolina Panthers,Mark Walton,133.11,174.02
Russell Wilson,Christian McCaffrey,Derrick Henry,Tyler Lockett,D.K. Metcalf,Cole Beasley,Noah Fant,Denver Broncos,Jaylen Samuels,133.02,237.02
Jameis Winston,Christian McCaffrey,Aaron Jones,Mike Evans,Cole Beasley,Demaryius Thomas,Cameron Brate,Carolina Panthers,Derrick Henry,133.0,156.8
Russell Wilson,Le'Veon Bell,Aaron Jones,Marvin Jones,Tyrell Williams,Preston Williams,Darren Waller,Washington Redskins,Jaylen Samuels,132.99,157.32
Jameis Winston,Le'Veon Bell,Aaron Jones,Tyler Lockett,Keenan Allen,Danny Amendola,Cameron Brate,Kansas City Chiefs,Phillip Lindsay,132.92,120.5
Philip Rivers,Christian McCaffrey,Le'Veon Bell,Jarvis Landry,Diontae Johnson,Zach Pascal,Jack Doyle,Buffalo Bills,Nick Chubb,132.79,141.96
Russell Wilson,Nick Chubb,Aaron Jones,Keenan Allen,Mike Williams,Cole Beasley,Hunter Henry,Washington Redskins,Derrick Henry,132.73,135.12
Russell Wilson,Aaron Jones,Derrick Henry,Tyler Lockett,Jarvis Landry,David Moore,Darren Waller,Buffalo Bills,Melvin Gordon,132.68,176.22
Ryan Fitzpatrick,Christian McCaffrey,Le'Veon Bell,Chris Godwin,Preston Williams,Demaryius Thomas,Jack Doyle,Los Angeles Chargers,Aaron Jones,132.67,148.52
Josh Allen,Christian McCaffrey,Le'Veon Bell,Keenan Allen,John Brown,Cole Beasley,Jack Doyle,Kansas City Chiefs,Jaylen Samuels,132.66,138.7
Jameis Winston,Le'Veon Bell,Melvin Gordon,Chris Godwin,Mike Evans,Jarvis Landry,Greg Olsen,Buffalo Bills,Royce Freeman,132.61,157.6
Philip Rivers,Christian McCaffrey,Royce Freeman,Kenny Golladay,Danny Amendola,Jarvis Landry,Darren Waller,Carolina Panthers,Jaylen Samuels,132.58,142.46
Matthew Stafford,Christian McCaffrey,Aaron Jones,Tyler Lockett,Danny Amendola,Curtis Samuel,T.J. Hockenson,Washington Redskins,Jaylen Samuels,132.51,170.74
Carson Wentz,Le'Veon Bell,Aaron Jones,Mike Evans,Allen Robinson,Jarvis Landry,Zach Ertz,Pittsburgh Steelers,Jaylen Samuels,132.39,164.36
Matthew Stafford,Nick Chubb,Phillip Lindsay,Keenan Allen,Marvin Jones,D.J. Moore,Darren Waller,Carolina Panthers,Jaylen Samuels,132.37,153.34
Russell Wilson,Christian McCaffrey,Phillip Lindsay,Keenan Allen,JuJu Smith-Schuster,Zach Pascal,Eric Ebron,Cleveland Browns,Jaylen Samuels,132.3,157.12
Carson Wentz,Christian McCaffrey,Austin Ekeler,Chris Godwin,Alshon Jeffery,Curtis Samuel,Zach Ertz,Denver Broncos,Jaylen Samuels,132.23,158.46
Russell Wilson,Nick Chubb,Aaron Jones,Tyler Lockett,Chris Godwin,Devante Parker,Mike Gesicki,Pittsburgh Steelers,Adrian Peterson,132.1,183.52
Philip Rivers,Dalvin Cook,Austin Ekeler,Mike Evans,D.J. Moore,Mike Williams,Hunter Henry,Carolina Panthers,Jaylen Samuels,131.98,163.76
Russell Wilson,Derrick Henry,Royce Freeman,Chris Godwin,Allen Robinson,Keenan Allen,Cameron Brate,Buffalo Bills,Mark Walton,131.85,107.12
Philip Rivers,Christian McCaffrey,Nick Chubb,Keenan Allen,D.J. Moore,Anthony Miller,Hunter Henry,Kansas City Chiefs,Mark Walton,131.74,116.06
Russell Wilson,Christian McCaffrey,Aaron Jones,JuJu Smith-Schuster,Diontae Johnson,Curtis Samuel,Jack Doyle,Denver Broncos,Royce Freeman,131.74,125.82
Russell Wilson,Christian McCaffrey,Aaron Jones,Jamison Crowder,Danny Amendola,Demaryius Thomas,Mike Gesicki,Buffalo Bills,Phillip Lindsay,131.67,157.52
Russell Wilson,Le'Veon Bell,Derrick Henry,Mike Evans,JuJu Smith-Schuster,Jarvis Landry,Cameron Brate,Denver Broncos,Phillip Lindsay,131.66,166.12
Jameis Winston,Christian McCaffrey,Josh Jacobs,Chris Godwin,D.K. Metcalf,Devante Parker,Jack Doyle,Philadelphia Eagles,Jaylen Samuels,131.65,188.9
Matthew Stafford,Nick Chubb,Aaron Jones,Chris Godwin,D.J. Moore,Curtis Samuel,Greg Olsen,Denver Broncos,Derrick Henry,131.6,132.14
Russell Wilson,Le'Veon Bell,Melvin Gordon,Mike Evans,D.K. Metcalf,Alshon Jeffery,Hunter Henry,Kansas City Chiefs,Jaylen Samuels,131.5,201.52
Russell Wilson,Josh Jacobs,Austin Ekeler,Tyler Lockett,Chris Godwin,Preston Williams,Greg Olsen,Denver Broncos,Melvin Gordon,131.48,199.72
Russell Wilson,Nick Chubb,Phillip Lindsay,Chris Godwin,Mike Evans,John Brown,Greg Olsen,Kansas City Chiefs,Demaryius Thomas,131.47,146.92
Russell Wilson,Dalvin Cook,Melvin Gordon,Chris Godwin,Tyrell Williams,Danny Amendola,T.J. Hockenson,Carolina Panthers,Jaylen Samuels,131.41,151.22
Russell Wilson,Dalvin Cook,Josh Jacobs,Tyler Lockett,John Brown,Devante Parker,Cameron Brate,Washington Redskins,Jaylen Samuels,131.35,177.62
Derek Carr,Christian McCaffrey,Mark Walton,Tyler Lockett,Tyrell Williams,Demaryius Thomas,Darren Waller,Kansas City Chiefs,Jaylen Samuels,131.29,150.66
Russell Wilson,Dalvin Cook,Nick Chubb,Keenan Allen,Courtland Sutton,Jarvis Landry,Noah Fant,Pittsburgh Steelers,Jaylen Samuels,131.28,175.12
Philip Rivers,Christian McCaffrey,Aaron Jones,Mike Evans,Courtland Sutton,Jarvis Landry,Noah Fant,Denver Broncos,Mark Walton,131.27,163.26
Aaron Rodgers,Christian McCaffrey,Mark Walton,Chris Godwin,Danny Amendola,Mike Williams,Hunter Henry,Los Angeles Chargers,Jaylen Samuels,131.2,140.44
Derek Carr,Christian McCaffrey,Aaron Jones,Marvin Jones,Danny Amendola,Preston Williams,Zach Ertz,Carolina Panthers,Melvin Gordon,131.15,188.96
Ryan Fitzpatrick,Christian McCaffrey,Derrick Henry,Chris Godwin,John Brown,Robby Anderson,Mike Gesicki,Buffalo Bills,Jaylen Samuels,131.15,163.82
Carson Wentz,Christian McCaffrey,Nick Chubb,Tyler Lockett,Allen Robinson,Anthony Miller,Jack Doyle,Los Angeles Chargers,Jaylen Samuels,131.14,152.06
Philip Rivers,Christian McCaffrey,Le'Veon Bell,Mike Williams,Curtis Samuel,Cole Beasley,Hunter Henry,Denver Broncos,Phillip Lindsay,131.05,149.06
Philip Rivers,Phillip Lindsay,Melvin Gordon,Kenny Golladay,Tyler Lockett,Keenan Allen,Hunter Henry,Philadelphia Eagles,Jaylen Samuels,131.0,170.96
Jameis Winston,Nick Chubb,Aaron Jones,Chris Godwin,John Brown,Alshon Jeffery,Cameron Brate,Cleveland Browns,Melvin Gordon,130.98,105.2
Carson Wentz,Christian McCaffrey,Le'Veon Bell,D.J. Moore,Cole Beasley,Anthony Miller,Dallas Goedert,Buffalo Bills,Aaron Jones,130.94,124.96
Aaron Rodgers,Christian McCaffrey,Phillip Lindsay,Tyler Lockett,Keenan Allen,Mike Williams,Jack Doyle,Washington Redskins,Jarvis Landry,130.93,166.54
Derek Carr,Le'Veon Bell,Austin Ekeler,Tyler Lockett,Chris Godwin,Cole Beasley,Cameron Brate,Cleveland Browns,Derrick Henry,130.93,149.26
Ryan Fitzpatrick,Christian McCaffrey,Le'Veon Bell,Tyler Lockett,Jarvis Landry,Devante Parker,Mike Gesicki,Kansas City Chiefs,Austin Ekeler,130.91,190.22
Derek Carr,Le'Veon Bell,Nick Chubb,Kenny Golladay,D.J. Moore,Jarvis Landry,T.J. Hockenson,Washington Redskins,Aaron Jones,130.9,130.66
Derek Carr,Le'Veon Bell,Royce Freeman,Kenny Golladay,Chris Godwin,Marvin Jones,Zach Ertz,Kansas City Chiefs,Jaylen Samuels,130.89,161.36
Russell Wilson,Austin Ekeler,Royce Freeman,Tyler Lockett,Mike Evans,D.J. Moore,Zach Ertz,Cleveland Browns,Jarvis Landry,130.87,210.62
Matt Moore,Christian McCaffrey,Aaron Jones,Tyreek Hill,Sammy Watkins,D.J. Moore,Jack Doyle,Carolina Panthers,Phillip Lindsay,130.83,159.8
Ryan Fitzpatrick,Dalvin Cook,Aaron Jones,Tyler Lockett,Devante Parker,Preston Williams,Greg Olsen,Buffalo Bills,Phillip Lindsay,130.67,156.52
Russell Wilson,Nick Chubb,Mark Walton,Chris Godwin,D.K. Metcalf,Jarvis Landry,Darren Waller,Philadelphia Eagles,Curtis Samuel,130.63,153.02
Philip Rivers,Christian McCaffrey,Royce Freeman,Chris Godwin,Marvin Jones,D.J. Moore,Jonnu Smith,Buffalo Bills,Curtis Samuel,130.59,147.56
Philip Rivers,Dalvin Cook,Aaron Jones,Chris Godwin,Allen Robinson,Alshon Jeffery,Dallas Goedert,Los Angeles Chargers,Jaylen Samuels,130.59,89.56
Derek Carr,Nick Chubb,Aaron Jones,Tyler Lockett,JuJu Smith-Schuster,Zach Pascal,Jack Doyle,Carolina Panthers,Josh Jacobs,130.52,152.16
Matt Moore,Aaron Jones,Derrick Henry,Chris Godwin,Keenan Allen,Sammy Watkins,Travis Kelce,Philadelphia Eagles,Jaylen Samuels,130.47,117.5
Jameis Winston,Le'Veon Bell,Josh Jacobs,Tyler Lockett,Mike Evans,Marvin Jones,Noah Fant,Los Angeles Chargers,Jaylen Samuels,130.47,233.9
Jameis Winston,Aaron Jones,Royce Freeman,Tyler Lockett,John Brown,D.K. Metcalf,Darren Waller,Pittsburgh Steelers,Jaylen Samuels,130.45,161.8
Russell Wilson,Le'Veon Bell,Aaron Jones,Chris Godwin,Mike Evans,Mike Williams,Dallas Goedert,Philadelphia Eagles,Noah Fant,130.4,173.82
Matthew Stafford,Austin Ekeler,Jaylen Samuels,Kenny Golladay,Chris Godwin,Keenan Allen,T.J. Hockenson,Buffalo Bills,Preston Williams,130.32,151.34
Derek Carr,Le'Veon Bell,Phillip Lindsay,Chris Godwin,Tyrell Williams,Mike Williams,Darren Waller,Carolina Panthers,Jarvis Landry,130.24,129.16
Russell Wilson,Dalvin Cook,Austin Ekeler,Keenan Allen,D.J. Moore,Curtis Samuel,Greg Olsen,Philadelphia Eagles,Phillip Lindsay,130.2,142.82
Ryan Fitzpatrick,Le'Veon Bell,Nick Chubb,Jamison Crowder,Devante Parker,Curtis Samuel,Darren Waller,Carolina Panthers,Aaron Jones,130.19,133.42
Russell Wilson,Christian McCaffrey,Adrian Peterson,Tyler Lockett,Keenan Allen,Demaryius Thomas,Zach Ertz,Philadelphia Eagles,Cameron Brate,130.17,188.22
Jameis Winston,Christian McCaffrey,Phillip Lindsay,Mike Evans,D.K. Metcalf,Curtis Samuel,Zach Ertz,Kansas City Chiefs,Mark Walton,130.17,201.8
Ryan Fitzpatrick,Chris Carson,Josh Jacobs,Chris Godwin,Mike Evans,D.J. Moore,Cameron Brate,Buffalo Bills,Phillip Lindsay,130.17,164.22
Jameis Winston,Austin Ekeler,Phillip Lindsay,Tyler Lockett,Mike Evans,Allen Robinson,Jack Doyle,Carolina Panthers,Melvin Gordon,130.1,184.6
Philip Rivers,Le'Veon Bell,Derrick Henry,Tyler Lockett,Keenan Allen,Mike Williams,Darren Waller,Los Angeles Chargers,Mark Walton,130.1,145.56
Matt Moore,Christian McCaffrey,Jaylen Samuels,Tyler Lockett,Chris Godwin,Mike Evans,Eric Ebron,Pittsburgh Steelers,Dallas Goedert,130.1,202.5
Derek Carr,Christian McCaffrey,Phillip Lindsay,Chris Godwin,Allen Robinson,D.J. Moore,Zach Ertz,Washington Redskins,Anthony Miller,130.1,141.26
Matthew Stafford,Christian McCaffrey,Le'Veon Bell,Odell Beckham Jr,Jarvis Landry,Preston Williams,Noah Fant,Cleveland Browns,Jaylen Samuels,130.01,193.84
Jameis Winston,Christian McCaffrey,Nick Chubb,JuJu Smith-Schuster,Jarvis Landry,Chester Rogers,Eric Ebron,Los Angeles Chargers,Aaron Jones,129.99,124.3
Mason Rudolph,Dalvin Cook,Aaron Jones,Mike Evans,JuJu Smith-Schuster,Demaryius Thomas,Jack Doyle,Buffalo Bills,Jaylen Samuels,129.99,117.64
Russell Wilson,Christian McCaffrey,Nick Chubb,Marvin Jones,Danny Amendola,Cole Beasley,T.J. Hockenson,Kansas City Chiefs,Royce Freeman,129.98,152.72
Baker Mayfield,Christian McCaffrey,Austin Ekeler,Chris Godwin,JuJu Smith-Schuster,Jarvis Landry,Noah Fant,Carolina Panthers,Melvin Gordon,129.94,167.02
Philip Rivers,Le'Veon Bell,Aaron Jones,JuJu Smith-Schuster,Marvin Jones,Danny Amendola,T.J. Hockenson,Buffalo Bills,Derrick Henry,129.91,117.36
Aaron Rodgers,Christian McCaffrey,Austin Ekeler,Davante Adams,Keenan Allen,Anthony Miller,Cameron Brate,Carolina Panthers,Jaylen Samuels,129.9,116.24
Russell Wilson,Nick Chubb,Austin Ekeler,Tyler Lockett,Keenan Allen,D.K. Metcalf,Jack Doyle,Kansas City Chiefs,LeSean McCoy,129.9,162.92
Russell Wilson,Christian McCaffrey,Nick Chubb,D.K. Metcalf,Alshon Jeffery,Diontae Johnson,Cameron Brate,Washington Redskins,Phillip Lindsay,129.88,152.22
Jameis Winston,Dalvin Cook,Austin Ekeler,Chris Godwin,Keenan Allen,Jarvis Landry,Cameron Brate,Denver Broncos,Adrian Peterson,129.86,111.1
Russell Wilson,Le'Veon Bell,Chris Carson,John Brown,D.J. Moore,Curtis Samuel,Jonnu Smith,Los Angeles Chargers,Aaron Jones,129.84,143.42
Derek Carr,Aaron Jones,Austin Ekeler,Tyler Lockett,Marvin Jones,Curtis Samuel,Darren Waller,Los Angeles Chargers,Phillip Lindsay,129.83,155.36
Matthew Stafford,Aaron Jones,Adrian Peterson,Kenny Golladay,Mike Evans,Mike Williams,Darren Waller,Kansas City Chiefs,Jaylen Samuels,129.82,161.74
Jameis Winston,Le'Veon Bell,Derrick Henry,Chris Godwin,D.K. Metcalf,D.J. Moore,Darren Waller,Kansas City Chiefs,Adrian Peterson,129.78,158.4
Josh Allen,Dalvin Cook,Nick Chubb,Tyler Lockett,D.J. Moore,Curtis Samuel,Jonnu Smith,Kansas City Chiefs,Jaylen Samuels,129.75,152.1
Philip Rivers,Christian McCaffrey,Nick Chubb,Chris Godwin,Jamison Crowder,Preston Williams,Mike Gesicki,Philadelphia Eagles,Melvin Gordon,129.73,173.26
Philip Rivers,Nick Chubb,Josh Jacobs,Tyler Lockett,Mike Williams,Preston Williams,Hunter Henry,Buffalo Bills,Royce Freeman,129.72,162.36
Russell Wilson,Aaron Jones,Josh Jacobs,Mike Evans,D.K. Metcalf,D.J. Moore,Eric Ebron,Pittsburgh Steelers,Derrick Henry,129.71,209.72
Russell Wilson,Christian McCaffrey,Josh Jacobs,Chris Godwin,Mike Williams,David Moore,Eric Ebron,Carolina Panthers,Royce Freeman,129.7,161.82
Russell Wilson,Le'Veon Bell,Josh Jacobs,Davante Adams,Keenan Allen,Mike Williams,T.J. Hockenson,Denver Broncos,Jaylen Samuels,129.7,156.62
Jameis Winston,Christian McCaffrey,Le'Veon Bell,Chris Godwin,Mike Williams,Zach Pascal,Zach Ertz,Pittsburgh Steelers,Cameron Brate,129.63,182.0
Matthew Stafford,Christian McCaffrey,Melvin Gordon,D.J. Moore,Danny Amendola,Zach Pascal,Darren Waller,Buffalo Bills,Mark Walton,129.6,163.24
Carson Wentz,Nick Chubb,Aaron Jones,Tyler Lockett,Marvin Jones,Alshon Jeffery,Zach Ertz,Kansas City Chiefs,Mark Walton,129.53,148.86
Kyle Allen,Christian McCaffrey,Josh Jacobs,Tyler Lockett,D.J. Moore,Jarvis Landry,Greg Olsen,Buffalo Bills,Adrian Peterson,129.52,195.88
Jameis Winston,Christian McCaffrey,Nick Chubb,Keenan Allen,Tyrell Williams,Danny Amendola,Foster Moreau,Denver Broncos,Jaylen Samuels,129.5,129.2
Carson Wentz,Nick Chubb,Derrick Henry,Mike Evans,Keenan Allen,Anthony Miller,Zach Ertz,Buffalo Bills,Phillip Lindsay,129.5,150.56
Russell Wilson,Dalvin Cook,Aaron Jones,Allen Robinson,Demaryius Thomas,Anthony Miller,Zach Ertz,Kansas City Chiefs,Melvin Gordon,129.46,122.42
Jameis Winston,Christian McCaffrey,LeSean McCoy,Tyler Lockett,Chris Godwin,Diontae Johnson,Greg Olsen,Kansas City Chiefs,Cole Beasley,129.44,142.6
Matt Moore,Le'Veon Bell,Nick Chubb,Tyler Lockett,Tyreek Hill,Sammy Watkins,Greg Olsen,Denver Broncos,Jaylen Samuels,129.42,164.5
Matt Moore,Christian McCaffrey,Mark Walton,Tyreek Hill,Curtis Samuel,Cole Beasley,Travis Kelce,Buffalo Bills,Jaylen Samuels,129.4,159.4
Mason Rudolph,Christian McCaffrey,Aaron Jones,Chris Godwin,Alshon Jeffery,Zach Pascal,Eric Ebron,Buffalo Bills,Adrian Peterson,129.39,124.34
Sam Darnold,Le'Veon Bell,Nick Chubb,Chris Godwin,Devante Parker,Preston Williams,Eric Ebron,Buffalo Bills,Derrick Henry,129.35,137.0
Ryan Fitzpatrick,Christian McCaffrey,Josh Jacobs,Keenan Allen,Jamison Crowder,Preston Williams,Darren Waller,Pittsburgh Steelers,Jaylen Samuels,129.34,191.32
Jameis Winston,Christian McCaffrey,Nick Chubb,John Brown,Devante Parker,Cole Beasley,Dawson Knox,Buffalo Bills,Phillip Lindsay,129.28,141.1
Carson Wentz,Chris Carson,Jaylen Samuels,Tyler Lockett,Chris Godwin,D.K. Metcalf,Hunter Henry,Washington Redskins,D.J. Moore,129.25,177.26
Derek Carr,Christian McCaffrey,Le'Veon Bell,Tyrell Williams,Danny Amendola,Devante Parker,Cameron Brate,Buffalo Bills,Royce Freeman,129.24,120.06
Russell Wilson,Aaron Jones,Royce Freeman,Stefon Diggs,Tyreek Hill,Sammy Watkins,Noah Fant,Buffalo Bills,Jaylen Samuels,129.23,145.72
Russell Wilson,Dalvin Cook,Le'Veon Bell,Keenan Allen,Diontae Johnson,Chester Rogers,Jack Doyle,Carolina Panthers,Derrick Henry,129.21,143.72
Derek Carr,Aaron Jones,Derrick Henry,Kenny Golladay,Tyrell Williams,Alshon Jeffery,Hunter Henry,Carolina Panthers,Jaylen Samuels,129.2,136.66
Josh Allen,Nick Chubb,Aaron Jones,John Brown,D.J. Moore,Cole Beasley,Travis Kelce,Carolina Panthers,Mark Walton,129.09,106.9
Jameis Winston,Aaron Jones,Royce Freeman,Allen Robinson,Keenan Allen,JuJu Smith-Schuster,Zach Ertz,Carolina Panthers,Alshon Jeffery,129.07,90.6
Matthew Stafford,Aaron Jones,Phillip Lindsay,Kenny Golladay,Chris Godwin,Marvin Jones,Jack Doyle,Pittsburgh Steelers,Jarvis Landry,129.07,165.94
Matthew Stafford,Derrick Henry,Jaylen Samuels,Tyler Lockett,Tyreek Hill,Mike Evans,Cameron Brate,New York Jets,D.J. Moore,129.06,212.84
Josh Allen,Christian McCaffrey,Aaron Jones,Mike Evans,D.J. Moore,Devante Parker,Mike Gesicki,Cleveland Browns,Preston Williams,129.06,181.6
Philip Rivers,Le'Veon Bell,Adrian Peterson,Tyler Lockett,Mike Evans,D.K. Metcalf,Zach Ertz,Buffalo Bills,Cole Beasley,129.0,206.66
Jameis Winston,Christian McCaffrey,Melvin Gordon,Keenan Allen,Sammy Watkins,Mike Williams,Hunter Henry,Carolina Panthers,Adrian Peterson,129.0,171.7
Russell Wilson,Christian McCaffrey,Austin Ekeler,Allen Robinson,John Brown,Taylor Gabriel,Dallas Goedert,Philadelphia Eagles,Jaylen Samuels,128.95,153.42
Mitch Trubisky,Christian McCaffrey,Derrick Henry,Tyreek Hill,Allen Robinson,Preston Williams,Zach Ertz,Kansas City Chiefs,Jaylen Samuels,128.94,176.9
Ryan Fitzpatrick,Christian McCaffrey,Dalvin Cook,Keenan Allen,D.J. Moore,Demaryius Thomas,Mike Gesicki,Carolina Panthers,Royce Freeman,128.94,139.82
Derek Carr,Nick Chubb,Austin Ekeler,Chris Godwin,Allen Robinson,Marvin Jones,T.J. Hockenson,Carolina Panthers,Mark Walton,128.91,117.76
Matt Moore,Le'Veon Bell,Aaron Jones,Tyler Lockett,Chris Godwin,John Brown,Zach Ertz,Washington Redskins,David Moore,128.9,141.8
Russell Wilson,Dalvin Cook,Austin Ekeler,JuJu Smith-Schuster,Jarvis Landry,Diontae Johnson,Eric Ebron,Buffalo Bills,Mark Walton,128.9,113.02
Aaron Rodgers,Nick Chubb,Aaron Jones,Allen Robinson,Keenan Allen,Preston Williams,Jimmy Graham,Cleveland Browns,Jaylen Samuels,128.88,93.74
Derek Carr,Chris Carson,Aaron Jones,Tyler Lockett,Mike Evans,Alshon Jeffery,Cameron Brate,Philadelphia Eagles,Jarvis Landry,128.86,153.66
Matthew Stafford,Le'Veon Bell,Derrick Henry,Allen Robinson,Alshon Jeffery,Danny Amendola,Darren Waller,Denver Broncos,Jaylen Samuels,128.86,120.44
Philip Rivers,Le'Veon Bell,Aaron Jones,Davante Adams,John Brown,Anthony Miller,Hunter Henry,Cleveland Browns,Jaylen Samuels,128.85,99.16
Russell Wilson,Derrick Henry,LeSean McCoy,Tyler Lockett,Chris Godwin,John Brown,T.J. Hockenson,Philadelphia Eagles,D.J. Moore,128.83,172.42
Ryan Fitzpatrick,Christian McCaffrey,Phillip Lindsay,Mike Evans,Devante Parker,Demaryius Thomas,Darren Waller,Denver Broncos,Melvin Gordon,128.83,174.22
Matthew Stafford,Christian McCaffrey,Jaylen Samuels,Kenny Golladay,Tyrell Williams,D.J. Moore,Zach Ertz,Los Angeles Chargers,Cole Beasley,128.82,189.44
Carson Wentz,Christian McCaffrey,Melvin Gordon,Allen Robinson,Keenan Allen,Alshon Jeffery,Mike Gesicki,Buffalo Bills,Jarvis Landry,128.81,138.36
Jameis Winston,Dalvin Cook,Phillip Lindsay,Tyler Lockett,Chris Godwin,Demaryius Thomas,Eric Ebron,Washington Redskins,Royce Freeman,128.81,124.0
Kyle Allen,Le'Veon Bell,Aaron Jones,Mike Evans,JuJu Smith-Schuster,D.J. Moore,Greg Olsen,Kansas City Chiefs,Austin Ekeler,128.79,124.88
Derek Carr,Nick Chubb,Melvin Gordon,Tyler Lockett,Chris Godwin,Mike Evans,Noah Fant,Chicago Bears,Curtis Samuel,128.77,198.56
Russell Wilson,Chris Carson,Frank Gore,Tyler Lockett,Chris Godwin,Keenan Allen,Eric Ebron,Los Angeles Chargers,Jarvis Landry,128.75,152.82
Derek Carr,Dalvin Cook,Melvin Gordon,Kenny Golladay,D.J. Moore,Preston Williams,Darren Waller,Denver Broncos,Jaylen Samuels,128.74,162.06
Jameis Winston,Dalvin Cook,Nick Chubb,Chris Godwin,Mike Evans,D.J. Moore,Jack Doyle,Los Angeles Chargers,Mike Gesicki,128.66,159.6
Aaron Rodgers,Nick Chubb,Royce Freeman,Chris Godwin,Keenan Allen,D.J. Moore,Zach Ertz,Philadelphia Eagles,Mike Williams,128.66,121.04
Matthew Stafford,Dalvin Cook,Aaron Jones,Chris Godwin,D.K. Metcalf,Preston Williams,Cameron Brate,Washington Redskins,Mark Walton,128.65,126.54
Mason Rudolph,Christian McCaffrey,Le'Veon Bell,Tyler Lockett,Diontae Johnson,Chester Rogers,Zach Ertz,New York Jets,Jaylen Samuels,128.64,181.34
