QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Jameis Winston,Le'Veon Bell,Phillip Lindsay,Michael Thomas,Terry McLaurin,Ted Ginn,Greg Olsen,Minnesota Vikings,Miles Sanders,132.95,117.62
Matt Ryan,Miles Sanders,Duke Johnson,Michael Thomas,Julio Jones,Curtis Samuel,Darren Waller,New England Patriots,Deebo Samuel,132.94,130.14
Dak Prescott,Dalvin Cook,Miles Sanders,Amari Cooper,Mike Evans,Randall Cobb,Eric Ebron,Minnesota Vikings,Demaryius Thomas,132.9,119.26
Deshaun Watson,Christian McCaffrey,Josh Jacobs,Mike Evans,D.J. Chark,Chester Rogers,Josh Oliver,Arizona Cardinals,Miles Sanders,132.9,117.86
Jameis Winston,Christian McCaffrey,Kenyan Drake,Mike Evans,Chris Godwin,Randall Cobb,Irv Smith Jr.,Arizona Cardinals,Deebo Samuel,132.88,158.42
Lamar Jackson,Josh Jacobs,Kalen Ballage,Michael Thomas,D.J. Moore,Hunter Renfrow,Mark Andrews,Miami Dolphins,Nick Boyle,132.86,143.88
Jameis Winston,James White,Duke Johnson,Michael Thomas,Chris Godwin,D.J. Moore,Eric Ebron,Indianapolis Colts,Auden Tate,132.81,121.72
Josh Allen,Christian McCaffrey,Brian Hill,Chris Godwin,Tyler Boyd,Devante Parker,Mike Gesicki,Oakland Raiders,Miles Sanders,132.81,136.44
Jameis Winston,Leonard Fournette,Miles Sanders,Michael Thomas,John Brown,Cole Beasley,Dawson Knox,Oakland Raiders,Auden Tate,132.8,148.92
Jameis Winston,Tevin Coleman,James White,Julio Jones,Mike Evans,D.J. Moore,Greg Olsen,Minnesota Vikings,Demaryius Thomas,132.72,106.82
Lamar Jackson,Alvin Kamara,James White,Amari Cooper,Julio Jones,Randall Cobb,Jason Witten,Arizona Cardinals,Brian Hill,132.72,128.68
Ryan Fitzpatrick,Christian McCaffrey,Alvin Kamara,Julio Jones,John Brown,Demaryius Thomas,Mike Gesicki,Arizona Cardinals,Miles Sanders,132.71,149.52
Matt Ryan,Dalvin Cook,Alvin Kamara,D.J. Moore,Calvin Ridley,Dede Westbrook,Zach Ertz,Detroit Lions,Brian Hill,132.7,136.54
Jameis Winston,Le'Veon Bell,Miles Sanders,DeAndre Hopkins,Julio Jones,D.J. Moore,Jordan Akins,New England Patriots,Kenny Stills,132.7,113.12
Derek Carr,Alvin Kamara,James White,Michael Thomas,Tyler Boyd,Deebo Samuel,Darren Waller,New Orleans Saints,Eric Ebron,132.67,143.68
Josh Allen,Dalvin Cook,Josh Jacobs,John Brown,D.J. Moore,Devante Parker,Eric Ebron,Arizona Cardinals,Kenyan Drake,132.66,172.34
Jameis Winston,Leonard Fournette,Miles Sanders,Amari Cooper,Tyrell Williams,Tyler Boyd,Darren Waller,New Orleans Saints,Devante Parker,132.63,115.32
Kyle Allen,Christian McCaffrey,Josh Jacobs,D.J. Moore,Terry McLaurin,Deebo Samuel,Greg Olsen,Minnesota Vikings,Kalen Ballage,132.61,142.4
Deshaun Watson,Kenyan Drake,Brian Hill,Michael Thomas,Mike Evans,Hunter Renfrow,Jared Cook,New Orleans Saints,Kalen Ballage,132.54,116.66
Lamar Jackson,Leonard Fournette,Le'Veon Bell,D.J. Moore,Tyler Boyd,Auden Tate,Darren Waller,Washington Redskins,Eric Ebron,132.53,116.08
Jameis Winston,Josh Jacobs,Brian Hill,Michael Thomas,Julio Jones,Dede Westbrook,Jason Witten,Denver Broncos,Tre'Quan Smith,132.53,111.62
Lamar Jackson,Tevin Coleman,Miles Sanders,Michael Thomas,Calvin Ridley,Tyrell Williams,Foster Moreau,Minnesota Vikings,Tyler Boyd,132.52,135.38
Deshaun Watson,Alvin Kamara,Tevin Coleman,Michael Thomas,Kenny Stills,Randall Cobb,Nick Boyle,Oakland Raiders,Brian Hill,132.5,118.76
Lamar Jackson,Christian McCaffrey,Josh Jacobs,DeAndre Hopkins,Randall Cobb,Allen Hurns,Jordan Akins,Atlanta Falcons,Miles Sanders,132.48,166.28
Dak Prescott,Alvin Kamara,Tevin Coleman,Julio Jones,D.J. Chark,Dede Westbrook,Eric Ebron,Washington Redskins,Brian Hill,132.43,137.76
Jameis Winston,Leonard Fournette,Duke Johnson,Michael Thomas,Julio Jones,Hunter Renfrow,Zach Ertz,Arizona Cardinals,OJ Howard,132.42,119.02
Jameis Winston,Alvin Kamara,Carlos Hyde,Michael Thomas,Chris Godwin,Dede Westbrook,Greg Olsen,New Orleans Saints,Dawson Knox,132.41,144.72
Lamar Jackson,Alvin Kamara,Miles Sanders,DeAndre Hopkins,Julio Jones,Hunter Renfrow,Zach Ertz,Denver Broncos,Darren Fells,132.41,133.18
Kyle Allen,Dalvin Cook,Le'Veon Bell,Mike Evans,Calvin Ridley,Devante Parker,Greg Olsen,Carolina Panthers,Miles Sanders,132.39,131.7
Jameis Winston,Christian McCaffrey,Raheem Mostert,Michael Thomas,Calvin Ridley,Auden Tate,Jared Cook,Arizona Cardinals,Jack Doyle,132.39,145.22
Josh Allen,Dalvin Cook,Josh Jacobs,Michael Thomas,Cole Beasley,Allen Hurns,Dallas Goedert,Miami Dolphins,Miles Sanders,132.38,133.74
Dak Prescott,Christian McCaffrey,Alvin Kamara,Amari Cooper,Devante Parker,Deebo Samuel,Greg Olsen,Arizona Cardinals,T.J. Hockenson,132.38,161.86
Matt Ryan,Leonard Fournette,Josh Jacobs,DeAndre Hopkins,D.J. Moore,Dede Westbrook,Greg Olsen,Denver Broncos,Miles Sanders,132.37,115.64
Tom Brady,Christian McCaffrey,Miles Sanders,DeAndre Hopkins,Chris Godwin,Dede Westbrook,Jack Doyle,Arizona Cardinals,Eric Ebron,132.32,95.94
Derek Carr,Josh Jacobs,Miles Sanders,DeAndre Hopkins,Mike Evans,Tyrell Williams,Darren Waller,Washington Redskins,Eric Ebron,132.28,107.28
Derek Carr,Dalvin Cook,Alvin Kamara,Michael Thomas,Auden Tate,Kendrick Bourne,Tyler Eifert,Indianapolis Colts,Miles Sanders,132.27,130.58
Lamar Jackson,Kenyan Drake,Brian Hill,Michael Thomas,Chris Godwin,Devante Parker,OJ Howard,New England Patriots,Irv Smith Jr.,132.26,139.18
Deshaun Watson,Alvin Kamara,Le'Veon Bell,D.J. Moore,Tyler Boyd,Hunter Renfrow,Tyler Eifert,Minnesota Vikings,Josh Jacobs,132.26,102.96
Deshaun Watson,Christian McCaffrey,Dalvin Cook,Christian Kirk,Deebo Samuel,Kendrick Bourne,Jack Doyle,New Orleans Saints,Miles Sanders,132.26,127.16
Tom Brady,Tevin Coleman,Miles Sanders,Michael Thomas,Mike Evans,Chris Godwin,Dawson Knox,Washington Redskins,Ryan Griffin,132.25,118.54
Matt Ryan,Ezekiel Elliott,Brian Hill,Chris Godwin,D.J. Moore,Curtis Samuel,Eric Ebron,Buffalo Bills,Miles Sanders,132.23,105.64
Lamar Jackson,Dalvin Cook,Alvin Kamara,Michael Thomas,Chester Rogers,Allen Hurns,Eric Ebron,Washington Redskins,Josh Oliver,132.22,125.48
Jameis Winston,Alvin Kamara,Joe Mixon,Amari Cooper,D.J. Moore,Marvin Jones,T.J. Hockenson,Indianapolis Colts,Miles Sanders,132.22,121.82
Jameis Winston,Josh Jacobs,Tevin Coleman,Mike Evans,Chris Godwin,Russell Gage,Eric Ebron,Oakland Raiders,Joe Mixon,132.2,115.22
Kyle Allen,Brian Hill,Miles Sanders,Michael Thomas,DeAndre Hopkins,D.J. Chark,Jaeden Graham,Indianapolis Colts,Calvin Ridley,132.18,144.6
Jameis Winston,Christian McCaffrey,Ronald Jones II,Mike Evans,John Brown,Dede Westbrook,OJ Howard,Detroit Lions,Miles Sanders,132.17,119.82
Lamar Jackson,Kenyan Drake,James White,Michael Thomas,D.J. Moore,Curtis Samuel,Zach Ertz,Detroit Lions,Russell Gage,132.14,131.38
Jameis Winston,Christian McCaffrey,Miles Sanders,Michael Thomas,Courtland Sutton,Trey Quinn,Kyle Rudolph,Carolina Panthers,Irv Smith Jr.,132.1,147.44
Dak Prescott,Dalvin Cook,Josh Jacobs,Julio Jones,D.J. Moore,Phillip Dorsett,Greg Olsen,New Orleans Saints,Irv Smith Jr.,132.1,151.86
Lamar Jackson,Alvin Kamara,Phillip Lindsay,Michael Thomas,Devante Parker,Cole Beasley,Mike Gesicki,Minnesota Vikings,Raheem Mostert,132.08,138.68
Jameis Winston,Leonard Fournette,Joe Mixon,DeAndre Hopkins,Julio Jones,Russell Gage,Greg Olsen,Miami Dolphins,Brian Hill,132.05,104.22
Jameis Winston,Leonard Fournette,Alvin Kamara,Michael Thomas,Ted Ginn,Deebo Samuel,Irv Smith Jr.,Indianapolis Colts,Demaryius Thomas,132.04,146.32
Lamar Jackson,Christian McCaffrey,Brian Hill,Julian Edelman,Mohamed Sanu,Deebo Samuel,Dallas Goedert,Washington Redskins,Kalen Ballage,131.99,143.48
Lamar Jackson,Le'Veon Bell,Josh Jacobs,Julio Jones,Marquise Brown,Tyler Boyd,Nick Boyle,Carolina Panthers,Miles Sanders,131.98,101.08
Lamar Jackson,Phillip Lindsay,Duke Johnson,Michael Thomas,Mike Evans,Chris Godwin,Greg Olsen,Arizona Cardinals,Kendrick Bourne,131.97,130.48
Jameis Winston,Dalvin Cook,Kenyan Drake,Michael Thomas,Curtis Samuel,Randall Cobb,Eric Ebron,Miami Dolphins,OJ Howard,131.91,120.62
Lamar Jackson,Alvin Kamara,Josh Jacobs,Michael Thomas,Danny Amendola,Deebo Samuel,Jason Witten,Atlanta Falcons,T.J. Hockenson,131.9,169.78
Deshaun Watson,Alvin Kamara,Tevin Coleman,Chris Godwin,D.J. Moore,Curtis Samuel,Greg Olsen,Detroit Lions,Joe Mixon,131.89,102.06
Dak Prescott,Alvin Kamara,Le'Veon Bell,DeAndre Hopkins,Julian Edelman,Phillip Dorsett,Dallas Goedert,Arizona Cardinals,Miles Sanders,131.89,140.46
Drew Brees,Josh Jacobs,Joe Mixon,Michael Thomas,Curtis Samuel,Devante Parker,Jared Cook,Washington Redskins,Eric Ebron,131.87,137.22
Jameis Winston,Leonard Fournette,Tevin Coleman,DeAndre Hopkins,D.J. Chark,Chester Rogers,Eric Ebron,Minnesota Vikings,Miles Sanders,131.87,113.42
Jameis Winston,Dalvin Cook,Brian Hill,DeAndre Hopkins,Chris Godwin,Phillip Dorsett,Jared Cook,Arizona Cardinals,Kalen Ballage,131.86,113.32
Nick Foles,Le'Veon Bell,Miles Sanders,Michael Thomas,D.J. Moore,Dede Westbrook,Darren Waller,Oakland Raiders,Jack Doyle,131.82,121.44
Lamar Jackson,Christian McCaffrey,Brian Hill,Marquise Brown,Tyrell Williams,Demaryius Thomas,Mark Andrews,Detroit Lions,Miles Sanders,131.78,118.78
Jameis Winston,Dalvin Cook,Alvin Kamara,Jamison Crowder,Terry McLaurin,Tyler Boyd,Ryan Griffin,Carolina Panthers,Brian Hill,131.77,122.92
Deshaun Watson,Alvin Kamara,Devin Singletary,Mike Evans,D.J. Moore,Marquise Brown,Darren Fells,Carolina Panthers,Miles Sanders,131.77,81.26
