QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Ryan Tannehill,Christian McCaffrey,Austin Ekeler,Michael Thomas,Kenny Golladay,Corey Davis,Jonnu Smith,Carolina Panthers,Latavius Murray,141.84,188.12
Deshaun Watson,Latavius Murray,James White,Michael Thomas,Kenny Golladay,Golden Tate,T.J. Hockenson,Buffalo Bills,Courtland Sutton,141.73,175.76
Russell Wilson,Christian McCaffrey,Latavius Murray,Michael Thomas,Larry Fitzgerald,Kenny Stills,Cameron Brate,Los Angeles Chargers,Christian Kirk,141.64,157.18
Andy Dalton,Latavius Murray,Devonta Freeman,Michael Thomas,Cooper Kupp,Tyler Boyd,Hunter Henry,Tennessee Titans,Tevin Coleman,141.51,219.66
Russell Wilson,Le'Veon Bell,Devonta Freeman,DeAndre Hopkins,Michael Thomas,Corey Davis,Jonnu Smith,Buffalo Bills,A.J. Brown,141.49,130.38
Derek Carr,Le'Veon Bell,Nick Chubb,DeAndre Hopkins,Michael Thomas,Kenny Stills,Cameron Brate,Indianapolis Colts,James White,141.38,131.2
Deshaun Watson,Austin Ekeler,James White,DeAndre Hopkins,Michael Thomas,Tyler Boyd,Darren Waller,Oakland Raiders,Daesean Hamilton,141.36,129.96
Jameis Winston,Austin Ekeler,Latavius Murray,DeAndre Hopkins,Michael Thomas,Tyler Lockett,Cameron Brate,Tampa Bay Buccaneers,A.J. Brown,141.05,170.74
Deshaun Watson,Le'Veon Bell,Ty Johnson,DeAndre Hopkins,Michael Thomas,Courtland Sutton,Jordan Akins,Los Angeles Chargers,Dede Westbrook,140.97,116.56
Mitch Trubisky,Chris Carson,Austin Ekeler,DeAndre Hopkins,Michael Thomas,Corey Davis,Hunter Henry,Detroit Lions,Mike Williams,140.85,122.02
Derek Carr,Chris Carson,Le'Veon Bell,Michael Thomas,John Brown,Cole Beasley,Zach Ertz,Denver Broncos,Latavius Murray,140.8,149.4
Deshaun Watson,Chris Carson,Le'Veon Bell,Michael Thomas,Larry Fitzgerald,Mike Williams,Austin Hooper,Carolina Panthers,Ted Ginn,140.78,119.96
Drew Brees,Le'Veon Bell,Nick Chubb,Michael Thomas,Golden Tate,Ted Ginn,Greg Olsen,Tennessee Titans,Latavius Murray,140.75,158.22
Jameis Winston,Chris Carson,Latavius Murray,Michael Thomas,Chris Godwin,Adam Humphries,Hunter Henry,Carolina Panthers,Ty Johnson,140.65,143.54
Matthew Stafford,Le'Veon Bell,Devonta Freeman,Michael Thomas,Kenny Golladay,Marvin Jones,Cameron Brate,Tennessee Titans,Courtland Sutton,140.59,147.28
Deshaun Watson,Chris Carson,Devonta Freeman,Michael Thomas,T.Y. Hilton,Courtland Sutton,Jack Doyle,Houston Texans,Tyler Boyd,140.55,130.76
Jacoby Brissett,Nick Chubb,Latavius Murray,DeAndre Hopkins,Michael Thomas,Chris Godwin,Eric Ebron,Denver Broncos,Daesean Hamilton,140.49,144.08
Russell Wilson,Latavius Murray,James White,Michael Thomas,D.J. Chark,Jamison Crowder,Darren Waller,Houston Texans,Dede Westbrook,140.44,131.98
Kyler Murray,Austin Ekeler,Latavius Murray,Michael Thomas,Courtland Sutton,Tyler Boyd,Austin Hooper,New Orleans Saints,Christian Kirk,140.36,157.6
Ryan Tannehill,Le'Veon Bell,Latavius Murray,DeAndre Hopkins,Michael Thomas,Allen Robinson,Josh Hill,New York Giants,Christian Kirk,140.31,164.72
Deshaun Watson,Nick Chubb,Devonta Freeman,Michael Thomas,Kenny Stills,Corey Davis,Darren Waller,Detroit Lions,Ty Johnson,140.29,124.06
Russell Wilson,Chris Carson,Ty Johnson,DeAndre Hopkins,Michael Thomas,Keke Coutee,Darren Waller,Denver Broncos,Cameron Brate,140.23,112.98
Ryan Tannehill,Chris Carson,Le'Veon Bell,Michael Thomas,Chris Godwin,Dede Westbrook,Jonnu Smith,New Orleans Saints,James White,140.18,121.22
Matthew Stafford,Chris Carson,Devonta Freeman,DeAndre Hopkins,Michael Thomas,Golden Tate,T.J. Hockenson,Oakland Raiders,Dede Westbrook,140.08,137.38
Ryan Tannehill,Leonard Fournette,Devonta Freeman,DeAndre Hopkins,Michael Thomas,Chris Godwin,Cameron Brate,Los Angeles Chargers,Demaryius Thomas,140.07,149.22
Jameis Winston,Todd Gurley,Le'Veon Bell,Michael Thomas,Mike Evans,Mike Williams,Jonnu Smith,New York Jets,Latavius Murray,139.96,191.74
Jared Goff,Leonard Fournette,Nick Chubb,Michael Thomas,Tyler Boyd,Kenny Stills,Tyler Eifert,Carolina Panthers,Latavius Murray,139.88,166.68
Jacoby Brissett,Leonard Fournette,Chris Carson,Michael Thomas,Courtland Sutton,Corey Davis,Evan Engram,Tennessee Titans,Daesean Hamilton,139.79,114.48
Russell Wilson,Chris Carson,Nick Chubb,Michael Thomas,Tyler Boyd,Christian Kirk,Hunter Henry,Philadelphia Eagles,Ted Ginn,139.73,132.28
Matt Schaub,Latavius Murray,Phillip Lindsay,DeAndre Hopkins,Michael Thomas,D.K. Metcalf,Austin Hooper,Detroit Lions,Dede Westbrook,139.71,178.7
Deshaun Watson,Leonard Fournette,Latavius Murray,DeAndre Hopkins,Courtland Sutton,Tyler Boyd,Hunter Henry,Atlanta Falcons,Keke Coutee,139.62,146.66
Deshaun Watson,Derrick Henry,David Montgomery,DeAndre Hopkins,Michael Thomas,Keke Coutee,Evan Engram,Jacksonville Jaguars,Mike Williams,139.58,157.86
Philip Rivers,Leonard Fournette,Le'Veon Bell,Michael Thomas,Kenny Stills,Mike Williams,Hunter Henry,Jacksonville Jaguars,Devonta Freeman,139.56,124.44
Russell Wilson,Saquon Barkley,Latavius Murray,Michael Thomas,Chris Godwin,Ted Ginn,Josh Hill,Detroit Lions,Demaryius Thomas,139.55,159.68
Jared Goff,Chris Carson,Latavius Murray,Michael Thomas,Cooper Kupp,Dede Westbrook,Greg Olsen,Tampa Bay Buccaneers,Auden Tate,139.49,168.68
Derek Carr,Saquon Barkley,Latavius Murray,Michael Thomas,Mike Evans,Corey Davis,Hunter Henry,Los Angeles Chargers,A.J. Brown,139.48,197.2
Daniel Jones,Latavius Murray,Tevin Coleman,DeAndre Hopkins,Michael Thomas,Golden Tate,Evan Engram,Atlanta Falcons,Corey Davis,139.48,203.28
Russell Wilson,Nick Chubb,Austin Ekeler,Michael Thomas,Marvin Jones,Darius Slayton,Evan Engram,Oakland Raiders,Latavius Murray,139.47,153.88
Deshaun Watson,Christian McCaffrey,James White,Michael Thomas,Mike Evans,A.J. Brown,Cameron Brate,Tennessee Titans,Mike Williams,139.38,182.46
Russell Wilson,Leonard Fournette,Austin Ekeler,Michael Thomas,Mike Evans,Dede Westbrook,Cameron Brate,Indianapolis Colts,Corey Davis,139.34,138.68
Gardner Minshew,Le'Veon Bell,Derrick Henry,DeAndre Hopkins,Michael Thomas,Jamison Crowder,Hunter Henry,Carolina Panthers,Demaryius Thomas,139.31,123.36
Derek Carr,Chris Carson,Derrick Henry,Michael Thomas,Kenny Stills,Dede Westbrook,Darren Waller,Jacksonville Jaguars,Austin Ekeler,139.26,116.5
Matthew Stafford,Christian McCaffrey,Latavius Murray,Michael Thomas,T.Y. Hilton,Auden Tate,T.J. Hockenson,Tennessee Titans,Darius Slayton,139.21,179.88
Deshaun Watson,Derrick Henry,Latavius Murray,Michael Thomas,T.Y. Hilton,Larry Fitzgerald,Josh Hill,New Orleans Saints,Ty Johnson,139.18,135.96
Mitch Trubisky,Christian McCaffrey,Chris Carson,Michael Thomas,Allen Robinson,Daesean Hamilton,Trey Burton,Houston Texans,Latavius Murray,139.09,138.42
Mitch Trubisky,Le'Veon Bell,Derrick Henry,Michael Thomas,Allen Robinson,Tyler Boyd,Darren Waller,Tennessee Titans,Mike Williams,138.97,108.22
Russell Wilson,Chris Carson,James White,Michael Thomas,Courtland Sutton,D.K. Metcalf,Austin Hooper,New York Giants,Kenny Stills,138.93,131.08
Deshaun Watson,Christian McCaffrey,Derrick Henry,Michael Thomas,Courtland Sutton,Kenny Stills,Eric Ebron,Indianapolis Colts,Daesean Hamilton,138.88,124.86
Deshaun Watson,Christian McCaffrey,Latavius Murray,T.Y. Hilton,Tyler Boyd,Kenny Stills,Darren Waller,Denver Broncos,Mike Williams,138.83,149.36
Matt Schaub,Latavius Murray,James White,Michael Thomas,Tyler Lockett,T.Y. Hilton,Evan Engram,Carolina Panthers,Calvin Ridley,138.83,163.7
Carson Wentz,Leonard Fournette,Latavius Murray,DeAndre Hopkins,Michael Thomas,T.Y. Hilton,Dallas Goedert,Oakland Raiders,Cole Beasley,138.82,164.58
Matthew Stafford,Le'Veon Bell,Nick Chubb,Michael Thomas,Cooper Kupp,Tyler Boyd,Jonnu Smith,Detroit Lions,Auden Tate,138.8,173.08
Russell Wilson,Leonard Fournette,Latavius Murray,DeAndre Hopkins,Kenny Stills,Corey Davis,Darren Waller,Philadelphia Eagles,Daesean Hamilton,138.79,128.08
Russell Wilson,Nick Chubb,Chase Edmonds,Michael Thomas,Chris Godwin,T.Y. Hilton,Jonnu Smith,Tennessee Titans,Cameron Brate,138.78,119.78
Gardner Minshew,Austin Ekeler,David Montgomery,DeAndre Hopkins,Michael Thomas,T.Y. Hilton,Eric Ebron,Tennessee Titans,Courtland Sutton,138.74,152.26
Drew Brees,Saquon Barkley,Latavius Murray,Michael Thomas,Larry Fitzgerald,Dede Westbrook,Jonnu Smith,Seattle Seahawks,Devonta Freeman,138.72,176.02
Kyler Murray,Latavius Murray,Joe Mixon,Michael Thomas,Chris Godwin,Larry Fitzgerald,Evan Engram,Tennessee Titans,David Montgomery,138.68,163.6
Drew Brees,Chris Carson,Le'Veon Bell,Michael Thomas,Christian Kirk,Daesean Hamilton,Darren Waller,Los Angeles Chargers,Devonta Freeman,138.64,133.82
Matthew Stafford,Chris Carson,Sony Michel,Michael Thomas,Tyler Lockett,Mike Evans,Jonnu Smith,Jacksonville Jaguars,Corey Davis,138.56,182.58
Kyler Murray,Leonard Fournette,Nick Chubb,DeAndre Hopkins,Michael Thomas,Mike Williams,Jonnu Smith,Houston Texans,Ted Ginn,138.53,137.6
Gardner Minshew,Leonard Fournette,Chris Carson,Michael Thomas,D.J. Chark,Mike Williams,Darren Waller,Tampa Bay Buccaneers,Demaryius Thomas,138.47,146.06
Andy Dalton,Leonard Fournette,Chris Carson,Michael Thomas,Robert Woods,Alex Erickson,T.J. Hockenson,Jacksonville Jaguars,Latavius Murray,138.47,166.76
Matthew Stafford,Derrick Henry,Latavius Murray,Michael Thomas,Golden Tate,Marvin Jones,Austin Hooper,San Francisco 49ers,Demaryius Thomas,138.45,175.18
Deshaun Watson,Latavius Murray,David Montgomery,Michael Thomas,Mike Evans,Tyrell Williams,Darren Waller,Tampa Bay Buccaneers,Cole Beasley,138.43,216.56
Gardner Minshew,Latavius Murray,Ty Johnson,DeAndre Hopkins,Michael Thomas,D.J. Chark,Greg Olsen,Buffalo Bills,Robby Anderson,138.42,160.16
Deshaun Watson,Chris Carson,Latavius Murray,Chris Godwin,Dede Westbrook,Keke Coutee,Darren Waller,Buffalo Bills,Devonta Freeman,138.38,123.06
Deshaun Watson,Le'Veon Bell,Austin Ekeler,Michael Thomas,Kenny Golladay,Danny Amendola,Evan Engram,Indianapolis Colts,Demaryius Thomas,138.38,156.86
Andy Dalton,Le'Veon Bell,Derrick Henry,Michael Thomas,Brandin Cooks,Auden Tate,Evan Engram,Buffalo Bills,Latavius Murray,138.28,135.46
Drew Brees,Latavius Murray,James White,Michael Thomas,Chris Godwin,Christian Kirk,George Kittle,Tampa Bay Buccaneers,Mike Williams,138.22,168.42
Russell Wilson,Le'Veon Bell,Latavius Murray,Kenny Golladay,Golden Tate,Kenny Stills,Evan Engram,Carolina Panthers,Devonta Freeman,138.21,150.08
Russell Wilson,Todd Gurley,Derrick Henry,Michael Thomas,D.J. Moore,Curtis Samuel,Greg Olsen,Carolina Panthers,Latavius Murray,138.2,128.08
Deshaun Watson,Devonta Freeman,Tevin Coleman,Michael Thomas,Chris Godwin,Mike Evans,Jonnu Smith,Oakland Raiders,Kenny Golladay,138.14,227.26
Jameis Winston,Christian McCaffrey,Chris Carson,Michael Thomas,Corey Davis,Demaryius Thomas,Cameron Brate,New Orleans Saints,Derrick Henry,138.14,138.84
Jared Goff,Le'Veon Bell,Latavius Murray,Michael Thomas,Julian Edelman,Phillip Dorsett,Benjamin Watson,Indianapolis Colts,Devonta Freeman,138.14,164.98
Deshaun Watson,Le'Veon Bell,Derrick Henry,DeAndre Hopkins,Ted Ginn,Alex Erickson,Darren Waller,Detroit Lions,Latavius Murray,138.14,149.16
Matt Schaub,Le'Veon Bell,Nick Chubb,Michael Thomas,Tyler Lockett,Courtland Sutton,Austin Hooper,Houston Texans,Demaryius Thomas,138.12,137.0
Andy Dalton,Chris Carson,Le'Veon Bell,DeAndre Hopkins,Michael Thomas,Tyler Boyd,Tyler Eifert,Tampa Bay Buccaneers,Joe Mixon,138.11,146.76
Russell Wilson,Latavius Murray,Ty Johnson,DeAndre Hopkins,Chris Godwin,Mike Evans,Jonnu Smith,Jacksonville Jaguars,Dede Westbrook,138.1,175.98
Matthew Stafford,Nick Chubb,Phillip Lindsay,Michael Thomas,Golden Tate,Courtland Sutton,Evan Engram,Carolina Panthers,Hunter Henry,138.1,138.48
Gardner Minshew,Saquon Barkley,Chris Carson,Michael Thomas,Tyler Boyd,Jamison Crowder,Cameron Brate,Tennessee Titans,Dede Westbrook,138.09,133.96
Mitch Trubisky,Leonard Fournette,Derrick Henry,Michael Thomas,Kenny Golladay,Anthony Miller,Hunter Henry,Philadelphia Eagles,Latavius Murray,138.07,168.72
Derek Carr,Todd Gurley,Latavius Murray,Michael Thomas,Chris Godwin,T.Y. Hilton,Jordan Akins,Buffalo Bills,Kenny Stills,138.04,133.8
Deshaun Watson,Saquon Barkley,Latavius Murray,Michael Thomas,Cooper Kupp,Keke Coutee,Jordan Akins,Carolina Panthers,Daesean Hamilton,138.02,170.16
Deshaun Watson,Chase Edmonds,Sony Michel,Michael Thomas,Larry Fitzgerald,Courtland Sutton,Hunter Henry,Tennessee Titans,Christian Kirk,138.02,119.26
Drew Brees,Leonard Fournette,Ty Johnson,Michael Thomas,Courtland Sutton,Tyler Boyd,Darren Waller,Jacksonville Jaguars,Ted Ginn,137.96,137.92
Derek Carr,Christian McCaffrey,Tevin Coleman,DeAndre Hopkins,Michael Thomas,Tyler Boyd,Jonnu Smith,Philadelphia Eagles,Keke Coutee,137.93,192.5
Josh Allen,Nick Chubb,Latavius Murray,Michael Thomas,Kenny Golladay,John Brown,Dallas Goedert,Tampa Bay Buccaneers,Devonta Freeman,137.88,180.16
Matthew Stafford,Chris Carson,Derrick Henry,DeAndre Hopkins,T.Y. Hilton,Courtland Sutton,Noah Fant,Philadelphia Eagles,Latavius Murray,137.88,150.48
Matthew Stafford,Christian McCaffrey,Chris Carson,Michael Thomas,Courtland Sutton,Ted Ginn,Josh Hill,Tampa Bay Buccaneers,Tevin Coleman,137.82,172.28
Jacoby Brissett,Saquon Barkley,Latavius Murray,Michael Thomas,Allen Robinson,Courtland Sutton,Jack Doyle,Philadelphia Eagles,Kenny Stills,137.7,155.48
Deshaun Watson,Christian McCaffrey,Ty Johnson,Michael Thomas,Tyler Boyd,Auden Tate,Evan Engram,Carolina Panthers,Alex Erickson,137.7,150.36
Russell Wilson,Chase Edmonds,James White,DeAndre Hopkins,Michael Thomas,Allen Robinson,Trey Burton,Los Angeles Chargers,Mike Williams,137.68,118.78
Jameis Winston,Latavius Murray,James White,DeAndre Hopkins,Chris Godwin,Courtland Sutton,Zach Ertz,Tennessee Titans,Corey Davis,137.66,141.24
Matthew Stafford,Leonard Fournette,James White,Michael Thomas,Marvin Jones,Kenny Stills,Evan Engram,Philadelphia Eagles,Dede Westbrook,137.63,125.58
Matthew Stafford,Le'Veon Bell,Nick Chubb,DeAndre Hopkins,Dede Westbrook,Danny Amendola,Evan Engram,Tampa Bay Buccaneers,Latavius Murray,137.61,150.78
Kyler Murray,Christian McCaffrey,Le'Veon Bell,Michael Thomas,Allen Robinson,Dede Westbrook,Cameron Brate,Detroit Lions,Ted Ginn,137.54,112.0
Matthew Stafford,Austin Ekeler,Tevin Coleman,DeAndre Hopkins,Michael Thomas,Chris Godwin,Foster Moreau,Carolina Panthers,Kenny Stills,137.51,154.08
Deshaun Watson,Leonard Fournette,Austin Ekeler,Michael Thomas,T.Y. Hilton,Kenny Stills,Greg Olsen,Tampa Bay Buccaneers,Keke Coutee,137.51,109.76
Ryan Tannehill,Le'Veon Bell,Ty Johnson,Michael Thomas,Mike Evans,T.Y. Hilton,Evan Engram,Houston Texans,Corey Davis,137.49,131.12
Jameis Winston,Chris Carson,Devonta Freeman,Michael Thomas,Mike Evans,Kenny Stills,Evan Engram,Indianapolis Colts,A.J. Brown,137.49,169.94
Russell Wilson,Le'Veon Bell,Tevin Coleman,Michael Thomas,Tyler Lockett,Tyler Boyd,Greg Olsen,Denver Broncos,D.K. Metcalf,137.46,151.68
Gardner Minshew,Christian McCaffrey,Latavius Murray,DeAndre Hopkins,Mike Evans,Corey Davis,Cameron Brate,Denver Broncos,Devonta Freeman,137.41,199.16
Russell Wilson,Derrick Henry,Austin Ekeler,Michael Thomas,Larry Fitzgerald,Ted Ginn,Zach Ertz,Tennessee Titans,Devonta Freeman,137.37,105.68
Matthew Stafford,Leonard Fournette,Devonta Freeman,Michael Thomas,Tyler Lockett,T.Y. Hilton,Eric Ebron,Detroit Lions,Daesean Hamilton,137.37,138.48
Matthew Stafford,Chris Carson,Le'Veon Bell,Michael Thomas,Allen Robinson,Anthony Miller,Hunter Henry,Buffalo Bills,David Montgomery,137.35,140.48
Josh Allen,Christian McCaffrey,Latavius Murray,Michael Thomas,Tyler Boyd,Cole Beasley,Dawson Knox,Detroit Lions,James White,137.31,167.56
Jared Goff,Derrick Henry,Latavius Murray,Michael Thomas,Robert Woods,Courtland Sutton,Gerald Everett,Tennessee Titans,Cole Beasley,137.31,148.18
Tom Brady,Leonard Fournette,Latavius Murray,Michael Thomas,Julian Edelman,Jarvis Landry,Cameron Brate,Tennessee Titans,Keke Coutee,137.29,165.16
Russell Wilson,Nick Chubb,Joe Mixon,DeAndre Hopkins,Michael Thomas,Larry Fitzgerald,Josh Hill,Carolina Panthers,Dede Westbrook,137.29,117.08
Drew Brees,Todd Gurley,Latavius Murray,Michael Thomas,Julian Edelman,Courtland Sutton,Josh Hill,Houston Texans,Corey Davis,137.28,156.82
Kyler Murray,Chris Carson,James White,DeAndre Hopkins,Michael Thomas,Christian Kirk,Greg Olsen,Carolina Panthers,Carlos Hyde,137.27,124.6
Andy Dalton,Christian McCaffrey,Nick Chubb,Michael Thomas,Courtland Sutton,Tyler Boyd,Gerald Everett,Denver Broncos,Corey Davis,137.23,134.16
Deshaun Watson,Chris Carson,Nick Chubb,Michael Thomas,D.J. Moore,Daesean Hamilton,George Kittle,Jacksonville Jaguars,Greg Olsen,137.22,130.56
Jacoby Brissett,Austin Ekeler,Latavius Murray,Michael Thomas,Mike Evans,T.Y. Hilton,Noah Fant,Chicago Bears,Devonta Freeman,137.2,172.68
Ryan Tannehill,Carlos Hyde,David Montgomery,DeAndre Hopkins,Michael Thomas,Kenny Golladay,Darren Waller,Houston Texans,Kenny Stills,137.17,157.22
Russell Wilson,Christian McCaffrey,Devonta Freeman,Michael Thomas,Calvin Ridley,Demaryius Thomas,Austin Hooper,Carolina Panthers,Daesean Hamilton,137.16,139.48
Gardner Minshew,Chris Carson,Nick Chubb,Michael Thomas,Chris Godwin,Corey Davis,Austin Hooper,Atlanta Falcons,A.J. Brown,137.16,128.86
Gardner Minshew,Latavius Murray,Tevin Coleman,Michael Thomas,Kenny Golladay,Marvin Jones,Darren Waller,New Orleans Saints,Danny Amendola,137.14,208.86
Derek Carr,Chase Edmonds,Latavius Murray,DeAndre Hopkins,Tyler Lockett,Tyler Boyd,Evan Engram,Detroit Lions,Kenny Stills,137.12,153.3
Russell Wilson,Chris Carson,Latavius Murray,Cooper Kupp,Robert Woods,Courtland Sutton,Jonnu Smith,Buffalo Bills,Tyler Boyd,137.11,161.38
Mitch Trubisky,Devonta Freeman,Ty Johnson,Michael Thomas,Tyler Lockett,Allen Robinson,Hunter Henry,New Orleans Saints,Courtland Sutton,137.1,118.52
Deshaun Watson,Tevin Coleman,Carlos Hyde,DeAndre Hopkins,Michael Thomas,T.Y. Hilton,Cameron Brate,Detroit Lions,Tyrell Williams,137.09,174.76
Ryan Tannehill,Chase Edmonds,Tevin Coleman,Michael Thomas,Chris Godwin,Courtland Sutton,Darren Waller,Buffalo Bills,Corey Davis,137.09,130.32
Derek Carr,Christian McCaffrey,Devonta Freeman,Michael Thomas,Chris Godwin,Corey Davis,Greg Olsen,Tennessee Titans,Adam Humphries,137.05,134.3
Russell Wilson,Marlon Mack,Latavius Murray,Michael Thomas,Allen Robinson,Calvin Ridley,Jonnu Smith,New Orleans Saints,D.K. Metcalf,137.04,169.98
Matthew Stafford,Latavius Murray,David Montgomery,Michael Thomas,Cooper Kupp,Robert Woods,Cameron Brate,New Orleans Saints,Brandin Cooks,137.03,183.48
Gardner Minshew,Nick Chubb,Latavius Murray,Michael Thomas,Cooper Kupp,T.Y. Hilton,Gerald Everett,Los Angeles Chargers,Alex Erickson,137.02,184.36
Deshaun Watson,Christian McCaffrey,Joe Mixon,DeAndre Hopkins,Michael Thomas,Corey Davis,Foster Moreau,New York Giants,Ted Ginn,137.02,150.26
Gardner Minshew,Devonta Freeman,James White,DeAndre Hopkins,Michael Thomas,Kenny Golladay,Evan Engram,New York Giants,Darius Slayton,137.0,182.56
Russell Wilson,Chris Carson,Derrick Henry,Michael Thomas,Kenny Golladay,Marvin Jones,T.J. Hockenson,Detroit Lions,Daesean Hamilton,136.97,121.88
Deshaun Watson,Chris Carson,Josh Jacobs,Michael Thomas,Golden Tate,Marvin Jones,Evan Engram,Tampa Bay Buccaneers,Cameron Brate,136.95,131.06
Ryan Tannehill,Saquon Barkley,Latavius Murray,Michael Thomas,Brandin Cooks,Tyler Boyd,Darren Waller,Atlanta Falcons,Alex Erickson,136.94,157.32
Deshaun Watson,Nick Chubb,Latavius Murray,DeAndre Hopkins,Tyler Lockett,Auden Tate,Jordan Akins,Jacksonville Jaguars,Devonta Freeman,136.94,173.96
Gardner Minshew,Chris Carson,Le'Veon Bell,Kenny Golladay,D.J. Chark,Dede Westbrook,Hunter Henry,Detroit Lions,Latavius Murray,136.92,158.06
Deshaun Watson,Leonard Fournette,Nick Chubb,Mike Evans,T.Y. Hilton,Corey Davis,Jonnu Smith,Seattle Seahawks,Latavius Murray,136.89,188.76
Matthew Stafford,Todd Gurley,Nick Chubb,Michael Thomas,Robby Anderson,Dede Westbrook,Darren Waller,Tennessee Titans,Demaryius Thomas,136.88,123.58
Jameis Winston,Leonard Fournette,Le'Veon Bell,Michael Thomas,Corey Davis,Adam Humphries,Darren Waller,Denver Broncos,James White,136.87,120.04
Jared Goff,Chase Edmonds,Devonta Freeman,DeAndre Hopkins,Michael Thomas,Tyler Boyd,Greg Olsen,Jacksonville Jaguars,Alex Erickson,136.87,148.38
Matthew Stafford,Todd Gurley,Sony Michel,DeAndre Hopkins,Michael Thomas,Courtland Sutton,Jack Doyle,New Orleans Saints,Daesean Hamilton,136.86,128.68
Philip Rivers,Christian McCaffrey,Chris Carson,Tyler Lockett,Courtland Sutton,Mike Williams,Hunter Henry,Oakland Raiders,Latavius Murray,136.86,147.04
Drew Brees,Chris Carson,Nick Chubb,Michael Thomas,Larry Fitzgerald,Demaryius Thomas,Evan Engram,Buffalo Bills,James White,136.83,134.02
Kyler Murray,Leonard Fournette,Chris Carson,Michael Thomas,Larry Fitzgerald,Dede Westbrook,Hunter Henry,Denver Broncos,A.J. Brown,136.82,103.6
Russell Wilson,Chris Carson,Le'Veon Bell,DeAndre Hopkins,Tyrell Williams,Mike Williams,Jordan Akins,Houston Texans,Latavius Murray,136.79,132.88
Deshaun Watson,Christian McCaffrey,Carlos Hyde,Michael Thomas,Keke Coutee,Demaryius Thomas,Darren Waller,Seattle Seahawks,Hunter Henry,136.79,134.96
Josh Allen,Leonard Fournette,Austin Ekeler,Michael Thomas,Alshon Jeffery,Daesean Hamilton,Zach Ertz,Los Angeles Chargers,Latavius Murray,136.76,142.46
Drew Brees,Austin Ekeler,Carlos Hyde,DeAndre Hopkins,Michael Thomas,Dede Westbrook,Evan Engram,New Orleans Saints,Ted Ginn,136.73,130.82
Kyler Murray,Latavius Murray,Sony Michel,Michael Thomas,Cooper Kupp,Kenny Golladay,Josh Hill,Jacksonville Jaguars,Kenny Stills,136.73,184.9
Deshaun Watson,Austin Ekeler,Latavius Murray,Michael Thomas,Julian Edelman,Robert Woods,Tyler Eifert,Detroit Lions,Auden Tate,136.7,177.56
Ryan Tannehill,Leonard Fournette,Phillip Lindsay,Michael Thomas,Mike Evans,Golden Tate,Jonnu Smith,Tennessee Titans,Tyler Boyd,136.66,188.82
Jacoby Brissett,Christian McCaffrey,Le'Veon Bell,Michael Thomas,T.Y. Hilton,Tyler Boyd,Eric Ebron,Los Angeles Chargers,Demaryius Thomas,136.65,123.88
