QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Jameis Winston,Jaylen Samuels,Devonta Freeman,Michael Thomas,Julio Jones,Calvin Ridley,Mike Gesicki,New York Jets,Robby Anderson,140.19,110.82
Jameis Winston,Nick Chubb,Derrick Henry,Michael Thomas,Tyreek Hill,A.J. Brown,Jack Doyle,Arizona Cardinals,Adam Humphries,140.06,178.12
Drew Brees,David Johnson,David Montgomery,Michael Thomas,Cooper Kupp,Curtis Samuel,Jared Cook,New York Giants,Devonta Freeman,140.03,85.38
Patrick Mahomes,Devin Singletary,Damien Williams,Michael Thomas,Mike Evans,Cooper Kupp,Vance McDonald,Arizona Cardinals,Josh Reynolds,140.02,120.34
Jameis Winston,Alvin Kamara,David Montgomery,Michael Thomas,Jamison Crowder,Robby Anderson,Mark Andrews,Los Angeles Rams,Demaryius Thomas,140.01,153.82
Patrick Mahomes,Jaylen Samuels,Ronald Jones II,Michael Thomas,Mike Evans,Tyler Boyd,Mark Andrews,New York Jets,Alex Erickson,140.0,159.64
Drew Brees,Le'Veon Bell,Damien Williams,Michael Thomas,Davante Adams,D.J. Moore,Greg Olsen,New York Giants,Tyler Boyd,139.91,151.18
Drew Brees,Le'Veon Bell,Kalen Ballage,Michael Thomas,Julio Jones,Christian Kirk,Travis Kelce,Tampa Bay Buccaneers,Rhett Ellison,139.89,153.38
Lamar Jackson,Aaron Jones,Jaylen Samuels,Michael Thomas,D.J. Moore,Ted Ginn,Austin Hooper,New York Giants,Adam Humphries,139.82,145.42
Patrick Mahomes,Derrick Henry,Kalen Ballage,Michael Thomas,Davante Adams,Jarvis Landry,Travis Kelce,Kansas City Chiefs,Adam Humphries,139.8,189.94
Lamar Jackson,Saquon Barkley,David Montgomery,Michael Thomas,Julio Jones,Josh Reynolds,Greg Olsen,Cincinnati Bengals,Ted Ginn,139.75,114.82
Kyler Murray,Aaron Jones,Devonta Freeman,Michael Thomas,Chris Godwin,Christian Kirk,Mike Gesicki,Kansas City Chiefs,A.J. Brown,139.67,163.76
Jameis Winston,Saquon Barkley,Le'Veon Bell,Michael Thomas,Zach Pascal,Devante Parker,Jack Doyle,Cleveland Browns,Kareem Hunt,139.67,125.72
Patrick Mahomes,Derrick Henry,Joe Mixon,Michael Thomas,Tyreek Hill,Devante Parker,Jonnu Smith,Chicago Bears,Ronald Jones II,139.63,206.74
Jameis Winston,Jaylen Samuels,David Johnson,Michael Thomas,Mike Evans,Albert Wilson,Travis Kelce,Arizona Cardinals,OJ Howard,139.62,119.92
Drew Brees,Le'Veon Bell,Derrick Henry,Michael Thomas,Mike Evans,Devante Parker,Mike Gesicki,Kansas City Chiefs,Jakeem Grant,139.58,132.98
Jameis Winston,Alvin Kamara,Le'Veon Bell,Michael Thomas,Jarvis Landry,Tyler Boyd,Tyler Eifert,Chicago Bears,Auden Tate,139.53,148.22
Jameis Winston,Alvin Kamara,Damien Williams,Michael Thomas,Calvin Ridley,D.J. Moore,Austin Hooper,Tampa Bay Buccaneers,Allen Hurns,139.45,139.42
Patrick Mahomes,Alvin Kamara,Joe Mixon,Michael Thomas,Davante Adams,Curtis Samuel,Greg Olsen,Cleveland Browns,Darius Slayton,139.42,191.74
Lamar Jackson,Le'Veon Bell,Devonta Freeman,Michael Thomas,Mike Evans,Tajae Sharpe,Travis Kelce,Cincinnati Bengals,Jonnu Smith,139.4,127.92
Patrick Mahomes,Saquon Barkley,Kareem Hunt,Michael Thomas,Calvin Ridley,Christian Kirk,Austin Hooper,Cincinnati Bengals,Jarvis Landry,139.27,170.44
Patrick Mahomes,Nick Chubb,David Montgomery,Michael Thomas,JuJu Smith-Schuster,Robert Woods,Jack Doyle,Indianapolis Colts,Josh Reynolds,139.26,140.34
Patrick Mahomes,Christian McCaffrey,David Montgomery,Michael Thomas,D.J. Moore,Auden Tate,Tyler Eifert,New York Giants,Alex Erickson,139.21,142.04
Drew Brees,David Johnson,Joe Mixon,Michael Thomas,Julio Jones,D.J. Moore,Jonnu Smith,Buffalo Bills,Sammy Watkins,139.21,120.78
Jameis Winston,Alvin Kamara,Kareem Hunt,Michael Thomas,Mike Evans,Larry Fitzgerald,Greg Olsen,Kansas City Chiefs,A.J. Brown,139.2,137.12
Lamar Jackson,Derrick Henry,Jaylen Samuels,Michael Thomas,Davante Adams,Tyler Boyd,Jack Doyle,Cleveland Browns,Auden Tate,139.18,163.72
Jameis Winston,Devin Singletary,Joe Mixon,Michael Thomas,Tyreek Hill,D.J. Moore,Travis Kelce,Kansas City Chiefs,Tajae Sharpe,139.17,168.12
Lamar Jackson,Christian McCaffrey,Devonta Freeman,Michael Thomas,Calvin Ridley,A.J. Brown,Rhett Ellison,Tampa Bay Buccaneers,Ted Ginn,139.04,125.62
Patrick Mahomes,Jaylen Samuels,Devin Singletary,Michael Thomas,Chris Godwin,Zach Pascal,Jack Doyle,Buffalo Bills,Chester Rogers,139.01,120.54
Patrick Mahomes,Jaylen Samuels,David Johnson,Michael Thomas,Tyreek Hill,Adam Humphries,Greg Olsen,Los Angeles Rams,Damien Williams,138.99,169.04
Drew Brees,Aaron Jones,Nick Chubb,Michael Thomas,Calvin Ridley,Jamison Crowder,Greg Olsen,Buffalo Bills,Adam Humphries,138.89,145.98
Lamar Jackson,Alvin Kamara,Devin Singletary,Michael Thomas,Golden Tate,Robby Anderson,Jack Doyle,Kansas City Chiefs,Darius Slayton,138.86,170.12
Lamar Jackson,David Johnson,Damien Williams,Michael Thomas,Mike Evans,Auden Tate,Mark Andrews,Chicago Bears,Kalen Ballage,138.83,139.12
Drew Brees,Alvin Kamara,Jaylen Samuels,Michael Thomas,Jarvis Landry,Tre'Quan Smith,Mike Gesicki,Indianapolis Colts,David Johnson,138.82,105.88
Ryan Tannehill,Aaron Jones,Nick Chubb,Michael Thomas,Mike Evans,A.J. Brown,Jonnu Smith,Cleveland Browns,Ronald Jones II,138.81,143.04
Drew Brees,Nick Chubb,Le'Veon Bell,Michael Thomas,Sammy Watkins,Jarvis Landry,Mark Andrews,Cleveland Browns,Russell Gage,138.74,142.98
Matt Ryan,Alvin Kamara,Le'Veon Bell,Michael Thomas,Calvin Ridley,Adam Humphries,Jack Doyle,New York Jets,David Montgomery,138.73,131.38
Kyler Murray,Aaron Jones,David Montgomery,Michael Thomas,Mike Evans,Sammy Watkins,OJ Howard,Cincinnati Bengals,Tyler Boyd,138.7,143.46
Lamar Jackson,Saquon Barkley,Kalen Ballage,Michael Thomas,Tyler Boyd,Curtis Samuel,Travis Kelce,Arizona Cardinals,Alex Erickson,138.68,137.72
Jameis Winston,Aaron Jones,Le'Veon Bell,Michael Thomas,JuJu Smith-Schuster,Sammy Watkins,Jonnu Smith,Kansas City Chiefs,Adam Humphries,138.65,137.42
Kyler Murray,Derrick Henry,Devin Singletary,Michael Thomas,Mike Evans,Chris Godwin,Jonnu Smith,New York Jets,Rhett Ellison,138.6,161.86
Patrick Mahomes,Aaron Jones,Joe Mixon,Michael Thomas,Sammy Watkins,Jamison Crowder,Austin Hooper,Tampa Bay Buccaneers,A.J. Brown,138.6,161.04
Matt Ryan,David Montgomery,Devin Singletary,Michael Thomas,Tyreek Hill,Devante Parker,Austin Hooper,Pittsburgh Steelers,Tyler Boyd,138.58,157.58
Drew Brees,Christian McCaffrey,Kalen Ballage,Michael Thomas,Cooper Kupp,A.J. Brown,Jonnu Smith,Tennessee Titans,Adam Humphries,138.57,110.28
Matt Ryan,David Montgomery,Devonta Freeman,Michael Thomas,Julio Jones,Chris Godwin,Jonnu Smith,Indianapolis Colts,Albert Wilson,138.51,100.88
Lamar Jackson,Devonta Freeman,Devin Singletary,Michael Thomas,Julio Jones,Demaryius Thomas,Austin Hooper,Detroit Lions,Damien Williams,138.49,138.32
Jameis Winston,Le'Veon Bell,David Montgomery,Michael Thomas,Cooper Kupp,Robert Woods,Vance McDonald,Cincinnati Bengals,A.J. Brown,138.48,99.82
Jameis Winston,Derrick Henry,Jaylen Samuels,Michael Thomas,Golden Tate,Darius Slayton,Austin Hooper,Chicago Bears,Demaryius Thomas,138.46,193.32
Patrick Mahomes,Christian McCaffrey,Kalen Ballage,Michael Thomas,Golden Tate,Zach Pascal,Mike Gesicki,Chicago Bears,Allen Hurns,138.43,148.74
Aaron Rodgers,Jaylen Samuels,David Montgomery,Michael Thomas,Cooper Kupp,D.J. Moore,Greg Olsen,Chicago Bears,Ronald Jones II,138.38,127.62
Patrick Mahomes,Alvin Kamara,Ronald Jones II,Michael Thomas,Julio Jones,Josh Reynolds,Austin Hooper,Atlanta Falcons,Kalen Ballage,138.32,152.04
Jameis Winston,Christian McCaffrey,Devin Singletary,Michael Thomas,Sammy Watkins,Tyler Boyd,Anthony Firkser,New York Jets,A.J. Brown,138.28,145.22
Drew Brees,Christian McCaffrey,Ronald Jones II,Michael Thomas,Golden Tate,Tyler Boyd,Rhett Ellison,Indianapolis Colts,Demaryius Thomas,138.26,161.68
Drew Brees,Alvin Kamara,Jaylen Samuels,Mike Evans,Tyler Boyd,Adam Humphries,Travis Kelce,Chicago Bears,Jonnu Smith,138.23,103.08
Drew Brees,Saquon Barkley,David Montgomery,Michael Thomas,Tyreek Hill,Tre'Quan Smith,Tyler Eifert,Tampa Bay Buccaneers,Ronald Jones II,138.17,134.68
Jameis Winston,Christian McCaffrey,Devonta Freeman,Michael Thomas,Devante Parker,Albert Wilson,Mark Andrews,New York Giants,Jakeem Grant,138.16,132.12
Drew Brees,Derrick Henry,David Johnson,Michael Thomas,Jamison Crowder,Allen Hurns,Travis Kelce,Los Angeles Rams,Austin Hooper,138.13,155.28
Jameis Winston,Derrick Henry,Damien Williams,Michael Thomas,Cooper Kupp,Christian Kirk,OJ Howard,Buffalo Bills,Jarvis Landry,138.07,190.72
Jameis Winston,Saquon Barkley,Devin Singletary,Michael Thomas,Golden Tate,Larry Fitzgerald,OJ Howard,New York Giants,Adam Humphries,138.06,135.22
Ryan Tannehill,David Montgomery,Damien Williams,Michael Thomas,Tyreek Hill,Davante Adams,Travis Kelce,Buffalo Bills,Rhett Ellison,138.03,162.54
Lamar Jackson,Saquon Barkley,Nick Chubb,Michael Thomas,Chester Rogers,Allen Hurns,Jack Doyle,New York Giants,Devonta Freeman,138.02,122.32
Lamar Jackson,Derrick Henry,David Montgomery,Michael Thomas,Chris Godwin,Marquise Brown,Mike Gesicki,Los Angeles Rams,Alex Erickson,138.01,163.22
Patrick Mahomes,Marlon Mack,Jaylen Samuels,Michael Thomas,Golden Tate,Sammy Watkins,Jonnu Smith,Tennessee Titans,Jarvis Landry,137.99,157.54
Patrick Mahomes,Aaron Jones,Kareem Hunt,Michael Thomas,Chris Godwin,Marquise Brown,Mark Andrews,Cleveland Browns,Auden Tate,137.94,169.04
Drew Brees,Le'Veon Bell,David Johnson,Michael Thomas,JuJu Smith-Schuster,Josh Reynolds,Gerald Everett,Chicago Bears,Devin Singletary,137.93,106.58
Drew Brees,Saquon Barkley,Tarik Cohen,Michael Thomas,Mike Evans,Christian Kirk,OJ Howard,Tennessee Titans,Josh Reynolds,137.89,151.08
Jameis Winston,Aaron Jones,Nick Chubb,Michael Thomas,Josh Reynolds,Tre'Quan Smith,Austin Hooper,Los Angeles Rams,Devin Singletary,137.78,147.82
Kyler Murray,Le'Veon Bell,Devin Singletary,Michael Thomas,Davante Adams,Robby Anderson,Austin Hooper,Cleveland Browns,Ted Ginn,137.76,124.86
Lamar Jackson,Nick Chubb,Derrick Henry,Michael Thomas,D.J. Moore,Jarvis Landry,Greg Olsen,New York Jets,Curtis Samuel,137.75,213.82
Jameis Winston,Saquon Barkley,David Montgomery,Mike Evans,Chris Godwin,Jarvis Landry,Rhett Ellison,Arizona Cardinals,A.J. Brown,137.74,106.62
Ryan Tannehill,Saquon Barkley,Devonta Freeman,Michael Thomas,D.J. Moore,Cole Beasley,Travis Kelce,Indianapolis Colts,Adam Humphries,137.72,140.24
Lamar Jackson,Aaron Jones,Devonta Freeman,Michael Thomas,Cooper Kupp,Sammy Watkins,Tyler Eifert,Cleveland Browns,Alex Erickson,137.65,123.12
Drew Brees,Alvin Kamara,Damien Williams,Michael Thomas,Robert Woods,Jamison Crowder,Jared Cook,Chicago Bears,Cole Beasley,137.65,141.38
Kyler Murray,Jaylen Samuels,Joe Mixon,Michael Thomas,Mike Evans,Christian Kirk,Greg Olsen,Buffalo Bills,Devante Parker,137.63,176.76
Patrick Mahomes,Saquon Barkley,Damien Williams,Michael Thomas,Sammy Watkins,Devante Parker,Mark Andrews,Pittsburgh Steelers,Tajae Sharpe,137.58,157.34
Patrick Mahomes,Nick Chubb,Joe Mixon,Michael Thomas,Julio Jones,Chris Godwin,Anthony Firkser,Tennessee Titans,Adam Humphries,137.57,158.44
Patrick Mahomes,Nick Chubb,David Montgomery,Chris Godwin,Davante Adams,D.J. Moore,Jonnu Smith,Cleveland Browns,Sammy Watkins,137.54,134.24
Kyler Murray,Alvin Kamara,Nick Chubb,Michael Thomas,Christian Kirk,Curtis Samuel,OJ Howard,Chicago Bears,Kalen Ballage,137.54,179.96
Drew Brees,Saquon Barkley,Jaylen Samuels,Michael Thomas,Darius Slayton,Russell Gage,Travis Kelce,New York Giants,Kareem Hunt,137.53,137.08
Patrick Mahomes,Nick Chubb,Le'Veon Bell,Michael Thomas,Golden Tate,Devante Parker,Eric Ebron,Buffalo Bills,Albert Wilson,137.46,150.94
Daniel Jones,David Montgomery,Kalen Ballage,Michael Thomas,Mike Evans,Golden Tate,Travis Kelce,Tennessee Titans,Jamison Crowder,137.46,167.32
Drew Brees,Nick Chubb,Joe Mixon,Michael Thomas,Mike Evans,Cooper Kupp,Jack Doyle,Atlanta Falcons,Tre'Quan Smith,137.45,117.78
Jameis Winston,Jaylen Samuels,Kalen Ballage,Michael Thomas,Cooper Kupp,JuJu Smith-Schuster,Mark Andrews,Cleveland Browns,Josh Reynolds,137.44,110.62
Patrick Mahomes,Devonta Freeman,Tarik Cohen,Michael Thomas,Cooper Kupp,Robert Woods,Gerald Everett,Chicago Bears,Tyler Boyd,137.43,137.04
Patrick Mahomes,David Johnson,Devonta Freeman,Michael Thomas,John Brown,Jarvis Landry,Mark Andrews,New Orleans Saints,Cole Beasley,137.41,147.94
Jameis Winston,Nick Chubb,Tarik Cohen,Michael Thomas,Larry Fitzgerald,Christian Kirk,Travis Kelce,Indianapolis Colts,Mike Gesicki,137.4,174.52
Patrick Mahomes,Saquon Barkley,Derrick Henry,Michael Thomas,Auden Tate,Ted Ginn,Jared Cook,Tampa Bay Buccaneers,Devin Singletary,137.37,142.74
Drew Brees,Aaron Jones,Devin Singletary,Michael Thomas,Cooper Kupp,Robert Woods,Rhett Ellison,Kansas City Chiefs,Diontae Johnson,137.36,117.08
Patrick Mahomes,David Johnson,Tarik Cohen,Michael Thomas,Mike Evans,Devante Parker,Austin Hooper,Indianapolis Colts,Russell Gage,137.32,128.84
Ryan Tannehill,Christian McCaffrey,David Johnson,Michael Thomas,Calvin Ridley,Tajae Sharpe,Jonnu Smith,Chicago Bears,David Montgomery,137.32,109.94
Drew Brees,Aaron Jones,Derrick Henry,Michael Thomas,Odell Beckham Jr,Tyler Boyd,Mark Andrews,Arizona Cardinals,Tyler Eifert,137.3,171.28
Patrick Mahomes,Christian McCaffrey,Devin Singletary,Michael Thomas,Jamison Crowder,Devante Parker,Ryan Griffin,Kansas City Chiefs,Demaryius Thomas,137.27,152.34
Patrick Mahomes,Le'Veon Bell,David Montgomery,Tyreek Hill,D.J. Moore,Christian Kirk,Travis Kelce,Chicago Bears,Mike Gesicki,137.26,189.74
Jameis Winston,Nick Chubb,Marlon Mack,Michael Thomas,D.J. Moore,Robby Anderson,Jared Cook,Chicago Bears,Ted Ginn,137.26,128.82
Drew Brees,David Montgomery,Ronald Jones II,Mike Evans,Chris Godwin,Davante Adams,Mike Gesicki,Indianapolis Colts,Christian Kirk,137.22,142.08
Jameis Winston,Le'Veon Bell,Devin Singletary,Michael Thomas,Chris Godwin,Calvin Ridley,Jared Cook,Atlanta Falcons,Curtis Samuel,137.16,137.32
Matt Ryan,Saquon Barkley,Ronald Jones II,Michael Thomas,Julio Jones,D.J. Moore,Mike Gesicki,Cleveland Browns,Darius Slayton,137.14,157.28
Drew Brees,Marlon Mack,Derrick Henry,Michael Thomas,Davante Adams,A.J. Brown,Vance McDonald,Buffalo Bills,Ted Ginn,137.14,122.28
Kyler Murray,Le'Veon Bell,Ronald Jones II,Michael Thomas,D.J. Moore,Sammy Watkins,Travis Kelce,Los Angeles Rams,A.J. Brown,137.12,178.66
Patrick Mahomes,Aaron Jones,Jaylen Samuels,Michael Thomas,Julio Jones,Cole Beasley,Tyler Eifert,Chicago Bears,Tre'Quan Smith,137.09,140.94
Drew Brees,Damien Williams,Ronald Jones II,Michael Thomas,Cooper Kupp,Sammy Watkins,Austin Hooper,New Orleans Saints,Darius Slayton,137.08,143.08
Jameis Winston,Nick Chubb,David Johnson,Michael Thomas,Marquise Brown,Tyler Boyd,Mark Andrews,Pittsburgh Steelers,Curtis Samuel,137.07,164.62
Drew Brees,Alvin Kamara,Tarik Cohen,Michael Thomas,Julio Jones,Golden Tate,Greg Olsen,Pittsburgh Steelers,Allen Hurns,136.99,155.18
Baker Mayfield,Nick Chubb,Jaylen Samuels,Michael Thomas,Mike Evans,Jarvis Landry,Dawson Knox,New York Giants,David Montgomery,136.97,126.32
Patrick Mahomes,Marlon Mack,Todd Gurley,Michael Thomas,Mike Evans,A.J. Brown,Jack Doyle,Los Angeles Rams,Tajae Sharpe,136.96,127.84
Matt Ryan,Nick Chubb,Devonta Freeman,Michael Thomas,Mike Evans,Ted Ginn,Greg Olsen,New Orleans Saints,Damien Williams,136.96,120.08
Lamar Jackson,Nick Chubb,Kareem Hunt,Michael Thomas,Julio Jones,Calvin Ridley,Jonnu Smith,Kansas City Chiefs,Zach Pascal,136.95,131.32
Kyler Murray,Christian McCaffrey,David Montgomery,Michael Thomas,Larry Fitzgerald,Christian Kirk,Rhett Ellison,Arizona Cardinals,Josh Reynolds,136.94,177.06
Matt Ryan,Aaron Jones,Devin Singletary,Michael Thomas,Mike Evans,Calvin Ridley,Mike Gesicki,Tennessee Titans,Jarvis Landry,136.91,142.48
Lamar Jackson,Alvin Kamara,Nick Chubb,Michael Thomas,Devante Parker,Auden Tate,Rhett Ellison,Baltimore Ravens,Alex Erickson,136.91,148.12
Patrick Mahomes,Alvin Kamara,Devonta Freeman,Tyreek Hill,Mike Evans,Tyler Boyd,Rhett Ellison,Buffalo Bills,A.J. Brown,136.9,131.34
