QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Kyler Murray,Nick Chubb,Devonta Freeman,Keenan Allen,Larry Fitzgerald,Christian Kirk,Evan Engram,Chicago Bears,Darren Waller,143.85,144.14
Case Keenum,Austin Ekeler,Chris Carson,Keenan Allen,Odell Beckham Jr,Paul Richardson,Evan Engram,Atlanta Falcons,Greg Olsen,143.8,81.28
Russell Wilson,Austin Ekeler,Wayne Gallman,Tyler Lockett,Kenny Golladay,Christian Kirk,Evan Engram,Los Angeles Chargers,Will Fuller,143.71,139.1
Philip Rivers,Marlon Mack,Chris Thompson,DeAndre Hopkins,Keenan Allen,Brandin Cooks,Darren Waller,Los Angeles Rams,Dontrelle Inman,143.68,99.2
Philip Rivers,Nick Chubb,Kenyan Drake,Keenan Allen,Tyler Lockett,Dontrelle Inman,Travis Kelce,Minnesota Vikings,Evan Engram,143.62,134.4
Deshaun Watson,Marlon Mack,Phillip Lindsay,Keenan Allen,Tyler Lockett,D.J. Moore,Evan Engram,Carolina Panthers,Curtis Samuel,143.56,79.5
Jared Goff,Leonard Fournette,Kerryon Johnson,Keenan Allen,Cooper Kupp,Chris Godwin,Evan Engram,Denver Broncos,Will Dissly,143.47,193.88
Kyler Murray,Chris Carson,Kerryon Johnson,Keenan Allen,Tyler Lockett,D.K. Metcalf,Evan Engram,Los Angeles Chargers,Courtland Sutton,143.43,123.64
Patrick Mahomes,James White,Chris Thompson,Julio Jones,Keenan Allen,Calvin Ridley,Evan Engram,Atlanta Falcons,Mohamed Sanu,143.37,97.6
Daniel Jones,Marlon Mack,Wayne Gallman,Keenan Allen,Tyler Lockett,Sterling Shepard,Travis Kelce,Los Angeles Chargers,Trey Quinn,143.35,112.3
Matthew Stafford,Austin Ekeler,Chris Thompson,Keenan Allen,Kenny Golladay,Marquise Brown,T.J. Hockenson,Los Angeles Chargers,Allen Robinson,143.17,140.74
Deshaun Watson,Christian McCaffrey,Kerryon Johnson,Keenan Allen,Marquise Brown,Curtis Samuel,Greg Olsen,Chicago Bears,Paul Richardson,143.13,112.4
Patrick Mahomes,Christian McCaffrey,Chris Thompson,Sammy Watkins,Kenny Golladay,Larry Fitzgerald,Greg Olsen,Los Angeles Chargers,Dontrelle Inman,143.08,131.8
Patrick Mahomes,Austin Ekeler,Leonard Fournette,Sterling Shepard,Larry Fitzgerald,Christian Kirk,Darren Waller,Baltimore Ravens,Will Dissly,142.81,144.6
Russell Wilson,Nick Chubb,Leonard Fournette,Keenan Allen,Christian Kirk,D.K. Metcalf,Travis Kelce,Houston Texans,Paul Richardson,142.8,135.7
Patrick Mahomes,Christian McCaffrey,Marlon Mack,Keenan Allen,Will Fuller,Corey Davis,Austin Hooper,Denver Broncos,Mohamed Sanu,142.77,142.1
Patrick Mahomes,Austin Ekeler,Leonard Fournette,Cooper Kupp,Robert Woods,Will Fuller,OJ Howard,Los Angeles Chargers,Paul Richardson,142.7,169.0
Patrick Mahomes,Phillip Lindsay,James White,Keenan Allen,Sammy Watkins,Cooper Kupp,Noah Fant,Houston Texans,Kenny Golladay,142.69,133.7
Russell Wilson,Nick Chubb,Chris Carson,Keenan Allen,Sammy Watkins,Tyler Lockett,Will Dissly,Atlanta Falcons,Curtis Samuel,142.61,129.4
Patrick Mahomes,Austin Ekeler,Kerryon Johnson,Brandin Cooks,Sterling Shepard,Curtis Samuel,Evan Engram,Houston Texans,Paul Richardson,142.6,130.0
Matthew Stafford,Kerryon Johnson,Phillip Lindsay,Keenan Allen,Marvin Jones,Christian Kirk,Travis Kelce,Los Angeles Chargers,Curtis Samuel,142.59,112.74
Daniel Jones,Leonard Fournette,Phillip Lindsay,Keenan Allen,Odell Beckham Jr,Tyler Lockett,Will Dissly,Houston Texans,Larry Fitzgerald,142.59,112.1
Russell Wilson,Austin Ekeler,Wayne Gallman,Keenan Allen,Brandin Cooks,Devante Parker,Travis Kelce,Baltimore Ravens,Dontrelle Inman,142.55,139.3
Philip Rivers,Austin Ekeler,Chris Thompson,Keenan Allen,Robert Woods,Preston Williams,Travis Kelce,Atlanta Falcons,Will Dissly,142.44,147.6
Lamar Jackson,David Johnson,Wayne Gallman,Keenan Allen,Tyler Lockett,Larry Fitzgerald,Greg Olsen,Denver Broncos,Christian Kirk,142.36,121.58
Daniel Jones,Austin Ekeler,Leonard Fournette,Keenan Allen,Brandin Cooks,Will Fuller,Evan Engram,Indianapolis Colts,Vernon Davis,142.34,115.1
Russell Wilson,David Johnson,Marlon Mack,Julio Jones,Keenan Allen,Preston Williams,Mark Andrews,Chicago Bears,Dontrelle Inman,142.31,110.5
Kyler Murray,David Johnson,Marlon Mack,Keenan Allen,Tyler Lockett,Kenny Golladay,Will Dissly,Baltimore Ravens,Will Fuller,142.27,108.74
Patrick Mahomes,David Johnson,Wayne Gallman,Tyler Lockett,Kenny Golladay,Dontrelle Inman,Travis Kelce,Los Angeles Rams,Darren Waller,142.24,150.9
Patrick Mahomes,Kerryon Johnson,Carlos Hyde,Keenan Allen,Cooper Kupp,Demarcus Robinson,Travis Kelce,Seattle Seahawks,Trey Quinn,142.22,132.8
Jared Goff,Austin Ekeler,Phillip Lindsay,Keenan Allen,Brandin Cooks,Robert Woods,Austin Hooper,Carolina Panthers,Paul Richardson,142.21,162.58
Deshaun Watson,Devonta Freeman,Kenyan Drake,Keenan Allen,Sammy Watkins,Kenny Golladay,Evan Engram,Indianapolis Colts,Marvin Jones,142.2,104.9
Case Keenum,David Johnson,David Montgomery,Keenan Allen,Cooper Kupp,Kenny Golladay,Evan Engram,Los Angeles Chargers,Vernon Davis,142.2,117.38
Patrick Mahomes,Phillip Lindsay,Devonta Freeman,Julio Jones,Keenan Allen,Larry Fitzgerald,Delanie Walker,Carolina Panthers,Corey Davis,142.15,110.3
Daniel Jones,Christian McCaffrey,Kenyan Drake,Keenan Allen,Sammy Watkins,Demarcus Robinson,T.J. Hockenson,Los Angeles Chargers,Christian Kirk,142.09,114.2
Deshaun Watson,Austin Ekeler,Devonta Freeman,DeAndre Hopkins,Keenan Allen,Christian Kirk,Noah Fant,Denver Broncos,Curtis Samuel,142.07,108.4
Patrick Mahomes,Chris Carson,David Montgomery,Keenan Allen,Tyler Lockett,Larry Fitzgerald,Darren Waller,Minnesota Vikings,Keesean Johnson,142.02,99.0
Jameis Winston,Chris Carson,Chris Thompson,Keenan Allen,Cooper Kupp,Brandin Cooks,Evan Engram,Chicago Bears,Curtis Samuel,141.93,150.3
Lamar Jackson,Leonard Fournette,Chris Thompson,Keenan Allen,Marquise Brown,Jarvis Landry,Evan Engram,Baltimore Ravens,Darren Waller,141.93,130.38
Matt Ryan,Austin Ekeler,David Johnson,Keenan Allen,Kenny Golladay,Mohamed Sanu,Darren Waller,Tampa Bay Buccaneers,Austin Hooper,141.92,174.68
Deshaun Watson,Christian McCaffrey,Devonta Freeman,Keenan Allen,Larry Fitzgerald,Preston Williams,Travis Kelce,Cleveland Browns,Dontrelle Inman,141.86,130.7
Patrick Mahomes,David Johnson,James White,Keenan Allen,Sterling Shepard,Preston Williams,Travis Kelce,Denver Broncos,T.J. Hockenson,141.78,124.2
Russell Wilson,Marlon Mack,Chris Thompson,Keenan Allen,Sammy Watkins,Demarcus Robinson,Evan Engram,Denver Broncos,Mecole Hardman,141.76,69.2
Patrick Mahomes,Austin Ekeler,Marlon Mack,Cooper Kupp,Kenny Golladay,Marvin Jones,Austin Hooper,Baltimore Ravens,Dontrelle Inman,141.75,155.0
Matthew Stafford,Christian McCaffrey,Leonard Fournette,Keenan Allen,Kenny Golladay,Marvin Jones,Will Dissly,Los Angeles Rams,Paul Richardson,141.72,161.14
Patrick Mahomes,Austin Ekeler,Phillip Lindsay,Tyler Lockett,Marvin Jones,Paul Richardson,Travis Kelce,Indianapolis Colts,Will Dissly,141.67,118.6
Matt Ryan,Leonard Fournette,Chris Carson,Julio Jones,Keenan Allen,Dontrelle Inman,Evan Engram,Los Angeles Rams,Delanie Walker,141.67,119.18
Patrick Mahomes,David Johnson,Phillip Lindsay,Keenan Allen,Demarcus Robinson,Mecole Hardman,Austin Hooper,Minnesota Vikings,D.K. Metcalf,141.53,97.7
Russell Wilson,Kerryon Johnson,Wayne Gallman,Keenan Allen,Mike Evans,Robert Woods,Evan Engram,Chicago Bears,OJ Howard,141.48,156.6
Patrick Mahomes,Kerryon Johnson,Kenyan Drake,Sammy Watkins,Cooper Kupp,Mecole Hardman,Evan Engram,Los Angeles Chargers,Calvin Ridley,141.45,116.8
Kyle Allen,Austin Ekeler,Devonta Freeman,Keenan Allen,Chris Godwin,D.J. Moore,Greg Olsen,Los Angeles Chargers,Wayne Gallman,141.45,157.18
Deshaun Watson,Leonard Fournette,Kenyan Drake,Julio Jones,Keenan Allen,Calvin Ridley,Darren Waller,Minnesota Vikings,Austin Hooper,141.43,117.0
Philip Rivers,Christian McCaffrey,Wayne Gallman,Keenan Allen,Kenny Golladay,Calvin Ridley,Evan Engram,Carolina Panthers,Preston Williams,141.41,157.8
Case Keenum,Marlon Mack,Josh Jacobs,DeAndre Hopkins,Keenan Allen,Sterling Shepard,Evan Engram,Chicago Bears,Will Dissly,141.39,97.08
Patrick Mahomes,Austin Ekeler,Josh Jacobs,Tyler Lockett,Larry Fitzgerald,D.K. Metcalf,Austin Hooper,Los Angeles Chargers,Curtis Samuel,141.37,125.7
Daniel Jones,Austin Ekeler,Phillip Lindsay,Keenan Allen,Cooper Kupp,Chris Godwin,OJ Howard,Atlanta Falcons,Curtis Samuel,141.37,147.0
Russell Wilson,Christian McCaffrey,Derrick Henry,Keenan Allen,Cooper Kupp,Will Fuller,Will Dissly,Chicago Bears,Keesean Johnson,141.3,147.6
Jacoby Brissett,David Johnson,Leonard Fournette,Keenan Allen,Chris Godwin,Christian Kirk,Darren Waller,Los Angeles Chargers,Eric Ebron,141.28,172.3
Daniel Jones,Austin Ekeler,David Montgomery,Keenan Allen,Kenny Golladay,Sterling Shepard,Mark Andrews,Chicago Bears,Paul Richardson,141.25,138.1
Lamar Jackson,Marlon Mack,Wayne Gallman,Keenan Allen,Odell Beckham Jr,Marquise Brown,Will Dissly,Los Angeles Rams,Curtis Samuel,141.24,110.18
Patrick Mahomes,Nick Chubb,Marlon Mack,Keenan Allen,Tyrell Williams,Paul Richardson,Darren Waller,New England Patriots,Eric Ebron,141.22,143.1
Patrick Mahomes,Christian McCaffrey,Nick Chubb,D.J. Moore,Curtis Samuel,Will Fuller,Darren Waller,Los Angeles Chargers,Will Dissly,141.2,158.2
Matt Ryan,Austin Ekeler,Phillip Lindsay,Julio Jones,Keenan Allen,Calvin Ridley,Will Dissly,Arizona Cardinals,Will Fuller,141.18,109.18
Lamar Jackson,Austin Ekeler,Kerryon Johnson,Keenan Allen,Cooper Kupp,Deon Cain,Darren Waller,Houston Texans,Eric Ebron,141.14,149.18
Philip Rivers,David Johnson,Devonta Freeman,Keenan Allen,Tyler Lockett,Marquise Brown,Darren Waller,Houston Texans,Preston Williams,141.13,119.3
Jared Goff,Kerryon Johnson,Chris Thompson,Julio Jones,Keenan Allen,Brandin Cooks,OJ Howard,Los Angeles Chargers,Will Fuller,141.12,112.18
Patrick Mahomes,Christian McCaffrey,Leonard Fournette,Keenan Allen,Chris Godwin,Preston Williams,Mike Gesicki,Houston Texans,Chris Thompson,141.09,167.0
Matthew Stafford,Kerryon Johnson,Devonta Freeman,Keenan Allen,Cooper Kupp,Brandin Cooks,Greg Olsen,Los Angeles Rams,Robert Woods,141.07,155.84
Lamar Jackson,Phillip Lindsay,James White,DeAndre Hopkins,Keenan Allen,Curtis Samuel,Darren Waller,Chicago Bears,Will Fuller,141.0,106.08
Patrick Mahomes,Austin Ekeler,Wayne Gallman,Cooper Kupp,Marquise Brown,Demarcus Robinson,Evan Engram,Chicago Bears,T.J. Hockenson,140.98,160.7
Russell Wilson,Josh Jacobs,James White,Keenan Allen,Tyler Lockett,Larry Fitzgerald,Evan Engram,Indianapolis Colts,Allen Robinson,140.95,96.6
Deshaun Watson,Austin Ekeler,Marlon Mack,Keenan Allen,Odell Beckham Jr,Sterling Shepard,Mike Gesicki,Houston Texans,Dontrelle Inman,140.93,99.0
Kyler Murray,Chris Carson,Wayne Gallman,Keenan Allen,Cooper Kupp,Larry Fitzgerald,Travis Kelce,Indianapolis Colts,Will Dissly,140.91,154.24
Patrick Mahomes,Austin Ekeler,Devonta Freeman,Mike Evans,Brandin Cooks,Robert Woods,Will Dissly,Chicago Bears,Dontrelle Inman,140.82,180.9
Jared Goff,Phillip Lindsay,Chris Thompson,Keenan Allen,Mike Evans,Cooper Kupp,Travis Kelce,Tennessee Titans,Dontrelle Inman,140.79,142.38
Kyler Murray,Austin Ekeler,Phillip Lindsay,Keenan Allen,Tyler Lockett,Christian Kirk,Mark Andrews,Minnesota Vikings,Trey Quinn,140.79,98.84
Russell Wilson,Austin Ekeler,Nick Chubb,Keenan Allen,Marvin Jones,Demarcus Robinson,Darren Waller,Washington Redskins,T.J. Hockenson,140.77,146.8
Jared Goff,Marlon Mack,Kenyan Drake,Keenan Allen,Cooper Kupp,Brandin Cooks,Mark Andrews,Atlanta Falcons,Christian Kirk,140.75,116.08
Kyler Murray,Christian McCaffrey,Chris Thompson,Keenan Allen,Tyler Lockett,Larry Fitzgerald,T.J. Hockenson,Seattle Seahawks,Curtis Samuel,140.73,123.84
Deshaun Watson,Austin Ekeler,James White,Keenan Allen,D.J. Moore,Will Fuller,Travis Kelce,Tampa Bay Buccaneers,Paul Richardson,140.72,113.0
Deshaun Watson,Wayne Gallman,Chris Thompson,DeAndre Hopkins,Keenan Allen,Odell Beckham Jr,Austin Hooper,Seattle Seahawks,Greg Olsen,140.72,116.8
Patrick Mahomes,Austin Ekeler,Chris Thompson,DeAndre Hopkins,Christian Kirk,Dontrelle Inman,Travis Kelce,New England Patriots,T.J. Hockenson,140.67,141.4
Patrick Mahomes,Nick Chubb,Leonard Fournette,DeAndre Hopkins,Keenan Allen,Will Fuller,Noah Fant,Los Angeles Rams,Kenny Stills,140.66,137.5
Russell Wilson,Christian McCaffrey,Chris Thompson,Keenan Allen,Calvin Ridley,Corey Davis,Mark Andrews,Los Angeles Chargers,Delanie Walker,140.64,119.8
Patrick Mahomes,Marlon Mack,Wayne Gallman,DeAndre Hopkins,Odell Beckham Jr,Paul Richardson,Evan Engram,Los Angeles Chargers,Vernon Davis,140.62,92.1
Patrick Mahomes,David Johnson,Phillip Lindsay,Sammy Watkins,Tyler Lockett,Marquise Brown,T.J. Hockenson,Los Angeles Chargers,Will Fuller,140.59,100.6
Patrick Mahomes,Austin Ekeler,Marlon Mack,Tyler Lockett,Brandin Cooks,Mecole Hardman,Darren Waller,Carolina Panthers,T.J. Hockenson,140.58,116.2
Deshaun Watson,Josh Jacobs,Kenyan Drake,Keenan Allen,Mike Evans,Brandin Cooks,Will Dissly,Los Angeles Chargers,Chris Godwin,140.53,151.4
Russell Wilson,Marlon Mack,Leonard Fournette,Sammy Watkins,Tyler Lockett,D.K. Metcalf,Darren Waller,Los Angeles Chargers,Devonta Freeman,140.51,107.1
Matthew Stafford,David Johnson,Leonard Fournette,Keenan Allen,Sammy Watkins,Cooper Kupp,Austin Hooper,Seattle Seahawks,T.J. Hockenson,140.46,175.64
Deshaun Watson,Austin Ekeler,Leonard Fournette,DeAndre Hopkins,Kenny Golladay,D.J. Moore,Will Dissly,Los Angeles Chargers,Dontrelle Inman,140.44,152.8
Patrick Mahomes,Austin Ekeler,James White,Keenan Allen,Larry Fitzgerald,D.J. Chark,James O'Shaughnessy,Chicago Bears,Emmanuel Sanders,140.42,136.1
Matt Ryan,Christian McCaffrey,Chris Thompson,Julio Jones,Keenan Allen,Marquise Brown,Austin Hooper,Carolina Panthers,Trey Quinn,140.36,130.88
Patrick Mahomes,Austin Ekeler,Carlos Hyde,Keenan Allen,Tyler Lockett,Marquise Brown,Demetrius Harris,Atlanta Falcons,Jarvis Landry,140.35,113.4
Patrick Mahomes,David Johnson,Kenyan Drake,Marquise Brown,Marvin Jones,Christian Kirk,Travis Kelce,Carolina Panthers,Evan Engram,140.28,117.3
Matt Ryan,Phillip Lindsay,Kenyan Drake,Keenan Allen,Sammy Watkins,Mecole Hardman,Travis Kelce,Atlanta Falcons,Darren Waller,140.26,83.88
Daniel Jones,Austin Ekeler,David Johnson,Sammy Watkins,Allen Robinson,Paul Richardson,Evan Engram,Los Angeles Chargers,Austin Hooper,140.26,137.3
Russell Wilson,Devonta Freeman,James White,Julio Jones,Keenan Allen,Odell Beckham Jr,Will Dissly,Denver Broncos,D.K. Metcalf,140.25,94.5
Kyle Allen,Christian McCaffrey,Phillip Lindsay,Keenan Allen,Allen Robinson,Will Fuller,Evan Engram,Houston Texans,Greg Olsen,140.17,98.88
Philip Rivers,Nick Chubb,Kerryon Johnson,Keenan Allen,Sammy Watkins,Allen Robinson,Greg Olsen,Los Angeles Chargers,Preston Williams,140.17,139.4
Kyler Murray,Austin Ekeler,Leonard Fournette,Keenan Allen,Marquise Brown,Larry Fitzgerald,OJ Howard,Carolina Panthers,D.K. Metcalf,140.08,123.64
Lamar Jackson,Austin Ekeler,David Montgomery,Keenan Allen,Christian Kirk,D.K. Metcalf,Evan Engram,Seattle Seahawks,Keesean Johnson,140.07,114.38
Deshaun Watson,Austin Ekeler,Phillip Lindsay,Keenan Allen,Kenny Golladay,Larry Fitzgerald,Greg Olsen,Washington Redskins,Kenny Stills,140.06,107.9
Lamar Jackson,Austin Ekeler,Kenyan Drake,Odell Beckham Jr,Marquise Brown,Christian Kirk,Darren Waller,Los Angeles Chargers,Paul Richardson,140.04,112.18
Philip Rivers,Austin Ekeler,Kerryon Johnson,Keenan Allen,Marquise Brown,Devante Parker,Evan Engram,Washington Redskins,Austin Hooper,140.03,148.7
Daniel Jones,Chris Carson,Phillip Lindsay,DeAndre Hopkins,Keenan Allen,Kenny Golladay,Evan Engram,New England Patriots,Trey Quinn,140.03,121.8
Patrick Mahomes,Phillip Lindsay,Chris Thompson,Robert Woods,Kenny Golladay,Curtis Samuel,Travis Kelce,Seattle Seahawks,Evan Engram,139.95,141.3
Matt Ryan,David Johnson,Kenyan Drake,Keenan Allen,Cooper Kupp,Sterling Shepard,Delanie Walker,Chicago Bears,Calvin Ridley,139.95,133.08
Lamar Jackson,Kerryon Johnson,Chris Thompson,Keenan Allen,Kenny Golladay,Mecole Hardman,Travis Kelce,Indianapolis Colts,Greg Olsen,139.91,112.58
Deshaun Watson,David Johnson,Wayne Gallman,Keenan Allen,Sammy Watkins,Curtis Samuel,Mark Andrews,Los Angeles Chargers,Kenny Stills,139.88,115.3
Case Keenum,Austin Ekeler,Kerryon Johnson,Keenan Allen,Tyler Lockett,Sterling Shepard,Vernon Davis,Denver Broncos,Allen Robinson,139.87,106.38
Patrick Mahomes,Austin Ekeler,Kenyan Drake,DeAndre Hopkins,D.J. Moore,Will Fuller,Evan Engram,Cleveland Browns,Austin Hooper,139.87,125.7
Patrick Mahomes,David Johnson,Carlos Hyde,Keenan Allen,Kenny Golladay,Marvin Jones,Mark Andrews,Cleveland Browns,Calvin Ridley,139.83,126.8
Marcus Mariota,Austin Ekeler,Leonard Fournette,Keenan Allen,Calvin Ridley,Mohamed Sanu,Travis Kelce,Los Angeles Chargers,Deon Cain,139.82,142.58
Lamar Jackson,Nick Chubb,Chris Carson,Keenan Allen,Cooper Kupp,Marquise Brown,Mark Andrews,Carolina Panthers,Paul Richardson,139.8,167.68
Kyler Murray,Christian McCaffrey,Austin Ekeler,Tyler Lockett,Calvin Ridley,Dontrelle Inman,Evan Engram,Los Angeles Rams,Will Dissly,139.78,142.44
Daniel Jones,David Johnson,Chris Thompson,Julio Jones,Keenan Allen,Paul Richardson,Travis Kelce,Los Angeles Rams,Vernon Davis,139.77,92.7
Patrick Mahomes,Marlon Mack,Chris Carson,Keenan Allen,Mike Evans,Chris Godwin,OJ Howard,Indianapolis Colts,Trey Quinn,139.76,131.6
Matthew Stafford,Marlon Mack,Wayne Gallman,Keenan Allen,Sammy Watkins,Kenny Golladay,Darren Waller,Tennessee Titans,Larry Fitzgerald,139.73,131.04
Russell Wilson,Chris Carson,Tarik Cohen,DeAndre Hopkins,Keenan Allen,Larry Fitzgerald,Austin Hooper,Baltimore Ravens,Christian Kirk,139.73,105.5
