QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Patrick Mahomes,Christian McCaffrey,James Conner,Julio Jones,Mohamed Sanu,Courtland Sutton,Austin Hooper,New York Giants,Josh Jacobs,147.64,119.92
Carson Wentz,Alvin Kamara,Josh Jacobs,Keenan Allen,Julio Jones,Calvin Ridley,Mark Andrews,Houston Texans,Devin Singletary,147.38,162.24
Josh Allen,Christian McCaffrey,Alvin Kamara,Keenan Allen,Julio Jones,Travis Benjamin,Darren Waller,Cincinnati Bengals,T.J. Hockenson,147.27,96.92
Lamar Jackson,Christian McCaffrey,Alvin Kamara,Julio Jones,Courtland Sutton,Keesean Johnson,Mark Andrews,New England Patriots,Delanie Walker,147.26,165.98
Carson Wentz,Austin Ekeler,Devonta Freeman,Odell Beckham Jr,Julio Jones,Calvin Ridley,Evan Engram,New England Patriots,Delanie Walker,147.25,198.14
Tom Brady,Nick Chubb,Devin Singletary,Julio Jones,Sammy Watkins,Courtland Sutton,Travis Kelce,New England Patriots,Darren Waller,147.02,181.66
Matt Ryan,Alvin Kamara,Josh Jacobs,JuJu Smith-Schuster,Julio Jones,Sammy Watkins,Delanie Walker,Pittsburgh Steelers,Austin Hooper,146.89,119.2
Jared Goff,Christian McCaffrey,Devonta Freeman,Michael Thomas,Julio Jones,Ted Ginn,Darren Waller,New England Patriots,Adrian Peterson,146.79,146.82
Patrick Mahomes,Matt Breida,Josh Jacobs,Julio Jones,Sammy Watkins,D.K. Metcalf,Travis Kelce,Denver Broncos,Mark Andrews,146.77,175.22
Josh Allen,Christian McCaffrey,Josh Jacobs,Sammy Watkins,Christian Kirk,Tyrell Williams,Travis Kelce,New England Patriots,Delanie Walker,146.4,157.92
Patrick Mahomes,Saquon Barkley,Devin Singletary,Keenan Allen,Julio Jones,Danny Amendola,Delanie Walker,New England Patriots,T.J. Hockenson,146.34,167.82
Tom Brady,Christian McCaffrey,Alvin Kamara,Julio Jones,Calvin Ridley,Jamison Crowder,Austin Hooper,Indianapolis Colts,Adrian Peterson,146.22,128.66
Derek Carr,Saquon Barkley,Josh Jacobs,Davante Adams,Julio Jones,Sammy Watkins,Darren Waller,New York Giants,T.J. Hockenson,146.2,125.22
Matt Ryan,James Conner,Austin Ekeler,JuJu Smith-Schuster,Julio Jones,Calvin Ridley,Darren Waller,Cincinnati Bengals,Matt Breida,146.17,161.9
Ben Roethlisberger,Nick Chubb,Austin Ekeler,JuJu Smith-Schuster,Julio Jones,Tyler Lockett,Mark Andrews,New England Patriots,Adrian Peterson,146.17,185.4
Jared Goff,Alvin Kamara,Josh Jacobs,Michael Thomas,Julio Jones,Brandin Cooks,T.J. Hockenson,Denver Broncos,Chris Thompson,146.11,115.92
Lamar Jackson,Alvin Kamara,Chris Carson,Julio Jones,Larry Fitzgerald,Christian Kirk,Darren Waller,Houston Texans,Nick Chubb,146.0,163.08
Carson Wentz,Nick Chubb,Josh Jacobs,DeAndre Hopkins,Michael Thomas,Julio Jones,Darren Waller,Cincinnati Bengals,Austin Hooper,145.98,125.44
Matt Ryan,Nick Chubb,Austin Ekeler,Keenan Allen,Julio Jones,Tyrell Williams,Zach Ertz,Indianapolis Colts,Delanie Walker,145.95,163.3
Patrick Mahomes,Chris Carson,Josh Jacobs,Julio Jones,Calvin Ridley,Christian Kirk,Zach Ertz,Carolina Panthers,Evan Engram,145.87,168.72
Josh Allen,Christian McCaffrey,Chris Carson,Julio Jones,Jamison Crowder,Cole Beasley,Evan Engram,New England Patriots,Devin Singletary,145.88,150.62
Dak Prescott,Christian McCaffrey,Austin Ekeler,Julio Jones,Michael Gallup,Terry McLaurin,Darren Waller,Pittsburgh Steelers,Damien Williams,145.79,148.76
Patrick Mahomes,Christian McCaffrey,Damien Williams,JuJu Smith-Schuster,Larry Fitzgerald,Tyrell Williams,Darren Waller,New York Giants,Devonta Freeman,145.66,122.62
Patrick Mahomes,Christian McCaffrey,Austin Ekeler,Allen Robinson,Emmanuel Sanders,Courtland Sutton,Evan Engram,New England Patriots,T.J. Hockenson,145.49,161.62
Jared Goff,James Conner,Josh Jacobs,Julio Jones,Robert Woods,Cooper Kupp,Evan Engram,New England Patriots,Mark Andrews,145.35,176.92
Cam Newton,Christian McCaffrey,Austin Ekeler,Julio Jones,John Brown,Curtis Samuel,Greg Olsen,New England Patriots,Chris Thompson,145.3,173.12
Carson Wentz,Alvin Kamara,Adrian Peterson,Julio Jones,Sammy Watkins,Christian Kirk,Zach Ertz,New England Patriots,T.J. Hockenson,145.16,155.54
Tom Brady,Saquon Barkley,Chris Thompson,Julio Jones,Calvin Ridley,Tyrell Williams,Zach Ertz,New England Patriots,Mark Andrews,145.12,216.36
Patrick Mahomes,Alvin Kamara,James Conner,Julio Jones,John Brown,Cole Beasley,Evan Engram,Indianapolis Colts,Delanie Walker,145.02,136.92
Patrick Mahomes,Nick Chubb,Duke Johnson,JuJu Smith-Schuster,Julio Jones,Mohamed Sanu,Zach Ertz,Pittsburgh Steelers,Darren Waller,145.01,144.62
Baker Mayfield,Christian McCaffrey,Josh Jacobs,DeAndre Hopkins,Julio Jones,Jamison Crowder,Mark Andrews,Pittsburgh Steelers,David Njoku,144.98,119.0
Josh Allen,Christian McCaffrey,Austin Ekeler,Julio Jones,Calvin Ridley,Keesean Johnson,Zach Ertz,New York Giants,Duke Johnson,144.94,140.32
Patrick Mahomes,Saquon Barkley,Nick Chubb,Julio Jones,Michael Gallup,Terry McLaurin,Vernon Davis,Indianapolis Colts,Josh Jacobs,144.84,162.32
Tom Brady,Alvin Kamara,Nick Chubb,Julio Jones,Julian Edelman,Preston Williams,T.J. Hockenson,Pittsburgh Steelers,Austin Ekeler,144.81,134.56
Josh Allen,Alvin Kamara,Nick Chubb,Odell Beckham Jr,Julio Jones,Mohamed Sanu,Austin Hooper,New England Patriots,Chris Thompson,144.8,170.82
Deshaun Watson,Chris Carson,Austin Ekeler,DeAndre Hopkins,Julio Jones,Will Fuller,T.J. Hockenson,Indianapolis Colts,Josh Jacobs,144.66,112.06
Matt Ryan,Austin Ekeler,Damien Williams,Odell Beckham Jr,Julio Jones,DeSean Jackson,Mark Andrews,New York Giants,Josh Jacobs,144.64,159.8
Jared Goff,Christian McCaffrey,Austin Ekeler,Sammy Watkins,D.J. Moore,Tyrell Williams,Evan Engram,Cincinnati Bengals,Darren Waller,144.62,117.22
Patrick Mahomes,Christian McCaffrey,Alvin Kamara,DeAndre Hopkins,Tyrell Williams,Ryan Grant,Delanie Walker,Denver Broncos,T.J. Hockenson,144.58,85.92
Patrick Mahomes,Christian McCaffrey,Nick Chubb,JuJu Smith-Schuster,Marquise Brown,Keesean Johnson,Mark Andrews,Houston Texans,Josh Jacobs,144.51,146.92
Patrick Mahomes,Damien Williams,James White,Julio Jones,Sammy Watkins,Ryan Grant,Evan Engram,New England Patriots,Duke Johnson,144.51,149.32
Patrick Mahomes,James Conner,Josh Jacobs,DeAndre Hopkins,Sammy Watkins,Larry Fitzgerald,Evan Engram,Pittsburgh Steelers,Darren Waller,144.5,127.42
Josh Allen,James Conner,Duke Johnson,Davante Adams,Julio Jones,Tyrell Williams,Travis Kelce,Houston Texans,Darren Waller,144.47,154.62
Jared Goff,Alvin Kamara,Austin Ekeler,Julio Jones,Robert Woods,Ted Ginn,Delanie Walker,Houston Texans,Damien Williams,144.46,114.72
Matt Ryan,Alvin Kamara,Derrick Henry,Julio Jones,Calvin Ridley,Tyrell Williams,Evan Engram,Denver Broncos,Duke Johnson,144.3,138.1
Derek Carr,Damien Williams,Matt Breida,DeAndre Hopkins,Julio Jones,Tyrell Williams,Travis Kelce,New England Patriots,T.J. Hockenson,144.22,158.12
Andy Dalton,Christian McCaffrey,Josh Jacobs,Julio Jones,John Ross,Tyrell Williams,George Kittle,Cleveland Browns,Devin Singletary,144.2,143.34
Patrick Mahomes,Devonta Freeman,Tarik Cohen,DeAndre Hopkins,Julio Jones,Christian Kirk,Travis Kelce,Indianapolis Colts,Darren Waller,144.19,153.52
Patrick Mahomes,Christian McCaffrey,James Conner,John Brown,Christian Kirk,Ryan Grant,Darren Waller,New England Patriots,Nick Chubb,144.17,160.92
Patrick Mahomes,Christian McCaffrey,Matt Breida,Julio Jones,D.J. Moore,Curtis Samuel,OJ Howard,Indianapolis Colts,T.J. Hockenson,144.14,129.62
Patrick Mahomes,Nick Chubb,Josh Jacobs,DeAndre Hopkins,Calvin Ridley,Tyrell Williams,Travis Kelce,New York Giants,Devin Singletary,144.1,157.82
Patrick Mahomes,Nick Chubb,Austin Ekeler,Keenan Allen,Sammy Watkins,Josh Gordon,Mark Andrews,New York Giants,Darren Waller,144.05,154.82
Matt Ryan,Austin Ekeler,Duke Johnson,DeAndre Hopkins,Julio Jones,Robert Woods,Austin Hooper,New England Patriots,Devin Singletary,144.04,154.4
Carson Wentz,Christian McCaffrey,Nick Chubb,Julio Jones,Christian Kirk,Mohamed Sanu,Delanie Walker,Jacksonville Jaguars,Damien Williams,143.98,127.74
Patrick Mahomes,Alvin Kamara,Devonta Freeman,JuJu Smith-Schuster,Julio Jones,D.K. Metcalf,Vance McDonald,Houston Texans,Adrian Peterson,143.96,155.12
Patrick Mahomes,Nick Chubb,Matt Breida,Odell Beckham Jr,Julio Jones,Jamison Crowder,Evan Engram,New York Giants,David Njoku,143.9,155.12
Carson Wentz,Austin Ekeler,Josh Jacobs,Davante Adams,Julio Jones,Larry Fitzgerald,Zach Ertz,Pittsburgh Steelers,Tarik Cohen,143.87,152.04
Deshaun Watson,Austin Ekeler,Chris Thompson,Julio Jones,Sammy Watkins,Larry Fitzgerald,Travis Kelce,New York Giants,Tyrell Williams,143.86,151.46
Tom Brady,Christian McCaffrey,Josh Jacobs,Michael Thomas,Robert Woods,Cooper Kupp,Darren Waller,Houston Texans,T.J. Hockenson,143.82,111.56
Carson Wentz,Christian McCaffrey,Matt Breida,Julio Jones,Jamison Crowder,Courtland Sutton,Zach Ertz,Cleveland Browns,Darren Waller,143.81,133.14
Cam Newton,Alvin Kamara,Devonta Freeman,Julio Jones,D.J. Moore,Curtis Samuel,Evan Engram,Cincinnati Bengals,Josh Jacobs,143.8,113.22
Cam Newton,Dalvin Cook,Chris Carson,Keenan Allen,Julio Jones,Calvin Ridley,Darren Waller,New England Patriots,Austin Hooper,143.64,189.72
Cam Newton,Christian McCaffrey,Josh Jacobs,Julio Jones,Mike Evans,Christian Kirk,OJ Howard,Houston Texans,Adrian Peterson,143.63,114.82
Ben Roethlisberger,Christian McCaffrey,Alvin Kamara,Julio Jones,Tyrell Williams,Donte Moncrief,Vance McDonald,Carolina Panthers,Chris Thompson,143.59,102.4
Patrick Mahomes,Nick Chubb,Josh Jacobs,Michael Thomas,Robert Woods,Brandin Cooks,Delanie Walker,New England Patriots,Adrian Peterson,143.59,163.12
Ben Roethlisberger,Chris Carson,Matt Breida,Michael Thomas,Julio Jones,Sammy Watkins,Darren Waller,Pittsburgh Steelers,Tyrell Williams,143.55,126.2
Matt Ryan,Christian McCaffrey,Saquon Barkley,Julio Jones,Christian Kirk,A.J. Brown,Darren Waller,Carolina Panthers,Austin Hooper,143.52,140.1
Patrick Mahomes,Alvin Kamara,Leonard Fournette,Julio Jones,DeSean Jackson,Calvin Ridley,T.J. Hockenson,New York Giants,Kenyan Drake,143.39,126.92
Patrick Mahomes,Austin Ekeler,Duke Johnson,Michael Thomas,Julio Jones,Cooper Kupp,T.J. Hockenson,Carolina Panthers,Ted Ginn,143.32,140.82
Patrick Mahomes,Christian McCaffrey,Josh Jacobs,Brandin Cooks,John Ross,Terry McLaurin,Travis Kelce,Carolina Panthers,Darren Waller,143.3,155.82
Patrick Mahomes,Saquon Barkley,Josh Jacobs,Keenan Allen,Sammy Watkins,Tyrell Williams,Austin Hooper,Houston Texans,Adrian Peterson,143.29,143.92
Patrick Mahomes,Matt Breida,Kenyan Drake,Michael Thomas,Julio Jones,Larry Fitzgerald,Zach Ertz,New England Patriots,Austin Hooper,143.26,192.12
Patrick Mahomes,Chris Carson,Austin Ekeler,JuJu Smith-Schuster,Sammy Watkins,Tyrell Williams,Delanie Walker,Cleveland Browns,Devin Singletary,143.24,143.12
Tom Brady,Alvin Kamara,Damien Williams,DeAndre Hopkins,Sammy Watkins,Tyrell Williams,Mark Andrews,Houston Texans,Darren Waller,143.23,126.26
Patrick Mahomes,Christian McCaffrey,Devonta Freeman,Odell Beckham Jr,Robby Anderson,Jamison Crowder,Delanie Walker,Indianapolis Colts,Josh Jacobs,143.12,126.32
Matt Ryan,Christian McCaffrey,Devonta Freeman,Julio Jones,Josh Gordon,Mohamed Sanu,Evan Engram,Houston Texans,Mark Andrews,143.1,130.9
Josh Allen,Damien Williams,Josh Jacobs,Keenan Allen,JuJu Smith-Schuster,Julio Jones,Vance McDonald,New England Patriots,Donte Moncrief,143.07,162.32
Jared Goff,Austin Ekeler,Derrick Henry,Julio Jones,Calvin Ridley,Mohamed Sanu,Travis Kelce,Cleveland Browns,Josh Jacobs,143.04,175.12
Jared Goff,Christian McCaffrey,Duke Johnson,Julio Jones,Brandin Cooks,Cooper Kupp,Delanie Walker,Pittsburgh Steelers,Devin Singletary,143.03,124.92
Carson Wentz,Christian McCaffrey,Alvin Kamara,Calvin Ridley,Mohamed Sanu,D.K. Metcalf,Darren Waller,Denver Broncos,Austin Ekeler,143.01,119.64
Lamar Jackson,Le'Veon Bell,Josh Jacobs,JuJu Smith-Schuster,Julio Jones,Larry Fitzgerald,Mark Andrews,Carolina Panthers,Tyrell Williams,143.01,177.88
Cam Newton,James Conner,Austin Ekeler,Keenan Allen,Julio Jones,Marvin Jones,Evan Engram,Denver Broncos,T.J. Hockenson,142.96,124.32
Patrick Mahomes,Leonard Fournette,Matt Breida,JuJu Smith-Schuster,Sammy Watkins,Brandin Cooks,Darren Waller,New England Patriots,T.J. Hockenson,142.96,157.42
Matt Ryan,David Johnson,Josh Jacobs,Julio Jones,Brandin Cooks,Allen Robinson,Zach Ertz,Houston Texans,Darren Waller,142.83,138.2
Deshaun Watson,James Conner,James White,DeAndre Hopkins,Julio Jones,Dede Westbrook,Delanie Walker,New England Patriots,Darren Waller,142.82,136.36
Aaron Rodgers,Chris Carson,Josh Jacobs,Davante Adams,Julio Jones,Stefon Diggs,Delanie Walker,New England Patriots,Chris Thompson,142.78,153.06
Tom Brady,Le'Veon Bell,Devonta Freeman,Julio Jones,Brandin Cooks,DeSean Jackson,Austin Hooper,New England Patriots,Josh Jacobs,142.78,157.46
Carson Wentz,James Conner,Nick Chubb,Julio Jones,Calvin Ridley,Jamison Crowder,Travis Kelce,Pittsburgh Steelers,Chris Thompson,142.71,162.74
Patrick Mahomes,Dalvin Cook,Austin Ekeler,Julio Jones,T.Y. Hilton,A.J. Brown,Delanie Walker,Pittsburgh Steelers,Matt Breida,142.69,173.52
Derek Carr,Christian McCaffrey,Alvin Kamara,Sammy Watkins,Larry Fitzgerald,Terry McLaurin,Darren Waller,New England Patriots,Tarik Cohen,142.63,126.32
Carson Wentz,Saquon Barkley,Chris Carson,Julio Jones,Mohamed Sanu,Tyrell Williams,OJ Howard,Denver Broncos,Josh Jacobs,142.59,118.44
Baker Mayfield,Alvin Kamara,Chris Carson,Odell Beckham Jr,Julio Jones,Jamison Crowder,Delanie Walker,Carolina Panthers,T.J. Hockenson,142.53,122.0
Patrick Mahomes,Nick Chubb,James White,Michael Thomas,Davante Adams,Tyrell Williams,Evan Engram,Indianapolis Colts,Darren Waller,142.53,150.52
Patrick Mahomes,Alvin Kamara,Austin Ekeler,Sammy Watkins,Devante Parker,Terry McLaurin,Travis Kelce,Houston Texans,T.J. Hockenson,142.52,133.42
Jared Goff,Christian McCaffrey,Nick Chubb,Julio Jones,DeSean Jackson,Terry McLaurin,Evan Engram,Cleveland Browns,Austin Hooper,142.49,126.22
Patrick Mahomes,Saquon Barkley,Dalvin Cook,Julio Jones,Mecole Hardman,Larry Fitzgerald,Darren Waller,Denver Broncos,Adrian Peterson,142.48,181.82
Deshaun Watson,Christian McCaffrey,Austin Ekeler,Keenan Allen,Marvin Jones,Travis Benjamin,Mark Andrews,New England Patriots,Josh Jacobs,142.46,146.66
Deshaun Watson,Saquon Barkley,Duke Johnson,Julio Jones,DeSean Jackson,Calvin Ridley,Delanie Walker,Cincinnati Bengals,Josh Jacobs,142.42,115.36
Patrick Mahomes,Alvin Kamara,Nick Chubb,Keenan Allen,Marvin Jones,Christian Kirk,T.J. Hockenson,Cleveland Browns,Josh Jacobs,142.41,134.52
Derek Carr,Christian McCaffrey,Josh Jacobs,Julio Jones,Robert Woods,Ryan Grant,Travis Kelce,Cincinnati Bengals,Chris Thompson,142.39,101.32
Patrick Mahomes,Christian McCaffrey,Derrick Henry,Sammy Watkins,Tyrell Williams,Courtland Sutton,Mark Andrews,Indianapolis Colts,Duke Johnson,142.37,131.12
Andy Dalton,Christian McCaffrey,Austin Ekeler,JuJu Smith-Schuster,Tyler Boyd,John Ross,Delanie Walker,New England Patriots,Darren Waller,142.37,174.24
Matt Ryan,Alvin Kamara,Damien Williams,Davante Adams,Julio Jones,Mohamed Sanu,Darren Waller,Indianapolis Colts,Devin Singletary,142.37,126.5
Baker Mayfield,Le'Veon Bell,Austin Ekeler,Odell Beckham Jr,Julio Jones,Robby Anderson,Darren Waller,Houston Texans,Devin Singletary,142.35,173.0
Carson Wentz,Austin Ekeler,Duke Johnson,Julio Jones,Sammy Watkins,Brandin Cooks,Darren Waller,Indianapolis Colts,DeSean Jackson,142.3,122.34
Cam Newton,Nick Chubb,Austin Ekeler,Julio Jones,Chris Godwin,D.J. Moore,Darren Waller,Cleveland Browns,James White,142.28,174.22
Patrick Mahomes,Alvin Kamara,Nick Chubb,Julio Jones,Chris Godwin,Curtis Samuel,Mark Andrews,Jacksonville Jaguars,Greg Olsen,142.28,192.62
Tom Brady,Christian McCaffrey,Damien Williams,Julian Edelman,Calvin Ridley,Devante Parker,Evan Engram,New England Patriots,Darren Waller,142.24,137.36
Deshaun Watson,Alvin Kamara,Devonta Freeman,Julio Jones,John Brown,Calvin Ridley,Zach Ertz,Green Bay Packers,Darren Waller,142.24,143.06
Case Keenum,Christian McCaffrey,James Conner,Julio Jones,Tyrell Williams,Terry McLaurin,Vernon Davis,New England Patriots,Leonard Fournette,142.16,156.54
Josh Allen,Alvin Kamara,Adrian Peterson,DeAndre Hopkins,JuJu Smith-Schuster,John Brown,Evan Engram,New England Patriots,Darren Waller,142.14,137.12
Josh Allen,Christian McCaffrey,Nick Chubb,Davante Adams,Stefon Diggs,Marquez Valdes-Scantling,Darren Waller,Pittsburgh Steelers,Josh Jacobs,142.14,114.92
Lamar Jackson,Christian McCaffrey,Matt Breida,Julio Jones,Marquise Brown,Larry Fitzgerald,Evan Engram,Denver Broncos,Chris Thompson,142.11,145.88
Tom Brady,Alvin Kamara,Leonard Fournette,Odell Beckham Jr,Larry Fitzgerald,Christian Kirk,Mark Andrews,New England Patriots,Josh Jacobs,142.06,189.36
Cam Newton,Dalvin Cook,Nick Chubb,JuJu Smith-Schuster,Sammy Watkins,Tyrell Williams,Darren Waller,Green Bay Packers,Josh Jacobs,142.05,140.32
Deshaun Watson,Christian McCaffrey,Nick Chubb,Julio Jones,D.K. Metcalf,James Washington,Vance McDonald,New York Jets,Austin Ekeler,142.05,142.06
Kyler Murray,Alvin Kamara,Dalvin Cook,Julio Jones,Christian Kirk,Tyrell Williams,Mark Andrews,Pittsburgh Steelers,James Conner,142.05,172.76
Matthew Stafford,Christian McCaffrey,Damien Williams,Davante Adams,Julio Jones,Danny Amendola,T.J. Hockenson,Denver Broncos,Devonta Freeman,142.05,96.3
Patrick Mahomes,Le'Veon Bell,Chris Carson,Davante Adams,Julio Jones,Ryan Grant,Mark Andrews,Cleveland Browns,Darren Waller,142.04,173.72
Lamar Jackson,Christian McCaffrey,Austin Ekeler,DeAndre Hopkins,Christian Kirk,Keesean Johnson,Darren Waller,Chicago Bears,Josh Jacobs,142.02,128.18
Baker Mayfield,Christian McCaffrey,Duke Johnson,Odell Beckham Jr,Jarvis Landry,Courtland Sutton,Darren Waller,New England Patriots,Josh Jacobs,142.01,133.9
Josh Allen,Alvin Kamara,Matt Breida,Julio Jones,DeSean Jackson,John Ross,Zach Ertz,Indianapolis Colts,Josh Jacobs,141.97,133.32
Carson Wentz,Christian McCaffrey,Josh Jacobs,Odell Beckham Jr,Calvin Ridley,Tyrell Williams,Zach Ertz,Cincinnati Bengals,Adrian Peterson,141.96,137.34
Deshaun Watson,Alvin Kamara,Nick Chubb,Julio Jones,T.Y. Hilton,Corey Davis,Delanie Walker,Denver Broncos,Devin Singletary,141.95,111.96
Patrick Mahomes,Chris Carson,Austin Ekeler,Odell Beckham Jr,Calvin Ridley,Courtland Sutton,Travis Kelce,Pittsburgh Steelers,Darren Waller,141.93,183.22
Kyler Murray,Christian McCaffrey,Le'Veon Bell,Julio Jones,Larry Fitzgerald,Keesean Johnson,Darren Waller,Jacksonville Jaguars,James Conner,141.9,137.46
Tom Brady,Christian McCaffrey,Nick Chubb,DeAndre Hopkins,Tyrell Williams,Phillip Dorsett,Mike Gesicki,New England Patriots,Austin Ekeler,141.89,146.66
Patrick Mahomes,David Johnson,Adrian Peterson,DeAndre Hopkins,Julio Jones,Calvin Ridley,Greg Olsen,New England Patriots,Mohamed Sanu,141.87,184.92
Ben Roethlisberger,Christian McCaffrey,Devin Singletary,Julio Jones,Sammy Watkins,Ted Ginn,Zach Ertz,Denver Broncos,Austin Hooper,141.84,89.1
Patrick Mahomes,Alvin Kamara,Devonta Freeman,Michael Thomas,Sammy Watkins,Keesean Johnson,Darren Waller,Denver Broncos,Duke Johnson,141.81,104.32
Marcus Mariota,Christian McCaffrey,Saquon Barkley,Julio Jones,Corey Davis,Tyrell Williams,Delanie Walker,New York Giants,Miles Sanders,141.8,115.76
Philip Rivers,Nick Chubb,Damien Williams,Odell Beckham Jr,Keenan Allen,Julio Jones,T.J. Hockenson,Houston Texans,Adrian Peterson,141.78,142.72
Patrick Mahomes,Austin Ekeler,Chris Thompson,Julio Jones,Robert Woods,DeSean Jackson,Zach Ertz,Cleveland Browns,Adrian Peterson,141.76,148.22
Josh Allen,Ezekiel Elliott,Leonard Fournette,Julio Jones,Alshon Jeffery,Calvin Ridley,Darren Waller,Denver Broncos,Josh Jacobs,141.74,139.22
Josh Allen,Christian McCaffrey,Josh Jacobs,Julio Jones,Chris Godwin,D.J. Moore,Greg Olsen,Carolina Panthers,Tarik Cohen,141.73,147.52
Patrick Mahomes,Chris Carson,Nick Chubb,Julio Jones,John Ross,D.K. Metcalf,George Kittle,New England Patriots,Tyler Eifert,141.72,191.32
Tom Brady,Christian McCaffrey,Alvin Kamara,JuJu Smith-Schuster,D.K. Metcalf,James Washington,T.J. Hockenson,New England Patriots,Chris Thompson,141.72,120.56
Patrick Mahomes,Le'Veon Bell,Dalvin Cook,Julio Jones,Kenny Golladay,Travis Benjamin,T.J. Hockenson,Houston Texans,Josh Jacobs,141.69,169.52
Derek Carr,Alvin Kamara,James White,JuJu Smith-Schuster,Julio Jones,Keesean Johnson,Travis Kelce,Carolina Panthers,Darren Waller,141.69,125.72
Patrick Mahomes,David Johnson,Nick Chubb,Julio Jones,Larry Fitzgerald,Ryan Grant,Travis Kelce,Carolina Panthers,Delanie Walker,141.66,154.22
Patrick Mahomes,Christian McCaffrey,Austin Ekeler,Sammy Watkins,Stefon Diggs,Ryan Grant,Vernon Davis,Jacksonville Jaguars,Josh Jacobs,141.66,113.62
Carson Wentz,Alvin Kamara,Damien Williams,Julio Jones,Julian Edelman,Larry Fitzgerald,Evan Engram,New York Giants,Austin Hooper,141.65,113.54
Ben Roethlisberger,Alvin Kamara,Austin Ekeler,Julio Jones,Mohamed Sanu,Courtland Sutton,Zach Ertz,Jacksonville Jaguars,Evan Engram,141.63,114.5
Marcus Mariota,James Conner,Devonta Freeman,Michael Thomas,Julio Jones,T.Y. Hilton,Delanie Walker,Houston Texans,Josh Jacobs,141.59,127.86
Jared Goff,Saquon Barkley,Nick Chubb,Julio Jones,Sammy Watkins,Larry Fitzgerald,Mark Andrews,Pittsburgh Steelers,Keesean Johnson,141.56,166.62
Patrick Mahomes,Christian McCaffrey,Miles Sanders,JuJu Smith-Schuster,Julio Jones,Devante Parker,Mike Gesicki,New England Patriots,Preston Williams,141.52,143.02
Dak Prescott,Austin Ekeler,Matt Breida,Keenan Allen,Julio Jones,Alshon Jeffery,Austin Hooper,Carolina Panthers,Josh Jacobs,141.45,141.86
Tom Brady,Christian McCaffrey,Alvin Kamara,John Brown,Tyrell Williams,Cody Latimer,Evan Engram,New York Giants,Josh Jacobs,141.41,97.46
Ben Roethlisberger,Alvin Kamara,Austin Ekeler,Odell Beckham Jr,JuJu Smith-Schuster,Donte Moncrief,T.J. Hockenson,Cincinnati Bengals,Josh Jacobs,141.41,88.4
Patrick Mahomes,Christian McCaffrey,Josh Jacobs,Tyler Lockett,Cooper Kupp,D.K. Metcalf,Vance McDonald,New England Patriots,Devin Singletary,141.4,177.92
Cam Newton,Josh Jacobs,Tarik Cohen,Odell Beckham Jr,Julio Jones,Sammy Watkins,David Njoku,New England Patriots,Robby Anderson,141.4,151.42
Kyler Murray,Saquon Barkley,Matt Breida,Julio Jones,Christian Kirk,Keesean Johnson,George Kittle,New England Patriots,Josh Jacobs,141.39,174.46
Josh Allen,Saquon Barkley,James Conner,Julio Jones,Calvin Ridley,Mohamed Sanu,T.J. Hockenson,Carolina Panthers,Damien Williams,141.39,141.22
Carson Wentz,Le'Veon Bell,David Johnson,Julio Jones,Robert Woods,Calvin Ridley,Darren Waller,New York Giants,Tyrell Williams,141.37,144.04
