QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Matt Ryan,Christian McCaffrey,Alvin Kamara,Tyler Boyd,Curtis Samuel,Mohamed Sanu,Austin Hooper,Tampa Bay Buccaneers,Phillip Lindsay,140.19,199.82
Matt Ryan,Leonard Fournette,Phillip Lindsay,Julio Jones,Michael Thomas,Tyler Boyd,Greg Olsen,Tennessee Titans,Calvin Ridley,140.18,199.8
Deshaun Watson,Christian McCaffrey,Le'Veon Bell,Julio Jones,Auden Tate,Keesean Johnson,Austin Hooper,Los Angeles Chargers,Aaron Jones,139.86,215.34
Deshaun Watson,Le'Veon Bell,Aaron Jones,DeAndre Hopkins,Michael Thomas,Emmanuel Sanders,Greg Olsen,Carolina Panthers,Will Fuller,139.81,245.34
Carson Wentz,Leonard Fournette,Aaron Jones,DeAndre Hopkins,Julio Jones,Will Fuller,Austin Hooper,Tampa Bay Buccaneers,Phillip Lindsay,139.69,212.96
Matt Ryan,Ezekiel Elliott,David Johnson,Julio Jones,Will Fuller,Auden Tate,Noah Fant,Tennessee Titans,Le'Veon Bell,139.63,171.5
Matt Ryan,Christian McCaffrey,Aaron Jones,Keenan Allen,Larry Fitzgerald,Calvin Ridley,Greg Olsen,Buffalo Bills,Mohamed Sanu,139.48,202.5
Matt Ryan,Christian McCaffrey,Dalvin Cook,Tyler Boyd,Emmanuel Sanders,Keesean Johnson,Tyler Eifert,Carolina Panthers,Aaron Jones,139.35,224.7
Matt Ryan,Dalvin Cook,Ezekiel Elliott,DeAndre Hopkins,Courtland Sutton,Mohamed Sanu,Austin Hooper,Atlanta Falcons,Auden Tate,139.28,156.3
Deshaun Watson,Austin Ekeler,Leonard Fournette,Julio Jones,Michael Thomas,Mohamed Sanu,Darren Waller,Buffalo Bills,Auden Tate,139.26,191.94
Matt Ryan,Alvin Kamara,David Johnson,Julian Edelman,Larry Fitzgerald,Auden Tate,Tyler Eifert,Cincinnati Bengals,Leonard Fournette,139.23,153.92
Deshaun Watson,Christian McCaffrey,Austin Ekeler,Michael Thomas,Emmanuel Sanders,Calvin Ridley,Austin Hooper,Tampa Bay Buccaneers,Chris Thompson,139.22,208.04
Deshaun Watson,Christian McCaffrey,Phillip Lindsay,Julio Jones,Michael Thomas,Larry Fitzgerald,Noah Fant,Pittsburgh Steelers,Will Fuller,139.17,255.64
Carson Wentz,Christian McCaffrey,Aaron Jones,Keenan Allen,Emmanuel Sanders,Courtland Sutton,Darren Waller,Cincinnati Bengals,Will Fuller,139.12,207.46
Matt Ryan,David Montgomery,James White,DeAndre Hopkins,Chris Godwin,Michael Thomas,Austin Hooper,Minnesota Vikings,Phillip Lindsay,139.11,207.5
Dak Prescott,Christian McCaffrey,Le'Veon Bell,DeAndre Hopkins,Will Fuller,Mohamed Sanu,Austin Hooper,Cincinnati Bengals,James White,139.09,211.32
Matt Ryan,Alvin Kamara,David Montgomery,Julio Jones,Larry Fitzgerald,Courtland Sutton,Austin Hooper,Los Angeles Chargers,Will Fuller,139.0,185.92
Matt Ryan,Ezekiel Elliott,Aaron Jones,Michael Thomas,Tyler Boyd,Larry Fitzgerald,Darren Waller,Tampa Bay Buccaneers,Auden Tate,138.93,213.0
Matt Ryan,Alvin Kamara,Dalvin Cook,Michael Thomas,Allen Robinson,Will Fuller,Greg Olsen,Pittsburgh Steelers,Mohamed Sanu,138.86,238.52
Matt Ryan,Ezekiel Elliott,Leonard Fournette,Julio Jones,Julian Edelman,Keesean Johnson,Austin Hooper,Green Bay Packers,James White,138.79,156.2
Matt Ryan,Christian McCaffrey,Austin Ekeler,Julio Jones,Will Fuller,Keesean Johnson,Evan Engram,Cincinnati Bengals,Chris Thompson,138.78,199.8
Matt Ryan,Alvin Kamara,Le'Veon Bell,Chris Godwin,Michael Thomas,Emmanuel Sanders,OJ Howard,Los Angeles Chargers,Auden Tate,138.78,176.82
Deshaun Watson,Leonard Fournette,Aaron Jones,Keenan Allen,Tyler Boyd,Mohamed Sanu,Austin Hooper,Minnesota Vikings,Devonta Freeman,138.65,219.64
Deshaun Watson,David Johnson,James White,Julio Jones,Chris Godwin,Will Fuller,Austin Hooper,Carolina Panthers,Curtis Samuel,138.51,209.94
Matt Ryan,Le'Veon Bell,Devonta Freeman,Julio Jones,Keenan Allen,Allen Robinson,Austin Hooper,Tampa Bay Buccaneers,Chris Thompson,138.48,134.8
Jameis Winston,Christian McCaffrey,Leonard Fournette,Chris Godwin,Michael Thomas,Mohamed Sanu,Noah Fant,Tampa Bay Buccaneers,Aaron Jones,138.48,243.66
Carson Wentz,Christian McCaffrey,Austin Ekeler,Michael Thomas,Larry Fitzgerald,Keesean Johnson,Tyler Eifert,Los Angeles Chargers,Leonard Fournette,138.4,191.66
Matt Ryan,Austin Ekeler,Joe Mixon,Chris Godwin,Tyler Boyd,Will Fuller,Austin Hooper,Tennessee Titans,Aaron Jones,138.35,266.4
Matt Ryan,Joe Mixon,Wayne Gallman,DeAndre Hopkins,Julio Jones,Michael Thomas,Tyler Eifert,Carolina Panthers,Curtis Samuel,138.31,141.2
Deshaun Watson,Christian McCaffrey,Joe Mixon,Julian Edelman,Larry Fitzgerald,Courtland Sutton,Austin Hooper,Carolina Panthers,Mohamed Sanu,138.23,209.24
Carson Wentz,Alvin Kamara,James White,Julio Jones,Keenan Allen,Mohamed Sanu,Austin Hooper,Tennessee Titans,Auden Tate,138.23,102.68
Matt Ryan,Le'Veon Bell,Austin Ekeler,DeAndre Hopkins,Keenan Allen,Calvin Ridley,Darren Waller,Pittsburgh Steelers,Auden Tate,138.21,146.9
Matt Ryan,Dalvin Cook,Leonard Fournette,DeAndre Hopkins,Tyler Boyd,Will Fuller,Noah Fant,Los Angeles Chargers,James White,138.2,225.0
Dak Prescott,Christian McCaffrey,Leonard Fournette,Julio Jones,Keenan Allen,Emmanuel Sanders,Noah Fant,Atlanta Falcons,Keesean Johnson,138.15,126.62
Dak Prescott,Christian McCaffrey,David Montgomery,Julio Jones,Michael Thomas,Tyler Boyd,Tyler Eifert,Cincinnati Bengals,Auden Tate,138.02,189.22
Carson Wentz,Christian McCaffrey,Phillip Lindsay,Julio Jones,Emmanuel Sanders,Calvin Ridley,Evan Engram,Carolina Panthers,Mohamed Sanu,137.95,159.36
Matt Ryan,Ezekiel Elliott,Chris Thompson,DeAndre Hopkins,Keenan Allen,Emmanuel Sanders,Tyler Eifert,Buffalo Bills,Will Fuller,137.83,156.4
Matt Ryan,David Johnson,James White,Keenan Allen,Julian Edelman,Will Fuller,Zach Ertz,Minnesota Vikings,Mohamed Sanu,137.83,202.2
Philip Rivers,Dalvin Cook,Leonard Fournette,Julio Jones,Emmanuel Sanders,Courtland Sutton,Austin Hooper,Carolina Panthers,Chris Thompson,137.8,127.34
Carson Wentz,David Johnson,Austin Ekeler,Keenan Allen,Michael Thomas,Emmanuel Sanders,Noah Fant,Carolina Panthers,Devonta Freeman,137.75,139.46
Carson Wentz,David Johnson,Le'Veon Bell,Michael Thomas,Julian Edelman,Calvin Ridley,Austin Hooper,Los Angeles Chargers,Will Fuller,137.69,222.76
Matt Ryan,David Johnson,Leonard Fournette,Mike Evans,Michael Thomas,Curtis Samuel,OJ Howard,Buffalo Bills,James White,137.65,159.0
Matt Ryan,Alvin Kamara,David Johnson,Emmanuel Sanders,Calvin Ridley,Will Fuller,Mark Andrews,Carolina Panthers,Joe Mixon,137.62,185.22
Philip Rivers,Ezekiel Elliott,Leonard Fournette,Keenan Allen,Michael Thomas,Courtland Sutton,Greg Olsen,Cincinnati Bengals,Mohamed Sanu,137.62,135.44
Andy Dalton,Dalvin Cook,Leonard Fournette,DeAndre Hopkins,Michael Thomas,Emmanuel Sanders,Tyler Eifert,Minnesota Vikings,Auden Tate,137.54,164.38
Deshaun Watson,Christian McCaffrey,David Montgomery,DeAndre Hopkins,Keenan Allen,Courtland Sutton,Noah Fant,Tennessee Titans,Auden Tate,137.49,167.04
Lamar Jackson,David Johnson,Leonard Fournette,Julio Jones,Calvin Ridley,Auden Tate,Austin Hooper,Minnesota Vikings,David Montgomery,137.48,134.54
Matt Ryan,Christian McCaffrey,Leonard Fournette,DeAndre Hopkins,Calvin Ridley,Golden Tate,OJ Howard,Cincinnati Bengals,David Montgomery,137.47,166.8
Deshaun Watson,Ezekiel Elliott,Leonard Fournette,DeAndre Hopkins,Will Fuller,Curtis Samuel,Evan Engram,Cincinnati Bengals,Auden Tate,137.47,191.74
Matt Ryan,Austin Ekeler,David Montgomery,Julio Jones,Keenan Allen,Tyler Boyd,OJ Howard,Carolina Panthers,Mohamed Sanu,137.4,145.4
Matt Ryan,Alvin Kamara,Aaron Jones,Keenan Allen,Michael Thomas,Courtland Sutton,Tyler Eifert,Tennessee Titans,Mike Williams,137.37,198.02
Matt Ryan,Dalvin Cook,Austin Ekeler,Emmanuel Sanders,Calvin Ridley,Mohamed Sanu,Zach Ertz,Green Bay Packers,Leonard Fournette,137.31,178.4
Philip Rivers,Christian McCaffrey,Joe Mixon,Keenan Allen,Michael Thomas,Emmanuel Sanders,Tyler Eifert,Pittsburgh Steelers,James White,137.28,148.24
Carson Wentz,Alvin Kamara,Leonard Fournette,DeAndre Hopkins,Tyler Boyd,Auden Tate,Darren Waller,Carolina Panthers,Keesean Johnson,137.24,141.78
Lamar Jackson,Ezekiel Elliott,Leonard Fournette,Chris Godwin,Larry Fitzgerald,Will Fuller,Austin Hooper,Pittsburgh Steelers,Mohamed Sanu,137.23,201.14
Deshaun Watson,Leonard Fournette,Joe Mixon,Julio Jones,Keenan Allen,Will Fuller,Greg Olsen,Los Angeles Chargers,Chris Thompson,137.21,175.84
Matt Ryan,Christian McCaffrey,Joe Mixon,Chris Godwin,Larry Fitzgerald,Auden Tate,Zach Ertz,Minnesota Vikings,Keesean Johnson,137.16,190.6
Andy Dalton,Christian McCaffrey,Le'Veon Bell,Michael Thomas,Larry Fitzgerald,Allen Robinson,Greg Olsen,Tennessee Titans,Auden Tate,137.16,188.78
Matt Ryan,Leonard Fournette,Aaron Jones,DeAndre Hopkins,Michael Thomas,Julian Edelman,Darren Fells,Atlanta Falcons,Allen Robinson,137.14,245.5
Lamar Jackson,Le'Veon Bell,David Montgomery,Keenan Allen,Michael Thomas,Emmanuel Sanders,Austin Hooper,Atlanta Falcons,Courtland Sutton,137.08,123.54
Matt Ryan,James Conner,Miles Sanders,DeAndre Hopkins,Michael Thomas,Larry Fitzgerald,Zach Ertz,Cincinnati Bengals,Will Fuller,137.07,204.0
Chase Daniel,Christian McCaffrey,David Johnson,Julio Jones,Allen Robinson,Auden Tate,Darren Waller,Carolina Panthers,Chris Thompson,137.0,162.94
Andy Dalton,Christian McCaffrey,David Johnson,Michael Thomas,Tyler Boyd,Will Fuller,Mark Andrews,Tampa Bay Buccaneers,Keesean Johnson,136.98,236.48
Carson Wentz,Christian McCaffrey,David Johnson,Michael Thomas,D.J. Moore,Curtis Samuel,Greg Olsen,Cincinnati Bengals,Phillip Lindsay,136.93,176.76
Jameis Winston,Christian McCaffrey,Miles Sanders,Julio Jones,Allen Robinson,Emmanuel Sanders,Austin Hooper,Buffalo Bills,Will Fuller,136.91,197.66
Matt Ryan,David Johnson,Phillip Lindsay,DeAndre Hopkins,Julio Jones,Allen Robinson,Jimmy Graham,Los Angeles Chargers,Keesean Johnson,136.9,160.5
Deshaun Watson,Ezekiel Elliott,Le'Veon Bell,Michael Thomas,Allen Robinson,Mohamed Sanu,Austin Hooper,Green Bay Packers,Phillip Lindsay,136.81,216.14
Matt Ryan,Christian McCaffrey,Miles Sanders,Julio Jones,Julian Edelman,Calvin Ridley,Darren Waller,Atlanta Falcons,Curtis Samuel,136.77,165.3
Deshaun Watson,Leonard Fournette,James White,DeAndre Hopkins,Keenan Allen,Larry Fitzgerald,Tyler Eifert,Carolina Panthers,Calvin Ridley,136.75,155.24
Carson Wentz,David Johnson,Austin Ekeler,DeAndre Hopkins,Allen Robinson,Curtis Samuel,Austin Hooper,Buffalo Bills,Mohamed Sanu,136.72,145.76
Matt Ryan,Alvin Kamara,Wayne Gallman,DeAndre Hopkins,Keenan Allen,Keesean Johnson,Austin Hooper,Cincinnati Bengals,Carlos Hyde,136.71,107.92
Carson Wentz,Christian McCaffrey,Devonta Freeman,Chris Godwin,Michael Thomas,Courtland Sutton,Austin Hooper,Buffalo Bills,OJ Howard,136.71,205.26
Matt Ryan,Alvin Kamara,Aaron Jones,Julio Jones,Calvin Ridley,Auden Tate,Evan Engram,Green Bay Packers,Devonta Freeman,136.7,181.32
Matt Ryan,Christian McCaffrey,Le'Veon Bell,Chris Godwin,Calvin Ridley,Will Fuller,Delanie Walker,Tampa Bay Buccaneers,James Conner,136.68,227.9
Andy Dalton,Christian McCaffrey,David Johnson,Keenan Allen,Chris Godwin,Mohamed Sanu,Tyler Eifert,Los Angeles Chargers,Auden Tate,136.68,172.88
Jameis Winston,David Johnson,Phillip Lindsay,DeAndre Hopkins,Michael Thomas,Will Fuller,Evan Engram,Atlanta Falcons,Mohamed Sanu,136.67,204.46
Jameis Winston,David Johnson,Wayne Gallman,Julio Jones,Chris Godwin,Michael Thomas,Greg Olsen,Pittsburgh Steelers,Auden Tate,136.66,145.96
Deshaun Watson,Alvin Kamara,Dalvin Cook,Julian Edelman,Emmanuel Sanders,Will Fuller,Austin Hooper,Green Bay Packers,Auden Tate,136.66,212.26
Carson Wentz,Le'Veon Bell,Chris Thompson,DeAndre Hopkins,Julio Jones,Michael Thomas,Noah Fant,Minnesota Vikings,Mohamed Sanu,136.62,132.76
Matt Ryan,Christian McCaffrey,Leonard Fournette,Julian Edelman,Marquise Brown,Emmanuel Sanders,Mark Andrews,Los Angeles Chargers,Diontae Johnson,136.61,185.6
Andy Dalton,Christian McCaffrey,Leonard Fournette,Tyler Boyd,Courtland Sutton,Auden Tate,Evan Engram,Atlanta Falcons,Aaron Jones,136.54,219.38
Matt Ryan,Christian McCaffrey,Devonta Freeman,Keenan Allen,Chris Godwin,Tyler Boyd,Noah Fant,Pittsburgh Steelers,Mike Williams,136.51,202.2
Dak Prescott,Alvin Kamara,Leonard Fournette,Michael Thomas,Calvin Ridley,Mohamed Sanu,Austin Hooper,Atlanta Falcons,Joe Mixon,136.51,175.64
Matt Ryan,James Conner,Joe Mixon,DeAndre Hopkins,Tyler Boyd,Emmanuel Sanders,Evan Engram,Pittsburgh Steelers,Mohamed Sanu,136.47,145.3
Carson Wentz,David Johnson,Leonard Fournette,Michael Thomas,Robby Anderson,Auden Tate,Zach Ertz,Tennessee Titans,Aaron Jones,136.45,191.66
Deshaun Watson,Alvin Kamara,James White,DeAndre Hopkins,Emmanuel Sanders,Courtland Sutton,Darren Waller,Los Angeles Chargers,Mohamed Sanu,136.44,148.96
Matt Ryan,Christian McCaffrey,Joe Mixon,DeAndre Hopkins,John Brown,Cole Beasley,Austin Hooper,Los Angeles Chargers,Chris Thompson,136.38,168.3
Dak Prescott,Devonta Freeman,David Montgomery,DeAndre Hopkins,Julio Jones,Julian Edelman,Austin Hooper,Pittsburgh Steelers,Emmanuel Sanders,136.35,135.32
Deshaun Watson,David Johnson,James Conner,Julio Jones,Tyler Boyd,Courtland Sutton,Greg Olsen,Tampa Bay Buccaneers,Mohamed Sanu,136.33,148.84
Matt Ryan,Aaron Jones,Carlos Hyde,DeAndre Hopkins,Julio Jones,Tyler Boyd,Delanie Walker,Buffalo Bills,Courtland Sutton,136.3,186.6
Jameis Winston,Ezekiel Elliott,Leonard Fournette,Michael Thomas,Larry Fitzgerald,Emmanuel Sanders,OJ Howard,Carolina Panthers,Phillip Lindsay,136.29,162.86
Tom Brady,David Johnson,Le'Veon Bell,Michael Thomas,Tyler Boyd,Larry Fitzgerald,Tyler Eifert,Carolina Panthers,Mohamed Sanu,136.25,182.32
Deshaun Watson,Le'Veon Bell,Leonard Fournette,Julio Jones,Allen Robinson,Emmanuel Sanders,Jimmy Graham,Cincinnati Bengals,Calvin Ridley,136.25,152.94
Matt Ryan,Dalvin Cook,James Conner,Michael Thomas,Calvin Ridley,Curtis Samuel,Austin Hooper,Philadelphia Eagles,Devonta Freeman,136.24,215.2
Chase Daniel,Leonard Fournette,James Conner,Keenan Allen,Michael Thomas,Allen Robinson,Darren Waller,Tennessee Titans,Emmanuel Sanders,136.24,149.14
Matt Ryan,Christian McCaffrey,Chris Thompson,Mike Evans,Chris Godwin,Michael Thomas,Tyler Eifert,Atlanta Falcons,Carlos Hyde,136.17,187.5
Matt Ryan,David Johnson,James Conner,DeAndre Hopkins,Julian Edelman,Golden Tate,Austin Hooper,Tampa Bay Buccaneers,Darren Waller,136.16,136.6
Matt Ryan,Le'Veon Bell,Wayne Gallman,DeAndre Hopkins,Allen Robinson,Courtland Sutton,Evan Engram,Minnesota Vikings,Will Fuller,136.14,196.2
Matt Ryan,Dalvin Cook,Phillip Lindsay,Julio Jones,Keenan Allen,Chris Godwin,Darren Fells,Cincinnati Bengals,Auden Tate,136.12,169.5
Chase Daniel,Ezekiel Elliott,Chris Thompson,Julio Jones,Michael Thomas,Tyler Boyd,Austin Hooper,Atlanta Falcons,Will Fuller,136.09,192.34
Deshaun Watson,Christian McCaffrey,Josh Jacobs,Julio Jones,Keenan Allen,Curtis Samuel,Delanie Walker,Cincinnati Bengals,Mohamed Sanu,136.06,166.44
Matt Ryan,David Johnson,Le'Veon Bell,Keenan Allen,Tyler Boyd,D.J. Chark,Greg Olsen,Atlanta Falcons,Curtis Samuel,136.06,152.2
Lamar Jackson,Christian McCaffrey,Devonta Freeman,Julio Jones,Will Fuller,Mohamed Sanu,Zach Ertz,Jacksonville Jaguars,Auden Tate,136.01,194.64
Matt Ryan,Dalvin Cook,Chris Thompson,Julio Jones,Julian Edelman,Larry Fitzgerald,Delanie Walker,Tennessee Titans,Mohamed Sanu,135.96,145.8
Philip Rivers,Christian McCaffrey,David Johnson,Julian Edelman,Emmanuel Sanders,Courtland Sutton,Greg Olsen,Green Bay Packers,Devonta Freeman,135.95,151.54
Carson Wentz,Alvin Kamara,Leonard Fournette,Chris Godwin,Michael Thomas,Will Fuller,Jared Cook,Cincinnati Bengals,James White,135.87,219.38
Deshaun Watson,Aaron Jones,Miles Sanders,DeAndre Hopkins,Julio Jones,Chris Godwin,Tyler Eifert,Tennessee Titans,Mohamed Sanu,135.79,190.54
Deshaun Watson,Ezekiel Elliott,Joe Mixon,Michael Thomas,Courtland Sutton,Calvin Ridley,Darren Waller,Tennessee Titans,Will Fuller,135.76,228.54
Deshaun Watson,Joe Mixon,Carlos Hyde,DeAndre Hopkins,Keenan Allen,Michael Thomas,Mark Andrews,Tampa Bay Buccaneers,Mohamed Sanu,135.66,160.24
Jameis Winston,Christian McCaffrey,Chris Thompson,DeAndre Hopkins,Michael Thomas,Julian Edelman,OJ Howard,Green Bay Packers,Auden Tate,135.64,187.56
Philip Rivers,Alvin Kamara,Leonard Fournette,Keenan Allen,Emmanuel Sanders,Auden Tate,Jimmy Graham,Buffalo Bills,Aaron Jones,135.61,139.36
Matt Ryan,Christian McCaffrey,Le'Veon Bell,Michael Thomas,Tyler Boyd,Julian Edelman,Jeremy Sprinkle,Buffalo Bills,Trey Quinn,135.58,224.4
Deshaun Watson,Austin Ekeler,Aaron Jones,Keenan Allen,Chris Godwin,Michael Thomas,OJ Howard,Cincinnati Bengals,Keesean Johnson,135.57,213.24
Jameis Winston,Leonard Fournette,Joe Mixon,DeAndre Hopkins,Julio Jones,Larry Fitzgerald,Dawson Knox,Cincinnati Bengals,Mohamed Sanu,135.57,110.36
Chase Daniel,Christian McCaffrey,Austin Ekeler,Julio Jones,Chris Godwin,Mohamed Sanu,Austin Hooper,Green Bay Packers,Greg Olsen,135.55,169.04
Matt Ryan,Christian McCaffrey,David Johnson,Michael Thomas,Larry Fitzgerald,Cole Beasley,Delanie Walker,Green Bay Packers,Corey Davis,135.54,182.1
Andy Dalton,Dalvin Cook,Phillip Lindsay,Michael Thomas,Tyler Boyd,Larry Fitzgerald,Austin Hooper,Cincinnati Bengals,Courtland Sutton,135.54,197.58
Matt Ryan,Le'Veon Bell,Joe Mixon,Keenan Allen,Julian Edelman,Emmanuel Sanders,Noah Fant,Philadelphia Eagles,Aaron Jones,135.53,188.1
Matt Ryan,Derrick Henry,Aaron Jones,Julio Jones,Keenan Allen,Will Fuller,Mark Andrews,Atlanta Falcons,Wayne Gallman,135.53,180.5
Deshaun Watson,Christian McCaffrey,Phillip Lindsay,DeAndre Hopkins,Julian Edelman,Calvin Ridley,Greg Olsen,Minnesota Vikings,Keesean Johnson,135.52,204.24
Lamar Jackson,Le'Veon Bell,Leonard Fournette,Keenan Allen,Tyler Boyd,Auden Tate,Tyler Eifert,Tennessee Titans,Joe Mixon,135.49,127.94
Aaron Rodgers,David Johnson,Devonta Freeman,DeAndre Hopkins,Keenan Allen,Will Fuller,Austin Hooper,Tennessee Titans,Greg Olsen,135.49,144.92
Philip Rivers,Christian McCaffrey,Aaron Jones,DeAndre Hopkins,Calvin Ridley,Robby Anderson,Austin Hooper,Carolina Panthers,Devonta Freeman,135.47,192.84
Deshaun Watson,Alvin Kamara,Ezekiel Elliott,Keenan Allen,Larry Fitzgerald,Auden Tate,Greg Olsen,Pittsburgh Steelers,Keesean Johnson,135.47,124.46
Lamar Jackson,Leonard Fournette,Devonta Freeman,DeAndre Hopkins,Michael Thomas,Calvin Ridley,Jimmy Graham,Buffalo Bills,Will Fuller,135.44,213.74
Matt Ryan,Christian McCaffrey,Ezekiel Elliott,Alshon Jeffery,Will Fuller,Mohamed Sanu,Mark Andrews,Green Bay Packers,David Montgomery,135.42,216.0
Philip Rivers,Christian McCaffrey,Le'Veon Bell,Keenan Allen,Courtland Sutton,Curtis Samuel,Evan Engram,Carolina Panthers,Keesean Johnson,135.4,135.24
Philip Rivers,David Johnson,James Conner,Keenan Allen,Chris Godwin,Emmanuel Sanders,Austin Hooper,Minnesota Vikings,Keesean Johnson,135.39,109.54
Matt Ryan,Christian McCaffrey,James Conner,Julio Jones,Larry Fitzgerald,Golden Tate,Darren Fells,Carolina Panthers,Devonta Freeman,135.38,169.4
Dak Prescott,David Johnson,Leonard Fournette,Julio Jones,Michael Thomas,Allen Robinson,Jordan Akins,Green Bay Packers,Will Fuller,135.35,223.42
Andy Dalton,Christian McCaffrey,Aaron Jones,Julio Jones,Larry Fitzgerald,Curtis Samuel,Tyler Eifert,Minnesota Vikings,James White,135.34,176.88
Matt Ryan,Le'Veon Bell,Aaron Jones,DeAndre Hopkins,Marquise Brown,Mohamed Sanu,Zach Ertz,Tampa Bay Buccaneers,David Montgomery,135.33,174.5
Deshaun Watson,David Johnson,Le'Veon Bell,Chris Godwin,Larry Fitzgerald,Emmanuel Sanders,Noah Fant,Buffalo Bills,Courtland Sutton,135.32,159.14
Matt Ryan,Christian McCaffrey,Austin Ekeler,Michael Thomas,Robby Anderson,Jamison Crowder,Zach Ertz,Pittsburgh Steelers,David Montgomery,135.31,198.0
Andy Dalton,Christian McCaffrey,Phillip Lindsay,Keenan Allen,Julian Edelman,Emmanuel Sanders,Austin Hooper,Tennessee Titans,Mike Williams,135.29,167.08
Dak Prescott,David Johnson,Leonard Fournette,Tyler Boyd,Larry Fitzgerald,Keesean Johnson,Evan Engram,Tennessee Titans,Devonta Freeman,135.29,158.82
Jameis Winston,David Johnson,Aaron Jones,Julio Jones,Keenan Allen,Courtland Sutton,Noah Fant,Los Angeles Chargers,James White,135.28,149.26
Matt Ryan,Ezekiel Elliott,Le'Veon Bell,Tyler Boyd,John Brown,Calvin Ridley,Austin Hooper,Carolina Panthers,Wayne Gallman,135.27,161.4
Deshaun Watson,Christian McCaffrey,Leonard Fournette,Michael Thomas,Julian Edelman,John Brown,Dawson Knox,Cincinnati Bengals,Cole Beasley,135.26,216.14
Lamar Jackson,Leonard Fournette,Aaron Jones,Julio Jones,Michael Thomas,Diontae Johnson,Mark Andrews,Pittsburgh Steelers,James White,135.25,186.14
Matt Ryan,Ezekiel Elliott,James Conner,Julio Jones,Chris Godwin,Curtis Samuel,Dawson Knox,Buffalo Bills,Mohamed Sanu,135.2,143.1
Deshaun Watson,Christian McCaffrey,Austin Ekeler,DeAndre Hopkins,Golden Tate,Will Fuller,Tyler Eifert,Green Bay Packers,Devonta Freeman,135.2,225.94
Matt Ryan,Christian McCaffrey,Leonard Fournette,Tyler Boyd,Larry Fitzgerald,Allen Robinson,CJ Uzomah,Philadelphia Eagles,Chris Thompson,135.19,228.9
Matt Ryan,David Johnson,Austin Ekeler,Michael Thomas,Stefon Diggs,Golden Tate,Evan Engram,Minnesota Vikings,Auden Tate,135.19,168.0
Jameis Winston,Dalvin Cook,David Johnson,Keenan Allen,Calvin Ridley,Mohamed Sanu,Austin Hooper,Carolina Panthers,Carlos Hyde,135.19,146.36
Dak Prescott,Christian McCaffrey,Leonard Fournette,DeAndre Hopkins,Allen Robinson,Marquez Valdes-Scantling,Jimmy Graham,Pittsburgh Steelers,Auden Tate,135.14,183.62
