QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Matt Ryan,Nick Chubb,Chris Carson,Amari Cooper,Tyler Boyd,Mohamed Sanu,George Kittle,Atlanta Falcons,Austin Hooper,141.08,155.94
Lamar Jackson,Le'Veon Bell,Devonta Freeman,Michael Thomas,Larry Fitzgerald,Mohamed Sanu,Austin Hooper,Jacksonville Jaguars,Phillip Lindsay,141.06,159.64
Patrick Mahomes,Leonard Fournette,Le'Veon Bell,Adam Thielen,Courtland Sutton,Emmanuel Sanders,Zach Ertz,Washington Redskins,Corey Davis,140.84,106.22
Matt Ryan,Dalvin Cook,Phillip Lindsay,Cooper Kupp,Robert Woods,Preston Williams,Zach Ertz,Kansas City Chiefs,George Kittle,140.82,115.94
Matt Ryan,Leonard Fournette,Devonta Freeman,Julio Jones,Cooper Kupp,Courtland Sutton,Austin Hooper,Arizona Cardinals,Robby Anderson,140.78,173.84
Matt Ryan,Le'Veon Bell,Phillip Lindsay,DeAndre Hopkins,Tyler Lockett,Jarvis Landry,Will Dissly,Washington Redskins,Emmanuel Sanders,140.6,108.64
Patrick Mahomes,Nick Chubb,Le'Veon Bell,DeAndre Hopkins,Larry Fitzgerald,Preston Williams,Zach Ertz,Jacksonville Jaguars,Keke Coutee,140.55,123.82
Lamar Jackson,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Tyler Boyd,Auden Tate,George Kittle,Washington Redskins,Preston Williams,140.35,145.84
Matt Ryan,Le'Veon Bell,Phillip Lindsay,Julio Jones,Larry Fitzgerald,Dede Westbrook,Zach Ertz,Atlanta Falcons,Chris Thompson,140.29,116.14
Matt Ryan,Alvin Kamara,Le'Veon Bell,Cooper Kupp,Tyler Boyd,Courtland Sutton,Noah Fant,Denver Broncos,Emmanuel Sanders,140.09,108.74
Matt Ryan,Le'Veon Bell,Damien Williams,Adam Thielen,Tyler Boyd,Stefon Diggs,Zach Ertz,Arizona Cardinals,George Kittle,140.05,154.14
Patrick Mahomes,Alvin Kamara,Nick Chubb,Larry Fitzgerald,Robert Woods,Mohamed Sanu,Austin Hooper,New York Jets,Kenyan Drake,139.93,136.42
Gardner Minshew,Leonard Fournette,Le'Veon Bell,Michael Thomas,Cooper Kupp,D.J. Chark,Austin Hooper,New York Jets,Chris Thompson,139.92,99.32
Matt Ryan,Chris Carson,Damien Williams,Cooper Kupp,Calvin Ridley,D.J. Chark,Zach Ertz,Washington Redskins,Austin Hooper,139.8,146.74
Dak Prescott,Nick Chubb,Leonard Fournette,Amari Cooper,Courtland Sutton,Jamison Crowder,George Kittle,Arizona Cardinals,Le'Veon Bell,139.78,132.22
Matt Ryan,Leonard Fournette,Joe Mixon,DeAndre Hopkins,Adam Thielen,Larry Fitzgerald,Austin Hooper,Jacksonville Jaguars,Jamison Crowder,139.62,156.24
Matt Ryan,Alvin Kamara,Leonard Fournette,Tyler Lockett,Emmanuel Sanders,Mohamed Sanu,Austin Hooper,Kansas City Chiefs,Damien Williams,139.49,127.74
Lamar Jackson,Dalvin Cook,Le'Veon Bell,Cooper Kupp,Robert Woods,D.J. Chark,Gerald Everett,Arizona Cardinals,Kenyan Drake,139.47,96.84
Matt Ryan,Nick Chubb,Le'Veon Bell,Larry Fitzgerald,Calvin Ridley,Courtland Sutton,Mark Andrews,Kansas City Chiefs,Devonta Freeman,139.46,165.14
Kyler Murray,Dalvin Cook,Le'Veon Bell,Larry Fitzgerald,Jarvis Landry,Emmanuel Sanders,George Kittle,Atlanta Falcons,Austin Hooper,139.3,127.0
Matt Ryan,Ezekiel Elliott,Phillip Lindsay,Tyler Lockett,Larry Fitzgerald,D.J. Chark,George Kittle,New York Jets,Austin Hooper,139.2,162.74
Kyler Murray,Nick Chubb,Le'Veon Bell,Cooper Kupp,Michael Gallup,Mohamed Sanu,Austin Hooper,Arizona Cardinals,Damien Williams,139.17,136.1
Deshaun Watson,Leonard Fournette,Le'Veon Bell,Will Fuller,D.J. Chark,Courtland Sutton,Travis Kelce,Jacksonville Jaguars,Mohamed Sanu,139.15,112.5
Patrick Mahomes,Leonard Fournette,Le'Veon Bell,Odell Beckham Jr,Robert Woods,Jarvis Landry,Will Dissly,Kansas City Chiefs,Kenyan Drake,139.09,102.22
Matt Ryan,Nick Chubb,Leonard Fournette,Terry McLaurin,Devante Parker,Preston Williams,Travis Kelce,New York Jets,Le'Veon Bell,139.08,153.64
Matt Ryan,Le'Veon Bell,Joe Mixon,DeAndre Hopkins,Cooper Kupp,Robby Anderson,Travis Kelce,Minnesota Vikings,Keke Coutee,139.04,127.54
Matt Ryan,Nick Chubb,Joe Mixon,Julio Jones,Robert Woods,Mohamed Sanu,Zach Ertz,Washington Redskins,Robby Anderson,139.03,152.94
Patrick Mahomes,Joe Mixon,Kenyan Drake,DeAndre Hopkins,Cooper Kupp,Will Fuller,Zach Ertz,Cincinnati Bengals,Austin Hooper,138.99,117.42
Patrick Mahomes,Dalvin Cook,Le'Veon Bell,Tyler Boyd,Brandin Cooks,Mohamed Sanu,George Kittle,Kansas City Chiefs,Gerald Everett,138.96,91.82
Kyler Murray,Le'Veon Bell,Phillip Lindsay,Julio Jones,Tyler Lockett,Courtland Sutton,George Kittle,Minnesota Vikings,Mohamed Sanu,138.94,142.0
Matt Ryan,Le'Veon Bell,Devonta Freeman,Julio Jones,Tyler Boyd,Will Fuller,Will Dissly,Cincinnati Bengals,Mohamed Sanu,138.89,123.14
Russell Wilson,Le'Veon Bell,Kenyan Drake,Cooper Kupp,Tyler Lockett,Tyler Boyd,Zach Ertz,Jacksonville Jaguars,Jarvis Landry,138.83,98.7
Patrick Mahomes,Leonard Fournette,Joe Mixon,Cooper Kupp,D.J. Chark,Brandin Cooks,George Kittle,Arizona Cardinals,Jarvis Landry,138.79,92.62
Matt Ryan,Dalvin Cook,Alvin Kamara,Michael Gallup,Jamison Crowder,Demaryius Thomas,George Kittle,Minnesota Vikings,Le'Veon Bell,138.74,138.34
Patrick Mahomes,Devonta Freeman,Kenyan Drake,Julio Jones,DeAndre Hopkins,Courtland Sutton,George Kittle,Washington Redskins,Keke Coutee,138.63,149.72
Matt Ryan,Dalvin Cook,Leonard Fournette,Tyler Lockett,D.J. Chark,Dede Westbrook,Jared Cook,Cincinnati Bengals,Le'Veon Bell,138.61,127.54
Patrick Mahomes,Le'Veon Bell,Devonta Freeman,Cooper Kupp,Tyler Boyd,Auden Tate,Mark Andrews,Atlanta Falcons,Phillip Lindsay,138.6,113.12
Lamar Jackson,Alvin Kamara,Leonard Fournette,Robert Woods,Brandin Cooks,Robby Anderson,George Kittle,Washington Redskins,Austin Hooper,138.59,165.34
Lamar Jackson,Phillip Lindsay,Kenyan Drake,Julio Jones,Cooper Kupp,Calvin Ridley,George Kittle,Atlanta Falcons,Austin Hooper,138.55,153.44
Matt Ryan,Leonard Fournette,Chris Carson,Cooper Kupp,Tyler Lockett,Robert Woods,Mark Andrews,New York Jets,Brandin Cooks,138.5,128.84
Matt Ryan,Alvin Kamara,Miles Sanders,Julio Jones,DeAndre Hopkins,Mohamed Sanu,George Kittle,Jacksonville Jaguars,Preston Williams,138.43,143.34
Deshaun Watson,Leonard Fournette,Le'Veon Bell,DeAndre Hopkins,Jarvis Landry,Keke Coutee,Austin Hooper,Denver Broncos,Chris Carson,138.43,173.1
Matt Ryan,David Johnson,Le'Veon Bell,Cooper Kupp,Will Fuller,Brandin Cooks,Gerald Everett,Jacksonville Jaguars,Phillip Lindsay,138.39,121.14
Kyler Murray,Le'Veon Bell,Chris Carson,Tyler Boyd,Larry Fitzgerald,Robert Woods,Zach Ertz,Denver Broncos,Mohamed Sanu,138.26,134.8
Matt Ryan,Leonard Fournette,Phillip Lindsay,Michael Thomas,Adam Thielen,Alshon Jeffery,Zach Ertz,New York Jets,Kenyan Drake,138.19,147.84
Matt Ryan,Damien Williams,Kenyan Drake,Michael Thomas,Amari Cooper,Larry Fitzgerald,Austin Hooper,Minnesota Vikings,Courtland Sutton,138.19,136.34
Russell Wilson,Alvin Kamara,Le'Veon Bell,Calvin Ridley,D.J. Chark,Mohamed Sanu,George Kittle,Denver Broncos,Austin Hooper,138.18,155.8
Matt Ryan,Nick Chubb,Leonard Fournette,DeAndre Hopkins,Courtland Sutton,Emmanuel Sanders,Delanie Walker,Minnesota Vikings,Chris Carson,138.06,158.94
Dak Prescott,Alvin Kamara,Le'Veon Bell,Amari Cooper,Michael Gallup,Emmanuel Sanders,Austin Hooper,New York Jets,Joe Mixon,137.94,90.82
Lamar Jackson,Nick Chubb,Leonard Fournette,Larry Fitzgerald,Calvin Ridley,D.J. Chark,Zach Ertz,Arizona Cardinals,Mohamed Sanu,137.88,134.64
Patrick Mahomes,Dalvin Cook,Le'Veon Bell,Tyler Lockett,D.K. Metcalf,Preston Williams,Will Dissly,New York Jets,Chris Carson,137.87,105.62
Patrick Mahomes,Le'Veon Bell,Devonta Freeman,Tyreek Hill,Will Fuller,Emmanuel Sanders,Austin Hooper,Minnesota Vikings,Chris Thompson,137.81,137.02
Lamar Jackson,Leonard Fournette,Le'Veon Bell,Tyler Lockett,Jarvis Landry,D.K. Metcalf,George Kittle,Miami Dolphins,Devonta Freeman,137.74,143.54
Patrick Mahomes,Le'Veon Bell,Chris Thompson,Tyler Boyd,Robert Woods,D.J. Chark,Travis Kelce,Washington Redskins,Keke Coutee,137.72,83.72
Deshaun Watson,Leonard Fournette,Le'Veon Bell,Julio Jones,Robert Woods,Deebo Samuel,Zach Ertz,Cincinnati Bengals,George Kittle,137.72,134.5
Patrick Mahomes,Le'Veon Bell,Joe Mixon,Tyreek Hill,Larry Fitzgerald,Courtland Sutton,Travis Kelce,New York Jets,Jamison Crowder,137.65,115.12
Dak Prescott,Alvin Kamara,Le'Veon Bell,DeAndre Hopkins,Tyler Boyd,Robby Anderson,Zach Ertz,Atlanta Falcons,Jamison Crowder,137.64,114.32
Matt Ryan,Dalvin Cook,Devonta Freeman,Calvin Ridley,Robert Woods,Mohamed Sanu,Travis Kelce,Jacksonville Jaguars,Kenyan Drake,137.59,132.24
Lamar Jackson,Damien Williams,Chris Thompson,DeAndre Hopkins,Cooper Kupp,Robert Woods,George Kittle,Minnesota Vikings,Mohamed Sanu,137.58,112.64
Matt Ryan,Ezekiel Elliott,Dalvin Cook,Courtland Sutton,Emmanuel Sanders,Corey Davis,George Kittle,Jacksonville Jaguars,Joe Mixon,137.56,130.04
Matt Ryan,Leonard Fournette,Phillip Lindsay,Julio Jones,Michael Gallup,D.J. Chark,Mark Andrews,Denver Broncos,Mohamed Sanu,137.55,148.94
Lamar Jackson,Chris Carson,Chris Thompson,Julio Jones,Larry Fitzgerald,Courtland Sutton,Austin Hooper,Washington Redskins,Emmanuel Sanders,137.55,152.54
Patrick Mahomes,Alvin Kamara,Nick Chubb,Cooper Kupp,Preston Williams,Jamison Crowder,George Kittle,Washington Redskins,Gerald Everett,137.48,128.12
Jared Goff,Le'Veon Bell,Damien Williams,Cooper Kupp,Amari Cooper,D.J. Chark,George Kittle,Cincinnati Bengals,Phillip Lindsay,137.47,83.52
Matt Ryan,Mark Ingram,Le'Veon Bell,Cooper Kupp,Amari Cooper,Dede Westbrook,Austin Hooper,Kansas City Chiefs,Keesean Johnson,137.41,114.04
Jared Goff,Leonard Fournette,Le'Veon Bell,Cooper Kupp,Robert Woods,Emmanuel Sanders,Travis Kelce,Atlanta Falcons,Jamison Crowder,137.41,71.12
Patrick Mahomes,Leonard Fournette,Devonta Freeman,Cooper Kupp,Mohamed Sanu,Keke Coutee,Travis Kelce,Kansas City Chiefs,Zach Ertz,137.3,108.12
Patrick Mahomes,Le'Veon Bell,Phillip Lindsay,Stefon Diggs,Alshon Jeffery,Michael Gallup,Zach Ertz,Denver Broncos,Austin Hooper,137.29,187.62
Matt Ryan,Dalvin Cook,Royce Freeman,Julio Jones,Dede Westbrook,Devante Parker,George Kittle,Washington Redskins,Austin Hooper,137.28,161.84
Matt Ryan,Nick Chubb,Leonard Fournette,Cooper Kupp,Jarvis Landry,D.K. Metcalf,Zach Ertz,Atlanta Falcons,Will Dissly,137.27,115.64
Matt Ryan,Dalvin Cook,Chris Carson,Larry Fitzgerald,D.J. Chark,Mohamed Sanu,Will Dissly,Minnesota Vikings,Joe Mixon,137.27,117.24
Matt Ryan,Dalvin Cook,Leonard Fournette,DeAndre Hopkins,Will Fuller,Keke Coutee,Mark Andrews,Atlanta Falcons,Kenyan Drake,137.26,125.84
Matt Ryan,Nick Chubb,Kenyan Drake,Odell Beckham Jr,Tyler Lockett,Jarvis Landry,George Kittle,Denver Broncos,Courtland Sutton,137.25,174.24
Matt Ryan,Ezekiel Elliott,Le'Veon Bell,Michael Thomas,Calvin Ridley,Emmanuel Sanders,Gerald Everett,Atlanta Falcons,Mohamed Sanu,137.21,116.04
Deshaun Watson,Le'Veon Bell,Kenyan Drake,DeAndre Hopkins,Tyreek Hill,Odell Beckham Jr,George Kittle,Jacksonville Jaguars,Jamison Crowder,137.18,161.4
Patrick Mahomes,Leonard Fournette,Chris Thompson,Amari Cooper,Larry Fitzgerald,Calvin Ridley,George Kittle,Cincinnati Bengals,Austin Hooper,137.16,130.62
Patrick Mahomes,Dalvin Cook,Phillip Lindsay,DeAndre Hopkins,D.J. Chark,Emmanuel Sanders,Austin Hooper,Kansas City Chiefs,Keke Coutee,137.15,116.12
Matt Ryan,Chris Carson,Kenyan Drake,Julio Jones,DeAndre Hopkins,Larry Fitzgerald,Gerald Everett,Kansas City Chiefs,Robert Woods,137.07,142.54
Kyler Murray,Le'Veon Bell,Kenyan Drake,Michael Thomas,DeAndre Hopkins,Calvin Ridley,Austin Hooper,Kansas City Chiefs,Preston Williams,137.07,144.1
Kyler Murray,Dalvin Cook,Leonard Fournette,Tyler Boyd,D.J. Chark,Mohamed Sanu,Austin Hooper,Miami Dolphins,Kenyan Drake,137.05,122.9
Lamar Jackson,Dalvin Cook,Alvin Kamara,Emmanuel Sanders,Auden Tate,Robby Anderson,Mark Andrews,Jacksonville Jaguars,Le'Veon Bell,136.99,136.44
Jared Goff,Nick Chubb,Le'Veon Bell,Tyler Boyd,Will Fuller,Robert Woods,George Kittle,Miami Dolphins,Kenyan Drake,136.96,103.62
Patrick Mahomes,Damien Williams,Phillip Lindsay,Julio Jones,Tyler Boyd,Calvin Ridley,Zach Ertz,New York Jets,Mohamed Sanu,136.9,101.22
Dak Prescott,Le'Veon Bell,Devonta Freeman,Michael Thomas,Michael Gallup,Robby Anderson,George Kittle,Washington Redskins,Damien Williams,136.87,149.82
Matt Ryan,David Johnson,Phillip Lindsay,Adam Thielen,Mohamed Sanu,Preston Williams,Travis Kelce,Washington Redskins,Austin Hooper,136.84,154.84
Matt Ryan,Leonard Fournette,Royce Freeman,Julio Jones,Amari Cooper,Larry Fitzgerald,Will Dissly,New York Jets,Emmanuel Sanders,136.83,102.34
Russell Wilson,Le'Veon Bell,Damien Williams,Julio Jones,Adam Thielen,Larry Fitzgerald,Austin Hooper,New York Jets,Robby Anderson,136.83,158.8
Lamar Jackson,Nick Chubb,Le'Veon Bell,Michael Thomas,D.J. Chark,Courtland Sutton,Jared Cook,Washington Redskins,Royce Freeman,136.79,149.94
Lamar Jackson,Nick Chubb,Leonard Fournette,Cooper Kupp,Tyler Boyd,Auden Tate,Austin Hooper,Jacksonville Jaguars,Corey Davis,136.74,150.44
Matt Ryan,Le'Veon Bell,Damien Williams,Julio Jones,Courtland Sutton,Keesean Johnson,Travis Kelce,Washington Redskins,Tevin Coleman,136.73,125.94
Lamar Jackson,Le'Veon Bell,Damien Williams,Odell Beckham Jr,Tyler Lockett,D.J. Chark,Austin Hooper,Atlanta Falcons,Will Dissly,136.69,121.84
Jared Goff,Le'Veon Bell,Devonta Freeman,Cooper Kupp,Adam Thielen,Brandin Cooks,Austin Hooper,Denver Broncos,Kenyan Drake,136.66,135.52
Matt Ryan,David Johnson,Chris Carson,DeAndre Hopkins,Cooper Kupp,Deebo Samuel,George Kittle,Arizona Cardinals,Jamison Crowder,136.65,156.24
Matt Ryan,Dalvin Cook,Nick Chubb,Cooper Kupp,Larry Fitzgerald,Keke Coutee,Austin Hooper,Cincinnati Bengals,Tevin Coleman,136.62,158.54
Lamar Jackson,Le'Veon Bell,Chris Carson,Adam Thielen,Alshon Jeffery,D.J. Chark,Zach Ertz,Cincinnati Bengals,Joe Mixon,136.61,146.74
Lamar Jackson,Nick Chubb,Le'Veon Bell,DeAndre Hopkins,Amari Cooper,Mohamed Sanu,Jason Witten,Kansas City Chiefs,Robby Anderson,136.6,144.74
Matt Ryan,Ezekiel Elliott,Derrick Henry,Cooper Kupp,Jarvis Landry,Mohamed Sanu,Austin Hooper,Jacksonville Jaguars,Chris Thompson,136.59,125.44
Matt Ryan,Leonard Fournette,Damien Williams,Michael Thomas,Odell Beckham Jr,Robert Woods,George Kittle,Jacksonville Jaguars,Gerald Everett,136.58,135.54
Patrick Mahomes,Le'Veon Bell,Tevin Coleman,Julio Jones,Cooper Kupp,Larry Fitzgerald,Noah Fant,Arizona Cardinals,Calvin Ridley,136.56,107.02
Lamar Jackson,Dalvin Cook,Le'Veon Bell,Tyreek Hill,Will Fuller,Courtland Sutton,George Kittle,Cincinnati Bengals,Keke Coutee,136.55,143.54
Patrick Mahomes,Phillip Lindsay,Kenyan Drake,Cooper Kupp,Tyreek Hill,D.J. Chark,Travis Kelce,Jacksonville Jaguars,Preston Williams,136.54,109.22
Patrick Mahomes,Nick Chubb,Royce Freeman,DeAndre Hopkins,Courtland Sutton,Robby Anderson,Travis Kelce,Atlanta Falcons,Austin Hooper,136.52,158.42
Patrick Mahomes,Dalvin Cook,David Johnson,Cooper Kupp,Courtland Sutton,Emmanuel Sanders,Delanie Walker,New York Jets,Kenyan Drake,136.52,102.02
Deshaun Watson,Dalvin Cook,Le'Veon Bell,Cooper Kupp,Terry McLaurin,Preston Williams,Austin Hooper,Minnesota Vikings,Trey Quinn,136.49,137.4
Deshaun Watson,Le'Veon Bell,Damien Williams,DeAndre Hopkins,Will Fuller,Dede Westbrook,Zach Ertz,Kansas City Chiefs,Emmanuel Sanders,136.48,101.3
Lamar Jackson,Joe Mixon,Phillip Lindsay,Cooper Kupp,Amari Cooper,Michael Gallup,Zach Ertz,Washington Redskins,Jamison Crowder,136.45,105.04
Matt Ryan,Chris Carson,Phillip Lindsay,Michael Thomas,D.J. Chark,Dede Westbrook,Travis Kelce,Arizona Cardinals,Courtland Sutton,136.45,133.24
Matt Ryan,Chris Thompson,Adrian Peterson,DeAndre Hopkins,Amari Cooper,Tyler Boyd,Zach Ertz,Washington Redskins,Kenyan Drake,136.41,109.74
Patrick Mahomes,Leonard Fournette,Chris Carson,Michael Thomas,Larry Fitzgerald,D.J. Chark,Jared Cook,Jacksonville Jaguars,Emmanuel Sanders,136.36,125.32
Deshaun Watson,Le'Veon Bell,Joe Mixon,Cooper Kupp,Adam Thielen,Tyler Lockett,George Kittle,Atlanta Falcons,Gerald Everett,136.35,109.0
Matt Ryan,Alvin Kamara,Kenyan Drake,Julio Jones,Calvin Ridley,Brandin Cooks,Zach Ertz,Cincinnati Bengals,Courtland Sutton,136.33,132.34
Patrick Mahomes,Le'Veon Bell,Chris Carson,Michael Thomas,Will Fuller,Keke Coutee,Mark Andrews,Kansas City Chiefs,Joe Mixon,136.23,122.02
Patrick Mahomes,Leonard Fournette,Chris Carson,Tyreek Hill,Will Fuller,Robert Woods,Zach Ertz,Arizona Cardinals,Jamison Crowder,136.23,134.72
Patrick Mahomes,Ezekiel Elliott,Phillip Lindsay,Robert Woods,Brandin Cooks,Emmanuel Sanders,George Kittle,Denver Broncos,Kenyan Drake,136.19,137.72
Lamar Jackson,Nick Chubb,Kenyan Drake,Adam Thielen,Stefon Diggs,Jarvis Landry,Zach Ertz,Washington Redskins,Austin Hooper,136.18,197.44
Matt Ryan,Le'Veon Bell,Kenyan Drake,Tyreek Hill,Will Fuller,Corey Davis,Travis Kelce,Denver Broncos,Zach Ertz,136.17,141.44
Deshaun Watson,Alvin Kamara,Le'Veon Bell,Tyreek Hill,Mohamed Sanu,Keke Coutee,Zach Ertz,Washington Redskins,Phillip Lindsay,136.12,130.0
Lamar Jackson,Nick Chubb,Kenyan Drake,DeAndre Hopkins,Will Fuller,D.J. Chark,Travis Kelce,New York Jets,Jamison Crowder,136.1,139.34
Russell Wilson,Le'Veon Bell,Devonta Freeman,Cooper Kupp,Odell Beckham Jr,Courtland Sutton,Will Dissly,Washington Redskins,Preston Williams,136.09,119.5
Matt Ryan,Alvin Kamara,Devonta Freeman,Cooper Kupp,Larry Fitzgerald,Keesean Johnson,Zach Ertz,New York Jets,Joe Mixon,136.06,111.64
Dak Prescott,Leonard Fournette,Le'Veon Bell,DeAndre Hopkins,Cooper Kupp,Michael Gallup,Mark Andrews,Kansas City Chiefs,Demaryius Thomas,136.04,109.42
Patrick Mahomes,Alvin Kamara,Le'Veon Bell,DeAndre Hopkins,D.J. Chark,Jarvis Landry,Jordan Akins,Cincinnati Bengals,Courtland Sutton,135.98,104.62
Gardner Minshew,Nick Chubb,Leonard Fournette,DeAndre Hopkins,Michael Gallup,D.J. Chark,George Kittle,Jacksonville Jaguars,Dede Westbrook,135.98,125.52
Patrick Mahomes,Leonard Fournette,Le'Veon Bell,Cooper Kupp,Amari Cooper,Deebo Samuel,Gerald Everett,Minnesota Vikings,Royce Freeman,135.96,87.32
Patrick Mahomes,Nick Chubb,Leonard Fournette,Tyreek Hill,Emmanuel Sanders,Keke Coutee,George Kittle,Atlanta Falcons,Damien Williams,135.96,134.72
Matt Ryan,Dalvin Cook,Le'Veon Bell,Adam Thielen,Robert Woods,Deebo Samuel,Tyler Higbee,Washington Redskins,Chris Carson,135.95,134.24
Jared Goff,Dalvin Cook,Leonard Fournette,Robert Woods,Michael Gallup,Courtland Sutton,George Kittle,New York Jets,Devonta Freeman,135.92,110.42
Lamar Jackson,Devonta Freeman,Damien Williams,DeAndre Hopkins,Tyler Boyd,D.J. Chark,Zach Ertz,Jacksonville Jaguars,Mark Andrews,135.89,127.54
Patrick Mahomes,Chris Carson,Devonta Freeman,Amari Cooper,Tyler Lockett,Michael Gallup,George Kittle,Kansas City Chiefs,Jamison Crowder,135.88,141.52
Russell Wilson,David Johnson,Le'Veon Bell,Amari Cooper,Robert Woods,Emmanuel Sanders,George Kittle,Washington Redskins,Gerald Everett,135.87,113.5
Deshaun Watson,Le'Veon Bell,Devonta Freeman,DeAndre Hopkins,Michael Gallup,Preston Williams,Travis Kelce,Cincinnati Bengals,Phillip Lindsay,135.85,135.2
Kyler Murray,Le'Veon Bell,Duke Johnson,Julio Jones,Will Fuller,Brandin Cooks,Zach Ertz,Washington Redskins,Austin Hooper,135.83,142.0
Deshaun Watson,Dalvin Cook,Chris Carson,Julio Jones,Mohamed Sanu,Jamison Crowder,Austin Hooper,Arizona Cardinals,Phillip Lindsay,135.83,162.4
Matt Ryan,Alvin Kamara,Le'Veon Bell,Odell Beckham Jr,Dede Westbrook,D.K. Metcalf,Will Dissly,Jacksonville Jaguars,Joe Mixon,135.81,111.44
Patrick Mahomes,Chris Carson,Chris Thompson,Odell Beckham Jr,Tyler Lockett,Jarvis Landry,Zach Ertz,Washington Redskins,Mohamed Sanu,135.81,116.52
Dak Prescott,Nick Chubb,Leonard Fournette,DeAndre Hopkins,Mohamed Sanu,Keesean Johnson,Austin Hooper,Washington Redskins,Devonta Freeman,135.8,160.22
Matt Ryan,Nick Chubb,Le'Veon Bell,Michael Thomas,DeAndre Hopkins,Dede Westbrook,Geoff Swaim,Miami Dolphins,Jamison Crowder,135.77,139.14
Russell Wilson,Leonard Fournette,Le'Veon Bell,Michael Thomas,Tyler Lockett,Mohamed Sanu,Will Dissly,Arizona Cardinals,Mark Andrews,135.77,110.5
Matt Ryan,Mark Ingram,Royce Freeman,DeAndre Hopkins,Larry Fitzgerald,Calvin Ridley,Zach Ertz,Minnesota Vikings,George Kittle,135.75,144.84
Kyler Murray,Joe Mixon,Kenyan Drake,Julio Jones,Amari Cooper,Larry Fitzgerald,Zach Ertz,Arizona Cardinals,George Kittle,135.74,117.4
Matt Ryan,Alvin Kamara,Chris Thompson,Julio Jones,Tyler Boyd,Alshon Jeffery,Austin Hooper,New York Jets,Jamison Crowder,135.73,146.44
Jared Goff,Alvin Kamara,Le'Veon Bell,Cooper Kupp,Odell Beckham Jr,Mohamed Sanu,Gerald Everett,New York Jets,Chris Carson,135.69,91.52
Lamar Jackson,Dalvin Cook,Phillip Lindsay,Tyler Boyd,Larry Fitzgerald,Dede Westbrook,George Kittle,Arizona Cardinals,Mark Andrews,135.67,124.94
Dak Prescott,Nick Chubb,Kenyan Drake,Cooper Kupp,Amari Cooper,D.J. Chark,Zach Ertz,Denver Broncos,Robby Anderson,135.66,136.32
