QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Patrick Mahomes,Christian McCaffrey,Jamaal Williams,Davante Adams,Darius Slayton,Cody Latimer,George Kittle,Cleveland Browns,Mike Gesicki,135.88,113.8
Patrick Mahomes,Christian McCaffrey,LeSean McCoy,Devante Parker,Tyrell Williams,Corey Davis,Travis Kelce,Washington Redskins,Tyler Higbee,135.87,143.5
Jameis Winston,Christian McCaffrey,Aaron Jones,Tyler Boyd,Dede Westbrook,Chris Conley,George Kittle,Kansas City Chiefs,Tyler Higbee,135.87,131.72
Patrick Mahomes,Le'Veon Bell,Aaron Jones,Davante Adams,Sterling Shepard,Cody Latimer,Jack Doyle,Carolina Panthers,Todd Gurley,135.85,123.8
Patrick Mahomes,Saquon Barkley,Aaron Jones,D.J. Chark,Devante Parker,Sammy Watkins,Darren Waller,Kansas City Chiefs,Tyler Higbee,135.75,152.4
Jared Goff,Christian McCaffrey,Saquon Barkley,Christian Kirk,Larry Fitzgerald,Auden Tate,Jack Doyle,Indianapolis Colts,Phillip Lindsay,135.73,124.66
Patrick Mahomes,Christian McCaffrey,Saquon Barkley,Alshon Jeffery,Allen Hurns,Albert Wilson,George Kittle,Kansas City Chiefs,Kaden Smith,135.71,136.9
Jared Goff,Christian McCaffrey,Le'Veon Bell,Mike Evans,Robert Woods,Auden Tate,Tyler Higbee,Cincinnati Bengals,LeSean McCoy,135.71,160.66
Lamar Jackson,Leonard Fournette,Saquon Barkley,Cooper Kupp,Tyler Boyd,Robert Woods,Tyler Higbee,Miami Dolphins,Miles Sanders,135.68,178.7
Carson Wentz,Christian McCaffrey,Todd Gurley,Davante Adams,Allen Hurns,Auden Tate,Mike Gesicki,Green Bay Packers,Miles Sanders,135.64,155.8
Patrick Mahomes,Leonard Fournette,Le'Veon Bell,Keenan Allen,Courtland Sutton,Auden Tate,Hunter Henry,Kansas City Chiefs,Jack Doyle,135.64,143.4
Lamar Jackson,Christian McCaffrey,Aaron Jones,Davante Adams,Auden Tate,Demaryius Thomas,Tyler Eifert,Philadelphia Eagles,LeSean McCoy,135.52,106.1
Patrick Mahomes,Leonard Fournette,Miles Sanders,Chris Godwin,D.J. Chark,Chris Conley,Jack Doyle,Indianapolis Colts,Jamaal Williams,135.51,123.5
Patrick Mahomes,Christian McCaffrey,Miles Sanders,Zach Pascal,Corey Davis,Adam Humphries,George Kittle,Los Angeles Chargers,Phillip Lindsay,135.5,105.3
Patrick Mahomes,Christian McCaffrey,Todd Gurley,Sammy Watkins,Dede Westbrook,Sterling Shepard,Foster Moreau,Kansas City Chiefs,Ronald Jones II,135.44,110.5
Jared Goff,Christian McCaffrey,Leonard Fournette,Cooper Kupp,Keenan Allen,Allen Hurns,Jack Doyle,Cleveland Browns,Tyler Higbee,135.4,156.86
Nick Foles,Christian McCaffrey,Todd Gurley,Chris Godwin,Jamison Crowder,Dede Westbrook,Jack Doyle,Indianapolis Colts,Tyler Higbee,135.39,122.52
Lamar Jackson,Christian McCaffrey,Todd Gurley,Marquise Brown,Deebo Samuel,Chris Conley,Tyler Higbee,Los Angeles Chargers,Miles Sanders,135.36,137.1
Patrick Mahomes,Saquon Barkley,Kenyan Drake,Davante Adams,Jamison Crowder,Tyler Boyd,Jack Doyle,Green Bay Packers,Robby Anderson,135.32,134.6
Patrick Mahomes,Saquon Barkley,Todd Gurley,Jarvis Landry,Sammy Watkins,Tyrell Williams,Jack Doyle,Baltimore Ravens,Miles Sanders,135.3,115.8
Jameis Winston,Christian McCaffrey,Saquon Barkley,D.J. Chark,Dede Westbrook,Demaryius Thomas,Jack Doyle,Oakland Raiders,Miles Sanders,135.28,115.22
Patrick Mahomes,Christian McCaffrey,Le'Veon Bell,Jarvis Landry,Alshon Jeffery,Zach Pascal,Jack Doyle,Miami Dolphins,Jonnu Smith,135.24,137.9
Patrick Mahomes,Christian McCaffrey,Kenyan Drake,D.J. Moore,Terry McLaurin,Demaryius Thomas,Greg Olsen,Baltimore Ravens,Jack Doyle,135.17,102.6
Carson Wentz,Christian McCaffrey,Miles Sanders,Devante Parker,Tyler Boyd,Robert Woods,Dallas Goedert,Cleveland Browns,LeSean McCoy,135.11,183.7
Lamar Jackson,Saquon Barkley,Phillip Lindsay,Davante Adams,Mike Evans,Deebo Samuel,George Kittle,Miami Dolphins,Jack Doyle,135.06,123.5
Lamar Jackson,Leonard Fournette,Aaron Jones,Davante Adams,Courtland Sutton,Sterling Shepard,Kaden Smith,Kansas City Chiefs,Miles Sanders,135.04,166.8
Lamar Jackson,Christian McCaffrey,Saquon Barkley,Mike Evans,Dede Westbrook,Auden Tate,OJ Howard,New York Giants,Jamaal Williams,134.95,117.7
Kyler Murray,Christian McCaffrey,Leonard Fournette,Devante Parker,Brandin Cooks,Demaryius Thomas,Tyler Higbee,Indianapolis Colts,Miles Sanders,134.93,154.42
Andy Dalton,Christian McCaffrey,Saquon Barkley,D.J. Moore,Jamison Crowder,Robby Anderson,Tyler Higbee,Arizona Cardinals,Miles Sanders,134.85,135.32
Patrick Mahomes,Christian McCaffrey,Saquon Barkley,Robert Woods,Zay Jones,Tim Patrick,Darren Waller,Miami Dolphins,Phillip Lindsay,134.79,120.0
Jared Goff,Christian McCaffrey,Todd Gurley,Devante Parker,Christian Kirk,Sterling Shepard,George Kittle,Miami Dolphins,Tyler Higbee,134.79,152.96
Lamar Jackson,Christian McCaffrey,Ronald Jones II,Odell Beckham Jr,Jarvis Landry,James Washington,Jack Doyle,Green Bay Packers,Tyler Higbee,134.72,143.9
Patrick Mahomes,Christian McCaffrey,Miles Sanders,Keenan Allen,Jamison Crowder,Demaryius Thomas,Ryan Griffin,New York Giants,LeSean McCoy,134.72,104.1
Daniel Jones,Christian McCaffrey,Phillip Lindsay,D.J. Chark,Darius Slayton,Sterling Shepard,George Kittle,Kansas City Chiefs,Jack Doyle,134.67,110.4
Patrick Mahomes,Leonard Fournette,Aaron Jones,Mike Evans,Christian Kirk,Tyler Boyd,Tyler Higbee,Washington Redskins,Brandin Cooks,134.66,118.3
Patrick Mahomes,Miles Sanders,Phillip Lindsay,D.J. Chark,Keenan Allen,Auden Tate,Travis Kelce,Cleveland Browns,Darren Waller,134.57,124.3
Patrick Mahomes,Christian McCaffrey,Melvin Gordon,Mike Evans,Sammy Watkins,Zay Jones,Mike Gesicki,Philadelphia Eagles,Tyler Higbee,134.57,109.0
Nick Foles,Christian McCaffrey,Ronald Jones II,Davante Adams,D.J. Chark,Chris Conley,Jack Doyle,Pittsburgh Steelers,Auden Tate,134.54,102.72
Kyler Murray,Christian McCaffrey,Phillip Lindsay,Cooper Kupp,Davante Adams,Dede Westbrook,Noah Fant,Cincinnati Bengals,Tyler Higbee,134.5,143.82
Aaron Rodgers,Christian McCaffrey,Aaron Jones,Davante Adams,Dede Westbrook,Mike Williams,Jack Doyle,Green Bay Packers,Kaden Smith,134.49,157.82
Lamar Jackson,Christian McCaffrey,Saquon Barkley,Tyler Boyd,Sterling Shepard,Robby Anderson,Mike Gesicki,Pittsburgh Steelers,Tyler Eifert,134.45,142.1
Kyler Murray,Christian McCaffrey,Aaron Jones,D.J. Chark,Christian Kirk,Auden Tate,Tyler Higbee,Los Angeles Chargers,Jamaal Williams,134.44,100.62
Patrick Mahomes,Le'Veon Bell,Miles Sanders,Davante Adams,Mike Evans,Darius Slayton,Kaden Smith,Los Angeles Chargers,LeSean McCoy,134.41,122.8
Patrick Mahomes,Christian McCaffrey,Miles Sanders,Mike Evans,Nelson Agholor,Allen Hurns,Dallas Goedert,Baltimore Ravens,Jamaal Williams,134.38,113.2
Patrick Mahomes,Saquon Barkley,Le'Veon Bell,Davante Adams,Devante Parker,Christian Kirk,Dallas Goedert,New York Giants,Mike Gesicki,134.33,142.8
Patrick Mahomes,Leonard Fournette,Todd Gurley,Mike Evans,D.J. Chark,Dede Westbrook,Kaden Smith,Green Bay Packers,Auden Tate,134.31,124.7
Patrick Mahomes,Saquon Barkley,Miles Sanders,Davante Adams,Odell Beckham Jr,Diontae Johnson,Vance McDonald,Indianapolis Colts,Phillip Lindsay,134.3,113.2
Patrick Mahomes,Christian McCaffrey,LeSean McCoy,Robert Woods,Deebo Samuel,Sterling Shepard,George Kittle,Indianapolis Colts,Hayden Hurst,134.21,126.5
Andy Dalton,Christian McCaffrey,Leonard Fournette,Devante Parker,Chris Conley,Auden Tate,Tyler Eifert,Los Angeles Chargers,Saquon Barkley,134.2,125.52
Lamar Jackson,Christian McCaffrey,Leonard Fournette,Courtland Sutton,Zach Pascal,Chester Rogers,Jack Doyle,Cincinnati Bengals,Phillip Lindsay,134.1,147.4
Patrick Mahomes,Christian McCaffrey,LeSean McCoy,Cooper Kupp,Christian Kirk,Brandin Cooks,Noah Fant,Oakland Raiders,Auden Tate,134.07,89.0
Lamar Jackson,Le'Veon Bell,Jamaal Williams,Chris Godwin,Davante Adams,Mike Evans,Tyler Higbee,Kansas City Chiefs,Chris Conley,134.05,146.8
Patrick Mahomes,Christian McCaffrey,Saquon Barkley,D.J. Chark,Adam Humphries,Chester Rogers,Jonnu Smith,Baltimore Ravens,LeSean McCoy,134.04,87.2
Patrick Mahomes,Leonard Fournette,Miles Sanders,Davante Adams,Tyler Boyd,Auden Tate,Ryan Griffin,Carolina Panthers,Jonathan Williams,134.04,128.5
Lamar Jackson,Le'Veon Bell,Aaron Jones,Chris Godwin,D.J. Chark,Dede Westbrook,Jack Doyle,Cleveland Browns,Auden Tate,134.04,112.7
Lamar Jackson,Christian McCaffrey,Leonard Fournette,Deebo Samuel,Mike Williams,Demaryius Thomas,George Kittle,Cleveland Browns,Kaden Smith,134.02,121.1
Patrick Mahomes,Christian McCaffrey,Aaron Jones,D.J. Chark,Robby Anderson,Demaryius Thomas,CJ Uzomah,Cincinnati Bengals,Phillip Lindsay,133.98,98.1
Aaron Rodgers,Christian McCaffrey,Saquon Barkley,Sterling Shepard,Auden Tate,Cody Latimer,Darren Waller,Kansas City Chiefs,Miles Sanders,133.97,150.22
Patrick Mahomes,Le'Veon Bell,Miles Sanders,Tyler Boyd,Sterling Shepard,Zay Jones,Travis Kelce,Kansas City Chiefs,George Kittle,133.96,122.4
Kyler Murray,Christian McCaffrey,Saquon Barkley,Tyler Boyd,Robert Woods,Brandin Cooks,Jack Doyle,Jacksonville Jaguars,Kaden Smith,133.83,140.82
Patrick Mahomes,Christian McCaffrey,Jonathan Williams,Mike Evans,Tyrell Williams,Auden Tate,George Kittle,Miami Dolphins,Foster Moreau,133.81,70.9
Carson Wentz,Christian McCaffrey,Le'Veon Bell,Brandin Cooks,Larry Fitzgerald,Diontae Johnson,Tyler Higbee,Kansas City Chiefs,Todd Gurley,133.74,141.6
Lamar Jackson,Christian McCaffrey,Phillip Lindsay,Keenan Allen,Diontae Johnson,Auden Tate,Hunter Henry,Los Angeles Chargers,Noah Fant,133.73,92.7
Andy Dalton,Christian McCaffrey,Saquon Barkley,Davante Adams,Sterling Shepard,Allen Lazard,Dallas Goedert,Cleveland Browns,Ronald Jones II,133.69,122.12
Jameis Winston,Christian McCaffrey,Kenyan Drake,Davante Adams,Mike Evans,Jamison Crowder,OJ Howard,Cleveland Browns,Tyler Higbee,133.66,114.32
Patrick Mahomes,Christian McCaffrey,Ronald Jones II,Tyrell Williams,Brandin Cooks,Mike Williams,Darren Waller,Denver Broncos,Jack Doyle,133.63,110.8
Lamar Jackson,Christian McCaffrey,Le'Veon Bell,Devante Parker,Allen Hurns,Auden Tate,Dallas Goedert,Miami Dolphins,Kenyan Drake,133.58,131.7
Patrick Mahomes,Todd Gurley,Miles Sanders,Davante Adams,D.J. Moore,Curtis Samuel,Greg Olsen,Cleveland Browns,Ronald Jones II,133.56,129.6
Nick Foles,Christian McCaffrey,Aaron Jones,Davante Adams,Courtland Sutton,Tim Patrick,Hunter Henry,Baltimore Ravens,Tyler Higbee,133.53,109.82
Patrick Mahomes,Saquon Barkley,Aaron Jones,Mike Evans,Keenan Allen,Jamison Crowder,Tyler Eifert,Baltimore Ravens,Auden Tate,133.52,91.8
Philip Rivers,Christian McCaffrey,Le'Veon Bell,Courtland Sutton,Devante Parker,Mike Williams,Jack Doyle,New York Giants,Miles Sanders,133.51,166.3
Patrick Mahomes,Todd Gurley,LeSean McCoy,Davante Adams,Keenan Allen,Tyler Boyd,Hunter Henry,Baltimore Ravens,Noah Fant,133.48,121.6
Patrick Mahomes,Christian McCaffrey,Le'Veon Bell,Christian Kirk,Diontae Johnson,Corey Davis,Darren Waller,Cleveland Browns,Foster Moreau,133.45,86.6
Patrick Mahomes,Christian McCaffrey,Nyheim Hines,Davante Adams,Chris Conley,Demaryius Thomas,Travis Kelce,Indianapolis Colts,Foster Moreau,133.45,113.6
Carson Wentz,Christian McCaffrey,Saquon Barkley,D.J. Chark,Mike Williams,Albert Wilson,Mike Gesicki,Cleveland Browns,Phillip Lindsay,133.41,129.9
Sam Darnold,Christian McCaffrey,Phillip Lindsay,Chris Godwin,Robby Anderson,Auden Tate,George Kittle,Green Bay Packers,Tyler Higbee,133.41,116.66
Patrick Mahomes,Leonard Fournette,Saquon Barkley,Keenan Allen,Devante Parker,Tim Patrick,Noah Fant,Green Bay Packers,Miles Sanders,133.37,141.8
Aaron Rodgers,Christian McCaffrey,Le'Veon Bell,D.J. Moore,Devante Parker,Darius Slayton,Kaden Smith,Cleveland Browns,Tyler Higbee,133.36,167.22
Patrick Mahomes,Christian McCaffrey,Jonathan Williams,D.J. Moore,Alshon Jeffery,Demarcus Robinson,Darren Waller,Los Angeles Chargers,Tyler Higbee,133.34,139.8
Carson Wentz,Christian McCaffrey,Leonard Fournette,Dede Westbrook,Sterling Shepard,Allen Hurns,Dallas Goedert,Indianapolis Colts,Phillip Lindsay,133.33,132.8
Nick Foles,Christian McCaffrey,Saquon Barkley,Dede Westbrook,Chris Conley,Corey Davis,Kaden Smith,Baltimore Ravens,Le'Veon Bell,133.26,95.42
Lamar Jackson,Christian McCaffrey,Jonathan Williams,Davante Adams,Sterling Shepard,Chris Conley,George Kittle,New York Giants,Nick Boyle,133.25,97.9
Patrick Mahomes,Christian McCaffrey,Aaron Jones,Odell Beckham Jr,James Washington,Chris Conley,Vance McDonald,New York Giants,Auden Tate,133.24,98.2
Patrick Mahomes,Saquon Barkley,Todd Gurley,Davante Adams,Dede Westbrook,Chris Conley,George Kittle,Los Angeles Chargers,OJ Howard,133.21,122.1
Patrick Mahomes,Aaron Jones,Phillip Lindsay,Cooper Kupp,Tyrell Williams,Alshon Jeffery,Travis Kelce,Kansas City Chiefs,Jack Doyle,133.21,141.2
Sam Darnold,Christian McCaffrey,Le'Veon Bell,D.J. Chark,Tyler Boyd,Mike Williams,Kaden Smith,Kansas City Chiefs,Auden Tate,133.2,125.26
Lamar Jackson,Christian McCaffrey,Todd Gurley,Christian Kirk,Robert Woods,Larry Fitzgerald,Kaden Smith,New York Giants,LeSean McCoy,133.17,136.1
Patrick Mahomes,Saquon Barkley,Miles Sanders,Robert Woods,Brandin Cooks,Larry Fitzgerald,George Kittle,Cleveland Browns,Jonathan Williams,133.14,115.6
Nick Foles,Christian McCaffrey,Leonard Fournette,Mike Evans,Sterling Shepard,Chris Conley,Noah Fant,Kansas City Chiefs,Mike Gesicki,133.14,108.72
Patrick Mahomes,Christian McCaffrey,Ronald Jones II,Tyler Boyd,Robert Woods,Robby Anderson,Ryan Griffin,Baltimore Ravens,Corey Davis,133.05,126.0
Andy Dalton,Christian McCaffrey,Miles Sanders,Keenan Allen,Courtland Sutton,Tyler Boyd,Noah Fant,Kansas City Chiefs,Ronald Jones II,133.04,133.42
Patrick Mahomes,Christian McCaffrey,Le'Veon Bell,Brandin Cooks,Curtis Samuel,Kelvin Harmon,Greg Olsen,New York Giants,Phillip Lindsay,133.01,89.8
Kyler Murray,Christian McCaffrey,Miles Sanders,Cooper Kupp,Larry Fitzgerald,Sterling Shepard,Jack Doyle,Washington Redskins,LeSean McCoy,132.97,138.42
Patrick Mahomes,Jonathan Williams,Phillip Lindsay,Chris Godwin,Davante Adams,D.J. Chark,Jonnu Smith,Kansas City Chiefs,Dede Westbrook,132.96,113.3
Jameis Winston,Christian McCaffrey,Saquon Barkley,Christian Kirk,Sammy Watkins,Brandin Cooks,Tyler Higbee,New York Giants,Ronald Jones II,132.94,79.62
Lamar Jackson,Christian McCaffrey,Miles Sanders,Cooper Kupp,James Washington,Diontae Johnson,Vance McDonald,Cleveland Browns,Jamaal Williams,132.91,131.5
Nick Foles,Christian McCaffrey,Saquon Barkley,Keenan Allen,Robert Woods,Larry Fitzgerald,Mike Gesicki,Los Angeles Chargers,Tyler Higbee,132.89,143.92
Lamar Jackson,Todd Gurley,Phillip Lindsay,Davante Adams,Tyler Boyd,Robby Anderson,Travis Kelce,Indianapolis Colts,Auden Tate,132.85,149.0
Derek Carr,Christian McCaffrey,Miles Sanders,Courtland Sutton,Sammy Watkins,Dede Westbrook,Travis Kelce,Cleveland Browns,Tyler Higbee,132.83,137.38
Patrick Mahomes,Christian McCaffrey,Jonathan Williams,Keenan Allen,Dede Westbrook,Tim Patrick,Hunter Henry,Philadelphia Eagles,Kaden Smith,132.82,95.0
Patrick Mahomes,Christian McCaffrey,Saquon Barkley,Courtland Sutton,Curtis Samuel,Demarcus Robinson,Foster Moreau,Washington Redskins,Miles Sanders,132.8,126.1
Ryan Tannehill,Christian McCaffrey,Aaron Jones,Keenan Allen,Sammy Watkins,Corey Davis,Jack Doyle,Baltimore Ravens,Phillip Lindsay,132.79,96.68
Patrick Mahomes,Saquon Barkley,Ronald Jones II,Mike Evans,D.J. Chark,Tyler Boyd,Mike Gesicki,Denver Broncos,Chris Conley,132.78,104.3
Patrick Mahomes,Aaron Jones,Jonathan Williams,Tyreek Hill,Sterling Shepard,Auden Tate,Travis Kelce,Indianapolis Colts,Tyler Higbee,132.75,113.5
Andy Dalton,Christian McCaffrey,Jamaal Williams,Cooper Kupp,Tyler Boyd,Sterling Shepard,Hunter Henry,Indianapolis Colts,Auden Tate,132.74,112.22
Patrick Mahomes,Leonard Fournette,Ronald Jones II,Davante Adams,Devante Parker,Zay Jones,Travis Kelce,Los Angeles Chargers,Jack Doyle,132.71,139.4
Patrick Mahomes,Leonard Fournette,Saquon Barkley,Davante Adams,Robert Woods,Allen Lazard,Hunter Henry,Cincinnati Bengals,Kaden Smith,132.67,161.0
Daniel Jones,Christian McCaffrey,Todd Gurley,Keenan Allen,Sterling Shepard,Diontae Johnson,Kaden Smith,Indianapolis Colts,Miles Sanders,132.67,126.3
Patrick Mahomes,Saquon Barkley,Phillip Lindsay,Tyler Boyd,Sammy Watkins,Allen Hurns,Travis Kelce,Los Angeles Chargers,LeSean McCoy,132.67,94.4
Carson Wentz,Christian McCaffrey,Saquon Barkley,Davante Adams,Tyler Boyd,Zach Pascal,Jonnu Smith,Kansas City Chiefs,Marcus Johnson,132.65,153.8
Carson Wentz,Christian McCaffrey,Kenyan Drake,Cooper Kupp,Robert Woods,Chris Conley,Tyler Higbee,Indianapolis Colts,Jonathan Williams,132.65,153.3
Nick Foles,Leonard Fournette,Melvin Gordon,Davante Adams,Mike Evans,Dede Westbrook,Jack Doyle,Baltimore Ravens,Miles Sanders,132.64,132.62
Kyle Allen,Christian McCaffrey,Miles Sanders,Mike Evans,D.J. Moore,Curtis Samuel,Noah Fant,Indianapolis Colts,Jack Doyle,132.63,138.82
Patrick Mahomes,Christian McCaffrey,Aaron Jones,Davante Adams,Tyrell Williams,Zay Jones,Noah Fant,Arizona Cardinals,Jonnu Smith,132.6,77.0
Sam Darnold,Christian McCaffrey,Leonard Fournette,Christian Kirk,Tyler Boyd,Robby Anderson,Jack Doyle,Miami Dolphins,Jamaal Williams,132.6,121.06
Carson Wentz,Christian McCaffrey,Aaron Jones,Courtland Sutton,Tyler Boyd,Auden Tate,Ryan Griffin,Washington Redskins,Phillip Lindsay,132.6,131.8
Patrick Mahomes,Aaron Jones,Miles Sanders,Davante Adams,D.J. Chark,Deebo Samuel,George Kittle,Baltimore Ravens,Nick Boyle,132.57,105.1
Lamar Jackson,Christian McCaffrey,Jamaal Williams,Robert Woods,Marquise Brown,Alshon Jeffery,Mark Andrews,Indianapolis Colts,Jack Doyle,132.56,162.5
Lamar Jackson,Christian McCaffrey,Phillip Lindsay,Chris Godwin,D.J. Chark,Chris Conley,Tyler Eifert,Baltimore Ravens,Tim Patrick,132.55,87.3
Patrick Mahomes,Christian McCaffrey,Todd Gurley,Devante Parker,Mike Williams,Diontae Johnson,Dallas Goedert,Cincinnati Bengals,Albert Wilson,132.54,153.8
Patrick Mahomes,Le'Veon Bell,Melvin Gordon,Davante Adams,Jamison Crowder,Auden Tate,George Kittle,Cincinnati Bengals,Demaryius Thomas,132.51,102.7
Jared Goff,Saquon Barkley,Le'Veon Bell,D.J. Chark,Jarvis Landry,Christian Kirk,Tyler Higbee,Cleveland Browns,Miles Sanders,132.51,130.96
Kyler Murray,Leonard Fournette,Saquon Barkley,Davante Adams,Christian Kirk,Mike Williams,George Kittle,Baltimore Ravens,Tyler Higbee,132.49,133.42
Andy Dalton,Christian McCaffrey,Todd Gurley,D.J. Chark,Jamison Crowder,Tyler Boyd,Mike Gesicki,Miami Dolphins,LeSean McCoy,132.48,109.32
Lamar Jackson,Christian McCaffrey,Austin Ekeler,Davante Adams,Courtland Sutton,Mike Williams,Noah Fant,Miami Dolphins,Mike Gesicki,132.46,151.1
Lamar Jackson,Christian McCaffrey,Jonathan Williams,Mike Evans,Tyler Boyd,Demaryius Thomas,Ryan Griffin,Kansas City Chiefs,Dallas Goedert,132.42,119.1
