QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Russell Wilson,Leonard Fournette,Derrick Henry,D.J. Chark,Calvin Ridley,Mohamed Sanu,Austin Hooper,Buffalo Bills,Kerryon Johnson,138.64,99.14
Matt Ryan,David Johnson,Leonard Fournette,Cooper Kupp,Golden Tate,John Brown,Gerald Everett,Miami Dolphins,Josh Jacobs,138.52,103.96
Deshaun Watson,Dalvin Cook,Leonard Fournette,T.Y. Hilton,Allen Robinson,Adam Humphries,Darren Fells,Buffalo Bills,Derrick Henry,138.5,156.52
Lamar Jackson,Leonard Fournette,Derrick Henry,Julio Jones,Robert Woods,Allen Robinson,Hunter Henry,Washington Redskins,Calvin Ridley,138.29,147.92
Jared Goff,David Johnson,Josh Jacobs,Larry Fitzgerald,Robert Woods,Mike Williams,Austin Hooper,Buffalo Bills,David Montgomery,138.24,97.62
Russell Wilson,Leonard Fournette,Josh Jacobs,Cooper Kupp,Robert Woods,Brandin Cooks,Evan Engram,Indianapolis Colts,Kenyan Drake,138.17,108.14
Jared Goff,Leonard Fournette,Devonta Freeman,Cooper Kupp,Tyler Lockett,Robert Woods,Darren Fells,New York Giants,Golden Tate,138.09,119.12
Deshaun Watson,Leonard Fournette,Chris Carson,DeAndre Hopkins,T.Y. Hilton,Auden Tate,Hunter Henry,Detroit Lions,Josh Jacobs,138.09,139.02
Kyler Murray,Leonard Fournette,Devonta Freeman,Julio Jones,T.Y. Hilton,Brandin Cooks,Austin Hooper,Miami Dolphins,David Montgomery,138.02,94.06
Matt Ryan,Dalvin Cook,Kerryon Johnson,Larry Fitzgerald,Brandin Cooks,Calvin Ridley,Darren Waller,Buffalo Bills,David Montgomery,137.91,105.36
Matt Ryan,Dalvin Cook,Adrian Peterson,Cooper Kupp,T.Y. Hilton,Kenny Golladay,Mark Andrews,Indianapolis Colts,Brandin Cooks,137.9,100.86
Lamar Jackson,Kerryon Johnson,Josh Jacobs,Cooper Kupp,Golden Tate,Brandin Cooks,Austin Hooper,Buffalo Bills,Mark Andrews,137.84,114.42
Lamar Jackson,Leonard Fournette,Devonta Freeman,Tyler Lockett,Tyler Boyd,D.K. Metcalf,Darren Waller,Buffalo Bills,David Montgomery,137.81,133.42
Jared Goff,Chris Carson,Josh Jacobs,Cooper Kupp,D.J. Chark,Robert Woods,Mark Andrews,Arizona Cardinals,John Brown,137.77,128.92
Matt Ryan,Chris Carson,Josh Jacobs,Cooper Kupp,Kenny Golladay,Tyler Boyd,T.J. Hockenson,Buffalo Bills,Marvin Jones,137.75,118.46
Matt Ryan,Leonard Fournette,Tevin Coleman,Larry Fitzgerald,T.Y. Hilton,Golden Tate,Evan Engram,Washington Redskins,Joe Mixon,137.71,84.76
Kyler Murray,Leonard Fournette,Kenyan Drake,Larry Fitzgerald,Golden Tate,Tyler Boyd,Mark Andrews,Buffalo Bills,Allen Robinson,137.71,102.56
Jared Goff,Chris Carson,Kerryon Johnson,Julio Jones,T.Y. Hilton,Calvin Ridley,Mark Andrews,Los Angeles Chargers,Joe Mixon,137.68,96.72
Aaron Rodgers,Leonard Fournette,Chris Carson,Larry Fitzgerald,D.J. Chark,T.Y. Hilton,Darren Waller,Buffalo Bills,Allen Lazard,137.44,161.36
Jared Goff,Leonard Fournette,Chris Carson,Michael Thomas,T.Y. Hilton,Allen Robinson,Trey Burton,Chicago Bears,David Montgomery,137.36,136.12
Matt Ryan,Dalvin Cook,Leonard Fournette,Keenan Allen,A.J. Brown,Adam Humphries,Mark Andrews,Los Angeles Chargers,Chris Carson,137.34,105.56
Jared Goff,David Johnson,Derrick Henry,Robert Woods,Allen Robinson,Brandin Cooks,Mark Andrews,Los Angeles Chargers,Devonta Freeman,137.34,105.62
Matt Ryan,Leonard Fournette,Derrick Henry,Michael Thomas,Cooper Kupp,Calvin Ridley,Darren Fells,Arizona Cardinals,David Montgomery,137.3,106.56
Lamar Jackson,Dalvin Cook,Leonard Fournette,Cooper Kupp,Calvin Ridley,Mohamed Sanu,T.J. Hockenson,Detroit Lions,Josh Jacobs,137.18,117.62
Matt Ryan,Josh Jacobs,David Montgomery,Julio Jones,Cooper Kupp,T.Y. Hilton,Darren Waller,Chicago Bears,Dede Westbrook,137.17,133.86
Jared Goff,Dalvin Cook,Leonard Fournette,Michael Thomas,D.J. Chark,Calvin Ridley,Gerald Everett,Washington Redskins,Kenyan Drake,137.08,149.62
Matt Ryan,David Johnson,Leonard Fournette,Julio Jones,Brandin Cooks,Dante Pettis,Hunter Henry,Detroit Lions,Joe Mixon,136.99,68.56
Lamar Jackson,Chris Carson,Joe Mixon,Cooper Kupp,Robert Woods,Calvin Ridley,Darren Waller,Buffalo Bills,Kenyan Drake,136.97,130.12
Jared Goff,Dalvin Cook,Joe Mixon,Cooper Kupp,Tyler Boyd,Brandin Cooks,Darren Waller,Los Angeles Chargers,Mike Williams,136.93,141.02
Jared Goff,David Johnson,Leonard Fournette,Tyler Lockett,Brandin Cooks,Mohamed Sanu,Austin Hooper,Chicago Bears,Kenyan Drake,136.85,102.12
Deshaun Watson,Leonard Fournette,Kerryon Johnson,Cooper Kupp,Larry Fitzgerald,Robert Woods,Gerald Everett,Washington Redskins,Kenny Golladay,136.8,95.22
Matt Ryan,Dalvin Cook,David Johnson,T.Y. Hilton,Allen Robinson,Calvin Ridley,Austin Hooper,Washington Redskins,Dante Pettis,136.77,109.36
Josh Allen,Leonard Fournette,Josh Jacobs,Julio Jones,D.J. Chark,Tyler Boyd,Darren Fells,Buffalo Bills,Auden Tate,136.76,120.48
Matt Ryan,Leonard Fournette,Matt Breida,Keenan Allen,Tyler Boyd,John Brown,Austin Hooper,Chicago Bears,Calvin Ridley,136.67,95.16
Matt Ryan,David Johnson,Kerryon Johnson,DeAndre Hopkins,T.Y. Hilton,Tyler Boyd,Darren Fells,Buffalo Bills,Kenyan Drake,136.67,89.06
Josh Allen,Dalvin Cook,Leonard Fournette,Tyler Boyd,John Brown,Cole Beasley,Mark Andrews,Detroit Lions,Devonta Freeman,136.67,117.48
Jared Goff,Dalvin Cook,Chris Carson,Julio Jones,Tyler Boyd,Adam Humphries,Austin Hooper,Indianapolis Colts,David Montgomery,136.65,125.62
Russell Wilson,Tevin Coleman,Devonta Freeman,Cooper Kupp,T.Y. Hilton,Tyler Boyd,Gerald Everett,Buffalo Bills,Brandin Cooks,136.57,103.74
Matt Ryan,Chris Carson,Josh Jacobs,Michael Thomas,DeAndre Hopkins,Mohamed Sanu,Austin Hooper,Washington Redskins,Mark Andrews,136.52,117.86
Jared Goff,Derrick Henry,Devonta Freeman,Tyler Lockett,Stefon Diggs,T.Y. Hilton,T.J. Hockenson,Buffalo Bills,Kenny Golladay,136.49,128.12
Lamar Jackson,David Johnson,Leonard Fournette,Michael Thomas,A.J. Brown,Adam Humphries,Hunter Henry,Buffalo Bills,Josh Jacobs,136.46,137.42
Matt Ryan,David Johnson,Chris Carson,Julio Jones,Robert Woods,Auden Tate,Mark Andrews,Indianapolis Colts,Kenyan Drake,136.42,77.26
Kyler Murray,Leonard Fournette,Kerryon Johnson,T.Y. Hilton,Kenny Golladay,Mike Williams,Evan Engram,Buffalo Bills,Darius Slayton,136.4,77.36
Russell Wilson,Leonard Fournette,Kerryon Johnson,Michael Thomas,Tyler Boyd,D.K. Metcalf,Mark Andrews,Los Angeles Chargers,Josh Jacobs,136.3,109.34
Matt Ryan,David Johnson,Devonta Freeman,Cooper Kupp,Kenny Golladay,Auden Tate,Austin Hooper,New York Giants,David Montgomery,136.26,60.36
Russell Wilson,Leonard Fournette,Chris Carson,Cooper Kupp,Will Fuller,T.Y. Hilton,Darren Fells,Miami Dolphins,Kenny Golladay,136.19,86.04
Lamar Jackson,Dalvin Cook,Leonard Fournette,T.Y. Hilton,Robert Woods,Brandin Cooks,Gerald Everett,Los Angeles Chargers,Dante Pettis,136.16,138.62
Jared Goff,Dalvin Cook,Chris Carson,Cooper Kupp,Calvin Ridley,Dante Pettis,Hunter Henry,New York Giants,Derrick Henry,136.11,127.82
Jared Goff,Leonard Fournette,Derrick Henry,Michael Thomas,John Brown,Cole Beasley,Darren Waller,Buffalo Bills,Preston Williams,136.1,176.12
Jared Goff,Leonard Fournette,Chris Carson,Cooper Kupp,Keenan Allen,Dede Westbrook,Gerald Everett,Detroit Lions,Matt Breida,136.07,112.32
Daniel Jones,Leonard Fournette,Devonta Freeman,Michael Thomas,Larry Fitzgerald,Golden Tate,Darren Waller,Indianapolis Colts,Josh Jacobs,136.06,141.72
Deshaun Watson,David Johnson,Leonard Fournette,Cooper Kupp,T.Y. Hilton,Allen Lazard,Jack Doyle,Chicago Bears,Devonta Freeman,136.02,93.42
Jacoby Brissett,Leonard Fournette,Derrick Henry,DeAndre Hopkins,T.Y. Hilton,Brandin Cooks,Mark Andrews,Arizona Cardinals,Kerryon Johnson,136.0,149.04
Jared Goff,Dalvin Cook,Kerryon Johnson,Tyler Lockett,Allen Robinson,D.K. Metcalf,Mark Andrews,Buffalo Bills,Mike Williams,135.97,133.62
Matt Ryan,Devonta Freeman,Joe Mixon,Julio Jones,Keenan Allen,Golden Tate,Gerald Everett,Buffalo Bills,David Montgomery,135.97,84.76
Gardner Minshew,Dalvin Cook,Leonard Fournette,Cooper Kupp,Tyler Boyd,Allen Robinson,Hunter Henry,Arizona Cardinals,Auden Tate,135.97,155.8
Matt Ryan,Leonard Fournette,Josh Jacobs,Keenan Allen,Brandin Cooks,Mohamed Sanu,George Kittle,Jacksonville Jaguars,David Montgomery,135.95,91.46
Matt Ryan,David Johnson,Leonard Fournette,Michael Thomas,Robert Woods,Mike Williams,Tyler Higbee,New York Giants,Kerryon Johnson,135.93,85.76
Matt Ryan,Aaron Jones,Leonard Fournette,Tyler Lockett,D.J. Chark,Brandin Cooks,Gerald Everett,Buffalo Bills,Adam Humphries,135.92,113.36
Deshaun Watson,Leonard Fournette,Josh Jacobs,Michael Thomas,Brandin Cooks,Calvin Ridley,Austin Hooper,Cincinnati Bengals,Joe Mixon,135.89,125.42
Russell Wilson,Dalvin Cook,Devonta Freeman,Julio Jones,Larry Fitzgerald,Robert Woods,Austin Hooper,Washington Redskins,Allen Lazard,135.88,111.64
Matt Ryan,Tevin Coleman,Kerryon Johnson,Cooper Kupp,Robert Woods,Allen Robinson,Evan Engram,Buffalo Bills,Adam Humphries,135.86,84.86
Jared Goff,Leonard Fournette,Derrick Henry,Julio Jones,Will Fuller,Larry Fitzgerald,Gerald Everett,Indianapolis Colts,Joe Mixon,135.83,112.82
Lamar Jackson,David Johnson,Josh Jacobs,Tyler Lockett,T.Y. Hilton,Tyler Boyd,Mark Andrews,Detroit Lions,Joe Mixon,135.82,100.92
Matt Ryan,David Johnson,Leonard Fournette,Calvin Ridley,Mohamed Sanu,Allen Lazard,Evan Engram,New Orleans Saints,Chris Carson,135.8,61.76
Jared Goff,Leonard Fournette,Matt Breida,Julio Jones,Golden Tate,Dante Pettis,Austin Hooper,Buffalo Bills,Corey Davis,135.8,124.02
Deshaun Watson,Dalvin Cook,Devonta Freeman,Will Fuller,D.J. Chark,T.Y. Hilton,Darren Waller,Washington Redskins,Josh Jacobs,135.75,149.22
Jared Goff,Dalvin Cook,David Montgomery,Cooper Kupp,T.Y. Hilton,Robert Woods,Evan Engram,Cincinnati Bengals,Allen Lazard,135.71,113.62
Jared Goff,Dalvin Cook,Tevin Coleman,D.J. Chark,T.Y. Hilton,Brandin Cooks,Austin Hooper,Detroit Lions,Kerryon Johnson,135.71,116.52
Deshaun Watson,Devonta Freeman,Kenyan Drake,Keenan Allen,Robert Woods,Kenny Golladay,Austin Hooper,Buffalo Bills,Brandin Cooks,135.68,96.12
Russell Wilson,Dalvin Cook,Leonard Fournette,Kenny Golladay,Allen Robinson,Marvin Jones,T.J. Hockenson,Los Angeles Chargers,Devonta Freeman,135.61,151.54
Russell Wilson,Leonard Fournette,Joe Mixon,Julio Jones,Cooper Kupp,Adam Humphries,Austin Hooper,New York Giants,Darren Waller,135.54,135.74
Matt Ryan,Chris Carson,Derrick Henry,Michael Thomas,Robert Woods,Kenny Golladay,Gerald Everett,Los Angeles Rams,Devonta Freeman,135.53,115.06
Lamar Jackson,Dalvin Cook,Leonard Fournette,Larry Fitzgerald,Golden Tate,Darius Slayton,Hunter Henry,Miami Dolphins,Chris Carson,135.48,124.82
Matt Ryan,Chris Carson,Josh Jacobs,Julio Jones,Tyler Lockett,Larry Fitzgerald,Hunter Henry,Cincinnati Bengals,Calvin Ridley,135.42,93.36
Matt Ryan,Devonta Freeman,Joe Mixon,Cooper Kupp,Tyler Lockett,John Brown,Evan Engram,Indianapolis Colts,Calvin Ridley,135.39,81.16
Jared Goff,Leonard Fournette,Tevin Coleman,Julio Jones,Cooper Kupp,D.J. Chark,T.J. Hockenson,Miami Dolphins,Mike Williams,135.25,105.12
Jared Goff,Derrick Henry,Josh Jacobs,Keenan Allen,Brandin Cooks,Calvin Ridley,Evan Engram,Buffalo Bills,Auden Tate,135.2,111.32
Kyler Murray,Chris Carson,David Montgomery,Cooper Kupp,Keenan Allen,T.Y. Hilton,Hunter Henry,Buffalo Bills,Adam Humphries,135.16,95.46
Lamar Jackson,Aaron Jones,Leonard Fournette,Robert Woods,Mike Williams,Mohamed Sanu,Austin Hooper,Tennessee Titans,Devonta Freeman,135.14,110.82
Kyler Murray,Leonard Fournette,Joe Mixon,Cooper Kupp,T.Y. Hilton,Allen Robinson,Gerald Everett,Jacksonville Jaguars,Calvin Ridley,135.09,127.96
Jared Goff,David Johnson,Chris Carson,Cooper Kupp,Tyler Boyd,Mohamed Sanu,Delanie Walker,Los Angeles Rams,Devonta Freeman,135.09,82.92
Russell Wilson,Chris Carson,Devonta Freeman,Tyler Lockett,Kenny Golladay,Golden Tate,Mark Andrews,Green Bay Packers,Josh Jacobs,135.03,91.44
Matt Ryan,Leonard Fournette,Joe Mixon,Michael Thomas,DeAndre Hopkins,Allen Robinson,T.J. Hockenson,Buffalo Bills,Josh Hill,135.02,140.36
Russell Wilson,David Johnson,Leonard Fournette,Tyler Lockett,Robert Woods,Kenny Golladay,Luke Willson,Buffalo Bills,Allen Lazard,135.01,86.74
Matt Ryan,Dalvin Cook,Derrick Henry,DeAndre Hopkins,T.Y. Hilton,Mike Williams,Jack Doyle,Los Angeles Chargers,Josh Jacobs,135.0,138.46
Matt Ryan,Dalvin Cook,David Montgomery,Julio Jones,Allen Robinson,John Brown,Mark Andrews,Arizona Cardinals,Mohamed Sanu,134.98,118.86
Kyler Murray,Chris Carson,Derrick Henry,Larry Fitzgerald,T.Y. Hilton,Allen Robinson,Evan Engram,Indianapolis Colts,Josh Jacobs,134.98,111.46
Jared Goff,Derrick Henry,Joe Mixon,D.J. Chark,Tyler Boyd,Allen Robinson,George Kittle,Buffalo Bills,Dede Westbrook,134.95,133.22
Jared Goff,Leonard Fournette,Josh Jacobs,Tyler Lockett,Larry Fitzgerald,D.J. Chark,Evan Engram,Detroit Lions,Darius Slayton,134.93,95.62
Jared Goff,Kerryon Johnson,Joe Mixon,Michael Thomas,Cooper Kupp,Larry Fitzgerald,Austin Hooper,Chicago Bears,Hunter Henry,134.92,109.32
Jared Goff,Saquon Barkley,Devonta Freeman,D.J. Chark,T.Y. Hilton,Tyler Boyd,Mark Andrews,New York Giants,Auden Tate,134.88,111.12
Josh Allen,David Johnson,Leonard Fournette,Cooper Kupp,Mike Williams,Corey Davis,Hunter Henry,Cincinnati Bengals,Chris Carson,134.88,108.78
Jared Goff,Leonard Fournette,Josh Jacobs,Adam Thielen,Stefon Diggs,Kenny Golladay,Hunter Henry,Chicago Bears,Golden Tate,134.87,136.52
Deshaun Watson,Leonard Fournette,Derrick Henry,Tyler Boyd,Dede Westbrook,Auden Tate,Evan Engram,Los Angeles Chargers,Devonta Freeman,134.87,107.62
Matt Ryan,Leonard Fournette,Adrian Peterson,DeAndre Hopkins,Larry Fitzgerald,Brandin Cooks,Austin Hooper,Los Angeles Chargers,Dede Westbrook,134.84,111.16
Josh Allen,Dalvin Cook,Chris Carson,Robert Woods,Golden Tate,Brandin Cooks,Mark Andrews,Washington Redskins,Calvin Ridley,134.82,120.98
Matt Ryan,Kerryon Johnson,Joe Mixon,Julio Jones,Tyler Lockett,D.J. Chark,Darren Waller,Arizona Cardinals,Robert Woods,134.78,118.86
Deshaun Watson,Chris Carson,Derrick Henry,Julio Jones,Robert Woods,Brandin Cooks,Darren Waller,Miami Dolphins,Josh Jacobs,134.78,142.52
Matt Ryan,Marlon Mack,Melvin Gordon,T.Y. Hilton,Robert Woods,Kenny Golladay,Austin Hooper,Los Angeles Chargers,Tyler Boyd,134.76,87.26
Jared Goff,Dalvin Cook,Matt Breida,Tyler Lockett,Robert Woods,Calvin Ridley,Darren Waller,Chicago Bears,Josh Jacobs,134.73,157.92
Matt Ryan,Derrick Henry,Kenyan Drake,Cooper Kupp,D.J. Chark,T.Y. Hilton,George Kittle,Oakland Raiders,Robert Woods,134.71,89.26
Matt Ryan,Leonard Fournette,Kerryon Johnson,Terry McLaurin,John Brown,Dede Westbrook,George Kittle,Buffalo Bills,Dante Pettis,134.67,86.26
Russell Wilson,David Johnson,Leonard Fournette,Julio Jones,T.Y. Hilton,Mohamed Sanu,Tyler Higbee,Cincinnati Bengals,Josh Jacobs,134.66,94.24
Jared Goff,David Johnson,Marlon Mack,Michael Thomas,T.Y. Hilton,Robert Woods,Hunter Henry,Washington Redskins,Mohamed Sanu,134.65,116.92
Jared Goff,Dalvin Cook,Derrick Henry,Michael Thomas,Mohamed Sanu,Auden Tate,Austin Hooper,Cincinnati Bengals,Devonta Freeman,134.65,130.72
Kyler Murray,Dalvin Cook,Devonta Freeman,Cooper Kupp,Robert Woods,Mohamed Sanu,Mark Andrews,Chicago Bears,Kenyan Drake,134.64,88.96
Jared Goff,Devonta Freeman,David Montgomery,Cooper Kupp,Larry Fitzgerald,D.J. Chark,George Kittle,Indianapolis Colts,Brandin Cooks,134.62,81.62
Lamar Jackson,Leonard Fournette,Devonta Freeman,DeAndre Hopkins,T.Y. Hilton,John Brown,Darren Fells,Green Bay Packers,Joe Mixon,134.61,131.72
Matt Ryan,Saquon Barkley,Leonard Fournette,Robert Woods,Kenny Golladay,Brandin Cooks,Delanie Walker,Arizona Cardinals,Auden Tate,134.59,91.16
Lamar Jackson,Dalvin Cook,Kerryon Johnson,Julio Jones,Cooper Kupp,T.Y. Hilton,Tyler Higbee,Washington Redskins,Kenyan Drake,134.59,123.82
Kyler Murray,Leonard Fournette,Derrick Henry,Cooper Kupp,Robert Woods,Auden Tate,Tyler Higbee,Buffalo Bills,Matt Breida,134.59,95.76
Jared Goff,Chris Carson,Tevin Coleman,Cooper Kupp,Tyler Lockett,Auden Tate,Austin Hooper,Buffalo Bills,Ted Ginn,134.57,113.22
Josh Allen,Leonard Fournette,Kenyan Drake,Keenan Allen,Tyler Lockett,T.Y. Hilton,Dawson Knox,Buffalo Bills,John Brown,134.56,130.38
Matt Ryan,Marlon Mack,Devonta Freeman,Stefon Diggs,Larry Fitzgerald,Allen Robinson,Austin Hooper,Buffalo Bills,Mohamed Sanu,134.51,95.76
Kyler Murray,Leonard Fournette,Chris Carson,DeAndre Hopkins,D.J. Chark,Tyler Boyd,Tyler Eifert,Indianapolis Colts,Devonta Freeman,134.51,101.76
Jared Goff,Marlon Mack,Devonta Freeman,Michael Thomas,Cooper Kupp,Calvin Ridley,Mark Andrews,Detroit Lions,Mike Williams,134.46,91.82
Matt Ryan,Derrick Henry,Adrian Peterson,Cooper Kupp,Keenan Allen,Tyler Lockett,Austin Hooper,Detroit Lions,Allen Robinson,134.44,102.66
Deshaun Watson,Leonard Fournette,Melvin Gordon,Will Fuller,T.Y. Hilton,Golden Tate,Austin Hooper,Indianapolis Colts,Mark Andrews,134.41,114.42
Jared Goff,Aaron Jones,Leonard Fournette,T.Y. Hilton,Golden Tate,Brandin Cooks,Delanie Walker,Green Bay Packers,Calvin Ridley,134.39,115.12
Matt Ryan,Leonard Fournette,Derrick Henry,Julio Jones,Tyler Lockett,Golden Tate,Tyler Higbee,Jacksonville Jaguars,Kenyan Drake,134.34,115.56
Gardner Minshew,Dalvin Cook,Chris Carson,T.Y. Hilton,Tyler Boyd,Dede Westbrook,Mark Andrews,Chicago Bears,Derrick Henry,134.34,141.6
Jared Goff,Aaron Jones,Leonard Fournette,DeAndre Hopkins,Tyler Boyd,Allen Robinson,Gerald Everett,New York Giants,Mohamed Sanu,134.29,151.92
Russell Wilson,Chris Carson,Kerryon Johnson,Cooper Kupp,D.J. Chark,Tyler Boyd,Evan Engram,Washington Redskins,Auden Tate,134.25,77.94
Matt Ryan,Dalvin Cook,Leonard Fournette,Julio Jones,Calvin Ridley,Dede Westbrook,Delanie Walker,Miami Dolphins,Frank Gore,134.21,106.56
Matt Ryan,Leonard Fournette,Adrian Peterson,Julio Jones,Cooper Kupp,Robert Woods,Jimmy Graham,Cincinnati Bengals,Marvin Jones,134.17,132.86
Deshaun Watson,Leonard Fournette,Chris Carson,Julio Jones,Calvin Ridley,Darius Slayton,Tyler Higbee,Buffalo Bills,David Montgomery,134.16,93.22
Jacoby Brissett,Dalvin Cook,Leonard Fournette,Larry Fitzgerald,T.Y. Hilton,Kenny Golladay,Jordan Akins,Green Bay Packers,Josh Jacobs,134.15,131.84
Gardner Minshew,David Johnson,Leonard Fournette,T.Y. Hilton,Dede Westbrook,Cole Beasley,Austin Hooper,Buffalo Bills,Auden Tate,134.12,126.5
Jared Goff,David Johnson,Leonard Fournette,DeAndre Hopkins,Keenan Allen,Corey Davis,Delanie Walker,Washington Redskins,Joe Mixon,134.12,118.82
Matt Ryan,David Johnson,Leonard Fournette,Stefon Diggs,T.Y. Hilton,Marvin Jones,T.J. Hockenson,Indianapolis Colts,Marlon Mack,134.1,135.06
Matt Ryan,Leonard Fournette,Devonta Freeman,DeAndre Hopkins,Keenan Allen,Will Fuller,Jordan Akins,Detroit Lions,Kerryon Johnson,134.1,70.86
Jared Goff,Dalvin Cook,David Johnson,Kenny Golladay,Tyler Boyd,Calvin Ridley,Tyler Higbee,Buffalo Bills,Adrian Peterson,134.07,95.62
Lamar Jackson,Leonard Fournette,Chris Carson,Keenan Allen,Stefon Diggs,Kenny Golladay,T.J. Hockenson,Washington Redskins,John Brown,134.06,127.22
Matt Ryan,Dalvin Cook,Derrick Henry,Golden Tate,Allen Robinson,Darius Slayton,Evan Engram,New York Giants,Devonta Freeman,134.05,112.86
